company,codedsupplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure,Line Number,Line Amount
CU,DP10309791,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305773,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,951
CU,DP5606391,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305661,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,953.88
CU,DP5968623,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305670,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,956.48
CU,DP4947915,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305636,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,958.8
CU,DP12785043,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305895,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,960
CU,DP2201691,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305583,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,965.28
CU,DP11298207,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305804,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,966.72
CU,DP11170443,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305802,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,967.2
CU,FP5864727,16/04/2024,CHILDREN AND FAMILY WELLBEING,CHILDREN & FAMILIES           ,305432,SECTION 38 (6) PAYMENTS,Revenue,1,970.14
CU,DP10437555,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305778,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,976
CU,DP1901235,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305574,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,000.00"
CU,DP12824355,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305903,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"1,006.00"
CU,DP1440723,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305569,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,019.44"
CU,DP1319979,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305566,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,038.00"
CU,DP12873495,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305912,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,045.40"
CU,DP12813123,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305900,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,048.56"
CU,DP11115687,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305799,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,050.00"
CU,DP12801891,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305897,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,050.00"
CU,DP5763639,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305667,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,072.12"
CU,DP10997751,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305794,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,080.00"
CU,DP5289087,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305649,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,080.00"
CU,DP10884027,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305790,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,081.56"
CU,DP13005471,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305948,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,086.68"
CU,DP13070055,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305961,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,"1,087.36"
CU,DP12442467,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305860,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,088.00"
CU,DP13036359,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305955,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,089.72"
CU,DP5416851,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305651,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,092.00"
CU,DP9081291,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305747,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,100.00"
CU,DP8522499,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305730,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,104.56"
CU,DP1968627,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305576,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,108.32"
CU,DP564627,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305546,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,108.76"
CU,DP52167,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305524,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,108.80"
CU,DP12705015,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305880,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,"1,114.26"
CU,DP6650967,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305677,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,117.48"
CU,DP7350159,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305695,INDIVIDUAL SERVICE FUNDS,Revenue,1,"1,122.24"
CU,DP12883323,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305914,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,122.72"
CU,DP5604987,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305660,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,134.00"
CU,DP12723267,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305883,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,137.68"
CU,DP6603231,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305674,INDIVIDUAL SERVICE FUNDS,Revenue,1,"1,140.00"
CU,DP2886843,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305600,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,147.64"
CU,DP7977747,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305713,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,149.48"
CU,DP13058823,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305959,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,150.00"
CU,DP6964059,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305686,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,"1,150.00"
CU,DP10858755,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305787,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,157.68"
CU,DP2379999,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305586,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,174.20"
CU,DP4514079,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305627,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,182.84"
CU,DP7468095,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305702,INDIVIDUAL SERVICE FUNDS,Revenue,1,"1,187.44"
CU,DP12960543,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305938,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,193.68"
CU,DP4014255,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305615,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"1,200.00"
CU,DP5009691,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305639,INDIVIDUAL SERVICE FUNDS,Revenue,2,"1,203.44"
CU,DP5356479,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305650,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,212.64"
CU,DP12530919,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305868,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,220.00"
CU,DP7776975,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305710,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,229.48"
CU,DP549183,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305545,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,245.88"
CU,DP12884727,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305915,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,246.44"
CU,DP12893151,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305920,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,260.00"
CU,DP5429487,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305653,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"1,260.00"
CU,DP11131131,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305801,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"1,276.80"
CU,DP7788207,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305711,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,287.84"
CU,DP13023723,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305953,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,288.00"
CU,DP11608491,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305819,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,291.00"
CU,DP8964759,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305744,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,291.04"
CU,DP13095327,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305973,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,300.00"
CU,DP3392283,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305609,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,300.00"
CU,DP2688879,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305595,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,302.88"
CU,DP12956331,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305937,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,320.00"
CU,DP12780831,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305893,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"1,323.21"
CU,DP5638683,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305663,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,330.92"
CU,DP13084095,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305969,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,341.68"
CU,DP2752059,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305596,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,343.08"
CU,DP10871391,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305789,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,381.68"
CU,DP587091,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305547,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,389.28"
CU,DP12401751,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305859,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,400.00"
CU,DP12789255,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305896,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,400.00"
CU,DP12984411,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305943,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,400.00"
CU,DP4495827,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305626,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,400.92"
CU,DP7257495,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305693,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,417.60"
CU,DP12624987,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305874,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,420.00"
CU,DP8911407,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305742,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,422.48"
CU,DP1117803,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305561,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,425.76"
CU,DP7622535,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305706,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,430.04"
CU,DP12744327,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305888,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,435.20"
CU,DP10947207,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305793,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,438.08"
CU,DP12966159,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305939,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,445.68"
CU,DP13036359,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305955,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"1,452.96"
CU,DP11680095,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305820,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,456.00"
CU,DP12485991,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305864,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,477.68"
CU,DP12705015,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305880,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"1,485.68"
CU,DP1343847,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305567,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,486.60"
CU,DP12697995,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305878,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,500.00"
CU,DP610959,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305548,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,500.00"
CU,DP9675183,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305758,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,504.32"
CU,DP12285219,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305848,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,508.16"
CU,DP2551287,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305591,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,510.00"
CU,DP12102699,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305838,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,513.68"
CU,DP464943,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305538,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,520.48"
CU,DP5009691,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305639,INDIVIDUAL SERVICE FUNDS,Revenue,1,"1,529.28"
CU,DP11503191,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305815,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,534.68"
CU,DP11751699,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305824,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,536.00"
CU,DP9530571,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305756,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,542.16"
CU,DP12874899,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305913,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,553.36"
CU,DP11131131,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305801,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,560.00"
CU,DP2665011,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305593,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,572.84"
CU,DP8067603,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305717,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,582.80"
CU,DP9738363,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305759,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,589.28"
CU,DP12337167,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305852,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,592.00"
CU,DP10757667,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305784,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,604.20"
CU,DP2928963,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305601,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,607.16"
CU,DP13023723,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305953,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"1,610.00"
CU,DP11504595,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305816,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,612.08"
CU,DP4316115,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305620,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,623.12"
CU,DP6739419,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305680,INDIVIDUAL SERVICE FUNDS,Revenue,1,"1,624.04"
CU,DP2009343,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305579,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"1,631.79"
CU,DP11425971,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305811,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,634.40"
CU,DP10909299,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305792,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,637.68"
CU,DP1444935,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305570,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,653.36"
CU,DP5423871,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305652,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,677.32"
CU,DP5279259,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305647,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,680.00"
CU,DP5429487,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305653,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,680.00"
CU,DP4952127,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305637,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,682.28"
CU,DP12549171,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305870,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,695.80"
CU,DP8038119,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305716,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,705.00"
CU,DP3826119,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305612,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,708.40"
CU,DP3041283,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305605,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,716.00"
CU,DP12763983,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305890,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,717.68"
CU,DP12928251,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305927,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,717.68"
CU,DP8386311,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305725,INDIVIDUAL SERVICE FUNDS,Revenue,1,"1,771.60"
CU,DP12971775,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305940,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,824.00"
CU,DP1145883,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305562,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,842.60"
CU,DP4891755,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305634,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,843.68"
CU,DP4726083,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305630,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,858.32"
CU,DP272595,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305530,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,860.40"
CU,DP4745739,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305631,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,902.00"
CU,DP5571291,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305659,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,912.48"
CU,DP2673435,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305594,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,914.60"
CU,DP5626047,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305662,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,932.72"
CU,DP12780831,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305893,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,950.00"
CU,DP4873503,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305633,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,964.84"
CU,DP8035311,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305715,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,993.72"
CU,DP12838395,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305907,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"2,029.71"
CU,DP5197827,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305645,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,058.40"
CU,DP5192211,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305644,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,063.08"
CU,DP12853839,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305910,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,064.00"
CU,DP7532679,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305704,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,147.20"
CU,DP4275399,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305618,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,150.40"
CU,DP13019511,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305951,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,160.00"
CU,DP2009343,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305579,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,175.72"
CU,DP5494071,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305656,INDIVIDUAL SERVICE FUNDS,Revenue,1,"2,178.40"
CU,DP5729943,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305665,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,179.20"
CU,DP12230463,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305845,INDIVIDUAL SERVICE FUNDS,Revenue,1,"2,208.00"
CU,DP4911411,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305635,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,264.32"
CU,DP9065847,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305746,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,268.08"
CU,DP6916323,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305685,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,286.84"
CU,DP12533727,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305869,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,305.00"
CU,DP773823,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305553,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,330.76"
CU,DP10079535,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305768,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,360.00"
CU,DP7302423,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305694,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,361.16"
CU,DP851043,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305556,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,375.24"
CU,DP852447,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305557,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,375.24"
CU,DP12574443,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305871,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,413.68"
CU,DP11402103,16/04/2024,ADULT SOCIAL CARE & HOUSING,OPERATIONS                    ,305810,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,414.48"
