Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name (Redacted)
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,612.92 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,612.92 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,612.92 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,838.40 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,838.40 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,838.40 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,656.64 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,656.64 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,656.64 ",Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,16/10/2024,792.00 ,Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,13/11/2024,792.00 ,Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,11/12/2024,792.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,898.36 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,661.95 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,661.95 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,6132000,Public Transport - general,13/12/2024,"2,457.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,961.44 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,961.44 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,961.44 ,Revenue,REDACT PERSONAL DATA
Children With Disabilities,Children's Care,6157000,Partnership Payments,13/11/2024,"3,600.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"2,228.80 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"2,228.80 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"2,228.80 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,744.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,744.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,744.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"4,637.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"4,637.60 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"4,637.60 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,6132000,Public Transport - general,13/12/2024,"1,170.00 ",Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,15/10/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,21/10/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,28/10/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,04/11/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,11/11/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,18/11/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,25/11/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,04/12/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,09/12/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,17/12/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,17/12/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Family & Friends Allowances,Children's Care,6149000,Other supplies & services,17/12/2024,594.99 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,281.56 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,281.56 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,281.56 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,891.52 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,891.52 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,891.52 ,Revenue,REDACT PERSONAL DATA
Children With Disabilities,Children's Care,6157000,Partnership Payments,11/12/2024,"1,358.18 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,6132000,Public Transport - general,13/12/2024,585.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,153.36 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,153.36 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,153.36 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,6132000,Public Transport - general,13/12/2024,585.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,6132000,Public Transport - general,08/10/2024,810.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,6132000,Public Transport - general,13/12/2024,702.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,500.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,710.52 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,710.52 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,710.52 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,832.96 ,Revenue,REDACT PERSONAL DATA
Children With Disabilities,Children's Care,6157000,Partnership Payments,16/10/2024,674.85 ,Revenue,REDACT PERSONAL DATA
Children With Disabilities,Children's Care,6157000,Partnership Payments,13/11/2024,674.85 ,Revenue,REDACT PERSONAL DATA
Children With Disabilities,Children's Care,6157000,Partnership Payments,11/12/2024,674.85 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"2,033.78 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"2,033.78 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"2,033.78 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,002.96 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,002.96 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,002.96 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,687.04 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),01/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),01/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),08/10/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),08/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),08/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),08/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),08/10/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),08/10/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),08/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),08/10/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),08/10/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),08/10/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),16/10/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),16/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),16/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),16/10/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),16/10/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),16/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),22/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),22/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),22/10/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),22/10/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),22/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),22/10/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),29/10/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),29/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),29/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),29/10/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),29/10/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),31/10/2024,512.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),12/11/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),12/11/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),12/11/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),12/11/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),12/11/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),12/11/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),12/11/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),19/11/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),19/11/2024,700.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),19/11/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),19/11/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),19/11/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),19/11/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),19/11/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),26/11/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),27/11/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),27/11/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),27/11/2024,700.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),27/11/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),27/11/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),05/12/2024,700.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),05/12/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),05/12/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),05/12/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),05/12/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),05/12/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),05/12/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),10/12/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),10/12/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),10/12/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),10/12/2024,700.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),10/12/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),10/12/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),18/12/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),18/12/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),18/12/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),18/12/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),18/12/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),18/12/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),18/12/2024,700.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),30/12/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),30/12/2024,550.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),30/12/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),30/12/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),30/12/2024,600.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),30/12/2024,700.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),30/12/2024,640.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,504.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,504.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,504.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,838.76 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,838.76 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,838.76 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),07/10/2024,"3,000.00 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),25/10/2024,"2,850.00 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),02/12/2024,"2,850.00 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131500,Call Off Hire of Transport (External),20/12/2024,"2,250.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,207.50 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,207.50 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,207.50 ",Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,16/10/2024,720.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,08/11/2024,720.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,19/11/2024,720.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,05/12/2024,720.00 ,Revenue,REDACT PERSONAL DATA
Integrated Transport Unit,Education & Partnerships,7131090,Call Off Home to School/College - Taxis,18/12/2024,720.00 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,878.76 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,878.76 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,878.76 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,971.52 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,971.52 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,971.52 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,792.88 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,792.88 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,792.88 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,727.32 ",Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,16/10/2024,"2,969.52 ",Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,13/11/2024,"2,969.52 ",Revenue,REDACT PERSONAL DATA
Social Care Other,Adult Social Care,6157000,Partnership Payments,11/12/2024,"3,217.41 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"3,426.78 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"3,426.78 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"3,426.78 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,503.28 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,503.28 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,503.28 ,Revenue,REDACT PERSONAL DATA
SEN & Vulnerable Learners,Education & Partnerships,6157000,Partnership Payments,16/10/2024,"1,539.68 ",Revenue,REDACT PERSONAL DATA
SEN & Vulnerable Learners,Education & Partnerships,6157000,Partnership Payments,13/11/2024,"1,539.68 ",Revenue,REDACT PERSONAL DATA
SEN & Vulnerable Learners,Education & Partnerships,6157000,Partnership Payments,11/12/2024,"1,539.68 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"2,460.00 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,448.72 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,448.72 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,448.72 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,557.20 ,Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"2,234.44 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"2,234.44 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"2,234.44 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"5,739.16 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"5,739.16 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"5,739.16 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,058.68 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,058.68 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,058.68 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,16/10/2024,"1,160.48 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,13/11/2024,"1,160.48 ",Revenue,REDACT PERSONAL DATA
Purchasing,Adult Social Care,6157000,Partnership Payments,11/12/2024,"1,160.48 ",Revenue,REDACT PERSONAL DATA
