Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name (Redacted)
Economic Development Capital,Regeneration,7205044,Call Off Capital Other Costs,10/12/2024,"5,952.78 ",Capital,Cinos Ltd
Economic Development Capital,Regeneration,7205044,Call Off Capital Other Costs,10/12/2024,880.00 ,Capital,Cinos Ltd
Economic Development Capital,Regeneration,7205044,Call Off Capital Other Costs,10/12/2024,"15,573.76 ",Capital,Cinos Ltd
ICT Service,Legal & Governance Services,6149000,Other supplies & services,16/12/2024,"1,107.55 ",Revenue,Cinos Ltd
Highways Infrastructure & Fleet,Environment & Community Services,6145140,"Professional, commission & membership fees",25/10/2024,"1,185.00 ",Revenue,CIPFA - MEMBERSHIP/EXAM FEES
Financial Planning & Support,Finance,7145140,"Call Off Professional, commission & membership fees",10/10/2024,"6,050.00 ",Revenue,CIPFA - ORGANISATIONAL FEES
Chief Executive,Chief Executive,7145140,"Call Off Professional, commission & membership fees",15/11/2024,"21,600.00 ",Revenue,CIPFA - ORGANISATIONAL FEES
Financial Planning & Support,Finance,7145140,"Call Off Professional, commission & membership fees",31/10/2024,"4,634.45 ",Revenue,CIPFA - ORGANISATIONAL FEES
Financial Planning & Support,Finance,7145140,"Call Off Professional, commission & membership fees",31/10/2024,"5,152.50 ",Revenue,CIPFA - ORGANISATIONAL FEES
Chief Executive,Chief Executive,7145140,"Call Off Professional, commission & membership fees",07/11/2024,"18,900.00 ",Revenue,CIPFA - ORGANISATIONAL FEES
Chief Executive,Chief Executive,7145140,"Call Off Professional, commission & membership fees",26/11/2024,"24,300.00 ",Revenue,CIPFA - ORGANISATIONAL FEES
Financial Planning & Support,Finance,7145140,"Call Off Professional, commission & membership fees",16/12/2024,"2,200.00 ",Revenue,CIPFA - ORGANISATIONAL FEES
Chief Executive,Chief Executive,7145140,"Call Off Professional, commission & membership fees",16/12/2024,"21,600.00 ",Revenue,CIPFA - ORGANISATIONAL FEES
Director - Legal and Governance Services,Legal & Governance Services,6145140,"Professional, commission & membership fees",17/12/2024,"2,200.00 ",Revenue,CIPFA - ORGANISATIONAL FEES
Public Protection,Environment & Community Services,7157000,Call Off Partnership Payments,25/10/2024,"7,209.12 ",Revenue,CIPHER Medical Consultancy Limited
Public Protection,Environment & Community Services,7157000,Call Off Partnership Payments,27/11/2024,"7,209.12 ",Revenue,CIPHER Medical Consultancy Limited
Public Protection,Environment & Community Services,7157000,Call Off Partnership Payments,20/12/2024,"7,209.12 ",Revenue,CIPHER Medical Consultancy Limited
Property Services,Regeneration,7140060,Call Off Equipment Maintenance Agreements,29/10/2024,"1,437.75 ",Revenue,Circuit Electrical Testing Ltd
Property Services,Regeneration,7140060,Call Off Equipment Maintenance Agreements,29/10/2024,"1,319.85 ",Revenue,Circuit Electrical Testing Ltd
Property Services,Regeneration,7140060,Call Off Equipment Maintenance Agreements,29/10/2024,"3,776.10 ",Revenue,Circuit Electrical Testing Ltd
Commissioning,Finance,6147500,Grants to organisations,14/11/2024,"138,250.00 ",Revenue,CITIZENS ADVICE BUREAU
Property Services,Regeneration,7124500,Call Off Cleaning,09/10/2024,"3,012.00 ",Revenue,CITY CLEAN NORTHERN LTD
Property Services,Regeneration,7124500,Call Off Cleaning,07/11/2024,"1,195.50 ",Revenue,CITY CLEAN NORTHERN LTD
Property Services,Regeneration,6124500,Cleaning,29/11/2024,"1,000.00 ",Revenue,CITY CLEAN NORTHERN LTD
Property Services,Regeneration,7124500,Call Off Cleaning,10/12/2024,"1,525.75 ",Revenue,CITY CLEAN NORTHERN LTD
Property Services,Regeneration,6140100,Materials - general,29/10/2024,719.10 ,Revenue,CITY ELECTRICAL FA
Property Services,Regeneration,6140100,Materials - general,30/10/2024,719.10 ,Revenue,CITY ELECTRICAL FA
Property Services,Regeneration,6140100,Materials - general,30/12/2024,897.95 ,Revenue,CITY ELECTRICAL FA
Highways Infrastructure & Fleet,Environment & Community Services,6140020,Equipment Purchase,05/11/2024,"14,715.00 ",Revenue,CITY OF NEWCASTLE
Economic Development Capital,Regeneration,7205055,Call Off Capital - Professional/Consultant Fees,11/10/2024,"22,055.00 ",Capital,CIVIC EARTH LIMITED
Economic Development Capital,Regeneration,7205055,Call Off Capital - Professional/Consultant Fees,04/11/2024,"2,900.00 ",Capital,CIVIC EARTH LIMITED
Democratic Services,Legal & Governance Services,6149000,Other supplies & services,01/10/2024,"3,500.00 ",Revenue,CIVICA UK LIMITED
Stronger Communities,Environment & Community Services,6149000,Other supplies & services,05/12/2024,"1,666.66 ",Revenue,CIVICA UK LIMITED
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,23/12/2024,"1,780.00 ",Capital,Clarke's Environmental Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/10/2024,"6,041.64 ",Revenue,Classic Resources UK Ltd
Highways & Transport,Environment & Community Services,6145000,Hired & Contracted Services,13/11/2024,"375,000.00 ",Revenue,CLEAR CHANNEL UK LTD
Public Mental Health,Public Health,6157000,Partnership Payments,07/10/2024,"9,500.00 ",Revenue,CLEVELAND ALZHEIMERS RES CENTRE LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,09/10/2024,510.80 ,Revenue,CLEVELAND CABLE COMPANY LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140020,Equipment Purchase,23/10/2024,"1,153.24 ",Revenue,CLEVELAND CABLE COMPANY LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,12/11/2024,510.80 ,Revenue,CLEVELAND CABLE COMPANY LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,19/12/2024,816.58 ,Revenue,CLEVELAND CABLE COMPANY LTD
Capital - Social Services,Adult Social Care,6205080,Capital - Equipment Purchase,04/10/2024,"1,071.60 ",Capital,CLEVELAND DISABLED SUPPLIES
Capital - Social Services,Adult Social Care,6205080,Capital - Equipment Purchase,10/10/2024,"1,376.40 ",Capital,CLEVELAND DISABLED SUPPLIES
Capital - Social Services,Adult Social Care,6205080,Capital - Equipment Purchase,27/12/2024,649.80 ,Capital,CLEVELAND DISABLED SUPPLIES
Commissioning,Finance,6147500,Grants to organisations,02/10/2024,"13,000.00 ",Revenue,CLEVELAND FIRE AUTHORITY
Highways Infrastructure & Fleet,Environment & Community Services,6205044,Capital Other Costs,02/12/2024,"4,995.00 ",Capital,Cleveland Group (Hire and Sales) Limited
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/10/2024,"1,856.00 ",Revenue,CLEVELAND LAND SERVICES (GUISBOROUGH)LTD
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),11/11/2024,528.00 ,Revenue,CLEVELAND LAND SERVICES (GUISBOROUGH)LTD
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),06/12/2024,"2,772.00 ",Revenue,CLEVELAND LAND SERVICES (GUISBOROUGH)LTD
Legal Childcare,Legal & Governance Services,7124030,Call Off Service Charge,15/11/2024,614.90 ,Revenue,CLEVELAND POLICE
Legal Childcare,Legal & Governance Services,7124030,Call Off Service Charge,17/12/2024,753.00 ,Revenue,CLEVELAND POLICE
Legal Childcare,Legal & Governance Services,7124030,Call Off Service Charge,23/12/2024,788.90 ,Revenue,CLEVELAND POLICE
Investment Properties,Regeneration,6145140,"Professional, commission & membership fees",13/11/2024,"1,375.00 ",Revenue,Cleveland Property Investments Ltd
Investment Properties,Regeneration,6145140,"Professional, commission & membership fees",20/12/2024,"1,965.00 ",Revenue,Cleveland Property Investments Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,01/10/2024,"103,727.44 ",Revenue,CLEVELAND VIEW (NURSING HOME)
Social Care Other,Adult Social Care,6157000,Partnership Payments,01/10/2024,"10,808.83 ",Revenue,CLEVELAND VIEW (NURSING HOME)
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,29/10/2024,"3,484.58 ",Revenue,CLEVELAND VIEW (NURSING HOME)
Purchasing,Adult Social Care,6157000,Partnership Payments,29/10/2024,"102,951.11 ",Revenue,CLEVELAND VIEW (NURSING HOME)
Social Care Other,Adult Social Care,6157000,Partnership Payments,29/10/2024,"18,572.95 ",Revenue,CLEVELAND VIEW (NURSING HOME)
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,26/11/2024,"4,721.04 ",Revenue,CLEVELAND VIEW (NURSING HOME)
Purchasing,Adult Social Care,6157000,Partnership Payments,26/11/2024,"100,866.16 ",Revenue,CLEVELAND VIEW (NURSING HOME)
Social Care Other,Adult Social Care,6157000,Partnership Payments,26/11/2024,"12,390.64 ",Revenue,CLEVELAND VIEW (NURSING HOME)
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,17/12/2024,"10,886.82 ",Revenue,CLEVELAND VIEW (NURSING HOME)
Purchasing,Adult Social Care,6157000,Partnership Payments,17/12/2024,"90,777.97 ",Revenue,CLEVELAND VIEW (NURSING HOME)
Social Care Other,Adult Social Care,6157000,Partnership Payments,17/12/2024,"15,313.19 ",Revenue,CLEVELAND VIEW (NURSING HOME)
Misc. Public Health,Public Health,6157000,Partnership Payments,22/10/2024,33.20 ,Revenue,CLICK TRAVEL LTD
Public Protection,Environment & Community Services,6157000,Partnership Payments,22/10/2024,177.40 ,Revenue,CLICK TRAVEL LTD
Economic Growth & Infrastructure,Regeneration,6157000,Partnership Payments,22/10/2024,202.00 ,Revenue,CLICK TRAVEL LTD
Stronger Communities,Environment & Community Services,6157000,Partnership Payments,22/10/2024,16.40 ,Revenue,CLICK TRAVEL LTD
Supporting Communities,Environment & Community Services,6157000,Partnership Payments,22/10/2024,391.70 ,Revenue,CLICK TRAVEL LTD
Access to Education,Education & Partnerships,6157000,Partnership Payments,22/10/2024,118.83 ,Revenue,CLICK TRAVEL LTD
Commissioning,Finance,6157000,Partnership Payments,22/10/2024,138.61 ,Revenue,CLICK TRAVEL LTD
Partnerships,Education & Partnerships,6157000,Partnership Payments,22/10/2024,276.51 ,Revenue,CLICK TRAVEL LTD
Director - Legal and Governance Services,Legal & Governance Services,6157000,Partnership Payments,22/10/2024,216.16 ,Revenue,CLICK TRAVEL LTD
Chief Executive,Chief Executive,6157000,Partnership Payments,22/10/2024,264.67 ,Revenue,CLICK TRAVEL LTD
Access & Safeguarding,Adult Social Care,6157000,Partnership Payments,22/10/2024,"7,845.33 ",Revenue,CLICK TRAVEL LTD
Management Budgets,Children's Care,6157000,Partnership Payments,22/10/2024,368.80 ,Revenue,CLICK TRAVEL LTD
Safeguarding & Care Planning,Children's Care,6157000,Partnership Payments,22/10/2024,"1,406.15 ",Revenue,CLICK TRAVEL LTD
Children Looked After & Corporate Parenting,Children's Care,6157000,Partnership Payments,22/10/2024,69.90 ,Revenue,CLICK TRAVEL LTD
Pathways Leaving Care Service,Children's Care,6157000,Partnership Payments,22/10/2024,63.75 ,Revenue,CLICK TRAVEL LTD
Highways Infrastructure & Fleet,Environment & Community Services,6157000,Partnership Payments,22/10/2024,113.40 ,Revenue,CLICK TRAVEL LTD
Misc. Public Health,Public Health,6157000,Partnership Payments,07/11/2024,264.70 ,Revenue,CLICK TRAVEL LTD
Public Protection,Environment & Community Services,6157000,Partnership Payments,07/11/2024,176.20 ,Revenue,CLICK TRAVEL LTD
Cultural Services,Regeneration,6157000,Partnership Payments,07/11/2024,212.00 ,Revenue,CLICK TRAVEL LTD
Stronger Communities,Environment & Community Services,6157000,Partnership Payments,07/11/2024,77.50 ,Revenue,CLICK TRAVEL LTD
Supporting Communities,Environment & Community Services,6157000,Partnership Payments,07/11/2024,649.85 ,Revenue,CLICK TRAVEL LTD
Partnerships,Education & Partnerships,6157000,Partnership Payments,07/11/2024,10.05 ,Revenue,CLICK TRAVEL LTD
Director - Legal and Governance Services,Legal & Governance Services,6157000,Partnership Payments,07/11/2024,8.33 ,Revenue,CLICK TRAVEL LTD
Resident & Business Support,Finance,6157000,Partnership Payments,07/11/2024,170.20 ,Revenue,CLICK TRAVEL LTD
Access & Safeguarding,Adult Social Care,6157000,Partnership Payments,07/11/2024,"5,069.11 ",Revenue,CLICK TRAVEL LTD
Healthy Environments,Public Health,6157000,Partnership Payments,07/11/2024,129.90 ,Revenue,CLICK TRAVEL LTD
Management Budgets,Children's Care,6157000,Partnership Payments,07/11/2024,857.75 ,Revenue,CLICK TRAVEL LTD
Referral & Assessment,Children's Care,6157000,Partnership Payments,07/11/2024,151.35 ,Revenue,CLICK TRAVEL LTD
Safeguarding & Care Planning,Children's Care,6157000,Partnership Payments,07/11/2024,"2,526.39 ",Revenue,CLICK TRAVEL LTD
Children Looked After & Corporate Parenting,Children's Care,6157000,Partnership Payments,07/11/2024,291.80 ,Revenue,CLICK TRAVEL LTD
Learning Review & Development,Children's Care,6157000,Partnership Payments,07/11/2024,815.00 ,Revenue,CLICK TRAVEL LTD
Highways Infrastructure & Fleet,Environment & Community Services,6157000,Partnership Payments,07/11/2024,427.38 ,Revenue,CLICK TRAVEL LTD
Public Protection,Environment & Community Services,6157000,Partnership Payments,11/12/2024,16.70 ,Revenue,CLICK TRAVEL LTD
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,11/12/2024,96.80 ,Revenue,CLICK TRAVEL LTD
Specialist & Lifelong Services,Adult Social Care,6157000,Partnership Payments,11/12/2024,267.28 ,Revenue,CLICK TRAVEL LTD
Economic Growth & Infrastructure,Regeneration,6157000,Partnership Payments,11/12/2024,171.40 ,Revenue,CLICK TRAVEL LTD
Cultural Services,Regeneration,6157000,Partnership Payments,11/12/2024,44.20 ,Revenue,CLICK TRAVEL LTD
Stronger Communities,Environment & Community Services,6157000,Partnership Payments,11/12/2024,113.30 ,Revenue,CLICK TRAVEL LTD
Supporting Communities,Environment & Community Services,6157000,Partnership Payments,11/12/2024,385.40 ,Revenue,CLICK TRAVEL LTD
SEN & Vulnerable Learners,Education & Partnerships,6157000,Partnership Payments,11/12/2024,472.40 ,Revenue,CLICK TRAVEL LTD
Commissioning,Finance,6157000,Partnership Payments,11/12/2024,174.53 ,Revenue,CLICK TRAVEL LTD
Democratic Services,Legal & Governance Services,6157000,Partnership Payments,11/12/2024,126.00 ,Revenue,CLICK TRAVEL LTD
Partnerships,Education & Partnerships,6157000,Partnership Payments,11/12/2024,"1,100.20 ",Revenue,CLICK TRAVEL LTD
Director - Legal and Governance Services,Legal & Governance Services,6157000,Partnership Payments,11/12/2024,229.67 ,Revenue,CLICK TRAVEL LTD
Access & Safeguarding,Adult Social Care,6157000,Partnership Payments,11/12/2024,"5,666.36 ",Revenue,CLICK TRAVEL LTD
Healthy Environments,Public Health,6157000,Partnership Payments,11/12/2024,24.00 ,Revenue,CLICK TRAVEL LTD
Safeguarding & Care Planning,Children's Care,6157000,Partnership Payments,11/12/2024,945.65 ,Revenue,CLICK TRAVEL LTD
Children Looked After & Corporate Parenting,Children's Care,6157000,Partnership Payments,11/12/2024,893.13 ,Revenue,CLICK TRAVEL LTD
Learning Review & Development,Children's Care,6157000,Partnership Payments,11/12/2024,222.80 ,Revenue,CLICK TRAVEL LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,02/10/2024,"5,060.00 ",Capital,CLOSOMAT LTD
Capital - Social Services,Adult Social Care,6206202,Capital Infrastructure Works - Other Costs,17/12/2024,"4,945.00 ",Capital,CLOSOMAT LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/10/2024,682.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,14/10/2024,930.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/10/2024,744.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/10/2024,992.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,29/10/2024,992.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/11/2024,744.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/11/2024,744.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/11/2024,992.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/11/2024,868.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/11/2024,992.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,19/11/2024,992.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/12/2024,992.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/12/2024,849.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,17/12/2024,"1,112.00 ",Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/12/2024,744.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/12/2024,744.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/12/2024,992.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,18/12/2024,992.00 ,Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,23/12/2024,"1,032.00 ",Revenue,Clover Group North East Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,01/10/2024,"2,605.17 ",Revenue,Coate Water Care Co Ltd - Churchview Nursing Home
Purchasing,Adult Social Care,6157000,Partnership Payments,29/10/2024,"3,039.36 ",Revenue,Coate Water Care Co Ltd - Churchview Nursing Home
Purchasing,Adult Social Care,6157000,Partnership Payments,26/11/2024,"3,039.36 ",Revenue,Coate Water Care Co Ltd - Churchview Nursing Home
