company,coded supplier,Date,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,FP3330507,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3330507,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3330507,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3330507,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3330507,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3330507,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3330507,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3331911,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3331911,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3331911,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3331911,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3331911,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3331911,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3331911,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3368415,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3368415,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3368415,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3368415,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3368415,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3368415,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3368415,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3368415,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3382455,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROF RETAINER FEES,Revenue,1,329.14
WF,FP3382455,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROF RETAINER FEES,Revenue,1,329.14
WF,FP3382455,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROF RETAINER FEES,Revenue,1,329.14
WF,FP3382455,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROF RETAINER FEES,Revenue,1,329.14
WF,FP3418959,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3418959,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3418959,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3418959,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3552339,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3552339,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3552339,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3552339,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3552339,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3552339,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3552339,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3552339,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3639387,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3670275,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3670275,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3670275,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3670275,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3670275,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3670275,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3670275,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3670275,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3684315,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3684315,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3684315,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3684315,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3715203,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3715203,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3736263,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,329.14
WF,FP3736263,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,329.14
WF,FP3736263,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,329.14
WF,FP3736263,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,STD FOSTERING ALLOWANCES,Revenue,1,329.14
WF,FP3793827,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3793827,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3793827,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3793827,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3793827,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3793827,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3793827,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3793827,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3885087,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3885087,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3885087,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3885087,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3885087,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3885087,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3892107,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3892107,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3892107,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3892107,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3892107,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3892107,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3892107,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3892107,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3914571,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3914571,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3914571,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3914571,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3914571,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3914571,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3914571,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3914571,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3924399,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3924399,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3924399,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3924399,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3924399,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3924399,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3924399,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3924399,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3925803,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3925803,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3925803,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3925803,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3927207,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3927207,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3927207,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3927207,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3966519,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3966519,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3966519,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3966519,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3981963,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3981963,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3981963,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3981963,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3981963,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3981963,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3981963,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP3981963,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4003023,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4003023,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4003023,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4003023,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4003023,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4003023,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4018467,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4018467,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4018467,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4018467,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4018467,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4018467,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4018467,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4018467,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4060587,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4060587,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4060587,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4060587,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4085859,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4085859,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4085859,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4085859,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4137807,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4137807,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4137807,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4137807,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4172907,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4172907,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4172907,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4172907,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4172907,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4172907,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4172907,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4172907,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4177119,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4177119,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4177119,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4177119,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4205199,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4205199,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4205199,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4205199,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4205199,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4205199,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4205199,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4205199,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4231875,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4231875,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4231875,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4231875,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4231875,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4231875,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4231875,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4231875,26/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4341387,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4341387,05/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4341387,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4341387,12/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4341387,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
WF,FP4341387,19/06/2024,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,FOST PROFESSIONAL FEES ADD,Revenue,1,329.14
