Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,02/07/2024,VI-116859,694.49,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,02/07/2024,VI-116861,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,02/07/2024,VI-116862,"1,157.78",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,02/07/2024,VI-116885,692.78,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,02/07/2024,VI-116887,584.76,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,02/07/2024,VI-116888,469.28,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,02/07/2024,VI-116890,591.84,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,02/07/2024,VI-116892,271.35,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,02/07/2024,VI-116882,545.28,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,09/07/2024,VI-117548,384.79,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,09/07/2024,VI-117550,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,10/07/2024,VI-117559,533.66,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,10/07/2024,VI-116851,552.00,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,16/07/2024,VI-116607,913.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,16/07/2024,VI-117729,391.92,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,16/07/2024,VI-117730,"2,612.58",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,16/07/2024,VI-117731,584.76,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,16/07/2024,VI-117777,542.70,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,16/07/2024,VI-118059,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,16/07/2024,VI-118056,"1,816.70",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,16/07/2024,VI-118057,638.18,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,16/07/2024,VI-118101,934.74,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,19/07/2024,VI-118054,677.25,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,19/07/2024,VI-118422,669.33,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,19/07/2024,VI-118475,407.03,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,23/07/2024,VI-116444,533.66,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,23/07/2024,VI-116860,976.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,23/07/2024,VI-117549,661.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,23/07/2024,VI-117551,"2,583.89",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,23/07/2024,VI-117552,603.75,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,23/07/2024,VI-118055,638.25,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,23/07/2024,VI-118516,578.80,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,23/07/2024,VI-118518,"1,816.70",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,23/07/2024,VI-118523,497.48,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,23/07/2024,VI-118525,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,23/07/2024,VI-118526,638.18,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,23/07/2024,VI-118052,"1,181.19",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,23/07/2024,VI-118528,"1,181.19",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,24/07/2024,VI-118058,850.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Employee Expenses,Contract Staff,30/07/2024,VI-117547,286.65,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,30/07/2024,VI-118954,"1,146.08",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,30/07/2024,VI-118987,517.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,30/07/2024,VI-118989,638.18,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,30/07/2024,VI-118990,"2,706.64",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,30/07/2024,VI-118991,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,31/07/2024,VI-119107,584.76,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,31/07/2024,VI-119108,"2,478.48",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,31/07/2024,VI-119112,584.76,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,31/07/2024,VI-119114,"2,396.82",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,31/07/2024,VI-119110,429.41,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,31/07/2024,VI-118988,677.25,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,31/07/2024,VI-119113,395.33,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,31/07/2024,VI-119166,669.33,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,31/07/2024,VI-119175,584.76,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,31/07/2024,VI-119176,"2,078.58",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Furniture and Equipment,23/07/2024,VI-117127,520.00,Revenue,Halfords,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Other Ext Provided Services,19/07/2024,VI-118449,500.00,Revenue,Hammonds Accident Repair Centre,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,03/07/2024,VI-116986,"7,000.00",Revenue,Hamson Barron Smith,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,17/07/2024,VI-116947,"3,000.00",Revenue,HAT Projects Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,03/07/2024,VI-116954,"1,575.00",Revenue,Haydens Arboricultural,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,02/07/2024,VI-116841,"9,993.06",Revenue,Hays Specialist Recruitment Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,03/07/2024,VI-117109,"9,993.06",Revenue,Hays Specialist Recruitment Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Medical Fees,30/07/2024,VI-118755,"1,204.00",Revenue,Optima Health,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Medical Fees,30/07/2024,VI-118676,"1,485.60",Revenue,Heales Health Services Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,02/07/2024,VI-116922,"4,178.40",Revenue,The Helping Hand Company,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Architect Fees,12/07/2024,VI-116850,"9,850.50",Revenue,Hem Des LLP,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services  VOID Maintenance,02/07/2024,VI-116789,"6,317.50",Revenue,Hi-Spec Facilities Services Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services  VOID Maintenance,02/07/2024,VI-116790,"5,972.50",Revenue,Hi-Spec Facilities Services Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,24/07/2024,VI-118564,585.00,Revenue,Hi-Spec Facilities Services Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services  VOID Maintenance,30/07/2024,VI-118826,"2,334.57",Revenue,Hi-Spec Facilities Services Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services  VOID Maintenance,30/07/2024,VI-118829,"3,267.44",Revenue,Hi-Spec Facilities Services Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services  VOID Maintenance,30/07/2024,VI-118837,"3,310.98",Revenue,Hi-Spec Facilities Services Ltd,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,16/07/2024,VI-118443,303.00,Revenue,Her Majesty's Court and Tribunal Service,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,24/07/2024,VI-119047,677.00,Revenue,Her Majesty's Court and Tribunal Service,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,10/07/2024,VI-117416,303.00,Revenue,Her Majesty's Court and Tribunal Service,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,12/07/2024,VI-117474,"824,388.90",Revenue,HM Revenue & Customs,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,19/07/2024,VI-118457,"18,707.01",Revenue,HM Revenue & Customs,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Transport Expenses,Fuel,09/07/2024,VI-117107,743.78,Revenue,HM Revenue & Customs,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Employee Expenses,Employers National Insurance,09/07/2024,VI-118045,"9,336.36",Revenue,HM Revenue & Customs,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/07/2024,VI-116973,"1,500.00",Revenue,Hollesley Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,16/07/2024,VI-117937,330.00,Revenue,Hollesley Village Hall,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,30/07/2024,VI-118818,290.00,Revenue,Holton & Blyford Village Hall,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,09/07/2024,VI-117533,"9,283.00",Revenue,Home Adapt,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,23/07/2024,VI-118593,476.50,Revenue,Hopkins Ecology Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Employee Expenses,Technical Training,05/07/2024,VI-116983,300.00,Revenue,Lexton Consulting Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,02/07/2024,VI-116886,"1,485.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,12/07/2024,VI-117469,"1,265.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Officer Professional Subscriptions,23/07/2024,VI-118154,465.00,Revenue,Housemark Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Corporate Subscriptions,30/07/2024,VI-119037,"35,476.54",Revenue,The Housing Ombudsman,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,23/07/2024,VI-118592,"4,680.00",Revenue,Housing Finance Associates Ltd,,,,,,,,,,,,,,,
Community Health,Food and Safety,Employee Expenses,Technical Training,10/07/2024,VI-117521,560.00,Revenue,HSE Science and Research Centre,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,30/07/2024,VI-118824,400.00,Revenue,The Hub,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Hospitality,10/07/2024,VI-117262,446.25,Revenue,Huntingfield Arms,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Holding Account - Cash Out,Capital Expenditure,05/07/2024,VI-117329,"3,150.00",Capital,Hyams QS Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,31/07/2024,VI-117933,"3,162.50",Revenue,Icarus Collective Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Other Ext Provided Services,09/07/2024,VI-117352,"3,588.33",Revenue,Igenix Ltd T/A Animal Warden Services,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,External Printing,16/07/2024,VI-117263,"4,861.85",Revenue,Impact Signs,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Artists Fees,31/07/2024,VI-119165,760.00,Revenue,Infinity Circus Ltd,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Holding Account - Cash Out,Capital Expenditure,10/07/2024,VI-117318,"2,250.00",Capital,Ingleton Wood,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Holding Account - Cash Out,Capital Expenditure,12/07/2024,VI-117322,"16,130.00",Capital,Ingleton Wood,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,09/07/2024,VI-117110,"1,179.30",Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,16/07/2024,VI-117903,399.85,Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,16/07/2024,VI-117911,549.95,Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,19/07/2024,VI-118230,530.69,Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,31/07/2024,VI-119187,"36,540.00",Revenue,Inspire Suffolk Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,05/07/2024,VI-117313,"1,000.00",Revenue,Inspiration Trust,,,,,,,,,,,,,,,
Community Health,Licensing,Employee Expenses,Technical Training,30/07/2024,VI-119032,"1,844.50",Revenue,Institute of Licensing (Events) Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Hotel Accommodation,10/07/2024,VI-117429,341.67,Revenue,International Hotel,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Qualification Training,03/07/2024,VI-117103,"1,595.00",Revenue,In-Tend Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Consultants,12/07/2024,VI-116553,668.10,Revenue,Intalect Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,23/07/2024,VI-118601,"44,785.20",Revenue,Ipswich and District Citizens Advice Bureau,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,19/07/2024,VI-118439,"1,153.12",Revenue,Ipswich Town Foundation,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Surveyor Fees,19/07/2024,VI-118202,"2,245.00",Revenue,Richard Jackson Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,17/07/2024,VI-118140,960.00,Capital,Adrian James Acoustics Ltd,,,,,,,,,,,,,,,
