Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,15/10/2024,VI-124151,392.00,Revenue,Britten Pears Arts,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,16/10/2024,VI-121238,"3,550.00",Revenue,Bright Collie Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,11/10/2024,VI-123867,536.30,Revenue,Broadland Housing Association Ltd,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,04/10/2024,VI-122800,921.30,Revenue,Browne Jacobson LLP,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,15/10/2024,VI-124066,"2,049.30",Revenue,Browne Jacobson LLP,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,25/10/2024,VI-124505,"3,110.00",Revenue,Brown & Co Property and Business Consultants LLP,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,25/10/2024,VI-124623,416.67,Revenue,Broadland Home Interiors,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Other Ext Provided Services,25/10/2024,VI-124622,416.67,Revenue,Broadland Home Interiors,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,29/10/2024,VI-124760,418.50,Revenue,Broadland Home Interiors,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,29/10/2024,VI-124762,305.00,Revenue,Broadland Home Interiors,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,29/10/2024,VI-124761,494.00,Revenue,Broadland Home Interiors,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,23/10/2024,VI-124163,"2,712.06",Revenue,British Telecommunications plc,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,03/10/2024,VC-003802,-944.00,Revenue,British Telecommunications plc,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Telephone Calls/Data/Broadband,17/10/2024,VI-123695,710.00,Revenue,British Telecom,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Telephone Calls/Data/Broadband,17/10/2024,VI-123697,"1,100.00",Revenue,British Telecom,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Telephone Calls/Data/Broadband,24/10/2024,VI-124147,710.00,Revenue,British Telecom,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,25/10/2024,VI-124531,"1,145.00",Revenue,Bucklesham & Foxhall Village Hall,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,15/10/2024,VI-123984,"2,277.90",Revenue,Building Partnerships Ltd,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,04/10/2024,VI-123306,"1,000.00",Revenue,Building Compliance (SW) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,08/10/2024,VI-123304,"2,500.00",Capital,Building Compliance (SW) Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,25/10/2024,VI-124358,"55,526.95",Revenue,Bungay Town Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,25/10/2024,VI-124529,"1,998.00",Revenue,Bungay Community Support,,,,,,,,,,,,,,,
Corporate Services,Operational Management,Supplies and Services,Software Maintenance,08/10/2024,VI-123353,624.75,Revenue,Bytes Software Services,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,29/10/2024,VI-124643,"1,484.85",Revenue,Bytes Software Services,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Materials For Resale,25/10/2024,VI-124524,660.54,Revenue,Calor Gas Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Supplies and Services,Surveyor Fees,15/10/2024,VI-123997,475.00,Revenue,Canham Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,25/10/2024,VI-124621,"1,425.00",Revenue,Canham Consulting Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Bank Fees,15/10/2024,VI-123864,452.61,Revenue,Access Paysuite Ltd - 360,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,25/10/2024,VI-124359,772.01,Revenue,Carlton Colville Town Council,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,15/10/2024,VI-124111,"1,825.00",Revenue,Carr Road Distribution Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Recharge Accounts,Supplies and Services,Hardware Purchases,10/10/2024,VI-123319,267.78,Revenue,Cartridge Save Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Furniture and Equipment,10/10/2024,VI-123355,410.99,Revenue,Cartridge Save Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,18/10/2024,VI-124250,"1,105.00",Revenue,2nd Carlton Colville Scout Group,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Equipment Hire,04/10/2024,VI-123200,"1,619.70",Revenue,Car Hire (Day of Swansea) Ltd T/A Day's Rental,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,04/10/2024,VI-122744,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,04/10/2024,VI-123209,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,04/10/2024,VI-123210,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,18/10/2024,VI-124207,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,18/10/2024,VI-124206,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,25/10/2024,VI-124525,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,30/10/2024,VI-124841,"1,820.00",Revenue,Carrington West,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,01/10/2024,VI-122753,"5,145.00",Revenue,Carelift Services Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,02/10/2024,VI-123042,500.00,Revenue,Carlton Colville Primary School,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,08/10/2024,VI-123590,"1,951.75",Revenue,Catch 22,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Hardware Purchases,09/10/2024,VI-123702,384.60,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,15/10/2024,VI-123842,943.48,Capital,CCS Media Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,15/10/2024,VI-123844,516.67,Capital,CCS Media Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,18/10/2024,VI-124201,375.50,Capital,CCS Media Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,22/10/2024,VI-124266,"6,052.50",Capital,CCS Media Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,23/10/2024,VI-124476,"3,356.70",Capital,CCS Media Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Hardware Purchases,23/10/2024,VC-003806,-509.71,Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Hardware Purchases,25/10/2024,VI-124646,"2,257.85",Revenue,CCS Media Limited,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Software Maintenance,11/10/2024,VI-123730,"8,273.16",Revenue,CDPSoft Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Electrical Heating,10/10/2024,VI-123177,720.00,Revenue,Certsure LLP NIC EIC ELECSA,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Consultants,04/10/2024,VI-121466,"20,250.00",Revenue,Certa Partnership Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,25/10/2024,VI-124484,557.83,Revenue,Chapelfield Veterinary Partnership,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Employee Expenses,Officer Professional Subscriptions,02/10/2024,VI-122705,268.00,Revenue,Chartered Association of Building Engineers,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Officer Professional Subscriptions,22/10/2024,VI-123318,956.00,Revenue,Chartered Institute of Environmental Health,,,,,,,,,,,,,,,
Community Health,Food and Safety,Supplies and Services,Corporate Subscriptions,10/10/2024,VI-123674,258.00,Revenue,Chartered Institute Environmental Health,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Technical Training,23/10/2024,VI-124450,347.00,Revenue,Chartered Institute of Ecology and Enviromental Ma,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,01/10/2024,VI-121429,500.00,Capital,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,08/10/2024,VI-123512,"20,000.00",Capital,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,11/10/2024,VI-123396,"7,375.00",Capital,Chaplin Farrant Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,04/10/2024,VI-121948,"9,163.77",Revenue,Chase Services Group Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,08/10/2024,VI-123459,"2,170.00",Revenue,Chestnut & Rose,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,11/10/2024,VI-123934,730.00,Revenue,Chillesford Parish Meeting,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,25/10/2024,VI-124520,"15,861.35",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,25/10/2024,VI-124521,"15,066.25",Revenue,City Electrical Factors Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Software Maintenance,01/10/2024,VI-122286,"38,257.00",Revenue,Civica UK Ltd,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Supplies and Services,Valuation Fees,18/10/2024,VI-114746,250.00,Revenue,Clarke and Simpson Auctions,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Holding Account - Cash Out,Capital Expenditure,01/10/2024,VI-123006,"2,500.00",Capital,Clear Consulting and Design Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,08/10/2024,VI-122612,"7,559.19",Revenue,Coastal Accessible Transport Services Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,08/10/2024,VC-003764,"-1,100.30",Revenue,Coastal Accessible Transport Services Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,22/10/2024,VI-123886,"7,265.25",Revenue,Coastal Accessible Transport Services Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Other Ext Provided Services,22/10/2024,VC-003786,"-1,395.55",Revenue,Coastal Accessible Transport Services Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Other Ext Provided Services,15/10/2024,VI-124080,"4,798.01",Revenue,Park Now Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Other Ext Provided Services,22/10/2024,VI-123386,452.00,Revenue,Park Now Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,01/10/2024,VI-121497,300.00,Revenue,Code Enigma Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,01/10/2024,VI-122283,510.43,Revenue,Code Enigma Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,11/10/2024,VI-123300,300.00,Revenue,Code Enigma Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,16/10/2024,VI-124094,320.38,Revenue,Code Enigma Limited,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Other Ext Provided Services,02/10/2024,VI-120828,264.00,Revenue,Command Pest Control Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,04/10/2024,VI-123013,"4,798.68",Revenue,Communities Together East Anglia,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,18/10/2024,VI-124212,"4,525.00",Revenue,Communities Together East Anglia,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,02/10/2024,VI-123068,"2,300.00",Revenue,SGS United Kingdom Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,02/10/2024,VI-123067,"2,415.00",Revenue,SGS United Kingdom Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,02/10/2024,VI-123064,"2,000.00",Revenue,SGS United Kingdom Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,04/10/2024,VI-123224,345.00,Revenue,SGS United Kingdom Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,11/10/2024,VI-123798,"15,335.61",Revenue,SGS United Kingdom Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,29/10/2024,VI-124659,"1,246.08",Revenue,SGS United Kingdom Ltd,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,25/10/2024,VI-124203,300.00,Revenue,Cornerstone Barristers,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,15/10/2024,VI-124126,"2,250.00",Revenue,Cornerstone Barristers,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Bank Fees,18/10/2024,VI-124220,"1,690.19",Revenue,CPRAS,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Bank Fees,25/10/2024,VI-124347,"1,654.75",Revenue,CPRAS,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,18/10/2024,VI-124257,"3,577.50",Revenue,Create Consulting Engineers Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,25/10/2024,VI-124558,"2,000.00",Revenue,Creative Leiston C.I.C.,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Rents Payable,16/10/2024,VI-123979,"2,250.00",Revenue,Crown Estate,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Rents Payable,16/10/2024,VI-124162,"4,521.90",Revenue,Crown Estate,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Consultants,04/10/2024,VI-123178,576.80,Revenue,Crystolutions Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,16/10/2024,VI-123841,"3,199.97",Revenue,Daisy Communications Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,25/10/2024,VI-124603,"3,570.00",Revenue,Darren's Drains,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,29/10/2024,VI-124680,510.00,Revenue,Darren's Drains,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Supplies and Services,S106 REFCUS,25/10/2024,VI-124596,"30,963.11",Revenue,Darsham Village Hall,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,01/10/2024,VI-122929,"5,697.08",Capital,Davey Sheds,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,22/10/2024,VI-124170,"68,500.00",Capital,Dell Corporation Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Software Maintenance,30/10/2024,VI-124851,"3,533.70",Revenue,Democracy Counts Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,04/10/2024,VI-122533,"5,438.00",Capital,Demstrip Services Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,04/10/2024,VI-123159,950.00,Revenue,Destination Research Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,01/10/2024,VI-123015,"1,556.65",Revenue,S W Dewell,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,04/10/2024,VI-123342,"7,937.93",Revenue,S W Dewell,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,01/10/2024,VI-122898,450.90,Revenue,DG Accessible Designs,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,01/10/2024,VI-122902,"1,036.70",Revenue,DG Accessible Designs,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,09/10/2024,VI-123722,837.36,Revenue,DG Accessible Designs,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,09/10/2024,VI-123726,"1,257.16",Revenue,DG Accessible Designs,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/10/2024,VI-124191,791.28,Revenue,DG Accessible Designs,,,,,,,,,,,,,,,
