Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Telephone Calls/Data/Broadband,30/08/2024,VI-120850,"3,354.86",Revenue,EVAD Think Unfied Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Hotel Accommodation,06/08/2024,VI-119421,"1,040.00",Revenue,Event-X-Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Equipment Hire,20/08/2024,VI-120386,865.00,Revenue,Event Flag Hire Company Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,23/08/2024,VI-116222,"10,000.00",Revenue,Exacom Systems Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Recruitment Advertising,09/08/2024,VI-119805,300.00,Revenue,Meta Platforms Ireland,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Recruitment Advertising,09/08/2024,VI-119502,284.62,Revenue,Meta Platforms Ireland,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,09/08/2024,VI-119503,700.00,Revenue,Meta Platforms Ireland,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120329,"1,500.00",Revenue,Feilden & Mawson,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,09/08/2024,VI-119824,"4,144.00",Revenue,Felgains Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,09/08/2024,VI-119999,"3,500.00",Revenue,Felixstowe Area Community Transport Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,16/08/2024,VI-120510,300.00,Revenue,Felixstowe Opportunity Group,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,23/08/2024,VI-120802,"7,273.61",Revenue,Felixstowe BID Limited,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,09/08/2024,VI-119965,"6,140.60",Revenue,FERA,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,09/08/2024,VI-119972,"3,477.60",Revenue,FERA,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Software Purchases,06/08/2024,VI-119513,423.00,Revenue,Ferret Information Systems Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-121173,778.41,Revenue,Financial Reporting Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Grants & Contributions,13/08/2024,VI-120229,"116,250.00",Revenue,First Light Festival C.I.C.,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Other Ext Provided Services,14/08/2024,VI-120044,"9,500.00",Revenue,First Light Festival C.I.C.,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-120537,"13,697.00",Revenue,First Light Festival C.I.C.,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,06/08/2024,VI-119455,"1,058.73",Revenue,Flagship Housing Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,13/08/2024,VI-119926,253.50,Revenue,Flagship Housing Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,20/08/2024,VI-120554,256.18,Revenue,Flagship Housing Group Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,16/08/2024,VI-120451,384.00,Revenue,Flintriver Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Hardware Maintenance,06/08/2024,VI-119605,"41,930.30",Revenue,Flowbird Smart City UK Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,13/08/2024,VI-119171,"7,358.70",Revenue,Footstars CIC,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Rents Payable,07/08/2024,VI-118914,"1,563.01",Revenue,Framlingham Town Council,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Artists Fees,09/08/2024,VI-119969,700.00,Revenue,Freestyle Football Workshops Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,14/08/2024,VI-120296,"30,000.00",Revenue,Friday Street Farm,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,06/08/2024,VI-119641,"1,080.00",Revenue,G2 Recruitment Solutions a division of G2V Recruit,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Contract Staff,13/08/2024,VI-120182,"1,080.00",Revenue,G2 Recruitment Solutions a division of G2V Recruit,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Other Ext Provided Services,16/08/2024,VI-120124,538.81,Revenue,G4S Cash Services (UK) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Other Ext Provided Services,16/08/2024,VI-113868,538.81,Revenue,G4S Cash Services (UK) Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,20/08/2024,VI-120624,710.00,Revenue,Ian Garrett Building Design Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,20/08/2024,VI-120625,608.00,Revenue,Ian Garrett Building Design Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,20/08/2024,VI-120629,760.00,Revenue,Ian Garrett Building Design Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,14/08/2024,VI-121036,"75,656.96",Capital,Gasway Services Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Gas Heating,16/08/2024,VI-121037,"47,430.26",Revenue,Gasway Services Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,09/08/2024,VI-119896,"1,350.00",Capital,Gas adv serv Ltd t/a Phoenix Compliancy MGT Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Gas Heating,13/08/2024,VI-120250,"2,016.67",Revenue,Gas adv serv Ltd t/a Phoenix Compliancy MGT Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Gas Heating,20/08/2024,VI-120514,780.30,Revenue,Gas adv serv Ltd t/a Phoenix Compliancy MGT Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,21/08/2024,VI-120661,260.00,Capital,Gas adv serv Ltd t/a Phoenix Compliancy MGT Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Gas Heating,21/08/2024,VI-120662,330.48,Revenue,Gas adv serv Ltd t/a Phoenix Compliancy MGT Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Gas Heating,21/08/2024,VI-120663,916.67,Revenue,Gas adv serv Ltd t/a Phoenix Compliancy MGT Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Hardware Maintenance,16/08/2024,VI-120280,"3,771.00",Revenue,Genus IT,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,30/08/2024,VI-121174,"4,375.00",Revenue,Gilbert Builders Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Grants & Contributions,30/08/2024,VI-121175,"4,307.02",Revenue,Gilbert Builders Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Building Services - Responsive Maintenance,28/08/2024,VI-120647,917.23,Revenue,Giles Pope Property Maintenance ,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Holding Account - Cash Out,Capital Expenditure,14/08/2024,VI-120287,"2,347.13",Capital,Gipping Construction Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,23/08/2024,VI-120559,"1,849.33",Revenue,GoCardless Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Equipment Hire,20/08/2024,VI-120611,"1,423.90",Revenue,Gofer Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,09/08/2024,VI-119997,"7,591.41",Revenue,Gould Adaptations Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,09/08/2024,VI-120048,"6,097.61",Revenue,Gould Adaptations Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/08/2024,VI-120442,"7,613.02",Revenue,Gould Adaptations Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,16/08/2024,VI-120402,"5,196.50",Revenue,GP Planning Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,06/08/2024,VI-119636,"7,383.03",Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,09/08/2024,VI-119753,"2,398.28",Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,09/08/2024,VI-119967,"1,382.26",Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/08/2024,VI-120492,"8,445.40",Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/08/2024,VC-003697,-366.00,Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,21/08/2024,VI-120643,"3,223.77",Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,21/08/2024,VI-120644,"8,946.24",Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/08/2024,VI-120777,"11,669.04",Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/08/2024,VI-120874,"5,626.85",Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,30/08/2024,VI-121074,"5,145.41",Revenue,Graham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,30/08/2024,VI-121200,"3,360.89",Revenue,Graham,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,09/08/2024,VI-119903,375.00,Revenue,Grapevine Computing,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Grants & Contributions,09/08/2024,VI-119435,"47,839.41",Revenue,Great Yarmouth Borough Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,06/08/2024,VI-119448,784.00,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,06/08/2024,VI-119450,"9,006.70",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,09/08/2024,VI-119995,"8,001.01",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,13/08/2024,VI-120156,"13,445.18",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,13/08/2024,VI-120241,288.00,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,13/08/2024,VI-120240,259.20,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/08/2024,VI-120454,"10,959.76",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,30/08/2024,VI-121113,312.00,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Basic Pay,09/08/2024,VI-119738,"3,350.00",Revenue,Greenacre Recruitment Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Basic Pay,13/08/2024,VI-120236,"3,350.00",Revenue,Greenacre Recruitment Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Basic Pay,21/08/2024,VI-120768,"1,340.00",Revenue,Greenacre Recruitment Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Holding Account - Cash Out,Capital Expenditure,30/08/2024,VI-120271,"3,180.00",Capital,Greyfriars Project Management,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Supplies and Services,Consultants,06/08/2024,VI-119598,"1,200.00",Revenue,Group 19 Architecture and Urban Design Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,20/08/2024,VI-120631,500.00,Revenue,Grundisburgh & Culpho PC,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,09/08/2024,VI-119910,"1,498.00",Revenue,Gunton Woodland Community Project,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,06/08/2024,VI-119436,638.18,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,06/08/2024,VI-119438,717.87,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,06/08/2024,VI-119440,"2,583.89",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,06/08/2024,VI-119442,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,06/08/2024,VI-119443,290.24,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,06/08/2024,VI-119490,370.85,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,06/08/2024,VI-119491,584.76,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,06/08/2024,VI-119492,"1,664.50",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,06/08/2024,VI-119501,669.33,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,07/08/2024,VI-119493,354.43,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,07/08/2024,VI-119439,"1,146.08",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,07/08/2024,VI-119437,677.25,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,13/08/2024,VI-120149,448.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,13/08/2024,VI-120154,"1,146.08",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,13/08/2024,VI-120155,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,13/08/2024,VI-120163,669.33,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,13/08/2024,VI-120166,"2,211.10",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,13/08/2024,VI-120168,584.76,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,13/08/2024,VI-119174,320.35,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,13/08/2024,VI-120167,368.06,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,14/08/2024,VI-120162,638.18,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,14/08/2024,VI-120164,"2,596.16",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,20/08/2024,VI-120564,584.76,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,20/08/2024,VI-120566,"2,484.03",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,20/08/2024,VI-120584,"2,682.09",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,20/08/2024,VI-120585,638.18,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,20/08/2024,VI-120586,396.75,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,20/08/2024,VI-120592,388.64,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,20/08/2024,VI-120590,"2,283.75",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,20/08/2024,VI-120152,677.25,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,20/08/2024,VI-120589,872.90,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,21/08/2024,VI-119173,"1,653.75",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,23/08/2024,VI-119444,"1,071.00",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,23/08/2024,VI-120588,"1,146.08",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,23/08/2024,VI-118514,677.25,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Employee Expenses,Contract Staff,28/08/2024,VI-120996,638.18,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,28/08/2024,VI-120997,"2,332.26",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Employee Expenses,Contract Staff,28/08/2024,VI-120999,912.68,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,28/08/2024,VI-121006,"1,534.38",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,28/08/2024,VI-121007,678.30,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,28/08/2024,VI-121008,584.76,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,28/08/2024,VI-120968,678.38,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,28/08/2024,VI-120994,677.25,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,28/08/2024,VI-120995,362.25,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,28/08/2024,VI-121034,678.38,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,28/08/2024,VI-121000,263.85,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Furniture and Equipment,16/08/2024,VI-119446,"2,450.00",Revenue,Halfords,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,07/08/2024,VI-119568,"6,888.00",Revenue,Hamson Barron Smith,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Hardware Purchases,09/08/2024,VI-119704,312.50,Revenue,Hamilton's Driver Training Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,07/08/2024,VI-119404,"15,000.00",Revenue,HAT Projects Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Building Services - Responsive Maintenance,16/08/2024,VI-119770,406.00,Revenue,Heatlink Services Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,20/08/2024,VI-118885,530.00,Revenue,Heatlink Services Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,21/08/2024,VI-119369,"1,615.00",Revenue,Heatlink Services Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Medical Fees,20/08/2024,VI-120209,375.00,Revenue,Optima Health,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Leisure Strategy,Supplies and Services,Equipment Hire,14/08/2024,VI-120315,450.63,Revenue,The Highfield Event Group Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,23/08/2024,VI-120299,"30,000.00",Revenue,Hill Farm Holidays,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Legal Fees,27/08/2024,VI-121423,"1,993.00",Revenue,Her Majesty's Court and Tribunal Service,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,07/08/2024,VI-119730,"820,601.05",Revenue,HM Revenue & Customs,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,16/08/2024,VI-118545,"9,160.42",Revenue,HM Revenue & Customs,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,06/08/2024,VI-119137,"2,800.00",Revenue,Home Adapt,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,13/08/2024,VI-120118,"3,068.02",Revenue,Home Adapt,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,13/08/2024,VI-120177,"2,038.45",Revenue,Home Adapt,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,14/08/2024,VI-120407,"8,182.29",Revenue,Home Adapt,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/08/2024,VI-120230,"1,022.68",Revenue,Home Adapt,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,21/08/2024,VI-120773,"3,098.25",Revenue,Home Adapt,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,23/08/2024,VI-120872,"4,894.86",Revenue,Home Adapt,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Subsistence,09/08/2024,VI-119740,"1,894.29",Revenue,Hotels.com,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Employee Expenses,Technical Training,09/08/2024,VI-119810,526.19,Revenue,Hotels.com,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,21/08/2024,VI-119943,"1,705.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,21/08/2024,VI-119944,"2,035.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,21/08/2024,VI-119945,"2,365.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,21/08/2024,VI-119946,"2,200.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,21/08/2024,VI-119947,"1,485.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,28/08/2024,VI-120823,"2,640.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,16/08/2024,VI-120291,"3,500.00",Revenue,Housing Reviews Centre Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Clothing & Uniforms,06/08/2024,VI-119609,"8,607.25",Revenue,Hudson Group Ltd,,,,,,,,,,,,,,,
