Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,02/04/2024,VI-110961,475.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,12/04/2024,VI-111817,460.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,12/04/2024,VI-111845,485.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,12/04/2024,VI-111846,480.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Supplies and Services,Other Ext Provided Services,16/04/2024,VI-112155,395.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Supplies and Services,Other Ext Provided Services,30/04/2024,VI-112946,395.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,12/04/2024,VI-111765,402.50,Revenue,Jetty Lane,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Supplies and Services,Other Ext Provided Services,26/04/2024,VI-112814,450.00,Revenue,J & J Removals,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Equipment Hire,04/04/2024,VI-109270,326.77,Revenue,JLA Total Care Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,26/04/2024,VI-112904,"5,750.00",Revenue,JMS Group Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,02/04/2024,VI-110631,"36,302.50",Capital,John Grose Group Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,02/04/2024,VI-110859,"1,310.00",Revenue,Johns Slater and Haward Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,12/04/2024,VI-111761,"3,500.00",Revenue,Phil Jones Associates Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-111081,"1,000.00",Revenue,Just 42 Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,10/04/2024,VI-110920,"1,890.06",Revenue,Karpet Kingdom,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,19/04/2024,VI-112066,262.50,Revenue,Keating Chambers,,,,,,,,,,,,,,,
Leader of the Council,Management and Support,Supplies and Services,Legal Fees,19/04/2024,VI-112068,"1,300.00",Revenue,Keating Chambers,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112101,"2,551.24",Revenue,Kelsale-cum-Carlton PC,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112457,"12,186.50",Revenue,Kelsale-cum-Carlton PC,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,30/04/2024,VI-112794,"10,263.76",Revenue,Kent County Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112102,"20,432.40",Revenue,Kesgrave Town Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112458,"211,850.00",Revenue,Kesgrave Town Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Premises Expenses,Rents Payable,19/04/2024,VI-111786,773.40,Revenue,Kesgrave War Memorial Community Centre,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112103,"1,482.35",Revenue,Kessingland Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112459,"87,479.00",Revenue,Kessingland Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112460,"7,434.00",Revenue,Kettleburgh Parish Council,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,12/04/2024,VI-111534,"1,463,083.62",Capital,Kier Construction - Eastern,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,05/04/2024,VI-110620,"8,136.00",Revenue,Kingsley House Hotel,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,05/04/2024,VI-110619,"14,845.00",Revenue,Kingsley House Hotel,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,16/04/2024,VI-111655,"8,878.00",Revenue,Kingsley House Hotel,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,19/04/2024,VI-112214,"1,000.00",Revenue,Kinda Education CIC,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Transport Expenses,Vehicle Hire,09/04/2024,VI-111344,"3,032.58",Revenue,Kinto Uk Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112461,"13,089.00",Revenue,Kirton & Falkenham  PC,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Grants & Contributions,09/04/2024,VI-111420,"1,500.00",Revenue,Kirkley Pocket Park Group,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Leisure Strategy,Supplies and Services,Consultants,12/04/2024,VI-111783,"3,665.10",Revenue,"Knight, Kavanagh & Page",,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112462,"10,430.00",Revenue,Knodishall Parish Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Employee Expenses,Qualification Training,02/04/2024,VI-110767,"1,500.00",Revenue,The Knowledge Academy Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,05/04/2024,VI-109598,"1,670.43",Revenue,Koris Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,19/04/2024,VI-112152,"2,648.46",Revenue,Koris Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,19/04/2024,VI-112303,300.00,Revenue,Koris Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Supplies and Services,Corporate Subscriptions,02/04/2024,VI-110184,"2,930.51",Revenue,LABC,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Supplies and Services,Marketing & Promotions,12/04/2024,VC-003348,-950.00,Revenue,LABC,,,,,,,,,,,,,,,
Corporate Services,Customer Services and Complaints,Supplies and Services,Other Ext Provided Services,05/04/2024,VI-107136,458.00,Revenue,Language Line Services,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,02/04/2024,VI-110627,627.76,Revenue,Landmark Fencing Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Corporate Subscriptions,16/04/2024,VI-112191,445.00,Revenue,LARAC,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,09/04/2024,VI-111129,582.56,Revenue,LastPass Uk Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,02/04/2024,VI-110860,"8,350.51",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,19/04/2024,VI-112328,"1,693.19",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,19/04/2024,VI-112329,"8,633.76",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,19/04/2024,VI-112330,"2,000.00",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,19/04/2024,VI-112331,"1,784.57",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,19/04/2024,VI-112333,423.21,Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rent Deposits,19/04/2024,VI-112196,"1,442.29",Revenue,Leaders Limited,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Building Services - Planned Maintenance,02/04/2024,VI-110788,"1,450.00",Revenue,LEC Marine (Klyne) Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112105,"5,080.01",Revenue,Leiston-cum-Sizewell Town Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112463,"178,500.00",Revenue,Leiston-cum-Sizewell Town Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,External Printing,17/04/2024,VI-112224,"1,605.00",Revenue,Leiston Press,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112464,"2,000.00",Revenue,Letheringham Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Furniture and Equipment,19/04/2024,VI-111760,"1,090.30",Revenue,Lets Connect IT Solutions Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112465,"6,250.00",Revenue,Levington & Stratton Hall PC,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110794,250.00,Revenue,The Lightwave Community CIO,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110700,"1,300.00",Revenue,The Lightwave Community CIO,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Machine Repair & Maintenance,12/04/2024,VI-111812,"2,089.14",Revenue,Linstead Farm & Garden Machinery,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Machine Repair & Maintenance,24/04/2024,VI-112765,285.80,Revenue,Liquidline Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,17/04/2024,VI-112228,441.09,Revenue,Lisa's Homes,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112106,"4,177.19",Revenue,Little Bealings Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112466,"6,500.00",Revenue,Little Bealings Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112107,"5,074.81",Revenue,Little Glemham Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112467,"4,615.00",Revenue,Little Glemham Parish Council,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,15/04/2024,VI-112573,"9,473.96",Revenue,Lloyds Bank Group,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,01/04/2024,VI-092028,370.37,Revenue,Lloyds Banking Group,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,01/04/2024,VI-093244,334.06,Revenue,Lloyds Banking Group,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,01/04/2024,VI-096530,864.12,Revenue,Lloyds Banking Group,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Bank Fees,02/04/2024,VI-111647,322.69,Revenue,Lloyds Banking Group,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Conference Fees,26/04/2024,VI-112830,"6,804.00",Revenue,Local Government Association,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,Corporate Subscriptions,18/04/2024,VI-112831,"11,311.41",Revenue,Local Government Association,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Holding Account - Cash Out,Capital Expenditure,10/04/2024,VI-111637,"5,000.00",Capital,Rossi Long Consulting Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112468,"4,015.00",Revenue,Lound Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112108,"1,081.01",Revenue,Lowestoft Town Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112469,"1,045,111.00",Revenue,Lowestoft Town Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,09/04/2024,VI-111501,"4,500.00",Revenue,Lowestoft Vision,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,05/04/2024,VI-111033,776.91,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,09/04/2024,VI-111438,843.64,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,09/04/2024,VI-111643,"1,670.89",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,12/04/2024,VI-111873,705.05,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,23/04/2024,VI-112612,707.85,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,23/04/2024,VI-112614,691.84,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,24/04/2024,VI-112642,734.70,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,24/04/2024,VI-112735,"2,057.20",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,24/04/2024,VI-112736,"1,971.65",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,30/04/2024,VI-113050,"2,157.60",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,30/04/2024,VI-113057,"3,374.09",Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,30/04/2024,VI-113061,750.93,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,30/04/2024,VI-113067,569.74,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,30/04/2024,VI-113101,667.12,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,30/04/2024,VI-113103,823.06,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,30/04/2024,VI-113106,970.92,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,30/04/2024,VI-113066,517.94,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,19/04/2024,VI-112320,"10,000.00",Revenue,Lytton Tree Lodge,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Holding Account - Cash Out,Capital Expenditure,05/04/2024,VI-110849,"1,085.00",Capital,MACC International Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,30/04/2024,VI-112902,672.18,Revenue,Macfarlane Group UK Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Consultants,02/04/2024,VI-110929,"6,000.00",Revenue,Magnus PR,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,"HRA Drainage, Pumping Stat etc",02/04/2024,VI-110740,"13,135.00",Revenue,Mainmark Ground Engineering UK Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,12/04/2024,VI-111697,378.00,Revenue,Maljon (Timber Preservation),,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Advertising,16/04/2024,VI-112197,580.00,Revenue,Mallina Group,,,,,,,,,,,,,,,
Community Health,Food and Safety,Employee Expenses,Qualification Training,02/04/2024,VI-110772,850.00,Revenue,Mango Learning,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Corporate Subscriptions,16/04/2024,VI-111992,"17,143.20",Revenue,Maritime Cargo Processing plc,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110796,850.00,Revenue,Marlesford Community Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112470,"5,250.00",Revenue,Marlesford Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112471,"75,000.00",Revenue,Martlesham Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112109,"39,191.59",Revenue,Martlesham Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,09/04/2024,VI-111278,755.00,Revenue,Martlesham Preschool,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Building Services - Responsive Maintenance,26/04/2024,VI-112172,444.50,Revenue,Marineserv UK Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Consultants,19/04/2024,VI-112347,"10,600.00",Revenue,March Web Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,09/04/2024,VI-111305,299.00,Revenue,Mawassets Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Parks and Gardens,Holding Account - Cash Out,Capital Expenditure,26/04/2024,VI-112858,"9,181.63",Capital,B & M Mchugh Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Legal Fees,30/04/2024,VI-112847,"1,500.00",Revenue,Mediation 1st,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112110,"1,703.98",Revenue,Melton Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112472,"61,843.50",Revenue,Melton Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Outdoor Leisure,Supplies and Services,S106 REFCUS,09/04/2024,VI-111345,"6,358.01",Revenue,Melton Parish Council,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Other Ext Provided Services,10/04/2024,VI-110958,"26,812.50",Revenue,MENTA - Mid Anglian Enterpirse Agency Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Supplies and Services,Miscellaneous Other Services,23/04/2024,VI-112604,447.00,Revenue,Menopause Wellness East Anglia,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Supplies and Services,Miscellaneous Other Services,23/04/2024,VI-112606,474.90,Revenue,Menopause Wellness East Anglia,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112473,"1,583.12",Revenue,Mettingham Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112474,"9,804.00",Revenue,Middleton Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,30/04/2024,VI-113624,"4,351,757.00",Revenue,"Dept Levelling Up, Housing & Communities",,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Beach,Supplies and Services,Other Ext Provided Services,09/04/2024,VI-111080,723.20,Revenue,Mobile Mini UK Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Employee Expenses,Technical Training,23/04/2024,VI-112713,"1,765.00",Revenue,Mosaic Media Training,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,09/04/2024,VI-111488,"1,270.00",Revenue,Mountain Builders,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,19/04/2024,VI-112305,500.00,Revenue,Move my Stuff,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,24/04/2024,VI-112813,500.00,Revenue,Move my Stuff,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Clothing & Uniforms,10/04/2024,VI-111711,312.00,Revenue,Munnings Supplies Ltd,,,,,,,,,,,,,,,
Community Health,Food and Safety,Supplies and Services,Other Ext Provided Services,23/04/2024,VI-112630,431.27,Revenue,Municipal Mutual Insurance,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110789,"1,000.00",Revenue,Musical Lifelines,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112475,"6,600.24",Revenue,Mutford Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112476,"5,750.00",Revenue,Nacton Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Corporate Subscriptions,24/04/2024,VI-111756,"2,000.00",Revenue,NAFN Data and Intelligence Services,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Supplies and Services,Stationery,19/04/2024,VI-110222,"3,341.25",Revenue,Nagels UK Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,09/04/2024,VI-111280,500.00,Revenue,Nassau Trust,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Furniture and Equipment,09/04/2024,VI-111014,598.29,Revenue,NatureSpy,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Premises Expenses,Rents Payable,05/04/2024,VI-109613,621.00,Revenue,Need 2 Store Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Legionella,26/04/2024,VI-112890,401.92,Revenue,Nemco Utilities Limited,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,17/04/2024,VI-111466,"2,292.00",Revenue,Netguides Limited,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112114,699.75,Revenue,Newbourne Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112477,"7,750.00",Revenue,Newbourne Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110714,"3,283.00",Revenue,Newbourne Village Hall,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,09/04/2024,VI-110759,787.28,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,12/04/2024,VI-111795,514.76,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Advertising,26/04/2024,VI-112262,514.76,Revenue,Newsquest Media Group Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Harbours and Yacht Stations,Premises Expenses,Rents Payable,12/04/2024,VI-111831,750.00,Revenue,Nicholas Everitt Park Trust,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Purchases,12/04/2024,VI-111872,555.75,Revenue,Nominet UK,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Purchases,12/04/2024,VI-111871,555.75,Revenue,Nominet UK,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Purchases,12/04/2024,VI-111874,555.76,Revenue,Nominet UK,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Premises Expenses,Legionella,17/04/2024,VI-112189,"1,811.95",Revenue,Norse Commercial Services Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112115,"1,971.11",Revenue,North Cove Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112478,"5,986.54",Revenue,North Cove Parish Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Employee Expenses,Contract Staff,02/04/2024,VI-110923,"1,897.59",Revenue,North Norfolk District Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Employee Expenses,Contract Staff,19/04/2024,VI-110924,"3,897.75",Revenue,North Norfolk District Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Employee Expenses,Contract Staff,19/04/2024,VI-110922,"43,044.74",Revenue,North Norfolk District Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Beach,Premises Expenses,Legionella,10/04/2024,VI-111079,"1,648.57",Revenue,Northumbrian Water Ltd,,,,,,,,,,,,,,,
