Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Grants & Contributions,01/05/2024,VI-112939,853.20,Revenue,Parker Planning Services,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Premises Expenses,Building Services - Responsive Maintenance,21/05/2024,VI-114393,"1,723.12",Revenue,T Partridge Electrical Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,29/05/2024,VI-114763,360.00,Revenue,Parish Halls Rushmere St Andrew,,,,,,,,,,,,,,,
The Environment,Street Scene,Premises Expenses,Building Services - Responsive Maintenance,29/05/2024,VI-114343,"2,404.71",Revenue,Pearce and Kemp Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Consultants,10/05/2024,VI-113900,"4,643.50",Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,17/05/2024,VI-114320,"2,795.00",Revenue,Pennington Surveyors Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Holding Account - Cash Out,Capital Expenditure,03/05/2024,VI-113247,"45,403.83",Capital,Perfect Circle JV Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Stationery,10/05/2024,VI-113890,"6,430.55",Revenue,PermiServ Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,External Printing,24/05/2024,VI-114670,"7,284.60",Revenue,PermiServ Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,External Printing,29/05/2024,VI-112821,"2,618.20",Revenue,PermiServ Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,01/05/2024,VI-113188,"1,485.00",Revenue,Peter Building Contractors,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,08/05/2024,VI-113669,"3,290.40",Revenue,Pier Marketing Limited,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,03/05/2024,VI-113297,300.00,Revenue,Pitkin & Ruddock Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Premises Expenses,Building Services - Planned Maintenance,14/05/2024,VI-113274,250.00,Revenue,Pitkin & Ruddock Limited,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Planned Maintenance,14/05/2024,VI-113275,252.00,Revenue,Pitkin & Ruddock Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Corporate Subscriptions,24/05/2024,VI-114477,"1,160.00",Revenue,Pixel Financial Management Ltd,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Grants & Contributions,10/05/2024,VI-113468,688.00,Revenue,Places for People,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Grants & Contributions,17/05/2024,VI-114301,970.00,Revenue,Places for People,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,Grants & Contributions,17/05/2024,VI-114338,"1,420.00",Revenue,Places for People,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,10/05/2024,VI-113538,250.00,Revenue,Playford Parish Hall,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Corporate Subscriptions,17/05/2024,VI-114356,300.00,Revenue,The Planning Jungle,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Customer and Client Receipts,Outside Scope Application Fees,21/05/2024,VI-114467,258.00,Revenue,Planning Portal,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Customer and Client Receipts,Outside Scope Application Fees,21/05/2024,VI-114484,578.00,Revenue,Planning Portal,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Customer and Client Receipts,Outside Scope Application Fees,22/05/2024,VI-114605,293.00,Revenue,Planning Portal,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,08/05/2024,VI-113662,266.24,Revenue,Places for People Living Plus,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Building Services - Responsive Maintenance,14/05/2024,VI-114161,465.55,Revenue,CN Plumbing & Heating Ltd Facilities Manage Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Building Services - Responsive Maintenance,31/05/2024,VI-115102,326.10,Revenue,CN Plumbing & Heating Ltd Facilities Manage Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/05/2024,VI-114773,"2,694.99",Revenue,Polycastle NU-Span,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/05/2024,VI-114520,"2,647.39",Revenue,Polycastle NU-Span,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Rents Payable,31/05/2024,VI-115165,"53,670.13",Revenue,Port of Felixstowe,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Premises Expenses,"HRA Drainage, Pumping Stat etc",17/05/2024,VI-114174,350.00,Revenue,Precision Pipework Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Premises Expenses,"HRA Drainage, Pumping Stat etc",24/05/2024,VI-114175,350.00,Revenue,Precision Pipework Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,10/05/2024,VI-113546,310.50,Revenue,P & R Fish Bar,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,03/05/2024,VI-113237,"5,626.38",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,08/05/2024,VI-113429,"6,910.90",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,17/05/2024,VI-114277,"3,222.00",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,17/05/2024,VI-113472,830.00,Capital,Proximity Futures Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,17/05/2024,VI-113471,"1,200.00",Capital,Proximity Futures Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,24/05/2024,VI-113469,"15,528.00",Capital,Proximity Futures Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Door Entry/Security,08/05/2024,VI-113494,718.23,Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Alarm Servicing,29/05/2024,VI-114885,"4,186.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Door Entry/Security,29/05/2024,VI-114894,375.90,Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,31/05/2024,VI-114550,"1,470.00",Revenue,Protect (Whistleblowing Advice) Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,03/05/2024,VI-113187,"12,316.78",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,03/05/2024,VI-113180,"9,366.76",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,03/05/2024,VI-113379,"5,552.70",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,14/05/2024,VI-113948,"1,742.38",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,14/05/2024,VI-113966,"4,918.65",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,21/05/2024,VI-114329,"7,049.68",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,29/05/2024,VI-114697,"1,195.70",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Other Financial Transactions,Expenditure not charged to Cost of Service,Finance Lease Interest Payable,01/05/2024,VI-113685,"60,882.33",Revenue,Pulse Fitness,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,08/05/2024,VI-112839,"1,608.00",Revenue,Peter Ramsey General Building,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,03/05/2024,VI-113239,"7,135.70",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Grants & Contributions,10/05/2024,VI-113619,400.00,Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,17/05/2024,VI-114239,"6,640.86",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,21/05/2024,VI-113209,"1,828.81",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,29/05/2024,VI-114861,"8,682.91",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,29/05/2024,VI-114864,"2,314.06",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Miscellaneous Other Services,14/05/2024,VI-114064,"1,410.00",Revenue,Rapid Repairs (BM Painting & Decorating),,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/05/2024,VI-112645,"1,182.41",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/05/2024,VI-112667,840.69,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/05/2024,VI-112710,828.60,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/05/2024,VI-112711,802.88,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/05/2024,VI-112712,684.02,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/05/2024,VI-112718,740.93,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/05/2024,VI-112719,876.88,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,21/05/2024,VI-112666,"1,141.01",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/05/2024,VI-114557,822.85,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/05/2024,VI-114556,772.96,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,01/05/2024,VI-113208,"1,300.00",Revenue,Real Consulting LLP,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,31/05/2024,VI-115107,"1,300.00",Revenue,Real Consulting LLP,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Consultants,10/05/2024,VI-113907,"2,685.00",Revenue,Redpalm Technology Services Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,10/05/2024,VI-113824,"4,489.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,10/05/2024,VI-113823,"4,489.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,10/05/2024,VI-113822,"3,292.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,10/05/2024,VI-113821,"3,292.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,10/05/2024,VI-113820,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,10/05/2024,VI-113819,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,21/05/2024,VI-114288,"4,489.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,21/05/2024,VI-114313,"3,591.20",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,21/05/2024,VI-114315,"2,633.60",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,24/05/2024,VI-114639,"2,633.60",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,24/05/2024,VI-114637,"2,500.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,24/05/2024,VI-114636,"3,292.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,24/05/2024,VI-114633,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,24/05/2024,VI-114641,"3,591.20",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,03/05/2024,VI-113236,617.00,Revenue,Reflex Theatre Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,21/05/2024,VI-114286,"1,000.00",Revenue,Re-Utilise,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Hardware Maintenance,14/05/2024,VI-113881,"8,045.36",Revenue,RICOH UK Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,10/05/2024,VI-113547,250.00,Revenue,Riverside Centre,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Materials For Resale,31/05/2024,VI-115063,"6,433.38",Revenue,Rix Petroleum Fuel & Lubricant Distributors,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,08/05/2024,VI-113543,"2,000.00",Revenue,Robson Frankham Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Employee Expenses,Officer Professional Subscriptions,01/05/2024,VC-003515,-402.00,Revenue,Royal College of Veterinary Surgeons,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,03/05/2024,VI-112229,321.80,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,10/05/2024,VI-112851,521.40,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,17/05/2024,VI-113051,312.91,Revenue,Royal Mail,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Postages,24/05/2024,VI-113373,291.11,Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,30/05/2024,VI-113918,"2,410.24",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,03/05/2024,VI-112806,"4,728.14",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,15/05/2024,VI-113879,"1,122.00",Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,17/05/2024,VI-114289,"1,866.34",Revenue,Royal Mail,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Supplies and Services,Postages,17/05/2024,VI-113919,"7,138.46",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,24/05/2024,VI-114660,"1,683.86",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,24/05/2024,VI-113256,"1,911.82",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,29/05/2024,VI-114262,"1,070.65",Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,31/05/2024,VI-115123,952.63,Revenue,Royal Mail,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,08/05/2024,VI-113391,"3,505.80",Capital,RSA Geotechnics Ltd,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,08/05/2024,VI-113508,"3,505.80",Capital,RSA Geotechnics Ltd,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Holding Account - Cash Out,Capital Expenditure,08/05/2024,VI-113510,"2,469.00",Capital,RSA Geotechnics Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,17/05/2024,VI-114368,"1,241.00",Revenue,RSA Geotechnics Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,17/05/2024,VI-114304,600.00,Revenue,Rushmere St Andrew  PC,,,,,,,,,,,,,,,
Community Health,Food and Safety,Employee Expenses,Qualification Training,10/05/2024,VI-113294,275.00,Revenue,Safetyboss Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Third Party Payments,Other Local Authorities Third Party,17/05/2024,VI-113651,"10,532.00",Revenue,Sahred Anti Fraud Service,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,03/05/2024,VI-113385,"1,200.00",Revenue,The Salvation Army,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,21/05/2024,VI-114425,"5,000.00",Revenue,Salter and King,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Bank Fees,07/05/2024,VI-114125,447.22,Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Tax Collection Cost,Supplies and Services,Bank Fees,07/05/2024,VI-114126,"1,410.23",Revenue,Santander Corporate Bank,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,10/05/2024,VI-113657,415.00,Revenue,Sarnivores,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,10/05/2024,VI-113488,350.00,Revenue,Saxmundham Town Council,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Supplies and Services,General Purchases,10/05/2024,VI-113345,258.75,Revenue,Screens Embroidery & Printing Ltd,,,,,,,,,,,,,,,
Community Health,Food and Safety,Employee Expenses,Technical Training,01/05/2024,VI-113185,400.00,Revenue,Sea Fish Industry Authority,,,,,,,,,,,,,,,
Leader of the Council,Corporate Management,Transport Expenses,Car Park Expenses,01/05/2024,VC-003450,"-2,500.00",Revenue,Seckford Hall,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Software Purchases,21/05/2024,VI-114436,"38,460.00",Revenue,Secon Cyber Security Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,08/05/2024,VI-113420,"380,856.14",Capital,SEH French Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Holding Account - Cash Out,Capital Expenditure,24/05/2024,VI-114771,"403,852.68",Capital,SEH French Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,17/05/2024,VI-114244,"2,250.00",Revenue,SHAKE Festival Club,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Marketing & Promotions,10/05/2024,VI-113841,399.00,Revenue,Shutterstock,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Cost of Capital and Similar Charges,Holding Account - Cash Out,Capital Expenditure,29/05/2024,VI-114758,"41,666.67",Capital,Signix Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Holding Account - Cash Out,Capital Expenditure,29/05/2024,VC-003471,"-59,566.15",Capital,Signix Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Holding Account - Cash Out,Capital Expenditure,29/05/2024,VI-115065,"59,566.15",Capital,Signix Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,08/05/2024,VI-113522,"1,389.75",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,08/05/2024,VI-113523,676.00,Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,08/05/2024,VI-113525,"4,000.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,08/05/2024,VI-113526,"1,075.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,29/05/2024,VI-114902,"1,210.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,29/05/2024,VI-114917,"5,650.00",Revenue,SLR Consulting Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/05/2024,VI-114385,634.11,Revenue,Smith Brothers Timber (East Anglia) Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Other Direct Salary Costs,10/05/2024,VI-113895,664.30,Revenue,Pluxee UK Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Holding Account - Cash In,Payroll Deductions,31/05/2024,VI-114563,"2,600.00",Revenue,Pluxee UK Ltd,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,29/05/2024,VI-114560,"5,250.00",Revenue,Solace Group Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,22/05/2024,VI-114590,"30,000.00",Revenue,Southwold & District Tennis Club,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,01/05/2024,VI-113203,"1,000.00",Revenue,Southwold Cricket Club,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Medical Fees,10/05/2024,VI-113769,850.00,Revenue,Specsavers,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,03/05/2024,VI-113301,"116,617.49",Capital,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Corporate Services,Cemeteries,Premises Expenses,Building Services - Responsive Maintenance,15/05/2024,VI-113217,747.50,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Parking Services,Premises Expenses,Building Services - Responsive Maintenance,15/05/2024,VI-113215,552.00,Revenue,P J Spillings (Builders) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,03/05/2024,VI-113377,"3,506.12",Capital,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Concessions,Premises Expenses,Building Services - Responsive Maintenance,03/05/2024,VI-113406,"1,430.94",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,08/05/2024,VI-113398,"1,620.10",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,08/05/2024,VI-113402,"3,421.28",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Vandalism,08/05/2024,VI-113400,372.49,Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,08/05/2024,VI-113401,"1,251.40",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Holding Account - Cash Out,Capital Expenditure,21/05/2024,VI-105857,"2,962.45",Capital,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Beach,Premises Expenses,Building Services - Planned Maintenance,01/05/2024,VC-003457,"-4,099.48",Revenue,P J Spilling (Joinery) Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,14/05/2024,VI-114091,720.00,Revenue,Splice Creative Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Furniture and Equipment,08/05/2024,VI-113632,"8,601.00",Revenue,SSI Schaefer Plastics UK Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Furniture and Equipment,08/05/2024,VI-113635,"8,601.00",Revenue,SSI Schaefer Plastics UK Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Furniture and Equipment,08/05/2024,VI-113626,"17,202.00",Revenue,SSI Schaefer Plastics UK Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,01/05/2024,VI-113148,"15,316.86",Revenue,Standard Life,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,24/05/2024,VI-114666,288.00,Revenue,St Edmunds Church Centre,,,,,,,,,,,,,,,
