Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,29/11/2024,VI-126478,250.00,Revenue,Great Bealings Parish Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Employee Expenses,Contract Staff,12/11/2024,VI-125549,"38,329.02",Revenue,Great Yarmouth Borough Council,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Employee Expenses,Contract Staff,15/11/2024,VI-125550,"38,267.88",Revenue,Great Yarmouth Borough Council,,,,,,,,,,,,,,,
Leader of the Council,Democratic Services,Transport Expenses,Rail Travel,11/11/2024,VI-125026,262.80,Revenue,Greater Anglia,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,12/11/2024,VI-125627,"16,009.94",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,12/11/2024,VI-125643,"6,595.17",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,13/11/2024,VI-125692,"22,062.16",Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,26/11/2024,VI-126294,288.00,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,26/11/2024,VI-126321,393.60,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,26/11/2024,VI-126315,261.60,Revenue,Greenfuture Solutions,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Supplies and Services,Consultants,05/11/2024,VI-125158,937.50,Revenue,Group 19 Architecture and Urban Design Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,06/11/2024,VI-125205,"1,000.00",Revenue,Gunton Woodland Burial Park,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,12/11/2024,VI-125501,488.00,Revenue,Gunton Estate Community Hall,,,,,,,,,,,,,,,
Energy and Climate Change,Environmental Climate Change,Supplies and Services,Grants & Contributions,27/11/2024,VI-126387,510.41,Revenue,Gunton Estate Community Hall,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism","Arts, Heritage and Museums Development",Supplies and Services,Consultants,22/11/2024,VI-125906,"9,681.25",Revenue,HACH Property Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,01/11/2024,VI-124696,"1,575.00",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,05/11/2024,VI-124690,345.00,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,05/11/2024,VI-125108,558.96,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,05/11/2024,VI-125109,"2,016.33",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,05/11/2024,VI-125139,685.35,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Procurement,Employee Expenses,Contract Staff,06/11/2024,VI-125138,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,06/11/2024,VI-125137,859.25,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Employee Expenses,Contract Staff,08/11/2024,VI-124699,"1,966.36",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Employee Expenses,Contract Staff,08/11/2024,VI-123470,"1,430.58",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,12/11/2024,VI-125533,401.35,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,12/11/2024,VI-125537,859.25,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,12/11/2024,VI-125543,"1,405.82",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,12/11/2024,VI-125544,591.84,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,12/11/2024,VI-125546,271.35,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,12/11/2024,VI-125554,289.52,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,12/11/2024,VI-125531,685.35,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,13/11/2024,VI-125535,"2,270.70",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Procurement,Employee Expenses,Contract Staff,13/11/2024,VI-125534,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,13/11/2024,VI-125133,"2,364.34",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Employee Expenses,Contract Staff,15/11/2024,VI-124689,"2,170.13",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,15/11/2024,VI-124698,379.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Employee Expenses,Contract Staff,19/11/2024,VI-125867,808.08,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,19/11/2024,VI-125868,349.00,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Procurement,Employee Expenses,Contract Staff,19/11/2024,VI-125869,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,19/11/2024,VI-125870,526.08,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,19/11/2024,VI-125871,"1,122.18",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,19/11/2024,VI-125864,756.00,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,19/11/2024,VI-125865,685.35,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,26/11/2024,VI-126307,775.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Contract Staff,26/11/2024,VI-126306,"2,414.24",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,26/11/2024,VI-126166,"1,405.82",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Employee Expenses,Contract Staff,26/11/2024,VI-126165,493.20,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,26/11/2024,VI-126161,401.35,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,26/11/2024,VI-125866,"2,048.40",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,26/11/2024,VI-126308,775.50,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Employee Expenses,Contract Staff,27/11/2024,VI-126159,"1,627.08",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,27/11/2024,VI-126160,685.35,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,27/11/2024,VI-126162,"1,134.00",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Procurement,Employee Expenses,Contract Staff,29/11/2024,VI-126163,898.73,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Contract Staff,29/11/2024,VI-126164,"1,556.26",Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,29/11/2024,VI-125135,540.40,Revenue,Hales Group Limited,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Supplies and Services,Furniture and Equipment,08/11/2024,VI-125216,"1,275.00",Revenue,Halfords,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,12/11/2024,VI-125571,646.75,Revenue,Half Moon Foods Limited,,,,,,,,,,,,,,,
Leader of the Council,Democratic Services,Supplies and Services,Other Civic Expenses,22/11/2024,VI-126096,615.40,Revenue,Half Moon Foods Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Recharge Accounts,Supplies and Services,Other Ext Provided Services,15/11/2024,VI-124443,500.00,Revenue,Hammonds Accident Repair Centre,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Recharge Accounts,Supplies and Services,Other Ext Provided Services,15/11/2024,VC-003728,-633.30,Revenue,Hammonds Accident Repair Centre,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Recharge Accounts,Supplies and Services,Other Ext Provided Services,15/11/2024,VI-120578,633.30,Revenue,Hammonds Accident Repair Centre,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Recharge Accounts,Supplies and Services,Other Ext Provided Services,15/11/2024,VI-124706,500.00,Revenue,Hammonds Accident Repair Centre,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,06/11/2024,VI-125202,"6,888.00",Revenue,Hamson Barron Smith,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,29/11/2024,VI-125997,855.00,Capital,Happy Drains Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration Towns Fund,Holding Account - Cash Out,Capital Expenditure,08/11/2024,VI-124946,"24,406.00",Capital,Harrison Group Environmental Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration Towns Fund,Holding Account - Cash Out,Capital Expenditure,26/11/2024,VI-126149,"272,563.93",Capital,Harte Demolition Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Architect Fees,26/11/2024,VI-125987,"8,175.00",Revenue,HAT Projects Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Premises Expenses,Rents Payable,22/11/2024,VI-126059,"1,965.40",Revenue,Havebury Housing Partnership,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Premises Expenses,Rents Payable,22/11/2024,VI-126060,"2,005.10",Revenue,Havebury Housing Partnership,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,08/11/2024,VI-125211,745.00,Revenue,Heatlink Services Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Building Services - Responsive Maintenance,19/11/2024,VI-125212,"1,595.00",Revenue,Heatlink Services Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Medical Fees,01/11/2024,VI-124952,"2,380.00",Revenue,Optima Health,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,Medical Fees,22/11/2024,VI-125901,"2,710.30",Revenue,Heales Health Services Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration Towns Fund,Holding Account - Cash Out,Capital Expenditure,08/11/2024,VI-125413,"12,443.00",Capital,Hem Des LLP,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration Towns Fund,Holding Account - Cash Out,Capital Expenditure,08/11/2024,VI-125464,"1,107.14",Capital,Hem Des LLP,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,26/11/2024,VI-126029,255.95,Revenue,Highfield ABC,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,19/11/2024,VI-125776,"28,050.96",Revenue,Hill Farm Holidays,,,,,,,,,,,,,,,
Leader of the Council,Legal,Supplies and Services,Legal Fees,25/11/2024,VI-125497,"1,173.00",Revenue,Her Majesty's Court and Tribunal Service,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,15/11/2024,VI-125710,"844,991.11",Revenue,HM Revenue & Customs,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,15/11/2024,VI-125788,"12,518.14",Revenue,HM Revenue & Customs,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Supplies and Services,Other Ext Provided Services,26/11/2024,VI-126680,559.00,Revenue,HMRC Shipley,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Grants & Contributions,22/11/2024,VI-126051,519.77,Revenue,Clare Holmes,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,12/11/2024,VI-125625,"4,743.00",Revenue,Home Adapt Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,22/11/2024,VI-125956,"4,402.06",Revenue,Home Adapt Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,26/11/2024,VI-126293,"3,445.93",Revenue,Home Adapt Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Corporate Subscriptions,11/11/2024,VI-125245,"1,068.00",Revenue,Hootsuite Media Inc,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,29/11/2024,VI-126456,"1,000.00",Revenue,Hope After Suicide,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,01/11/2024,VI-124862,"3,150.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,01/11/2024,VI-124994,"3,150.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,15/11/2024,VI-125817,"2,870.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,19/11/2024,VI-125894,"3,590.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,26/11/2024,VI-126092,"3,210.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,29/11/2024,VI-126555,"3,370.00",Revenue,Hotel NR19 Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-125749,990.00,Revenue,Housing Reviews Centre Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services  VOID Maintenance,01/11/2024,VI-124738,"9,106.90",Revenue,Houghton and Son Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services  VOID Maintenance,12/11/2024,VI-124739,"25,622.80",Revenue,Houghton and Son Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Technical Training,29/11/2024,VI-126557,475.00,Revenue,HQN Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Technical Training,29/11/2024,VI-126538,700.00,Revenue,HQN Limited,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Employee Expenses,Technical Training,29/11/2024,VI-126544,300.00,Revenue,HQN Limited,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Supplies and Services,Consultants,01/11/2024,VI-124937,"2,000.00",Revenue,Hyams QS Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,01/11/2024,VI-124973,"1,000.00",Revenue,Ilketshall St Andrew Parish Council,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,13/11/2024,VI-125652,989.50,Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,22/11/2024,VI-125992,398.89,Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
Corporate Services,ICT,Holding Account - Cash Out,Capital Expenditure,29/11/2024,VI-126472,337.89,Capital,Insight Direct (UK) Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Supplies and Services,Software Maintenance,06/11/2024,VI-124406,668.10,Revenue,Intalect Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,20/11/2024,VI-125896,"4,000.00",Revenue,IP17GNS,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,01/11/2024,VI-124921,"44,785.20",Revenue,Ipswich and District Citizens Advice Bureau,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Internal Audit and Corporate Investigations,Employee Expenses,Qualification Training,05/11/2024,VI-125035,"1,264.00",Revenue,ITS Training (UK) Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration Towns Fund,Holding Account - Cash Out,Capital Expenditure,29/11/2024,VI-126442,"4,850.00",Capital,Adrian James Acoustics Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,19/11/2024,VI-125947,"3,469.94",Revenue,J C Building Services,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Building Services - Responsive Maintenance,06/11/2024,VI-124877,636.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,15/11/2024,VI-125268,445.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Supplies and Services,Other Ext Provided Services,22/11/2024,VI-126030,375.00,Revenue,Jennings of Lowestoft,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Equipment Hire,01/11/2024,VC-003604,-300.00,Revenue,Jewson,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,01/11/2024,VC-003699,-300.00,Revenue,Jewson,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,01/11/2024,VI-124949,455.45,Revenue,Jewson,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Equipment Hire,26/11/2024,VI-126349,545.00,Revenue,Jewson,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,29/11/2024,VI-126570,300.00,Revenue,Jewson,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,13/11/2024,VI-125685,"5,025.00",Revenue,JH Film Production,,,,,,,,,,,,,,,
Economic Development and Transport,North Felixstowe Garden Neighbourhood,Supplies and Services,Consultants,15/11/2024,VI-125737,"3,400.00",Revenue,Phil Jones Associates Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,12/11/2024,VI-125170,"2,500.00",Revenue,KBC Commercial Finance,,,,,,,,,,,,,,,
Leader of the Council,Legal,Supplies and Services,Legal Fees,19/11/2024,VI-125408,262.50,Revenue,Keating Chambers,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,29/11/2024,VI-126485,"1,455.00",Revenue,Kelsale CEVCP  School,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,19/11/2024,VI-125478,"592,519.04",Capital,Kier Construction - Eastern,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,27/11/2024,VI-125958,"16,244.00",Revenue,Kingsley House Hotel,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,27/11/2024,VI-125812,"18,926.00",Revenue,Kingsley House Hotel,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Transport Expenses,Other Indirect Transport Costs,06/11/2024,VI-125188,"2,524.13",Revenue,Kinto Uk Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Hotel Accommodation,11/11/2024,VI-125552,317.13,Revenue,KLM UK,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Telephone Calls/Data/Broadband,19/11/2024,VI-125606,"1,906.34",Revenue,Koris Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Miscellaneous Other Services,29/11/2024,VI-126466,335.58,Revenue,Lacey Wholesale Ltd,,,,,,,,,,,,,,,
Corporate Services,Customer Services and Complaints,Supplies and Services,Other Ext Provided Services,08/11/2024,VI-125425,500.00,Revenue,Language Line Services,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,05/11/2024,VI-125167,586.38,Revenue,Landmark Fencing Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Responsive Maintenance,29/11/2024,VI-126352,"1,545.90",Revenue,Landmark Fencing Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,North Felixstowe Garden Neighbourhood,Supplies and Services,Consultants,15/11/2024,VI-125742,"1,770.00",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Economic Development and Transport,North Felixstowe Garden Neighbourhood,Supplies and Services,Consultants,27/11/2024,VI-125735,"10,488.26",Revenue,LDA Design Consultancy Limited,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash In,Payroll Deductions,07/11/2024,VI-125711,"14,776.76",Revenue,Legal and General Assurance Society Ltd,,,,,,,,,,,,,,,
Community Health,Health and Wellbeing,Supplies and Services,External Printing,22/11/2024,VI-126089,510.00,Revenue,Leiston Press,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Recharge Accounts,Supplies and Services,Furniture and Equipment,29/11/2024,VI-125898,580.40,Revenue,Lets Connect IT Solutions Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,08/11/2024,VI-125387,"2,600.00",Revenue,Lexden Consultancy Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,08/11/2024,VI-125479,"3,187.89",Revenue,LGS Homes (Suffolk) Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Other Office Expenses,29/11/2024,VI-126376,957.88,Revenue,Liquidline Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Housing Needs,Premises Expenses,Rents Payable,13/11/2024,VI-125520,441.09,Revenue,Lisa's Homes,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Bank Fees,14/11/2024,VI-126036,"2,328.53",Revenue,Lloyds Bank Group,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Bank Fees,14/11/2024,VI-126035,"7,509.64",Revenue,Lloyds Bank Group,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Bank Fees,01/11/2024,VI-125330,"2,872.89",Revenue,Lloyds Banking Group,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Heads of Service,Supplies and Services,Conference Fees,26/11/2024,VI-125969,398.00,Revenue,Local Government Association,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Heads of Service,Supplies and Services,Conference Fees,08/11/2024,VC-003859,-398.00,Revenue,Local Government Association,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Heads of Service,Supplies and Services,Conference Fees,08/11/2024,VI-125970,398.00,Revenue,Local Government Association,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,08/11/2024,VI-125122,"6,835.75",Revenue,Rossi Long Consulting Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,29/11/2024,VI-126453,"1,500.00",Revenue,Lowestoft Community Church,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,29/11/2024,VI-126476,"15,000.00",Revenue,Lowestoft North Cliff Community Garden,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Asbestos,01/11/2024,VI-124308,302.04,Revenue,Lucion Enviromental Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Furniture and Equipment,19/11/2024,VI-125827,790.80,Revenue,Macfarlane Group UK Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Employee Expenses,Technical Training,12/11/2024,VI-125289,800.00,Revenue,Mango Learning,,,,,,,,,,,,,,,
Corporate Services,Human Resources,Employee Expenses,HR Corporate Training,29/11/2024,VI-126057,675.00,Revenue,Mango Learning,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Corporate Subscriptions,12/11/2024,VI-125580,431.55,Revenue,Maritime Cargo Processing plc,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,27/11/2024,VI-126167,"1,000.00",Revenue,1st Martlesham Scout Group,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Consultants,01/11/2024,VI-124922,"5,000.00",Revenue,March Web Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Marketing & Promotions,05/11/2024,VI-125110,"8,280.00",Revenue,Media Managers Ltd,,,,,,,,,,,,,,,
