Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038936,1434.64,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038937,933.05,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038938,4795.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038941,1739.02,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038942,2473.4399999999996,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038944,1224.7999999999997,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038946,547.61,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038947,2155.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038948,1094.42,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038949,13256.740000000002,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038950,2340.24,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038951,1110.44,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038952,2133.3599999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038953,3942.86,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038960,703.6600000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038962,1286.52,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038963,1237.15,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038964,1237.15,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038965,2760.56,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038968,3382.16,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038971,988.9599999999998,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038972,14047.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038973,1480.92,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038974,746.1,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038975,1734.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038978,4199.91,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038979,623.24,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038982,703.44,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038983,6254.739999999999,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038984,1267.64,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038985,1218.7,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038987,1289.04,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038988,1247.15,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038990,1933.44,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038990,1867.42,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038992,2164.25,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038993,608.1600000000001,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5038994,1116.8,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038995,1102.6399999999999,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038996,2924.88,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038997,1840,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5038998,3914.8399999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039001,1116.04,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039002,410.54,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039002,931.6199999999999,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039003,2484.05,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039004,3297.48,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039007,2352.2,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039008,1490.31,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039009,558.4,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039011,330.12,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039011,761.36,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039012,1235.88,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039013,1294.2,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039015,2940.36,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039016,2507.04,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039017,1416.24,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039019,5377.43,IND CARERS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039020,1937.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039021,52.2,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039021,430.05,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039021,829.02,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039021,51,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039022,578.56,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039023,550.92,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039027,731.22,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039030,3631.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039031,813.76,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039033,1971.72,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039035,335.1,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039035,320.04,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039037,1032.16,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039038,5849.76,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039039,596.24,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039041,1175.44,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039042,758.5,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039043,1867.42,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039043,146.4,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039044,1383.98,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039046,1898.42,IND CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039048,700.48,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039049,945.36,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039050,651.84,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039051,703.6600000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039054,2161.3199999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039056,544.8,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039059,1133.9299999999998,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039060,552.16,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039060,966.7199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039060,1138.54,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039061,2507.04,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039062,1286.8400000000001,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039062,1354.08,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039062,1354.08,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039063,966.7199999999999,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039065,2915.840000000001,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039066,1092.48,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039067,1299.62,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039067,971.72,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039068,980.28,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039070,1416.24,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039071,522.8,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039074,1202.12,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039075,3640.6800000000003,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039076,2371.0800000000004,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039077,368.56,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039077,337.1,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039078,730.61,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039079,1354.08,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039080,830.64,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039081,4952.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039084,8497.36,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039085,516.54,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039085,54,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039086,735.6,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039087,547.61,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039087,451.3,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039089,674.04,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039090,1239.96,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039090,1787.4,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039091,6305.120000000001,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039092,2852.7200000000003,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039093,598.8399999999999,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039094,2044.24,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039096,1840.7999999999997,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039099,3205,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039100,560.9199999999998,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039101,9207,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039104,1462.44,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039105,844.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039106,1174.24,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039108,594.6,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039109,655.5,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039110,1694.3199999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039112,1231.12,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039112,181.76,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039114,1089.48,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039115,887.9000000000001,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039119,3100,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039120,2205.8700000000003,IND CARERS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039121,1224.6,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039122,1338.16,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039124,1373.76,IND CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039125,1120.3799999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039127,383.26,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039127,368.56,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039128,617.7,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039130,1444,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039131,5131.16,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039134,635.4000000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039135,2200.52,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039139,572.2800000000007,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039141,923.08,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039145,1873.3199999999997,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039147,1785.2,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039149,1583.76,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039151,966.7199999999999,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039152,634.1600000000001,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039156,1183.88,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039158,1354.08,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039161,1753.69,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039161,1366.29,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039162,2832.48,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039163,1227.56,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039164,909.8399999999999,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039165,3774.24,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039167,1605.0399999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039171,1943.76,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039172,14114.24,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039173,2375.92,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039173,1354.08,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039174,900.3299999999999,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039175,12337.2,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039176,1272.44,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039177,1125.28,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039178,1689.36,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039180,7386.659999999999,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039182,847.54,IND CARERS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039183,565.04,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039184,12946.52,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039187,8482.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039188,671.9,IND ADOPTERS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039190,2070.3999999999996,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039193,1323.16,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039194,1990.8399999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039197,777.1400000000001,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039198,1672.96,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039199,676.8,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039200,862.4399999999999,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039201,1133.9299999999998,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039205,1008.44,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039208,5398.2,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039214,4054.1200000000003,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039216,804.48,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039218,686.28,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039221,2786.42,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039221,307.68,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039224,1150.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039226,1135.08,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039227,971.7199999999999,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039228,1623.08,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039230,3246.36,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039231,1462.44,IND DIRECT PAYMENTS
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45091,5039233,25161.56,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45091,5039233,380.45,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45091,5039233,2031.3400000000004,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039234,665.86,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039235,2371.08,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039236,839.4000000000001,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039237,556.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039239,1354.08,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039242,896.28,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039243,688.96,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039245,4465.36,IND FOSTER CARER
ECS Capital Total,PICK EVERARD,45091,5039246,16410,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039250,514.62,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039259,2152.2,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039260,2472.2,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039263,291.5,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039263,694.02,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039266,1354.08,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039266,908.96,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039267,1462.44,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039270,538.9,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039272,1368.06,IND FOSTER CARER
Adult Care and Health,SCODEF LTD T/A SODEF CARE,45091,5039276,21941.2,TCR SUPPLIER GENERAL
Adult Care and Health,SCODEF LTD T/A SODEF CARE,45091,5039276,594.51,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039279,918.62,FOSTER PARENTS
"Renewal, Recreation and Housing",SHUTTLEWORTH (UK) LTD,45091,5039280,1488,TCR LANDLORD
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039282,4540.469999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45091,5039284,24550.520000000022,TCR DOMICILIARY PROVIDER
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45091,5039284,210.14,TCR DOMICILIARY PROVIDER
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45091,5039284,440.96999999999997,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039286,620.72,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039287,658,IND AGENCY CARERS
Adult Care and Health,SUNBIRD CARE LTD,45091,5039290,624.33,TCR DOMICILIARY PROVIDER
Adult Care and Health,SUNBIRD CARE LTD,45091,5039290,1022.14,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039291,2999.16,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039300,1427.64,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039301,3344.71,IND OTHER
"Resources, Commissioning and Contracts Management",TRUSTEE FIRE & SECURITY LTD,45091,5039302,1000,TCR SUPPLIER GENERAL
Public Protection and Enforcement,TYCO FIRE & INTEGRATED SOLUTIONS,45091,5039303,432,TCR SUPPLIER GENERAL
Public Protection and Enforcement,TYCO FIRE & INTEGRATED SOLUTIONS,45091,5039304,5187.66,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039306,502.8,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039307,722,IND ADOPTERS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039309,2371.08,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039309,25.92,FOSTER PARENTS
Adult Care and Health,VIBRANCE CLIENT ACCOUNT,45091,5039310,197173.68000000008,TCR SUPPLIER GENERAL
Adult Care and Health,VIBRANCE CLIENT ACCOUNT,45091,5039310,211827.88999999993,TCR SUPPLIER GENERAL
Adult Care and Health,VIBRANCE CLIENT ACCOUNT,45091,5039310,8029.879999999999,TCR SUPPLIER GENERAL
"Children, Education and Families",VIBRANCE CLIENT ACCOUNT,45091,5039310,63635.229999999996,TCR SUPPLIER GENERAL
"Children, Education and Families",WARREN ROAD PRIMARY SCHOOL (ACADEMY),45091,5039312,5668.59,TCR IND SCHOOL
"Children, Education and Families",REDACTED PERSONAL DATA,45091,5039313,579.9000000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45091,5039314,661.58,IND DIRECT PAYMENTS
"Resources, Commissioning and Contracts Management",4 BRICK COURT,45092,5039323,555,TCR LEGAL
"Children, Education and Families",A SAFE HOUSE LTD,45092,5039324,4750,TCR SUPPLIER GENERAL
"Children, Education and Families",A SAFE HOUSE LTD,45092,5039325,5700,TCR SUPPLIER GENERAL
"Children, Education and Families",ACADEMY21 LTD,45092,5039326,1400,TCR SUPPLIER GENERAL
CEF Balance Sheet Total,REDACTED PERSONAL DATA,45092,5039327,17782.75,IND OTHER
Adult Care and Health,ACSC LTD,45092,5039329,2034.1599999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,ACSC LTD,45092,5039330,3051.24,TCR DOMICILIARY PROVIDER
Adult Care and Health,ARVAL UK LTD,45092,5039332,606.58,OTHER CREDS
Control Balance Sheet Total,ARVAL UK LTD,45092,5039332,7614.389999999999,OTHER CREDS
Adult Care and Health,ASSURED SERVICES LTD,45092,5039334,48725.020000000004,TCR RESIDENTIAL HOME
Adult Care and Health,BEEAKTIVE CARE LTD,45092,5039335,1840.8,TCR DOMICILIARY PROVIDER
Insurance Fund Holding Account Total,BOND TURNER,45092,5039336,1314,TCR SUPPLIER GENERAL
"Children, Education and Families",CANNON CARS,45092,5039337,400.75,TCR TRANSPORT
"Children, Education and Families",CANNON CARS,45092,5039337,554.0699999999999,TCR TRANSPORT
Adult Care and Health,CAPITAL HOMECARE UK LTD,45092,5039338,30138.76000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,CARE OUTLOOK LIMITED,45092,5039339,1304.27,TCR SUPPLIER GENERAL
Adult Care and Health,CARE OUTLOOK LIMITED,45092,5039339,465.98,TCR SUPPLIER GENERAL
Adult Care and Health,CHOICE SUPPORT,45092,5039340,721.83,TCR RESIDENTIAL HOME
Adult Care and Health,CHOICE SUPPORT,45092,5039341,5618.630000000004,TCR RESIDENTIAL HOME
Adult Care and Health,CITY OF LONDON CORPORATION,45092,5039342,7000,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",CITY OF WESTMINSTER,45092,5039343,2035.34,OTHER CREDS
