Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
Adult Care and Health,COMPASSION HOME CARE LTD,45092,5039344,3292.329999999999,TCR RESIDENTIAL HOME
"Children, Education and Families",CSG GLOBAL EDUCATION LTD,45092,5039346,450.97999999999996,TCR SUPPLIER GENERAL
Adult Care and Health,CUBIT DESIGN & BUILDING LTD,45092,5039347,53428.47,SUB-CONTRACTOR
"Children, Education and Families",CURRYS GROUP LTD / DSGI BUSINESS,45092,5039348,457.5,TCR SUPPLIER GENERAL
Insurance Fund Holding Account Total,DAC BEACHCROFT CLAIMS LTD,45092,5039349,615,TCR LEGAL
CEF Capital Total,REDACTED PERSONAL DATA,45092,5039350,17020.21,SUB-CONTRACTOR
Adult Care and Health,EDF ENERGY CUSTOMERS PLC,45092,5039354,1040.38,TCR UTILITY
"Children, Education and Families",EDWARD SENIOR ASSOCIATES LTD,45092,5039355,639.6,TCR SUPPLIER GENERAL
"Children, Education and Families",FAMILY LINKS,45092,5039356,592.5999999999998,TCR TRAINING
"Children, Education and Families",REDACTED PERSONAL DATA,45092,5039357,703.5,IND AGENCY CARERS
"Renewal, Recreation and Housing",FORESHAW BUILDING SERVICES LIMITED,45092,5039358,4728.34,SUB-CONTRACTOR
"Children, Education and Families",FOSTERING SUPPORT GROUP LTD,45092,5039359,6399.33,VENDOR
RRH Capital Total,REDACTED PERSONAL DATA,45092,5039361,4237.85,SUB-CONTRACTOR
Insurance Fund Holding Account Total,GROVE AUTOS LTD,45092,5039362,5846.91,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45092,5039363,5743.7,LBB OTHER
"Renewal, Recreation and Housing",HYDE HOUSING ASSOCIATION,45092,5039364,49976.43,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45092,5039365,10966.560000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,INVICTA24 PLUS LTD,45092,5039366,1050,TCR SUPPLIER GENERAL
Public Protection and Enforcement,ITSA LTD,45092,5039367,1036,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",JADU LTD,45092,5039368,15218.99,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45092,5039369,1560.18,CHILDRENS RES UNITS
RRH Capital Total,L H BRIDGE LTD,45092,5039373,6809.5,TCR SUPPLIER GENERAL
RRH Capital Total,L H BRIDGE LTD,45092,5039374,28703,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",LABC,45092,5039375,3033.39,TCR TRAINING
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45092,5039377,5466.639999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45092,5039377,5304.04,TCR RESIDENTIAL HOME
"Children, Education and Families",LEWISHAM SOUTHWARK COLLEGE,45092,5039378,9486.18,TCR SUPPLIER GENERAL
Public Protection and Enforcement,LONDON BOROUGH OF HAVERING,45092,5039379,1560.9,PCS LOCAL AUTH
"Children, Education and Families",MARJORIE MCCLURE SCHOOL,45092,5039380,1096,LBB SCHOOL
"Children, Education and Families",MOTT MACDONALD LTD,45092,5039382,625,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",MR CHARANTOOR SINGH T/A KINGS MOVE,45092,5039383,975,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45092,5039385,7008.85,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45092,5039387,15645.879999999996,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45092,5039387,142.24,TCR DOMICILIARY PROVIDER
Insurance Fund Holding Account Total,NEW LAW LEGAL LTD,45092,5039388,15000,TCR LEGAL
Adult Care and Health,NOTTINGHAM REHAB LIMITED,45092,5039389,338976.42,LBB OTHER
Adult Care and Health,OMEGA NEST VALERIE OWELLE,45092,5039391,660,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",OPUS ENERGY LTD,45092,5039393,647.88,TCR UTILITY
ECS Capital Total,PICK EVERARD,45092,5039394,13410.63,TCR SUPPLIER GENERAL
Adult Care and Health,PLUM CARE LTD,45092,5039395,14952.630000000003,TCR DOMICILIARY PROVIDER
Adult Care and Health,PLUM CARE LTD,45092,5039395,316.92,TCR DOMICILIARY PROVIDER
Environment & Community Services,POWER DATA ASSOCIATES LTD,45092,5039396,4200,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45092,5039397,44067.020000000026,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45092,5039397,330.68,TCR DOMICILIARY PROVIDER
Adult Care and Health,RIVER GARDEN CARE LTD,45092,5039399,9560.189999999999,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45092,5039399,561.1,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45092,5039399,1110.58,TCR RESIDENTIAL HOME
"Children, Education and Families",SACKVILLE SCHOOL,45092,5039402,14054.66,TCR IND SCHOOL
"Resources, Commissioning and Contracts Management",SAVILLS (UK) LTD,45092,5039404,28680.51,TCR SUPPLIER GENERAL
Adult Care and Health,SHAW TRUST LTD,45092,5039405,2000,OTHER CREDS
Adult Care and Health,SHAW TRUST LTD,45092,5039406,3650,OTHER CREDS
"Renewal, Recreation and Housing",SOS CREATIVITY,45092,5039407,10000,TCR SUPPLIER GENERAL
RCCM Capital Total,SPHERE INTERNATIONAL LTD,45092,5039408,6400,LBB OTHER
"Children, Education and Families",ST-BARTHOLOMEW'S PRIMARY SCHOOL,45092,5039409,9374.17,TCR IND SCHOOL
"Children, Education and Families",THE TUTORIAL FOUNDATION,45092,5039411,4016.5,VENDOR
"Children, Education and Families",THE TUTORIAL FOUNDATION,45092,5039412,47216.5,VENDOR
RRH Capital Total,THOMAS FORD & PARTNERS * 1987968,45092,5039413,6015,OTHER CREDS
"Renewal, Recreation and Housing",WE ARE SUNDAY LTD,45092,5039416,1400,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,45093,5039418,2735,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,45093,5039419,10386.14,TCR SUPPLIER GENERAL
Environment & Community Services,APCOA PARKING (UK) LTD,45093,5039421,10356.8,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45093,5039422,2000,SOLETRADER
Adult Care and Health,BEEAKTIVE CARE LTD,45093,5039424,2164.3999999999996,TCR DOMICILIARY PROVIDER
"Children, Education and Families",BENECARE LTD,45093,5039425,4368,TCR STAFF AGENCY
"Children, Education and Families",BENECARE LTD,45093,5039426,4368,TCR STAFF AGENCY
Adult Care and Health,CARE WORLD AGENCY LTD,45093,5039431,9105.170000000002,TCR SUPPLIER GENERAL
Adult Care and Health,CARE WORLD AGENCY LTD,45093,5039431,39.82,TCR SUPPLIER GENERAL
"Children, Education and Families",CAREMARK BROMLEY,45093,5039432,10032,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45093,5039433,11912.160000000002,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45093,5039433,248.22,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45093,5039433,634.8999999999996,TCR SUPPLIER GENERAL
Adult Care and Health,CHOICE SUPPORT,45093,5039434,5069.31,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45093,5039435,7703.78,IND AGENCY CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45093,5039435,11576.82,IND AGENCY CARERS
"Children, Education and Families",CORAM,45093,5039437,100856,TCR SUPPLIER GENERAL
Adult Care and Health,DARETHEALTHCARE UK LTD,45093,5039438,1832.53,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45093,5039438,825.24,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45093,5039438,145.68,TCR DOMICILIARY PROVIDER
Adult Care and Health,DAY TO DAY CARE LTD,45093,5039440,494.0999999999987,TCR DOMICILIARY PROVIDER
Adult Care and Health,DAY TO DAY CARE LTD,45093,5039440,22.160000000000082,TCR DOMICILIARY PROVIDER
Adult Care and Health,DAY TO DAY CARE LTD,45093,5039440,69.35999999999991,TCR DOMICILIARY PROVIDER
RRH Capital Total,REDACTED PERSONAL DATA,45093,5039441,153767.0399999998,SUB-CONTRACTOR
"Renewal, Recreation and Housing",DENHAN INTERNATIONAL,45093,5039442,4402,TCR LANDLORD
Environment & Community Services,EDF ENERGY CUSTOMERS PLC,45093,5039445,887.57,TCR UTILITY
Environment & Community Services,EDF ENERGY CUSTOMERS PLC,45093,5039445,587.46,TCR UTILITY
Adult Care and Health,REDACTED PERSONAL DATA,45093,5039446,1156,TCR DOMICILIARY PROVIDER
"Children, Education and Families",FOSTERING SUPPORT GROUP LTD,45093,5039448,6707.47,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45093,5039449,500,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45093,5039450,580,SUB-CONTRACTOR
"Resources, Commissioning and Contracts Management",GRANT THORNTON UK LLP,45093,5039451,6500,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45093,5039452,1200,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45093,5039453,5978.570000000001,CHILDRENS RES UNITS
RRH Capital Total,INDEPENDENCE BROKERAGE SERVICES CIC,45093,5039454,908.49,TCR SUPPLIER GENERAL
Control Balance Sheet Total,REDACTED PERSONAL DATA,45093,5039455,1033.41,IND REFUND
"Children, Education and Families",KELWEL CARE LTD,45093,5039457,536,TCR SUPPLIER GENERAL
"Children, Education and Families",LADYBIRDS 1991 LTD,45093,5039460,728,TCR SUPPLIER GENERAL
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45093,5039461,-406.92999999999995,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",LINK TREASURY SERVICES LTD,45093,5039462,10550,TCR SUPPLIER GENERAL
Environment & Community Services,M & J GROUP CONSTRUCTION & ROOFING LTD,45093,5039463,7964.72,SUB-CONTRACTOR
RRH Capital Total,REDACTED PERSONAL DATA,45093,5039464,10421.5,SUB-CONTRACTOR
RRH Capital Total,REDACTED PERSONAL DATA,45093,5039465,16200,SUB-CONTRACTOR
"Children, Education and Families",MARVELLOUS PROPERTIES LTD,45093,5039466,13395.04,TCR SUPPLIER GENERAL
"Children, Education and Families",MARVELLOUS PROPERTIES LTD,45093,5039466,3990.3599999999997,TCR SUPPLIER GENERAL
Control Balance Sheet Total,MATRIX SCM LIMITED,45093,5039467,294795.67,IRC_JOB_AGENCY
Adult Care and Health,MEARS EXTRA CARE LIMITED,45093,5039469,691.97,TCR DOMICILIARY PROVIDER
Adult Care and Health,MEDEQUIP ASSISTIVE TECH LTD,45093,5039470,271983.19999999995,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45093,5039471,1112.7000000000005,TCR DOMICILIARY PROVIDER
Insurance Fund Holding Account Total,REDACTED PERSONAL DATA,45093,5039474,580,IND INSURANCE
"Children, Education and Families",REDACTED PERSONAL DATA,45093,5039475,800,IND AGENCY CARERS
"Renewal, Recreation and Housing",MUNOT PROPERTIES LTD,45093,5039477,2400,TCR LANDLORD
"Renewal, Recreation and Housing",MYTIME ACTIVE,45093,5039478,38000,TRUST
"Resources, Commissioning and Contracts Management",NAMOS SOLUTIONS LTD,45093,5039479,13980,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45093,5039480,17949.4,OTHER CREDS
Adult Care and Health,NAVLETTE O MCFARLANE,45093,5039481,2912,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",NPOWER,45093,5039482,2812.65,TCR SUPPLIER GENERAL
Environment & Community Services,O'ROURKE CONTRACTING PLC,45093,5039483,22050,SUB-CONTRACTOR
"Renewal, Recreation and Housing",ORCHARD & SHIPMAN GROUP T/A PINNACLE GROUP,45093,5039484,51791.189999999995,TCR SUPPLIER GENERAL
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45093,5039485,21445.31000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45093,5039485,380.45,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45093,5039485,2051.8,TCR DOMICILIARY PROVIDER
CEF Capital Total,PINNACLE ESP LTD,45093,5039488,1088.68,TCR CONSULTANT
RRH Capital Total,PJS BUILDING SERVICES * 3027067,45093,5039489,10995,OTHER CREDS
"Renewal, Recreation and Housing",PORTALPLANQUEST LTD,45093,5039490,5082,TCR SUPPLIER GENERAL
Enviromnent Balance Sheet Total,PURELAKE NEW HOMES LTD,45093,5039495,2500,TCR SUPPLIER GENERAL
Control Balance Sheet Total,REDACTED PERSONAL DATA,45093,5039496,4353.86,IND REFUND
Housing Balance Sheet Total,REDACTED PERSONAL DATA,45093,5039498,500.75,IND REFUND
Adult Care and Health,SEFE GROUP,45093,5039499,3385.19,TCR SUPPLIER GENERAL
"Children, Education and Families",SEFE GROUP,45093,5039499,3250.93,TCR SUPPLIER GENERAL
"Children, Education and Families",SEFE GROUP,45093,5039499,349.13,TCR SUPPLIER GENERAL
"Children, Education and Families",SEFE GROUP,45093,5039499,93.98,TCR SUPPLIER GENERAL
Environment & Community Services,SEFE GROUP,45093,5039499,1711.11,TCR SUPPLIER GENERAL
Environment & Community Services,SEFE GROUP,45093,5039499,300.49,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",SEFE GROUP,45093,5039499,13439.22,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",SEFE GROUP,45093,5039499,12372.36,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",SEFE GROUP,45093,5039499,160.79000000000002,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",SEFE GROUP,45093,5039499,35039.69,TCR SUPPLIER GENERAL
Adult Care and Health,SEFE GROUP,45093,5039500,6674.27,TCR SUPPLIER GENERAL
"Children, Education and Families",SEFE GROUP,45093,5039500,5867.79,TCR SUPPLIER GENERAL
"Children, Education and Families",SEFE GROUP,45093,5039500,725.34,TCR SUPPLIER GENERAL
"Children, Education and Families",SEFE GROUP,45093,5039500,257.38,TCR SUPPLIER GENERAL
Environment & Community Services,SEFE GROUP,45093,5039500,3733.0499999999997,TCR SUPPLIER GENERAL
Environment & Community Services,SEFE GROUP,45093,5039500,2828.79,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",SEFE GROUP,45093,5039500,28656.71,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",SEFE GROUP,45093,5039500,34468.24,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",SEFE GROUP,45093,5039500,358.49,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",SEFE GROUP,45093,5039500,53851.89,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",SER PROPERTIES LTD,45093,5039501,86644.84,TCR SUPPLIER GENERAL
Adult Care and Health,ST ELIZABETH'S CENTRE,45093,5039505,11037.74,TCR RESIDENTIAL HOME
RCCM Capital Total,REDACTED PERSONAL DATA,45093,5039506,2150,TCR SUPPLIER GENERAL
Environment & Community Services,THAMES WATER UTILITIES LTD,45093,5039508,806.18,SUB-CONTRACTOR
"Children, Education and Families",TRINITY COLLEGE LONDON,45093,5039510,1630,TCR IND SCHOOL
RRH Capital Total,REDACTED PERSONAL DATA,45093,5039511,4049.94,SUB-CONTRACTOR
Adult Care and Health,YOUNG EPILEPSY,45093,5039512,26572,VOS CHARITY ORG
"Renewal, Recreation and Housing",AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,45096,5039513,6207.16,TCR SUPPLIER GENERAL
Insurance Fund Holding Account Total,ASHDALE ENGINEERING UK LTD,45096,5039517,10923.16,TCR SUPPLIER GENERAL
Adult Care and Health,AVENUES MANAGEMENT SERVICES LTD,45096,5039518,5059.6,TCR SUPPLIER GENERAL
Adult Care and Health,AVENUES MANAGEMENT SERVICES LTD,45096,5039519,5154.52,TCR SUPPLIER GENERAL
Adult Care and Health,AVENUES MANAGEMENT SERVICES LTD,45096,5039520,8609.56,TCR SUPPLIER GENERAL
Adult Care and Health,AVENUES MANAGEMENT SERVICES LTD,45096,5039521,12301.32,TCR SUPPLIER GENERAL
Adult Care and Health,AVENUES MANAGEMENT SERVICES LTD,45096,5039522,39821.64,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45096,5039523,2376,SUB-CONTRACTOR
Adult Care and Health,WOODLANDS CARE HOME,45096,5039525,2807.8,IND RESIDENTIAL
Environment & Community Services,CASTLE WATER LTD,45096,5039530,818.98,TCR UTILITY
Environment & Community Services,CASTLE WATER LTD,45096,5039531,2321.95,TCR UTILITY
"Children, Education and Families",CF SOCIAL WORK LTD,45096,5039532,990.84,COMPANY
"Renewal, Recreation and Housing",CITY ESTATES (LONDON) LTD,45096,5039533,1752.48,TCR LANDLORD
"Children, Education and Families",CONNECT SCHOOLS ACADEMY TRUST,45096,5039534,6843.6,TCR ACADEMY
"Children, Education and Families",CORAMBAAF,45096,5039535,1951.6,TCR SUPPLIER GENERAL
Adult Care and Health,DADDATA LTD,45096,5039539,1940,TCR SUPPLIER GENERAL
Adult Care and Health,DARETHEALTHCARE UK LTD,45096,5039540,1921.6299999999997,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45096,5039540,879.06,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45096,5039540,163.62,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45096,5039542,784.8,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45096,5039546,920,TCR CONSULTANT
Adult Care and Health,EKOHRAY LTD,45096,5039547,2960,TCR SUPPLIER GENERAL
Public Protection and Enforcement,ENIGMA CCTV LTD,45096,5039548,30039.32,TCR CORP CONTRACTS
Adult Care and Health,GROVE CARE PARTNERSHIP LTD,45096,5039552,8653.54,TCR RESIDENTIAL HOME
"Children, Education and Families",JAMMA UMOJA [RESIDENTIAL SERVICES] LTD,45096,5039553,4918,OTHER CREDS
"Children, Education and Families",LANGUAGE CONNECT INTERNATIONAL LTD - T/A THG FLUENTLY,45096,5039556,930,TCR CONSULTANT
Adult Care and Health,LIQUID PERSONNEL LTD,45096,5039557,679.7,TCR SUPPLIER GENERAL
Adult Care and Health,LIVABILITY,45096,5039558,5790,VENDOR
Control Balance Sheet Total,MARSH LTD,45096,5039560,-17661.43,TCR SUPPLIER GENERAL
Insurance Fund Holding Account Total,MARSH LTD,45096,5039560,816557.5199999998,TCR SUPPLIER GENERAL
"Children, Education and Families",NONSTOP CONSULTING LTD,45096,5039566,3000,TCR STAFF AGENCY
"Children, Education and Families",OLIVER IRELAND T/A LIVE BIKING,45096,5039567,1500,SOLETRADER
"Children, Education and Families",OPENMINDS SOCIAL CARE LTD,45096,5039568,2572.1,TCR RESIDENTIAL HOME
"Children, Education and Families",OPENMINDS SOCIAL CARE LTD,45096,5039569,5786.389999999999,TCR RESIDENTIAL HOME
"Children, Education and Families",OPENMINDS SOCIAL CARE LTD,45096,5039570,6248.9400000000005,TCR RESIDENTIAL HOME
"Children, Education and Families",OPENMINDS SOCIAL CARE LTD,45096,5039570,5695.360000000001,TCR RESIDENTIAL HOME
Adult Care and Health,P & E CARE LTD,45096,5039571,63336.67000000006,TCR DOMICILIARY PROVIDER
Adult Care and Health,P & E CARE LTD,45096,5039571,3311.72,TCR DOMICILIARY PROVIDER
Adult Care and Health,P & E CARE LTD,45096,5039571,1699.5200000000002,TCR DOMICILIARY PROVIDER
"Children, Education and Families",PHS GROUP PLC,45096,5039573,833.53,VENDOR
Adult Care and Health,PLUM CARE LTD,45096,5039574,14623.39,TCR DOMICILIARY PROVIDER
Adult Care and Health,PLUM CARE LTD,45096,5039574,363.38,TCR DOMICILIARY PROVIDER
"Children, Education and Families",POTTON KARE SERVICES LTD,45096,5039576,1997.7,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45096,5039577,615,CHILDRENS RES UNITS
Adult Care and Health,REDACTED PERSONAL DATA,45096,5039579,9491.330000000005,TCR DOMICILIARY PROVIDER
"Renewal, Recreation and Housing",QUESTOR PROPERTIES LTD,45096,5039580,1450,TCR LANDLORD
"Children, Education and Families",RAINBOW FOSTERING SERVICES LTD,45096,5039581,15849.83,TCR SUPPLIER GENERAL
"Children, Education and Families",RAINBOW FOSTERING SERVICES LTD,45096,5039581,7278.36,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",ROYAL BOROUGH OF KENSINGTON & CHELSEA,45096,5039583,8975,PCS LOCAL AUTH
"Children, Education and Families",REDACTED PERSONAL DATA,45096,5039587,542,TCR SUPPLIER GENERAL
"Children, Education and Families",THE ADOLESCENT & CHILDRENS TRUST,45096,5039589,7499.58,OTHER CREDS
ECS Capital Total,TRAFFIC WATCH (UK) LTD,45096,5039591,1995,TCR SUPPLIER GENERAL
"Children, Education and Families",TRINITY COLLEGE LONDON,45096,5039592,5964,TCR IND SCHOOL
Adult Care and Health,TRIPLE O&A LTD,45096,5039593,2200,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",VIVA ACCESS LTD,45096,5039595,4000,TCR TRAINING
