Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
"Children, Education and Families",BANYA FAMILY PLACEMENT AGENCY,45033,5031037,3251.9,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45033,5031039,3764.29,CHILDRENS RESIDENTIAL UNITS
"Resources, Commissioning and Contracts Management",CAMMAX LTD,45033,5031040,3130,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",CANON (UK) LTD,45033,5031042,6055.179999999999,OTHER CREDS
"Resources, Commissioning and Contracts Management",CAPITA BUSINESS SERVICES LTD,45033,5031043,15868,VENDOR
"Resources, Commissioning and Contracts Management",CAPITA BUSINESS SERVICES LTD,45033,5031044,181857.54,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45033,5031045,2912,IND AGENCY CARERS
"Children, Education and Families",CHAILEY HERITAGE FOUNDATION,45033,5031047,20130.44,TCR RESIDENTIAL HOME
"Children, Education and Families",CHILDREN OF ALL NATIONS,45033,5031048,2588.57,COMPANY
"Children, Education and Families",REDACTED PERSONAL DATA,45033,5031049,2159.56,IND AGENCY CARERS
"Resources, Commissioning and Contracts Management",CIVICA ELECTION SERVICES LTD,45033,5031051,697.06,TCR SUPPLIER GENERAL
Adult Care and Health,DARETHEALTHCARE UK LTD,45033,5031056,1724.1200000000003,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45033,5031056,690.03,TCR DOMICILIARY PROVIDER
Adult Care and Health,DARETHEALTHCARE UK LTD,45033,5031056,157.35,TCR DOMICILIARY PROVIDER
"Resources, Commissioning and Contracts Management",EDENRED (UK GROUP) LTD,45033,5031057,8030,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",ENCOMPASS PRINT SOLUTIONS LTD,45033,5031058,1620,TCR SUPPLIER GENERAL
Adult Care and Health,FIELD COURT CHAMBERS,45033,5031059,600,TCR LEGAL
"Children, Education and Families",REDACTED PERSONAL DATA,45033,5031060,1466,IND AGENCY CARERS
"Resources, Commissioning and Contracts Management",FOUNDRY CHAMBERS,45033,5031061,916,TCR LEGAL
"Renewal, Recreation and Housing",GOLFRATE PROPERTY MANAGEMENT LTD,45033,5031062,1984,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45033,5031065,4200,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45033,5031065,1350,CHILDRENS RES UNITS
Adult Care and Health,HOMECARE BROMLEY,45033,5031066,5387.2699999999995,TCR RESIDENTIAL HOME
Adult Care and Health,HOMECARE BROMLEY,45033,5031066,182.92000000000002,TCR RESIDENTIAL HOME
Adult Care and Health,HORIZON CARE & WELFARE ASSOCIATION,45033,5031067,11148.319999999994,VENDOR
Environment & Community Services,IDVERDE LTD,45033,5031069,16828.56,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031070,3662.8999999999965,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031071,3020.1100000000024,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031071,2322.0700000000006,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031072,26643.350000000915,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031072,6439.120000000218,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031072,2337.0900000000047,TCR DOMICILIARY PROVIDER
"Children, Education and Families",JAW LONDON LTD,45033,5031073,1736.16,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45033,5031074,2700,TCR SUPPLIER GENERAL
Adult Care and Health,KENTISH HOMECARE AGENCY LTD,45033,5031075,1981.2300000000002,VENDOR
Adult Care and Health,KENTISH HOMECARE AGENCY LTD,45033,5031075,1563.0100000000002,VENDOR
Adult Care and Health,KENTISH HOMECARE AGENCY LTD,45033,5031075,79.75999999999999,VENDOR
RRH Capital Total,REDACTED PERSONAL DATA,45033,5031077,3804,SUB-CONTRACTOR
RRH Capital Total,REDACTED PERSONAL DATA,45033,5031078,6706,SUB-CONTRACTOR
RRH Capital Total,REDACTED PERSONAL DATA,45033,5031079,18161,SUB-CONTRACTOR
"Children, Education and Families",MARK TRANSPORT CO LTD,45033,5031080,62,OTHER CREDS
Environment & Community Services,MARK TRANSPORT CO LTD,45033,5031080,295,OTHER CREDS
Environment & Community Services,MARK TRANSPORT CO LTD,45033,5031080,62,OTHER CREDS
"Resources, Commissioning and Contracts Management",MARK TRANSPORT CO LTD,45033,5031080,62,OTHER CREDS
Control Balance Sheet Total,MATRIX SCM LIMITED,45033,5031081,544142.67,IRC_JOB_AGENCY
Control Balance Sheet Total,REDACTED PERSONAL DATA,45033,5031082,1668.53,IND REFUND
Environment & Community Services,REDACTED PERSONAL DATA,45033,5031085,960,TCR TRAINING
Adult Care and Health,NOMASE CARE LTD,45033,5031087,2363.5299999999997,IND RESIDENTIAL
"Renewal, Recreation and Housing",ORCHARD & SHIPMAN GROUP T/A PINNACLE GROUP,45033,5031088,141346.87999999998,TCR SUPPLIER GENERAL
"Children, Education and Families",OWNLIFE FOSTERING LTD,45033,5031089,4990.16,TCR SUPPLIER GENERAL
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45033,5031090,11223.180000000011,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45033,5031090,346.71000000000004,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45033,5031090,1914.1199999999994,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45033,5031091,7285,CHILDRENS RES UNITS
Enviromnent Balance Sheet Total,PENGE SE20 BID LTD,45033,5031092,67451,TCR SUPPLIER GENERAL
Adult Care and Health,PETTS WOOD HOMECARE LTD,45033,5031093,1733.1399999999999,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",PICK EVERARD,45033,5031094,2000,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45033,5031095,970.05,CHILDRENS RES UNITS
Adult Care and Health,PRIORY CARE SERVICES LTD,45033,5031096,6571.56,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45033,5031096,219.03,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45033,5031097,6721.999999999998,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45033,5031097,219.02999999999997,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45033,5031098,1026,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45033,5031100,6164,TCR LANDLORD
"Children, Education and Families",SUNBEAM FOSTERING,45033,5031101,4884.27,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031102,10767.93,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031102,103.38,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031102,421.96,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031103,10698.010000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031103,103.38,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031103,864.9100000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031104,2614.77,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031104,213.64000000000001,TCR SUPPLIER GENERAL
"Children, Education and Families",THE ADOLESCENT & CHILDRENS TRUST,45033,5031105,24390.57,OTHER CREDS
"Children, Education and Families",THE ARTEMIS TEAM LTD,45033,5031106,4792.5,OTHER CREDS
Adult Care and Health,TRIPLE O&A LTD,45033,5031108,670,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031109,9010.75000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031109,142.32,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45033,5031109,1843.9500000000048,TCR DOMICILIARY PROVIDER
RRH Capital Total,WATERSIDE & ASSOCIATES LTD,45033,5031110,5961,SUB-CONTRACTOR
"Children, Education and Families",REDACTED PERSONAL DATA,45033,5031111,4765.36,CHILDRENS RESIDENTIAL UNITS
"Children, Education and Families",ALLPAY LTD,45034,5031114,800,TCR SUPPLIER GENERAL
Insurance Fund Holding Account Total,REDACTED PERSONAL DATA,45034,5031115,942.94,INSURANCE
"Children, Education and Families",ANGEL UK CARE LTD,45034,5031116,3444.2,TCR RESIDENTIAL HOME
Adult Care and Health,APPROPRIATE ADULTS UK LTD,45034,5031117,3146.25,TCR LEGAL
Environment & Community Services,REDACTED PERSONAL DATA,45034,5031118,3896.2,TCR SUPPLIER GENERAL
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45034,5031121,10269.42,TCR DOMICILIARY PROVIDER
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45034,5031121,149.8,TCR DOMICILIARY PROVIDER
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45034,5031121,400.3,TCR DOMICILIARY PROVIDER
Adult Care and Health,BM HOMECARE LTD,45034,5031122,4205.090000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,BM HOMECARE LTD,45034,5031122,401.5,TCR DOMICILIARY PROVIDER
Adult Care and Health,BM HOMECARE LTD,45034,5031122,255.5,TCR DOMICILIARY PROVIDER
Adult Care and Health,BONDCARE LONDON LTD,45034,5031123,11340,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",BOURNEMOUTH UNIVERSITY HIGHER EDUCATION CORPORATION,45034,5031125,675,TCR TRAINING
"Children, Education and Families",BRANAS ISAF (BYTHNOD & HENDRE LLWYD) LTD,45034,5031126,24200,TCR SUPPLIER GENERAL
"Children, Education and Families",BREASIDE PREPARATORY SCHOOL,45034,5031127,965,OTHER CREDS
"Children, Education and Families",BRIGHT FUTURE SEMI INDEPENDENT LIVING,45034,5031128,8700,TCR SUPPLIER GENERAL
"Children, Education and Families",BRIGHT FUTURE SEMI INDEPENDENT LIVING,45034,5031129,9800,TCR SUPPLIER GENERAL
Enviromnent Balance Sheet Total,BROMLEY BID LTD,45034,5031132,32071,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",CANON (UK) LTD,45034,5031136,1915.01,OTHER CREDS
"Resources, Commissioning and Contracts Management",CAPITA BUSINESS SERVICES LTD,45034,5031137,895,VENDOR
Adult Care and Health,CARE WORLD AGENCY LTD,45034,5031138,4867.63,TCR SUPPLIER GENERAL
Adult Care and Health,CARE WORLD AGENCY LTD,45034,5031138,36.24,TCR SUPPLIER GENERAL
"Children, Education and Families",CARTER BROWN THE EXPERT SERVICE LTD,45034,5031139,843,TCR SUPPLIER GENERAL
"Children, Education and Families",CARTER BROWN THE EXPERT SERVICE LTD,45034,5031140,2023,TCR SUPPLIER GENERAL
"Children, Education and Families",CARTER BROWN THE EXPERT SERVICE LTD,45034,5031141,6130.2,TCR SUPPLIER GENERAL
Adult Care and Health,CENTRAL LON COMM HEALTH,45034,5031143,785.32,TCR SUPPLIER GENERAL
"Children, Education and Families",CHILDRENS SERVICES NETWORK,45034,5031144,3295,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45034,5031145,2273.22,IND AGENCY CARERS
Adult Care and Health,CITY OF LONDON,45034,5031146,4750,OTHER CREDS
"Resources, Commissioning and Contracts Management",CORAMBAAF,45034,5031148,1600,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45034,5031149,1193,LBB OTHER
Adult Care and Health,CREATIVE SUPPORT LTD,45034,5031150,25807.5,TCR SUPPLIER GENERAL
Adult Care and Health,CROYDON COUNCIL,45034,5031156,483,PCS LOCAL AUTH
"Children, Education and Families",CROYDON COUNCIL,45034,5031157,506.45,PCS LOCAL AUTH
"Renewal, Recreation and Housing",CROYDON COUNCIL,45034,5031157,1355.5,PCS LOCAL AUTH
Adult Care and Health,DAY TO DAY CARE LTD,45034,5031159,1743.06,TCR DOMICILIARY PROVIDER
Adult Care and Health,DAY TO DAY CARE LTD,45034,5031159,69.52,TCR DOMICILIARY PROVIDER
Adult Care and Health,DAY TO DAY CARE LTD,45034,5031159,231.8,TCR DOMICILIARY PROVIDER
"Children, Education and Families",DREAMFO HOUSING LTD,45034,5031160,3591.66,TCR RESIDENTIAL HOME
Adult Care and Health,ELMES HOMECARE LTD,45034,5031162,2831.4599999999996,TCR DOMICILIARY PROVIDER
"Renewal, Recreation and Housing",ENTERTEE HIRE SERVICES LIMITED,45034,5031163,1301.5,COMPANY
Adult Care and Health,ETERNAL CARE UK LTD,45034,5031164,4062.5199999999995,TCR DOMICILIARY PROVIDER
Adult Care and Health,ETERNAL CARE UK LTD,45034,5031164,4351.12,TCR DOMICILIARY PROVIDER
"Children, Education and Families",EXPERT IN MIND,45034,5031166,432,TCR CONSULTANT
"Children, Education and Families",EXPERT IN MIND,45034,5031167,540,TCR CONSULTANT
"Children, Education and Families",REDACTED PERSONAL DATA,45034,5031169,33790,CHILDRENS RESIDENTIAL UNITS
"Renewal, Recreation and Housing",GREENWICH LEISURE LTD,45034,5031170,2330.12,TCR SUPPLIER GENERAL
Adult Care and Health,GROVE CARE PARTNERSHIP LTD,45034,5031171,52496.4,TCR RESIDENTIAL HOME
Adult Care and Health,GROVE CARE PARTNERSHIP LTD,45034,5031172,62095.01,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45034,5031173,1050,CHILDRENS RES UNITS
"Children, Education and Families",HER MAJESTY'S PRISON & PROBATION SERVICE,45034,5031174,3684,TCR SUPPLIER GENERAL
Adult Care and Health,HOMECARE BROMLEY,45034,5031175,5538.469999999999,TCR RESIDENTIAL HOME
Adult Care and Health,HOMECARE BROMLEY,45034,5031175,182.92000000000002,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45034,5031176,3287.26,TCR DOMICILIARY PROVIDER
"Children, Education and Families",INITIAL WASHROOM HYGIENE,45034,5031177,139.92000000000002,TCR SUPPLIER GENERAL
"Children, Education and Families",INITIAL WASHROOM HYGIENE,45034,5031177,328.04,TCR SUPPLIER GENERAL
"Children, Education and Families",INTEGRATED FOSTERING SERVICES LTD,45034,5031179,5314.33,TCR SUPPLIER GENERAL
Adult Care and Health,INVICTA24 PLUS LTD,45034,5031180,10621.48,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45034,5031182,2052,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45034,5031183,3704.000000000006,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45034,5031183,389.26000000000016,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45034,5031183,391.12,TCR DOMICILIARY PROVIDER
RCCM Capital Total,K2 CONSULTANCY,45034,5031184,500,TCR CONSULTANT
"Children, Education and Families",KHIN FAMILY SERVICES,45034,5031186,16107.47,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45034,5031187,5002.67,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45034,5031187,428.82000000000005,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45034,5031187,175.33,TCR DOMICILIARY PROVIDER
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031188,3330.72,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031189,5260.6,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031190,5466.639999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031191,5658.72,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031192,5678.639999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031193,5678.639999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031194,5678.639999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031195,5724.679999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031196,5737.879999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031197,6005.84,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031198,6454.56,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031199,6719.96,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031200,6776.12,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031201,6776.12,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031202,8326.8,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031203,10084.08,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031204,17220.36,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031205,21336.96,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031205,5724.679999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031206,33038.240000000005,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031206,10889.6,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45034,5031207,89206.98000000001,TCR RESIDENTIAL HOME
"Renewal, Recreation and Housing",LISSON GROVE BENEFITS PROGRAM LTD,45034,5031208,275,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",LISSON GROVE BENEFITS PROGRAM LTD,45034,5031208,220,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45034,5031209,3305.64,CHILDRENS RES UNITS
Adult Care and Health,MACKLEY HOME CARE LTD,45034,5031214,915.1800000000001,TCR DOMICILIARY PROVIDER
RCCM Capital Total,NAMOS SOLUTIONS LTD,45034,5031218,27375,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",NPOWER,45034,5031222,2233.74,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45034,5031224,5000,TCR SUPPLIER GENERAL
"Children, Education and Families",OPENMINDS SOCIAL CARE LTD,45034,5031225,2072.1,TCR RESIDENTIAL HOME
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45034,5031226,16511.069999999996,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45034,5031226,346.71,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45034,5031226,1396.58,TCR DOMICILIARY PROVIDER
"Resources, Commissioning and Contracts Management",POZITIVE ENERGY LTD,45034,5031228,592.37,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45034,5031229,12641.300000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45034,5031229,141.68,TCR DOMICILIARY PROVIDER
"Children, Education and Families",PROSPERO GROUP LTD,45034,5031230,778.86,TCR SUPPLIER GENERAL
"Children, Education and Families",PROSTARS FOOTBALL SCHOOL,45034,5031231,540,VENDOR
"Children, Education and Families",PROSTARS FOOTBALL SCHOOL,45034,5031232,900,VENDOR
"Children, Education and Families",PROSTARS FOOTBALL SCHOOL,45034,5031233,1080,VENDOR
Insurance Fund Holding Account Total,RECOVERY ASSIST LLP,45034,5031234,22000,TCR SUPPLIER GENERAL
CEF Capital Total,RIVERSIDE SCHOOL,45034,5031235,10000,LBB SCHOOL
"Resources, Commissioning and Contracts Management",ROYAL MAIL GROUP PLC,45034,5031236,5070.12,VENDOR
"Children, Education and Families",RSP LTD * 3000664,45034,5031237,329.40000000000003,OTHER CREDS
"Children, Education and Families",RSP LTD * 3000664,45034,5031237,54.9,OTHER CREDS
"Children, Education and Families",RSP LTD * 3000664,45034,5031237,908.5,OTHER CREDS
"Children, Education and Families",RSP LTD * 3000664,45034,5031237,169.64999999999998,OTHER CREDS
"Children, Education and Families",SCODEF LTD T/A SODEF CARE,45034,5031238,2700,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45034,5031240,76486.41,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45034,5031240,22846.59,TCR SUPPLIER GENERAL
"Children, Education and Families",SIGN SOLUTIONS LTD,45034,5031241,4820,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",SIGNS4LIFE LTD,45034,5031242,450,TCR TRAINING
Adult Care and Health,REDACTED PERSONAL DATA,45034,5031243,4165.08,TCR DOMICILIARY PROVIDER
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45034,5031246,24351.459999999985,TCR DOMICILIARY PROVIDER
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45034,5031246,197.09,TCR DOMICILIARY PROVIDER
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45034,5031246,212.94,TCR DOMICILIARY PROVIDER
"Resources, Commissioning and Contracts Management",SOCIAL CARE INSTITUTE FOR EXCELLENCE,45034,5031247,1500,TCR TRAINING
"Children, Education and Families",SPECIALIST EDUCATION SERVICES,45034,5031248,99333,TCR SUPPLIER GENERAL
"Children, Education and Families",STACY LONG,45034,5031249,2716.1,TCR TRAINING
"Children, Education and Families",REDACTED PERSONAL DATA,45034,5031250,835,TCR SUPPLIER GENERAL
"Children, Education and Families",THE TUTORIAL FOUNDATION,45034,5031251,2580,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45034,5031252,720,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",TOS PROPERTIES & LETTINGS LTD,45034,5031253,4852.96,COMPANY
"Children, Education and Families",WIZE UP (GREENWICH) LTD,45034,5031254,1805,TCR SUPPLIER GENERAL
"Children, Education and Families",YOUNG FUTURES CIC,45034,5031256,3214.3,TCR SUPPLIER GENERAL
"Children, Education and Families",YOUNG FUTURES CIC,45034,5031257,4560,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45035,220076,900,IND REFUND
Adult Care and Health,ROYAL MASONIC BENEVOLENT INSTITUTION,45035,220077,4714.16,OTHER CREDS
Pension Rev Total,SURREY COUNTY COUNCIL,45035,1000593,55606.36,PCS LOCAL AUTH
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031260,1226.84,IND FOSTER CARER
"Children, Education and Families",ALLENBY COACH HIRE LTD,45035,5031262,950,VENDOR
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031264,2967.4,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031267,2065.94,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031269,734.52,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031269,658.24,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031270,32.91,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031270,777.3199999999999,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031271,2110.3799999999997,IND DIRECT PAYMENTS
Control Balance Sheet Total,ARVAL UK LTD,45035,5031272,2157,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031273,962.75,IND DIRECT PAYMENTS
"Children, Education and Families",BARNARDOS,45035,5031277,1625,VOS CHARITY ORG
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031280,883.44,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031282,6176.1,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031285,2780,IND DIRECT PAYMENTS
Adult Care and Health,BHR PHARMACEUTICALS LTD,45035,5031286,3959.49,TCR SUPPLIER GENERAL
"Children, Education and Families",BRANAS ISAF (BYTHNOD & HENDRE LLWYD) LTD,45035,5031288,26792.86,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031289,6785.07,IND DIRECT PAYMENTS
Adult Care and Health,BRIDGES HEALTHCARE & NURSING LTD,45035,5031290,1691.07,TCR RESIDENTIAL HOME
Adult Care and Health,BRIDGES HEALTHCARE & NURSING LTD,45035,5031291,3963.69,TCR RESIDENTIAL HOME
Environment & Community Services,BRITANNIA MATERIALS HANDLING LTD,45035,5031292,365,TCR SUPPLIER GENERAL
Environment & Community Services,BRITANNIA MATERIALS HANDLING LTD,45035,5031292,215,TCR SUPPLIER GENERAL
Adult Care and Health,BROMLEY HOMELESS CIO,45035,5031294,5133.33,VOS CHARITY ORG
Adult Care and Health,C MUYENDESI LTD,45035,5031296,2600,TCR SUPPLIER GENERAL
"Children, Education and Families",CANNON CARS,45035,5031297,698.75,TCR TRANSPORT
"Resources, Commissioning and Contracts Management",CAPITA BUSINESS SERVICES LTD,45035,5031299,1750,VENDOR
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031300,1590,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031303,986.74,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031304,4258.7,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031305,728,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031307,4995,IND DIRECT PAYMENTS
CEF Capital Total,REDACTED PERSONAL DATA,45035,5031309,480,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031312,505.08,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031313,3456.58,IND DIRECT PAYMENTS
Funds Holding Account Total,CITY OF LONDON CORPORATION,45035,5031314,61617,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031315,876.68,IND DIRECT PAYMENTS
Insurance Fund Holding Account Total,CLYDE & CO CLAIMS LLP,45035,5031317,6840,INSURANCE
"Resources, Commissioning and Contracts Management",CONCERTO CATERING,45035,5031318,630,TCR SUPPLIER GENERAL
Adult Care and Health,CREATIVE SUPPORT LTD,45035,5031319,2694,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031320,4000,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45035,5031322,3801.1,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031324,607.24,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45035,5031325,1500.08,FOSTER PARENTS
