SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151872,5074109,45370,802.99,TCR DOMICILIARY PROVIDER
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,SOVEREIGN SERVICES PROPERTY HOLDINGS LTD,3145483,5074110,45370,42786,TCR SUPPLIER GENERAL
 Information & Early Intervention,Adult Care and Health,65411,Payments to Voluntary Sector,ST CHRISTOPHERS SYDENHAM,3138528,5074112,45370,17270,TCR RESIDENTIAL HOME
 Safeguarding and Care Planning East,"Children, Education and Families",65584,Community Homes,SURE STEPS SUPPORT SERVICES LTD,3204362,5074113,45370,12794.06,CHILDRENS RESIDENTIAL UNITS
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,THE M WORD (EMOTIONAL PROBLEM SOLVING) CIC,3204522,5074115,45370,3000,TCR TRAINING
 SEN and Inclusion (DSG),"Children, Education and Families",65513,School Fees,THE NEW SCHOOL,3152803,5074116,45370,12038,TCR IND SCHOOL
 SEN and Inclusion (DSG),"Children, Education and Families",66211,Long Term Support Community Direct Payments,THE TUTORIAL FOUNDATION,3104041,5074117,45370,1450.28,VENDOR
 SEN and Inclusion (DSG),"Children, Education and Families",66211,Long Term Support Community Direct Payments,THE TUTORIAL FOUNDATION,3104041,5074118,45370,1933.3,VENDOR
 CLA and Care Leavers,"Children, Education and Families",66114,Leaving Care,THOMAS BINGHAM CHAMBERS LTD,3200290,5074119,45370,1408.33,TCR LEGAL
 Public Protection,Public Protection and Enforcement,65561,CCTV Contract,TYCO FIRE & INTEGRATED SOLUTIONS,3100812,5074122,45370,9217.38,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65513,School Fees,WIZE UP (GREENWICH) LTD,3143497,5074124,45370,1800,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65513,School Fees,WIZE UP (GREENWICH) LTD,3143497,5074125,45370,2836.08,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65513,School Fees,WIZE UP (GREENWICH) LTD,3143497,5074126,45370,5151.2,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,YOUNG EPILEPSY,3128830,5074128,45370,12275.84,VOS CHARITY ORG
 Referral and Assessment Service,"Children, Education and Families",65518,Fostering Agency Placements,YOUNG PEOPLE AT HEART LTD,3201564,5074129,45370,7540,TCR SUPPLIER GENERAL
 Quality Assurance & Safeguarding,Adult Care and Health,64331,Miscellaneous Expenses,ZIV AND ZAD LTD,3202319,5074132,45370,750,TCR CONSULTANT
 Superannuation Fund,Pension Rev Total,61614,Lump Sum Retirement Benefit,REDACTED PERSONAL DATA,3204294,1001089,45371,617.71,PAYROLL
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3202425,5074134,45371,530,IND CARERS
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3202425,5074134,45371,516.54,IND CARERS
 Assessment and Care Management,Adult Care and Health,62411,Cleaning Services,REDACTED PERSONAL DATA,3149151,5074135,45371,3020,IND GRANTS
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,ACADEMY21 LTD,3135114,5074136,45371,2350,TCR SUPPLIER GENERAL
 Integrated Commissioning Service,Adult Care and Health,64331,Miscellaneous Expenses,ADVOCACY FOR ALL,3122641,5074138,45371,947.01,VOS CHARITY ORG
 Car Leasing Account,Control Balance Sheet Total,15753,Other Debtor Entities and Individuals,ALD AUTOMOTIVE LTD,3145056,5074140,45371,3833.7199999999993,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3149523,5074141,45371,1060,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3149523,5074141,45371,1033.08,IND FOSTER CARER
 Parking,Environment & Community Services,64212,Stationery,ALLIED PUBLICITY SERVICES (MANCHESTER) LTD,3145684,5074143,45371,825.27,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66114,Leaving Care,ALLPAY LTD,3147690,5074145,45371,3887.909999999999,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,ALLPAY LTD,3147690,5074145,45371,739.2000000000002,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65575,Respite & Short Breaks - Block Contract,AMBIENT SUPPORT LIMITED,3148917,5074146,45371,76862,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3103429,5074147,45371,-263.56,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3103429,5074147,45371,3244.08,IND DIRECT PAYMENTS
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3142673,5074149,45371,2396.64,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3131659,5074151,45371,359,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3131659,5074151,45371,413.32,IND FOSTER CARER
 Permanency,"Children, Education and Families",65511,Adoption Allowance,REDACTED PERSONAL DATA,3131659,5074151,45371,658.24,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3150877,5074152,45371,406,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3150877,5074152,45371,413.32,IND FOSTER CARER
 Parking,Environment & Community Services,65556,Third Party Payment Not Government,APCOA PARKING (UK) LTD,3141044,5074153,45371,1400,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3113007,5074154,45371,969.1,IND DIRECT PAYMENTS
 Early Intervention and Family Support,"Children, Education and Families",64216,Land Line Telephone Costs,BABBLE CLOUD LTD,3202594,5074156,45371,355.72,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA,"Children, Education and Families",64216,Land Line Telephone Costs,BABBLE CLOUD LTD,3202594,5074156,45371,136.3,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65513,School Fees,BARNARDO SERVICES LTD,2085291,5074161,45371,16834,VOS CHARITY ORG
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3150698,5074165,45371,2780,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3022993,5074166,45371,-336.24,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3022993,5074166,45371,6943.78,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,BRIDGES HEALTHCARE & NURSING LTD,3129134,5074167,45371,7919.08,TCR RESIDENTIAL HOME
 SEN and Inclusion (DSG),"Children, Education and Families",65513,School Fees,BRINDISHE LEE PRIMARY SCHOOL,3150954,5074168,45371,12150,PCS LA SCHOOL
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,REDACTED PERSONAL DATA,1856731,5074169,45371,13333.5,OTHER CREDS
 Assessment and Care Management,Adult Care and Health,65516,Long Term Support Community Day Services,REDACTED PERSONAL DATA,1856731,5074170,45371,825,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,REDACTED PERSONAL DATA,1856731,5074170,45371,15125,OTHER CREDS
 Referral and Assessment Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3202297,5074171,45371,406,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3202297,5074171,45371,-5,IND CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3202297,5074171,45371,413.32,IND CARERS
 Safeguarding and Care Planning West,"Children, Education and Families",63213,Client Transport,CANNON CARS,1664360,5074172,45371,424,TCR TRANSPORT
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,CARE DIRECT UK LTD,3134821,5074173,45371,6578.97,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE DIRECT UK LTD,3134821,5074173,45371,913.8399999999999,TCR SUPPLIER GENERAL
 Mental Health Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,CARE UK SERVICES LTD,3202797,5074174,45371,-914,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CARE UK SERVICES LTD,3202797,5074174,45371,2981.72,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,CARE UK SERVICES LTD,3202797,5074175,45371,2778.88,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53237,Fairer Charging Residential Care Income,CARE UK SERVICES LTD,3202797,5074176,45371,-590.4,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,CARE UK SERVICES LTD,3202797,5074176,45371,5788,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53237,Fairer Charging Residential Care Income,CARE UK SERVICES LTD,3202797,5074177,45371,-3279.04,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,CARE UK SERVICES LTD,3202797,5074177,45371,13149.439999999999,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,CARE WORLD AGENCY LTD,3140548,5074178,45371,11255.200000000003,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE WORLD AGENCY LTD,3140548,5074178,45371,39.82,TCR SUPPLIER GENERAL
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE WORLD AGENCY LTD,3140548,5074178,45371,192.29,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3135931,5074179,45371,1828.5,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3119987,5074182,45371,516,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3149193,5074183,45371,5296,IND DIRECT PAYMENTS
 Safeguarding and Care Planning West,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3202442,5074185,45371,870,IND CARERS
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,CHILDHOOD FIRST,3136733,5074188,45371,46887.2,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65513,School Fees,CHILDHOOD FIRST,3136733,5074188,45371,4169.37,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,CHILDHOOD FIRST,3136733,5074189,45371,50188.43,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65513,School Fees,CHILDHOOD FIRST,3136733,5074189,45371,4389.280000000001,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,64117,Purchase Equipment Furniture and Materials,CHIPTECH INTERNATIONAL LTD,3202778,5074190,45371,4321.6,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3117115,5074191,45371,-301.28,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3117115,5074191,45371,5028.38,IND DIRECT PAYMENTS
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,REDACTED PERSONAL DATA,3201276,5074192,45371,1420.26,IND AGENCY CARERS
 Community Safety,Public Protection and Enforcement,64331,Miscellaneous Expenses,CIRRUS RESEARCH PLC,3148784,5074193,45371,1346,IND OTHER
 Community Safety,Public Protection and Enforcement,64118,Specialist Equipment for Service Provision,CIRRUS RESEARCH PLC,3148784,5074194,45371,9032,IND OTHER
 0-25 Children Service,"Children, Education and Families",66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3141556,5074195,45371,1033.52,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,CREATIVE SUPPORT LTD,3141703,5074196,45371,2608.46,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",64333,Translators and Interpreters,CROYDON COUNCIL,3003866,5074197,45371,3820.9,PCS LOCAL AUTH
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,DALLASWELL LTD,3203348,5074199,45371,740,TCR TRANSPORT
 0-25 Children Service,"Children, Education and Families",66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3200634,5074200,45371,607.24,IND DIRECT PAYMENTS
 0-25 Children Service,"Children, Education and Families",66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3146813,5074203,45371,796.48,IND DIRECT PAYMENTS
 0-25 Children Service,"Children, Education and Families",66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3113397,5074204,45371,1106.16,IND DIRECT PAYMENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3143293,5074207,45371,771.32,FOSTER PARENTS
 Safeguarding and Care Planning West,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3143293,5074207,45371,454,FOSTER PARENTS
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3143293,5074207,45371,516.54,FOSTER PARENTS
 Permanency,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3145672,5074210,45371,1000.96,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3204129,5074212,45371,1134,IND CARERS
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3142011,5074214,45371,-367.76,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3142011,5074214,45371,2194.2,IND DIRECT PAYMENTS
 Other Strategic Functions,"Children, Education and Families",65556,Third Party Payment Not Government,EDENRED (UK GROUP) LTD,3145530,5074216,45371,276000,TCR SUPPLIER GENERAL
 Business Support and Markets,Environment & Community Services,62211,Electricity,EDF ENERGY CUSTOMERS PLC,3101264,5074217,45371,664.17,TCR UTILITY
 Assessment and Care Management,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3150057,5074222,45371,-606.16,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3150057,5074222,45371,2047.92,IND DIRECT PAYMENTS
 0-25 Children Service,"Children, Education and Families",66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3112129,5074224,45371,4495.7,IND DIRECT PAYMENTS
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3204512,5074225,45371,167.63000000000002,IND CARERS
 CLA and Care Leavers,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3204512,5074225,45371,7014.900000000001,IND CARERS
 Early Intervention and Family Support,"Children, Education and Families",62212,Gas,EON NEXT,3150553,5074232,45371,816.14,TCR UTILITY
 Schools & Early Years Commissioning and QA,"Children, Education and Families",62212,Gas,EON NEXT,3150553,5074232,45371,816.13,TCR UTILITY
 Facilities & Support,"Resources, Commissioning and Contracts Management",62126,Reactive Repairs,ETA PROJECTS LTD,3200705,5074234,45371,4988.95,TCR SUPPLIER GENERAL
 Facilities & Support,"Resources, Commissioning and Contracts Management",62126,Reactive Repairs,ETA PROJECTS LTD,3200705,5074235,45371,38037.5,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,EUROPEAN NURSING AGENCY,3014503,5074236,45371,1201.2,OTHER CREDS
 Permanency,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3151409,5074237,45371,464,IND FOSTER CARER
 0-25 Children Service,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3151409,5074237,45371,-10,IND FOSTER CARER
 0-25 Children Service,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3151409,5074237,45371,516.54,IND FOSTER CARER
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3139683,5074238,45371,-263.56,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3139683,5074238,45371,2924.4,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,FITZROY SUPPORT,3125233,5074239,45371,15179.669999999998,VOS CHARITY ORG
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,FITZROY SUPPORT,3125233,5074239,45371,5556.799999999999,VOS CHARITY ORG
 0-25 Children Service,"Children, Education and Families",65518,Fostering Agency Placements,REDACTED PERSONAL DATA,3150984,5074240,45371,6599.56,IND AGENCY CARERS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,FOUNDATIONS: SUPPORTING FAMILIES,3131815,5074241,45371,600,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3152156,5074242,45371,401,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3152156,5074242,45371,413.32,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3141477,5074244,45371,401,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3141477,5074244,45371,413.32,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3141477,5074244,45371,454,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3141477,5074244,45371,516.54,IND FOSTER CARER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,HARMONY HOME AID SERVICES LTD,3121794,5074248,45371,659.4,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,HARMONY HOME AID SERVICES LTD,3121794,5074248,45371,35.42,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3114144,5074249,45371,1953.88,IND DIRECT PAYMENTS
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,HESTIA HOUSING & SUPPORT,3124560,5074251,45371,33280,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,HORIZON CARE & WELFARE ASSOCIATION,3106093,5074253,45371,2032.8000000000002,VENDOR
 Parks and Green Space,Environment & Community Services,65556,Third Party Payment Not Government,IDVERDE LTD,3137441,5074255,45371,112111.14,TCR SUPPLIER GENERAL
 Parks and Green Space,Environment & Community Services,62511,Grounds Maintenance Costs,IDVERDE LTD,3137441,5074255,45371,336253.7,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151921,5074256,45371,5888.5599999999995,TCR DOMICILIARY PROVIDER
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,INTEGRATED FOSTERING SERVICES LTD,3140702,5074257,45371,4971.47,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,INVICTA24 PLUS LTD,3135593,5074258,45371,11368.49,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3141664,5074261,45371,-263.56,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3141664,5074261,45371,880,IND DIRECT PAYMENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3132823,5074262,45371,540,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3132823,5074262,45371,326.76,IND FOSTER CARER
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3122180,5074263,45371,-340.44,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3122180,5074263,45371,4768,IND DIRECT PAYMENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3148887,5074265,45371,674.04,IND FOSTER CARER
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3142090,5074267,45371,-569.16,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3142090,5074267,45371,6187.199999999999,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3150723,5074268,45371,18745.32,IND DIRECT PAYMENTS
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3143498,5074269,45371,-10,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3143498,5074269,45371,953.32,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3150317,5074273,45371,908,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3150317,5074273,45371,929.8599999999999,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3138704,5074275,45371,530,IND OTHER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3138704,5074275,45371,516.54,IND OTHER
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3134464,5074276,45371,1023.96,IND DIRECT PAYMENTS
 Mental Health Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3110669,5074277,45371,1023.96,IND DIRECT PAYMENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3033661,5074278,45371,359,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3033661,5074278,45371,413.32,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3138168,5074281,45371,751.76,IND FOSTER CARER
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3200569,5074282,45371,-349.56,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3200569,5074282,45371,1922.8400000000001,IND DIRECT PAYMENTS
 Safeguarding and Care Planning East,"Children, Education and Families",65533,Kinship Special Guardianship Order,REDACTED PERSONAL DATA,3152755,5074284,45371,686.28,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3146161,5074291,45371,359,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3146161,5074291,45371,413.32,IND FOSTER CARER
 Permanency,"Children, Education and Families",65511,Adoption Allowance,REDACTED PERSONAL DATA,3134030,5074294,45371,915,IND FOSTER CARER
 Adult Education Centres,"Children, Education and Families",62212,Gas,KENT COUNTY COUNCIL (KCS),2035286,5074296,45371,2474.68,PCS LOCAL AUTH
 Assessment and Care Management,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3108653,5074300,45371,-216.2,IND DIRECT PAYMENTS
 Assessment and Care Management,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3108653,5074300,45371,3789.72,IND DIRECT PAYMENTS
 Mortuary & Coroners Service,Public Protection and Enforcement,65571,Mortuary Service,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,3129922,5074301,45371,118544.27,PCS HEALTH AUTH
 Safeguarding and Care Planning West,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3152731,5074302,45371,-10,IND CARERS
 Safeguarding and Care Planning West,"Children, Education and Families",65532,Kinship Family and Friends,REDACTED PERSONAL DATA,3152731,5074302,45371,953.32,IND CARERS
 Learning Disabilities Services,Adult Care and Health,53251,Client Contributions - Direct Payments,REDACTED PERSONAL DATA,3129658,5074303,45371,-263.56000000000006,IND DIRECT PAYMENTS
 Learning Disabilities Services,Adult Care and Health,66211,Long Term Support Community Direct Payments,REDACTED PERSONAL DATA,3129658,5074303,45371,2638.9199999999996,IND DIRECT PAYMENTS
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3146029,5074306,45371,516.54,IND FOSTER CARER
 Safeguarding and Care Planning East,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3146029,5074306,45371,401,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3146029,5074306,45371,401,IND FOSTER CARER
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3146029,5074306,45371,413.32,IND FOSTER CARER
 Mental Health Services,Adult Care and Health,65542,Long Term Residential Spot Contract,LAUREL RESIDENTIAL HOMES LIMITED,2133890,5074307,45371,3868,TCR RESIDENTIAL HOME
 Mental Health Services,Adult Care and Health,65567,Emergency Placement - Residential,LAUREL RESIDENTIAL HOMES LIMITED,2133890,5074307,45371,3868,TCR RESIDENTIAL HOME
