Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5034993,878,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5034995,3152.25,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5034995,100,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5034999,2980.52,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035002,8089.41,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035004,734.52,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035004,658.24,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035005,777.3199999999999,IND FOSTER CARER
"Children, Education and Families",ANSACARE FOSTERING AGENCY LTD,45063,5035006,6771.42,TCR SUPPLIER GENERAL
"Children, Education and Families",APRICOTONLINE LTD,45063,5035007,3800,TCR TRAINING
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035008,2112.08,IND DIRECT PAYMENTS
"Children, Education and Families",AVIS HOTEL * 3034588,45063,5035009,2940,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035010,922.73,IND DIRECT PAYMENTS
Adult Care and Health,BAILEY PARTNERSHIP,45063,5035012,2437.5,TCR CONSULTANT
Adult Care and Health,BAILEY PARTNERSHIP,45063,5035013,4387.5,TCR CONSULTANT
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035017,883.44,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035019,5919.4,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035022,2780,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035024,30245.74,CHILDRENS RES UNITS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035025,6619.46,IND DIRECT PAYMENTS
Adult Care and Health,BRIDGES HEALTHCARE & NURSING LTD,45063,5035026,2448.6099999999997,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035028,645,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035028,13192.86,OTHER CREDS
"Children, Education and Families",BT GLOBAL SERVICES,45063,5035031,495,TCR SUPPLIER GENERAL
Environment & Community Services,BT GLOBAL SERVICES,45063,5035031,120,TCR SUPPLIER GENERAL
RCCM Capital Total,BT GLOBAL SERVICES,45063,5035031,11078.779999999999,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",BT GLOBAL SERVICES,45063,5035031,291308.02,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035035,1035,LBB OTHER
"Children, Education and Families",CAPITA PENSION SOLUTIONS LTD,45063,5035037,1643.91,TCR CORP CONTRACTS
Adult Care and Health,CARE WORLD AGENCY LTD,45063,5035038,7245.130000000001,TCR SUPPLIER GENERAL
Adult Care and Health,CARE WORLD AGENCY LTD,45063,5035038,36.24,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035039,1967.5,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035042,986.74,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035043,4634.48,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035044,728,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035045,4995,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035046,2392.32,IND CARERS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035049,505.08,IND DIRECT PAYMENTS
Adult Care and Health,CHOICE SUPPORT,45063,5035050,5069.310000000001,TCR RESIDENTIAL HOME
Adult Care and Health,CHOICE SUPPORT,45063,5035051,5862.470000000001,TCR RESIDENTIAL HOME
Adult Care and Health,CHOICE SUPPORT,45063,5035052,5862.470000000001,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035053,5765.380000000001,IND DIRECT PAYMENTS
Environment & Community Services,CHURCHFIELDS PRIMARY SCHOOL,45063,5035054,800,LBB SCHOOL
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035055,876.68,IND DIRECT PAYMENTS
RCCM Capital Total,COLIN TOMS & PARTNERS LLP,45063,5035056,1725,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",CREATIVE FX (BROMLEY) LTD,45063,5035057,990,OTHER CREDS
Adult Care and Health,CREATIVE SUPPORT LTD,45063,5035058,53790,TCR SUPPLIER GENERAL
Environment & Community Services,CROFTON JUNIOR SCHOOL (ACADEMY) * INACTIVE,45063,5035059,800,TCR IND SCHOOL
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035060,3838.3999999999996,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035063,607.24,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035064,1500.0800000000002,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035067,796.48,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035068,12831.72,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035069,1106.16,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035070,690.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035072,690,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035072,875.54,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035073,9516.36,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035073,1709.7199999999998,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035074,850.2,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035076,1739.6399999999999,IND DIRECT PAYMENTS
"Resources, Commissioning and Contracts Management",EDENRED (UK GROUP) LTD,45063,5035077,2625,TCR SUPPLIER GENERAL
Environment & Community Services,EDF ENERGY CUSTOMERS PLC,45063,5035079,4019.05,TCR UTILITY
"Children, Education and Families",EDF ENERGY CUSTOMERS PLC,45063,5035080,5555.58,TCR UTILITY
"Children, Education and Families",EDUSOLVE LTD,45063,5035081,550,TCR SUPPLIER GENERAL
Adult Care and Health,ELMES HOMECARE LTD,45063,5035086,3612.11,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035087,3268.2,IND DIRECT PAYMENTS
Environment & Community Services,EXACTRAK,45063,5035091,580,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035092,2660.84,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035093,604.5,TCR TRANSPORT
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035095,1506.84,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035097,772.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035097,918.7,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035101,6970.2,IND AGENCY CARERS
Insurance Fund Holding Account Total,GROVE AUTOS LTD,45063,5035102,6634.900000000001,TCR SUPPLIER GENERAL
Adult Care and Health,HARMONY HOME AID SERVICES LTD,45063,5035104,2479.68,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035105,1427.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035107,1170,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035110,3103.12,IND FOSTER CARER
"Resources, Commissioning and Contracts Management",INITIAL WASHROOM HYGIENE,45063,5035112,503.63,TCR SUPPLIER GENERAL
Adult Care and Health,INVICTA24 PLUS LTD,45063,5035113,7260.63,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035115,502.11999999999995,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035118,674.04,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035119,815.48,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035122,5017.76,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035123,18745.32,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035124,883.52,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035127,734.52,IND CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035128,1691.02,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035130,24188.940000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035130,12474.77,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035130,1685.0600000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035131,25813.63,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035131,12606.54,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035131,1140.04,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035135,974.96,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035136,974.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035137,734.52,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035141,751.76,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035142,1524.28,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035144,686.28,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035147,1350,TCR CONSULTANT
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035153,734.52,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035157,915,IND FOSTER CARER
"Children, Education and Families",KENT COUNTY COUNCIL,45063,5035159,1672.99,PCS LOCAL AUTH
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035161,3479.3599999999997,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035162,473.15,IND CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035162,834.9499999999999,IND CARERS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035164,1565.28,IND DIRECT PAYMENTS
RRH Capital Total,L H BRIDGE LTD,45063,5035166,10107,TCR SUPPLIER GENERAL
"Children, Education and Families",LADYBIRDS 1991 LTD,45063,5035167,4274,TCR SUPPLIER GENERAL
"Children, Education and Families",LADYBIRDS 1991 LTD,45063,5035167,-190,TCR SUPPLIER GENERAL
"Children, Education and Families",LADYBIRDS 1991 LTD,45063,5035167,1680,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035170,772.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035170,772.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035174,996.74,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035175,808.12,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035176,634.4000000000001,IND OTHER
"Children, Education and Families",LIBERATA UK LIMITED,45063,5035179,2622.6,OTHER CREDS
"Children, Education and Families",LILLY BROOK CHILDCARE LTD,45063,5035180,6004,TCR NURSERY
Adult Care and Health,LIVABILITY,45063,5035184,1280,VENDOR
Adult Care and Health,LIVABILITY,45063,5035185,8756,VENDOR
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45063,5035186,2320,TCR SUPPLIER GENERAL
Enviromnent Balance Sheet Total,LONDON HIRE LIMITED,45063,5035187,909.74,TCR SUPPLIER GENERAL
"Children, Education and Families",LONDON SOUTH EAST ACADEMIES TRUST ,45063,5035188,41221,TCR ACADEMY
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035189,2249.92,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035190,1089.96,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035191,652.6,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035192,703.6600000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035193,1306.8000000000002,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035194,8733.92,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035195,988.17,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035196,1236.11,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035197,548.12,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035198,819.6400000000001,IND CARERS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035199,1387.6799999999998,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035200,502.8,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035202,875.32,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035206,504.82,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035207,875.54,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035208,114.5,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035208,1837.4,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035208,103.22,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035209,728,IND OTHER
Environment & Community Services,MARKETFORCE SERVICES LTD,45063,5035212,1865,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035214,1039.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035215,3814.2,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035216,905.04,IND DIRECT PAYMENTS
Adult Care and Health,MEARS EXTRA CARE LIMITED,45063,5035217,848.97,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035218,1086.92,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035220,703.6600000000001,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035222,540.8,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035224,2279.16,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035225,2611.06,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035226,772.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035228,672.96,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035230,6609.04,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035231,8154.56,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035235,557.12,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035238,2967.39,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035241,2363.2799999999997,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035244,627.28,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035245,1102.3600000000001,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035251,519.04,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035254,883.52,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035255,1064.22,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035256,624.04,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035258,600.8399999999999,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035260,3830.2,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035261,833.92,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035263,776.1600000000001,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035263,1587.8000000000002,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035264,3044.08,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035265,652.4,IND CARERS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035267,659.8,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035269,900,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035272,1301.52,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035274,1183.11,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035275,60,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035275,2571.2000000000003,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035279,1000,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035281,1416.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035282,413.32,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035282,402.16,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035286,696.4,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035289,672.56,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035293,772.3199999999999,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035298,6254.32,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035300,2070.6,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035301,2892.18,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035301,286.63,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035302,986.74,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035303,548.12,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035304,815.48,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035304,815.48,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035305,1166.04,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035306,740.28,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035308,1837.4,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035308,772.3199999999999,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035310,815.48,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035314,1394.72,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035315,1411.56,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035316,1288.48,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035319,2326.16,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035320,64,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035320,772.3199999999999,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035323,2313.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035324,1416.24,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035325,1486.32,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035326,5915.32,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035327,1290.48,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035328,571.39,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035328,1226.84,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035328,388.65999999999997,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035329,735.5200000000001,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035331,848.8,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035332,2496.11,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035333,1351.0800000000002,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035334,1308.1799999999998,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035335,731.64,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035336,1923.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035339,4598.28,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035340,1712.36,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035342,1448.11,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035343,1227,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035344,1165.56,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035345,1802.22,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035346,974.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035348,1434.64,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035349,933.05,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035350,4795.96,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035353,1739.02,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035354,2473.4399999999996,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035356,1224.7999999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035359,2155.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035360,1094.42,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035361,1415.68,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035362,2340.24,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035363,1110.44,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035364,2133.3599999999997,IND DIRECT PAYMENTS
Insurance Fund Holding Account Total,REDACTED PERSONAL DATA,45063,5035369,527.03,INSURANCE
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035372,703.6600000000001,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035374,1286.52,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035375,918.7,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035376,918.7,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035377,2760.56,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035379,565.44,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035380,3382.16,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035383,988.9599999999998,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035384,1480.92,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035385,684.02,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035386,1734.6,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035389,4346,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035390,666.84,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035393,703.44,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035394,2271.3200000000006,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035395,1220.58,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035396,1538.56,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035398,1289.04,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035399,928.7,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035400,1469.04,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035400,1500.0800000000002,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035402,1587.8,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035403,656.34,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035404,652.4,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035405,977.8399999999999,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035406,1102.6399999999999,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035407,2924.88,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035408,1840,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035409,3914.8399999999997,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035412,1116.04,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035413,336.66,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035413,734.52,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035414,1837.4,IND FOSTER CARER
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035415,3297.48,IND DIRECT PAYMENTS
Adult Care and Health,REDACTED PERSONAL DATA,45063,5035418,1318.64,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035422,330.12,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45063,5035422,761.36,FOSTER PARENTS
