Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,18/04/2024,BISHOP BEWICK CATHOLIC EDUCATION TRUST,9108475,revenue,1KJH2,St Cuthberts Prim Kenton,395.08
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,18/04/2024,BISHOP BEWICK CATHOLIC EDUCATION TRUST,9108473,revenue,1KJH5,St John Vianney Sch,395.08
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,18/04/2024,BISHOP BEWICK CATHOLIC EDUCATION TRUST,9108474,revenue,1KJJA,St Oswalds RC Sch,298.61
Place,"Museums, Arts and Culture",Revenue Expenditure,30/04/2024,BLACHERE WONDERLAND ILLUMINATIONS UK LTD,9114423,revenue,1KE92,Christmas Lights,30574.00
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,29/04/2024,BLENDED STUDIOS,9113629,revenue,1E25R,AP Inclusion Panel,770.00
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,29/04/2024,BLENDED STUDIOS,9113666,revenue,1E25R,AP Inclusion Panel,880.00
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,29/04/2024,BLENDED STUDIOS,9113627,revenue,1E25R,AP Inclusion Panel,880.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,11/04/2024,BLOOM PROCUREMENT SERVICES,9103667,revenue,1MR08,Directorate Leadership Team,6416.66
Children Education & Skills,Children's Social Care,Capital Expenditure,23/04/2024,BLOOM PROCUREMENT SERVICES,9108565,Capital,2CAPI,Capital Investment,1710.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,18/04/2024,BLOOM PROCUREMENT SERVICES,9108554,revenue,1MR64,CSC Training,315.00
"Children, Education and Skills",Education,Revenue Expenditure,11/04/2024,BLOOM PROCUREMENT SERVICES,9103716,revenue,1EA15,Newcastle City Learning Main,639.00
Corporate Budgets,Corporate Budgets,Revenue Expenditure,05/04/2024,BLOOM PROCUREMENT SERVICES,9098762,revenue,1RB16,Corporate Transformation,12000.00
Finance,Chief Executive,Revenue Expenditure,23/04/2024,BLOOM PROCUREMENT SERVICES,9108565,revenue,1FG51,Chief Executive,129.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,23/04/2024,BLOOM PROCUREMENT SERVICES,9108565,Capital,2HE01,Capital Citywide,6316.00
Housing Revenue Account,HRA - Public Sector Stock,Capital Expenditure,02/04/2024,BLOOM PROCUREMENT SERVICES,9094788,Capital,2HE01,Capital Citywide,2617.90
HRA Expenditure,General Management,Revenue Expenditure,23/04/2024,BLOOM PROCUREMENT SERVICES,9108565,revenue,1HRA3,Misc Feasibility Study/Survey,1648.42
HRA Expenditure,General Management,Revenue Expenditure,02/04/2024,BLOOM PROCUREMENT SERVICES,9094788,revenue,1HRA3,Misc Feasibility Study/Survey,8547.33
HRA Expenditure,General Management,Revenue Expenditure,02/04/2024,BLOOM PROCUREMENT SERVICES,9094788,revenue,1HDTG,Tenant Involvement Network,12761.15
HRA Expenditure,General Management,Revenue Expenditure,11/04/2024,BLOOM PROCUREMENT SERVICES,9103716,revenue,1HRA3,Misc Feasibility Study/Survey,6065.68
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,23/04/2024,BLOOM PROCUREMENT SERVICES,9108565,revenue,1HBTC,Planned Tech Maintenance,3225.00
Operations & Reg Services,ICT,Revenue Expenditure,11/04/2024,BLOOM PROCUREMENT SERVICES,9103716,revenue,1EJ10,Digital Newcastle,20171.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,02/04/2024,BLOOM PROCUREMENT SERVICES,9094788,revenue,1KR01,Responsive Maintenance,2250.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,11/04/2024,BLOOM PROCUREMENT SERVICES,9103716,revenue,1KR01,Responsive Maintenance,375.00
Place,Commercial Dev & Property,Revenue Expenditure,05/04/2024,BLOOM PROCUREMENT SERVICES,9098762,revenue,1DTS1,I&D Property Services,4035.15
Place,Economic Development,Capital Expenditure,11/04/2024,BLOOM PROCUREMENT SERVICES,9103716,Capital,2CAPI,Capital Investment,6500.00
Place,Major Projects,Capital Expenditure,05/04/2024,BLOOM PROCUREMENT SERVICES,9098762,Capital,2CAPI,Capital Investment,163532.89
Place,Major Projects,Capital Expenditure,23/04/2024,BLOOM PROCUREMENT SERVICES,9108565,Capital,2CAPI,Capital Investment,42967.95
Place,Major Projects,Capital Expenditure,02/04/2024,BLOOM PROCUREMENT SERVICES,9094788,Capital,2CAPI,Capital Investment,23346.72
Place,Major Projects,Capital Expenditure,11/04/2024,BLOOM PROCUREMENT SERVICES,9103716,Capital,2CAPI,Capital Investment,23780.87
Place,Major Projects,Revenue Expenditure,05/04/2024,BLOOM PROCUREMENT SERVICES,9098762,revenue,1FP98,Discovery Feasibility,16376.50
Place,Major Projects,Revenue Expenditure,23/04/2024,BLOOM PROCUREMENT SERVICES,9108565,revenue,1V617,Forth Yards Dev Area,4870.48
Place,Major Projects,Revenue Expenditure,02/04/2024,BLOOM PROCUREMENT SERVICES,9094788,revenue,1FP98,Discovery Feasibility,6900.00
Place,"Museums, Arts and Culture",Revenue Expenditure,02/04/2024,BLOOM PROCUREMENT SERVICES,9094825,revenue,1DF16,Arts/Dance Connect,1861.70
Place,"Museums, Arts and Culture",Revenue Expenditure,18/04/2024,BLOOM PROCUREMENT SERVICES,9108558,revenue,1DF16,Arts/Dance Connect,3723.40
Place,Transport,Revenue Expenditure,23/04/2024,BLOOM PROCUREMENT SERVICES,9108565,revenue,1KE09,City Bridge,6012.56
Place,Transport,Revenue Expenditure,23/04/2024,BLOOM PROCUREMENT SERVICES,9108565,revenue,1KE11,Highways Planned Maintenance,7182.96
Place,Transport,Revenue Expenditure,23/04/2024,BLOOM PROCUREMENT SERVICES,9108565,revenue,1V094,NO2 Clean Air Fund,8573.62
Place,Transport,Revenue Expenditure,02/04/2024,BLOOM PROCUREMENT SERVICES,9094825,revenue,1KE09,City Bridge,14944.02
Place,Transport,Revenue Expenditure,02/04/2024,BLOOM PROCUREMENT SERVICES,9094788,revenue,1KE85,Traffic Management,4379.44
Place,Transport,Revenue Expenditure,18/04/2024,BLOOM PROCUREMENT SERVICES,9108554,revenue,1KE09,City Bridge,8211.00
Place,Transport,Revenue Expenditure,11/04/2024,BLOOM PROCUREMENT SERVICES,9103716,revenue,1KEAV,Flood Management,6293.70
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,04/04/2024,BLUE LEAF ENERGY SERVICES LTD,9075681,revenue,1KVWC,Minor Works Contracts,260.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,04/04/2024,BLUE LEAF ENERGY SERVICES LTD,9075683,revenue,1KVWC,Minor Works Contracts,520.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,04/04/2024,BLUE LEAF ENERGY SERVICES LTD,9075684,revenue,1KVWC,Minor Works Contracts,13066.70
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,08/04/2024,BLUE LINE TAXIS,9100799,revenue,1MK60,Ind Day Care LD,726.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,08/04/2024,BLUE LINE TAXIS,9100810,revenue,1MK60,Ind Day Care LD,1038.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,08/04/2024,BLUE LINE TAXIS,9100811,revenue,1MK60,Ind Day Care LD,1725.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,30/04/2024,BLUE LINE TAXIS,9100839,revenue,1MK60,Ind Day Care LD,1104.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,30/04/2024,BLUE LINE TAXIS,9100838,revenue,1MK60,Ind Day Care LD,1521.80
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,30/04/2024,BLUE LINE TAXIS,9100829,revenue,1MK60,Ind Day Care LD,2400.00
Public Health Service,Public Health,Revenue Expenditure,03/04/2024,BLUE SKY TRUST,9097512,revenue,1ML06,PH Sexual Health Advice etc,7500.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,30/04/2024,BLUEBIRD CARE (NEWCASTLE),9115336,revenue,1MH50,Home Care PD,1928.38
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,30/04/2024,BLUEBIRD CARE (NEWCASTLE),9115337,revenue,1MH50,Home Care PD,2054.20
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,02/04/2024,BLUEBIRD CARE (NEWCASTLE),9096077,revenue,1MH50,Home Care PD,1928.38
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,02/04/2024,BLUEBIRD CARE (NEWCASTLE),9096078,revenue,1MH50,Home Care PD,1928.38
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,05/04/2024,BLUESKY PROPERTY & ASSESSMENTS,9098067,revenue,1MK10,Nursing Care LD,1600.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,09/04/2024,BLYTHGATE MANOR,9102211,revenue,1MG20,Residential Care OP,3148.64
ASC & Integrated Services,Adult Social Care,Revenue Income,09/04/2024,BLYTHGATE MANOR,9102211,revenue,1MG20,Residential Care OP,-731.84
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,25/04/2024,BOLINDA DIGITAL LTD,9110450,revenue,1EJ13,Stock Services,345.98
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,12/04/2024,BOLINDA DIGITAL LTD,9104242,revenue,1EJ13,Stock Services,340.62
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,12/04/2024,BOLINDA DIGITAL LTD,9104248,revenue,1EJ13,Stock Services,572.67
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,12/04/2024,BOLINDA DIGITAL LTD,9104250,revenue,1EJ13,Stock Services,362.11
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,26/04/2024,BOLINDA DIGITAL LTD,9110453,revenue,1EJ13,Stock Services,570.71
Public Health Service,Public Health,Revenue Expenditure,30/04/2024,BOOTS PHARMACY,9108051,revenue,1ML11,PH - Smoking & Tobacco,745.35
Public Health Service,Public Health,Revenue Expenditure,30/04/2024,BOOTS PHARMACY,9108058,revenue,1ML11,PH - Smoking & Tobacco,1483.85
Public Health Service,Public Health,Revenue Expenditure,30/04/2024,BOOTS PHARMACY,9108053,revenue,1ML11,PH - Smoking & Tobacco,628.76
Public Health Service,Public Health,Revenue Expenditure,30/04/2024,BOOTS PHARMACY,9108057,revenue,1ML11,PH - Smoking & Tobacco,589.04
Public Health Service,Public Health,Revenue Expenditure,30/04/2024,BOOTS PHARMACY,9108059,revenue,1ML11,PH - Smoking & Tobacco,941.54
Public Health Service,Public Health,Revenue Expenditure,30/04/2024,BOOTS PHARMACY,9108054,revenue,1ML11,PH - Smoking & Tobacco,291.74
Public Health Service,Public Health,Revenue Expenditure,30/04/2024,BOOTS PHARMACY,9108056,revenue,1ML11,PH - Smoking & Tobacco,1146.00
Public Health Service,Public Health,Revenue Expenditure,30/04/2024,BOOTS PHARMACY,9108050,revenue,1ML11,PH - Smoking & Tobacco,869.60
Public Health Service,Public Health,Revenue Expenditure,09/04/2024,BOOTS PHARMACY,9102259,revenue,1ML11,PH - Smoking & Tobacco,466.64
Public Health Service,Public Health,Revenue Expenditure,09/04/2024,BOOTS PHARMACY,9102260,revenue,1ML11,PH - Smoking & Tobacco,615.89
Public Health Service,Public Health,Revenue Expenditure,09/04/2024,BOOTS PHARMACY,9102269,revenue,1ML11,PH - Smoking & Tobacco,808.30
Public Health Service,Public Health,Revenue Expenditure,09/04/2024,BOOTS PHARMACY,9102271,revenue,1ML11,PH - Smoking & Tobacco,815.72
Public Health Service,Public Health,Revenue Expenditure,09/04/2024,BOOTS PHARMACY,9102289,revenue,1ML11,PH - Smoking & Tobacco,374.36
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,23/04/2024,BOWLAND LODGE,9110965,revenue,1MG20,Residential Care OP,21326.40
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,23/04/2024,BOWLAND LODGE,9110965,revenue,1MH20,Residential Care PD,12031.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,23/04/2024,BOWLAND LODGE,9110965,revenue,1MM10,Nursing Care MH,2953.32
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,23/04/2024,BOWLAND LODGE,9110965,revenue,1MM20,Residential Care MH,24164.28
Place,Development Management,Capital Expenditure,19/04/2024,BRAMBLEDOWN LANDSCAPE SERVICES LTD,9100887,Capital,2CAPI,Capital Investment,11101.15
ASC & Integrated Services,Integrated Services,Revenue Expenditure,11/04/2024,BRAUNABILITY UK LTD,9103341,revenue,1MR58,Transport Function,2357.50
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,09/04/2024,BRIARWOOD CARE HOME,9102170,revenue,1MG20,Residential Care OP,2835.32
ASC & Integrated Services,Adult Social Care,Revenue Income,09/04/2024,BRIARWOOD CARE HOME,9102170,revenue,1MG20,Residential Care OP,-1503.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,09/04/2024,BRIDGE VIEW,9102181,revenue,1MG10,Nursing Care OP,3498.40
ASC & Integrated Services,Adult Social Care,Revenue Income,09/04/2024,BRIDGE VIEW,9102181,revenue,1MG10,Nursing Care OP,-928.28
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,08/04/2024,BRIGHT BEGINNINGS CHILDRENS DAY NURSERY,9100879,revenue,1E201,ISB PVI Nurseries,37293.75
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,08/04/2024,BRIGHT BEGINNINGS CHILDRENS DAY NURSERY,9100877,revenue,1E201,ISB PVI Nurseries,1093.95
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,08/04/2024,BRIGHT BEGINNINGS CHILDRENS DAY NURSERY,9100874,revenue,1EEP5,2Yr Old Learning & Childcare,22082.29
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,25/04/2024,BRIGHT BEGINNINGS CHILDRENS DAY NURSERY,9112514,revenue,1E201,ISB PVI Nurseries,6108.57
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,29/04/2024,BRIGHT BEGINNINGS CHILDRENS DAY NURSERY,9110353,revenue,1E20C,SEN EY Panel Inclusion Fund,5343.75
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,08/04/2024,BRIGHT MINDS,9100705,revenue,1E201,ISB PVI Nurseries,5850.00
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,08/04/2024,BRIGHT MINDS,9100797,revenue,1E201,ISB PVI Nurseries,22668.75
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,08/04/2024,BRIGHT MINDS,9100706,revenue,1E201,ISB PVI Nurseries,397.80
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,08/04/2024,BRIGHT MINDS,9100800,revenue,1E201,ISB PVI Nurseries,1591.20
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,08/04/2024,BRIGHT MINDS,9100707,revenue,1EEP5,2Yr Old Learning & Childcare,8412.30
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,08/04/2024,BRIGHT MINDS,9100802,revenue,1EEP5,2Yr Old Learning & Childcare,23133.83
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,25/04/2024,BRIGHT MINDS,9112512,revenue,1E201,ISB PVI Nurseries,6108.57
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,25/04/2024,BRIGHT MINDS,9112513,revenue,1E201,ISB PVI Nurseries,2036.19
"Children, Education and Skills",Education Schools/DSG,Revenue Expenditure,22/04/2024,BRIGHT MINDS,9110340,revenue,1E20C,SEN EY Panel Inclusion Fund,843.75
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,23/04/2024,BRILAN CARE HOME,9110991,revenue,1MM20,Residential Care MH,13750.32
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,24/04/2024,BRITISH GAS,9111597,revenue,1MD67,S17 Children in Need,399.36
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,26/04/2024,BRITISH GAS TRADING LTD,9108777,revenue,1MK50,Supported Living LD,3751.13
HRA Expenditure,General Management,Revenue Expenditure,12/04/2024,BRITISH GAS TRADING LTD,9104429,revenue,1HE01,HRA NHD Mngmnt - Citywide,471.90
HRA Expenditure,General Management,Revenue Expenditure,12/04/2024,BRITISH GAS TRADING LTD,9104428,revenue,1HE01,HRA NHD Mngmnt - Citywide,287.68
HRA Expenditure,General Management,Revenue Expenditure,12/04/2024,BRITISH GAS TRADING LTD,9104430,revenue,1HE01,HRA NHD Mngmnt - Citywide,285.44
HRA Expenditure,General Management,Revenue Expenditure,12/04/2024,BRITISH GAS TRADING LTD,9104431,revenue,1HE01,HRA NHD Mngmnt - Citywide,402.32
Place,Transport,Revenue Expenditure,04/04/2024,BRITISH GEOLOGICAL SURVEY,9080258,revenue,1KEAV,Flood Management,333.67
Operations & Reg Services,Parking,Revenue Expenditure,25/04/2024,BRITISH PARKING ASSOCIATION,9112320,revenue,1V204,Car Parking Infrastructure,5800.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,05/04/2024,BRITISH RED CROSS,9099033,revenue,1MX20,Care Act,5508.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,11/04/2024,BRITISH TELECOM PLC,9103565,revenue,1KKU5,Civic Centre Control,3677.87
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,04/04/2024,BRITISH TELECOMMUNICATIONS PLC,9097541,revenue,1EJ20,City Library and Hub,441.81
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,23/04/2024,BROOKE HOUSE CARE HOME,9110990,revenue,1MG10,Nursing Care OP,95055.56
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,23/04/2024,BROOKE HOUSE CARE HOME,9110990,revenue,1MG20,Residential Care OP,25569.54
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,23/04/2024,BROOKE HOUSE CARE HOME,9110990,revenue,1MK10,Nursing Care LD,3468.16
ASC & Integrated Services,Integrated Services,Revenue Expenditure,17/04/2024,BROWN & ILLINGWORTH LTD,9108095,revenue,1VH21,Supporting Independant Sch,392.00
HRA Expenditure,General Management,Revenue Expenditure,26/04/2024,BROWN & ILLINGWORTH LTD,9113269,revenue,1HRA8,HRA - Investment Related Expe,392.00
HRA Expenditure,General Management,Revenue Expenditure,11/04/2024,BROWN & ILLINGWORTH LTD,9102313,revenue,1HRA8,HRA - Investment Related Expe,330.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,08/04/2024,BROWN & ILLINGWORTH LTD,9101042,revenue,1KR59,Ad Hoc Extnl Contract Mgt Exp,363.40
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,12/04/2024,BROWN & ILLINGWORTH LTD,9104374,revenue,1KR59,Ad Hoc Extnl Contract Mgt Exp,416.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,26/04/2024,BROWN & ILLINGWORTH LTD,9113235,revenue,1KR59,Ad Hoc Extnl Contract Mgt Exp,784.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,16/04/2024,BROWN & ILLINGWORTH LTD,9106720,revenue,1KR59,Ad Hoc Extnl Contract Mgt Exp,378.40
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,16/04/2024,BROWN & ILLINGWORTH LTD,9106721,revenue,1KR59,Ad Hoc Extnl Contract Mgt Exp,321.20
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,16/04/2024,BROWN & ILLINGWORTH LTD,9106889,revenue,1KR59,Ad Hoc Extnl Contract Mgt Exp,678.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,17/04/2024,BRUNSWICK HOUSE,9108010,revenue,1MG10,Nursing Care OP,3291.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,23/04/2024,BRUNSWICK HOUSE,9110985,revenue,1MG10,Nursing Care OP,62028.57
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,23/04/2024,BRUNSWICK HOUSE,9111035,revenue,1MG10,Nursing Care OP,1951.72
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,05/04/2024,BSI,9099268,revenue,1KTDX,Architecture Building Design,2459.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,22/04/2024,BSQUARE CONTROLS LIMITED,9057184,revenue,1KVEE,Electrical Stand Alone Works,2533.83
Place,Major Projects,Capital Expenditure,22/04/2024,BT PLC BT PAYPHONES,9109849,Capital,2CAPI,Capital Investment,16083.26
Place,Major Projects,Capital Expenditure,22/04/2024,BT PLC BT PAYPHONES,9109848,Capital,2CAPI,Capital Investment,18081.76
Place,Major Projects,Capital Expenditure,22/04/2024,BT PLC BT PAYPHONES,9109847,Capital,2CAPI,Capital Investment,14622.26
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,19/04/2024,BUILDROUTE LIMITED,9108642,revenue,1KVWC,Minor Works Contracts,7150.00
ASC & Integrated Services,Integrated Services,Revenue Expenditure,08/04/2024,BUNZL GREENHAM,9100935,revenue,1MK21,Castle Dene Resource Centre LD,395.86
ASC & Integrated Services,Integrated Services,Revenue Expenditure,10/04/2024,BUNZL GREENHAM,9102446,revenue,1MG25,Connie Lewcock House OP,341.16
ASC & Integrated Services,Integrated Services,Revenue Expenditure,12/04/2024,BUNZL GREENHAM,9097560,revenue,1VH22,Temporary Accommodation Prem,350.86
ASC & Integrated Services,Integrated Services,Revenue Expenditure,18/04/2024,BUNZL GREENHAM,9092677,revenue,1MG26,Byker Lodge Resource Centre OP,1177.05
"Children, Education and Skills",Early Help and Family Support,Revenue Expenditure,08/04/2024,BUNZL GREENHAM,9100954,revenue,1E464,Castle Nursery Shieldfield,405.04
"Children, Education and Skills",Early Help and Family Support,Revenue Expenditure,12/04/2024,BUNZL GREENHAM,9097561,revenue,1E462,Castle Nursery Dunstanburgh,806.93
"Children, Education and Skills",Education,Revenue Expenditure,12/04/2024,BUNZL GREENHAM,9094845,revenue,1EA06,Westgate ASB,2124.80
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,08/04/2024,BUNZL GREENHAM,9094844,revenue,1KF07,Banqueting Suite,1858.16
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,08/04/2024,BUNZL GREENHAM,9079603,revenue,1KFJ6,Cragside Primary School,312.42
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,08/04/2024,BUNZL GREENHAM,9100944,revenue,1KFR5,St Marys RC School,277.73
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,08/04/2024,BUNZL GREENHAM,9092252,revenue,1KG45,Wingrove Primary,1798.58
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,08/04/2024,BUNZL GREENHAM,9079605,revenue,1KG71,Hadrian School,667.38
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,08/04/2024,BUNZL GREENHAM,9092251,revenue,1KH61,Gosforth Central Middle,1931.95
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,08/04/2024,BUNZL GREENHAM,9076077,revenue,1KH71,Charles Parsons Cleaning,386.02
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,08/04/2024,BUNZL GREENHAM,9090595,revenue,1KJH1,St Charles RC Sch,307.61
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,25/04/2024,BUNZL GREENHAM,9097607,revenue,1KE27,Bereavement Services Overhead,301.53
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,25/04/2024,BUNZL GREENHAM,9097613,revenue,1KFP9,Gosforth Academy,433.61
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,25/04/2024,BUNZL GREENHAM,9097614,revenue,1KFR5,St Marys RC School,482.94
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,25/04/2024,BUNZL GREENHAM,9097608,revenue,1KGC6,BCT - Byker Wall,451.18
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,25/04/2024,BUNZL GREENHAM,9097615,revenue,1KH05,Gosforth Grange First,305.60
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,05/04/2024,BUNZL GREENHAM,9082124,revenue,1KG93,St Cuthberts RC High Academy,833.74
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,17/04/2024,BUNZL GREENHAM,9092404,revenue,1KFB1,Lemington Riverside Primary,594.18
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,17/04/2024,BUNZL GREENHAM,9092497,revenue,1KFN7,Gosforth Junior High Academy,393.99
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/04/2024,BUNZL GREENHAM,9102445,revenue,1KF07,Banqueting Suite,285.60
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/04/2024,BUNZL GREENHAM,9100939,revenue,1KFC8,Gosforth Park First,305.65
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/04/2024,BUNZL GREENHAM,9100960,revenue,1KFR1,Kenton School Academy,442.97
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/04/2024,BUNZL GREENHAM,9100915,revenue,1KG92,Westgate Community College,544.96
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/04/2024,BUNZL GREENHAM,9100933,revenue,1KGCF,Condercum Road,553.10
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/04/2024,BUNZL GREENHAM,9102805,revenue,1KH39,St Cuthberts Prim Kenton,277.40
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/04/2024,BUNZL GREENHAM,9100925,revenue,1KH46,Havannah First School,503.66
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,10/04/2024,BUNZL GREENHAM,9102442,revenue,1KHC5,Allendale Road Cleaning,273.51
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,24/04/2024,BUNZL GREENHAM,9102931,revenue,1KFR5,St Marys RC School,520.38
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,24/04/2024,BUNZL GREENHAM,9102881,revenue,1KG08,Simonside Primary School,345.67
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,24/04/2024,BUNZL GREENHAM,9102886,revenue,1KG94,Walbottle Campus,433.15
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,24/04/2024,BUNZL GREENHAM,9102882,revenue,1KH34,Ravenswood Primary,349.78
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,24/04/2024,BUNZL GREENHAM,9102896,revenue,1KH91,Benfield Comprehensive,312.38
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,24/04/2024,BUNZL GREENHAM,9102890,revenue,1KHT0,West End Customer Ser Centre,406.76
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,12/04/2024,BUNZL GREENHAM,9092400,revenue,1KFC7,Dinnington First,262.44
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,12/04/2024,BUNZL GREENHAM,9092402,revenue,1KFG2,Kenton Bar Primary,323.64
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,12/04/2024,BUNZL GREENHAM,9097559,revenue,1KFS1,Walker Technology College,746.89
