Beneficiary,Category/Purpose,Department,     Net value,VAT Value,Gross,Date incurred -Payment Date,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,313.87,0,313.87,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,-1431.23,0,-1431.23,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,4225.52,0,4225.52,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,4436.81,0,4436.81,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,4570.77,0,4570.77,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,4570.77,0,4570.77,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,5459.13,0,5459.13,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-659.13,0,-659.13,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6200,0,6200,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-1240,0,-1240,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6342.2,0,6342.2,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6532.14,0,6532.14,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6730.14,0,6730.14,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6730.14,0,6730.14,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6744.71,0,6744.71,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
Acer Healthcare Operations Limited,Nursing Care,Long Term Care,6791.3,0,6791.3,45280,,
Acer Healthcare Operations Limited,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,4975.81,0,4975.81,45223,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5316.01,0,5316.01,45223,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5479.52,0,5479.52,45223,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5587.71,0,5587.71,45223,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,6682.27,0,6682.27,45223,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,6753.31,0,6753.31,45223,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,7685.34,0,7685.34,45223,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,7875.68,0,7875.68,45223,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,8077.85,0,8077.85,45223,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,8583.32,0,8583.32,45223,,
Achieve Together Limited,Supptd Accommodation,Long Term Care,2880.3,0,2880.3,45223,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,4815.3,0,4815.3,45252,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5144.53,0,5144.53,45252,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5302.75,0,5302.75,45252,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5407.45,0,5407.45,45252,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,6466.72,0,6466.72,45252,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,6535.45,0,6535.45,45252,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,7437.43,0,7437.43,45252,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,7621.63,0,7621.63,45252,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,7817.27,0,7817.27,45252,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,8306.45,0,8306.45,45252,,
Achieve Together Limited,Supptd Accommodation,Long Term Care,2787.38,0,2787.38,45252,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,4975.81,0,4975.81,45280,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5316.01,0,5316.01,45280,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5479.52,0,5479.52,45280,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,5587.71,0,5587.71,45280,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,6682.27,0,6682.27,45280,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,6753.31,0,6753.31,45280,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,7685.34,0,7685.34,45280,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,7875.68,0,7875.68,45280,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,8077.85,0,8077.85,45280,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,8583.32,0,8583.32,45280,,
Achieve Together Limited,Supptd Accommodation,Long Term Care,2880.3,0,2880.3,45280,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5295.69,0,5295.69,45223,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5124.85,0,5124.85,45252,,
Achieve Together Limited,Residential Placemnt,Working Together - Learning Disability,5295.69,0,5295.69,45280,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,9224.36,0,9224.36,45223,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,8926.8,0,8926.8,45252,,
Achieve Together Limited,Supptd Accommodation,Working Together - Learning Disability,9224.36,0,9224.36,45280,,
Achieve with Autism Consultancy Ltd,Residential Schools,DSG Prov For Therapy Serv,550,0,550,45250,,
Achieve with Autism Consultancy Ltd,Residential Schools,DSG Prov For Therapy Serv,660,0,660,45250,,
Achieve with Autism Consultancy Ltd,Residential Schools,DSG Prov For Therapy Serv,770,0,770,45250,,
Achieve with Autism Consultancy Ltd,Residential Schools,DSG Prov For Therapy Serv,2850,0,2850,45250,,
Achieve with Autism Consultancy Ltd,Residential Schools,DSG Prov For Therapy Serv,550,0,550,45252,,
AchieveIT Contracts Limited,Consultants Fees,Cap- IT,3575,715,4290,45223,,
AchieveIT Contracts Limited,Consultants Fees,Cap- IT,5775,1155,6930,45223,,
AchieveIT Contracts Limited,Consultants Fees,Cap- IT,3850,770,4620,45274,,
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,23372.02,4674.404,28046.424,45210,,
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,30993.34,6198.668,37192.008,45210,,
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,30993.34,6198.668,37192.008,45210,,
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,30993.34,6198.668,37192.008,45222,,
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,45763.32,9152.664,54915.984,45222,,
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,24000,4800,28800,45225,,
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,14309.16,2861.832,17170.992,45226,,
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,30993.34,6198.668,37192.008,45226,,
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,46881.66,9376.332,56257.992000000006,45226,,
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,95789.17,19157.824,114946.994,45226,,
Acorn Care & Education Ltd,Consultants Fees,Ind Residential Day School Placement,193232.09,38646.44,231878.53,45226,,
Acorn Homes UK Limited,Residential Placemnt,Childrens Placements,19714.2,0,19714.2,45204,,
Acorn Homes UK Limited,Residential Placemnt,Childrens Placements,20371.34,0,20371.34,45244,,
Acorn Homes UK Limited,Residential Placemnt,Childrens Placements,19714.2,0,19714.2,45267,,
ACORN MONTESSORI SCHOOL,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,9194.43,0,9194.43,45237,,
Acorn Montessori School Ltd,Soc. Serv Client DP,Permanency Team,716.09,0,716.09,45252,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1975.14,0,-1975.14,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,910.69,0,910.69,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,969.99,0,969.99,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,3830.49,0,3830.49,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,5020.05,0,5020.05,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7167.24,0,7167.24,45223,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1935.2,0,-1935.2,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6370.5,0,6370.5,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6842.14,0,6842.14,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7444.07,0,7444.07,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7493.14,0,7493.14,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7539.86,0,7539.86,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7581.71,0,7581.71,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,8334.57,0,8334.57,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,14950.15,0,14950.15,45223,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-4985.69,0,-4985.69,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,20026,0,20026,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,885.71,0,885.71,45223,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-9243.76,0,-9243.76,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,11616.14,0,11616.14,45223,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,2057.14,0,2057.14,45223,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1911.43,0,-1911.43,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,881.32,0,881.32,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,938.7,0,938.7,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,3706.93,0,3706.93,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,4858.12,0,4858.12,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6936.05,0,6936.05,45252,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1872.77,0,-1872.77,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6165,0,6165,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6621.43,0,6621.43,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7203.95,0,7203.95,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7251.43,0,7251.43,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7296.65,0,7296.65,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7337.15,0,7337.15,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,8065.72,0,8065.72,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,14467.88,0,14467.88,45252,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-4824.85,0,-4824.85,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,11241.43,0,11241.43,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,19380,0,19380,45252,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,857.15,0,857.15,45252,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-8945.57,0,-8945.57,45252,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1975.14,0,-1975.14,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,910.69,0,910.69,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,969.99,0,969.99,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,3300,0,3300,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,3830.49,0,3830.49,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,5020.05,0,5020.05,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7167.24,0,7167.24,45280,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1935.2,0,-1935.2,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6370.5,0,6370.5,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,6842.14,0,6842.14,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7444.07,0,7444.07,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7493.14,0,7493.14,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7539.86,0,7539.86,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,7581.71,0,7581.71,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,8334.57,0,8334.57,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,14950.15,0,14950.15,45280,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-4985.69,0,-4985.69,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,11616.14,0,11616.14,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,20026,0,20026,45280,,
Acquah Lodge,Supptd Accommodation,Working Together - Learning Disability,885.71,0,885.71,45280,,
Acquah Lodge,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-9243.76,0,-9243.76,45280,,
Acre Wood Day Nursery,Soc. Serv Client DP,Permanency Team,547.26,0,547.26,45252,,
Action Sustainability (Trading) Ltd,Consultants Fees,Procurement,1825,365,2190,45250,,
Active Prospects,Supptd Accommodation,Working Together - Learning Disability,12778.02,0,12778.02,45223,,
Active Prospects,Supptd Accommodation,Working Together - Learning Disability,12365.83,0,12365.83,45252,,
Active Prospects,Supptd Accommodation,Working Together - Learning Disability,12778.02,0,12778.02,45280,,
Active Young People Ltd,Residential Schools,Other LA Special Schools,2275,0,2275,45275,,
Activetime Day Nursery Ltd,DCLG - Revenue Support Grant,Homes for Ukraine,3000,0,3000,45250,,
Activetime Day Nursery Ltd,Private Nurseries,2 year old offer,8245.44,0,8245.44,45237,,
Activetime Day Nursery Ltd,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,9587.47,0,9587.47,45237,,
Activetime Day Nursery Ltd,Private Nurseries,EY SEN Inclusion Fund,4200,0,4200,45237,,
Acute Hoarding and Fencing Ltd,Consultants Fees,Council Regeneration Programme,446.4,89.28,535.68,45224,,
Acute Hoarding and Fencing Ltd,Consultants Fees,Council Regeneration Programme,483.6,96.72,580.32,45224,,
AD Group Services Ltd,Fire Extinguishers,Cap - Housing,10080,2016,12096,45204,,
AD Group Services Ltd,Fire Extinguishers,Cap - Housing,1040,208,1248,45229,,
AD Group Services Ltd,Fire Extinguishers,Cap - Housing,1960,392,2352,45275,,
Ad Hoc UK Security Ltd,Fire Extinguishers,Estate Services,1680,336,2016,45247,,
Ad Hoc UK Security Ltd,Fire Extinguishers,Estate Services,4340,868,5208,45247,,
Ad Hoc UK Security Ltd,Fire Extinguishers,Estate Services,4200,840,5040,45250,,
ADASS,Grants and Subscript,Childrens Strategic Management,2609,0,2609,45229,,
Adesek Ltd,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,1264.4,0,1264.4,45261,,
Adesek Ltd,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,1844.62,0,1844.62,45261,,
Adina Home Care Services Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,814.56,0,814.56,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,1140.16,0,1140.16,45211,,
Adina Home Care Services Ltd,Carer's Service,Self funders Personalisation - Adult Soc,126.63,0,126.63,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,2931.6,0,2931.6,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Working Together - Learning Disability,663.12,0,663.12,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,608.46,0,608.46,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,767.8,0,767.8,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,785.26,0,785.26,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,802.7,0,802.7,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,1442.76,0,1442.76,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,1465.8,0,1465.8,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,1500.7,0,1500.7,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,1558.64,0,1558.64,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,1605.38,0,1605.38,45211,,
Adina Home Care Services Ltd,Carer's Service,Personalisation,219.6,0,219.6,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,1465.8,0,1465.8,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,2117.02,0,2117.02,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,2210.56,0,2210.56,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,4170.56,0,4170.56,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,488.6,0,488.6,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,5600,0,5600,45211,,
Adina Home Care Services Ltd,Domiciliary Care,Personalisation,814.56,0,814.56,45211,,
