Organisation,Supplier Name,Unique reference number,Payment Date,Cost Center/Capital Project Description,GL Account Description,Amount £ (Ex VAT)
LBHF,Personal Data - Name Redacted,3009202316905,45153,Family Support & Child Protection Team 2,OE-Kinship Allowance,396
LBHF,Personal Data - Name Redacted,3009202316906,45153,"Fostering Duty, Supervision & Support",OE-Kinship Allowance,237
LBHF,Personal Data - Name Redacted,3009202316907,45153,"Fostering Duty, Supervision & Support",OE-Kinship Allowance,237
LBHF,Personal Data - Name Redacted,3009202316908,45153,"Fostering Duty, Supervision & Support",OE-Kinship Allowance,182
LBHF,Personal Data - Name Redacted,3009202316909,45153,"Fostering Duty, Supervision & Support",OE-Kinship Allowance,232
LBHF,Personal Data - Name Redacted,3009202316910,45153,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202316911,45153,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-8.1
LBHF,Personal Data - Name Redacted,3009202316912,45153,"Fostering Duty, Supervision & Support",Other Est - LAC Sav,-10.3
LBHF,Personal Data - Name Redacted,3009202316913,45153,Family Support & Child Protection Team 5,OE-Kinship Allowance,419
LBHF,Personal Data - Name Redacted,3009202316914,45153,Family Support & Child Protection Team 4,OE-Kinship Allowance,469
LBHF,Personal Data - Name Redacted,3009202316915,45153,Permanence and Post Order Supp,OE-SGO,285
LBHF,J1 Homes Limited,3009202316916,45153,Vulnerable Renters Support/PRS Access,Letting Cost Avoidan,1470
LBHF,Pallisade Ltd,3009202316917,45153,Vulnerable Renters Support/PRS Access,Letting Cost Avoidan,3000
LBHF,Ansari Properties Holding Ltd,3009202316918,45153,Vulnerable Renters Support/PRS Access,Letting Cost Avoidan,3000
LBHF,Pallisade Ltd,3009202316919,45153,Vulnerable Renters Support/PRS Access,Letting Cost Avoidan,3000
LBHF,J1 Homes Limited,3009202316920,45153,Specialist Procurement Team,Letting Cost Avoidan,5500
LBHF,Pallisade Ltd,3009202316921,45153,Specialist Procurement Team,Letting Cost Avoidan,1000
LBHF,Ansari Properties Holding Ltd,3009202316922,45153,Specialist Procurement Team,Letting Cost Avoidan,2500
LBHF,Pallisade Ltd,3009202316923,45153,Specialist Procurement Team,Letting Cost Avoidan,1000
LBHF,AH & Co (Hanworth) Properties Ltd,3009202316924,45153,Specialist Procurement Team,PSL-Bond Damage,1200
LBHF,One-time vendors,3009202316925,45153,Refugee Team,Grant Aid&Donations,350
LBHF,One-time vendors,3009202316926,45153,Refugee Team,Grant Aid&Donations,500
LBHF,Personal Data - Name Redacted,3009202316927,45153,Econ Household Support Fund DWP,Premises Rent,20
LBHF,Carter Jonas Llp,3009202316928,45154,Feasibility-Abortive Capital Cost,Fees-Tech&Prof Consu,913.02
LBHF,Mercury Security Systems Ltd,3009202316929,45154,239 Uxbridge (Adult Community Learning C,Equipment,388.24
LBHF,F.M Conway Ltd,3009202316930,45154,Footways,Contr- New & Enhcmnt,10526.19
LBHF,F.M Conway Ltd,3009202316931,45154,Footways,Contr- New & Enhcmnt,10000
LBHF,F.M Conway Ltd,3009202316932,45154,Carriageways,Contr- New & Enhcmnt,19155.86
LBHF,F.M Conway Ltd,3009202316933,45154,Carriageways,Contr- New & Enhcmnt,25529.87
LBHF,F.M Conway Ltd,3009202316934,45154,Carriageways,Contr- New & Enhcmnt,20996.67
LBHF,F.M Conway Ltd,3009202316935,45154,Carriageways,Contr- New & Enhcmnt,18190.5
LBHF,F.M Conway Ltd,3009202316936,45154,Carriageways,Contr- New & Enhcmnt,124669.68
LBHF,F.M Conway Ltd,3009202316937,45154,Highways Maintenance - Re-active Mainten,Pmts to Private Cont,11776.24
LBHF,F.M Conway Ltd,3009202316938,45154,Highways Maintenance - Re-active Mainten,Pmts to Private Cont,2024.89
LBHF,British Telecommunications Plc,3009202316939,45154,Network and Telephony,Telephony,22101.27
LBHF,The Copyright Licensing Agency Ltd,3009202316940,45154,Central Costs and Building Maintenance,Equipment,2080.3
LBHF,Chesterfield Associates,3009202316941,45154,The Haven Centre,Telephony,112.83
LBHF,Fraser Water Services Ltd,3009202316942,45154,H&F maintenance (DLO),Reac R&M-Materials,16927.6
LBHF,Ricoh Uk Ltd,3009202316943,45154,ICT Operations,IT Hardware,979.04
LBHF,Ricoh Uk Ltd,3009202316944,45154,ICT Operations,IT Hardware,843.04
LBHF,Ricoh Uk Ltd,3009202316945,45154,ICT Operations,IT Hardware,1858.04
LBHF,Clockwork Removals,3009202316946,45154,FM soft services,Removal Costs,1653.12
LBHF,Clockwork Removals,3009202316947,45154,FM soft services,Removal Costs,9870.66
LBHF,Chemsol Ltd,3009202316948,45154,LBHF Mortuary,Mortuary Services,931
LBHF,Safely Does It Ltd,3009202316949,45154,Training Development Unit,Training Expenses,1000
LBHF,Greenside Primary School,3009202316950,45154,"Top-up Academies, Free Schs & Colleges",OE - SEN - Pri,90
LBHF,Woodlane London Limited,3009202316951,45154,Bed and Breakfast,OE-Temp Acc,6048
LBHF,Woodlane London Limited,3009202316952,45154,Bed and Breakfast,OE-Temp Acc,5832
LBHF,Urban Partnership Group,3009202316953,45154,Family Support,OE-Youth Provision,82975
LBHF,JH Crawford Security Ltd,3009202316954,45154,H&F maintenance (DLO),Reac R&M-Materials,114.5
LBHF,JH Crawford Security Ltd,3009202316955,45154,H&F Maintenance (FRA works),Plan R&M-Rep & Maint,75
LBHF,Lambert Smith Hampton Group Ltd,3009202316956,45154,Old Laundry,Prof Fees-Consultant,5000
LBHF,A N Contract Service Ltd,3009202316957,45154,Schools Maintenance - Melcombe,Contr-Refurb & Restn,58500
LBHF,A N Contract Service Ltd,3009202316958,45154,The Haven Centre,Reac R&M-Rep & Maint,269
LBHF,A N Contract Service Ltd,3009202316959,45154,Cemeteries,Reac R&M-Rep & Maint,372
LBHF,A N Contract Service Ltd,3009202316960,45154,Parks and Open Spaces,Reac R&M-Rep & Maint,330
LBHF,A N Contract Service Ltd,3009202316961,45154,Parks and Open Spaces,Reac R&M-Rep & Maint,126
LBHF,A N Contract Service Ltd,3009202316962,45154,Parks and Open Spaces,Reac R&M-Rep & Maint,85
LBHF,A N Contract Service Ltd,3009202316963,45154,Parks and Open Spaces,Reac R&M-Rep & Maint,325
LBHF,A N Contract Service Ltd,3009202316964,45154,Bagleys Lane Depot,Reac R&M-Rep & Maint,548
LBHF,A N Contract Service Ltd,3009202316965,45154,FM DLO (Hard),Reac R&M-Rep & Maint,80
LBHF,A N Contract Service Ltd,3009202316966,45154,FM DLO (Hard),Reac R&M-Rep & Maint,131
LBHF,A N Contract Service Ltd,3009202316967,45154,FM DLO (Hard),Reac R&M-Rep & Maint,241
LBHF,A N Contract Service Ltd,3009202316968,45154,FM DLO (Hard),Reac R&M-Rep & Maint,85
LBHF,A N Contract Service Ltd,3009202316969,45154,FM DLO (Hard),Reac R&M-Rep & Maint,141
LBHF,A N Contract Service Ltd,3009202316970,45154,FM DLO (Hard),Reac R&M-Rep & Maint,132
LBHF,A N Contract Service Ltd,3009202316971,45154,FM DLO (Hard),Reac R&M-Rep & Maint,184
LBHF,A N Contract Service Ltd,3009202316972,45154,FM DLO (Hard),Reac R&M-Rep & Maint,85
LBHF,A N Contract Service Ltd,3009202316973,45154,FM DLO (Hard),Reac R&M-Rep & Maint,85
LBHF,A N Contract Service Ltd,3009202316974,45154,FM DLO (Hard),Reac R&M-Rep & Maint,134
LBHF,A N Contract Service Ltd,3009202316975,45154,FM DLO (Hard),Reac R&M-Rep & Maint,150
LBHF,A N Contract Service Ltd,3009202316976,45154,FM DLO (Hard),Reac R&M-Rep & Maint,482
LBHF,A N Contract Service Ltd,3009202316977,45154,FM DLO (Hard),Reac R&M-Rep & Maint,330
LBHF,A N Contract Service Ltd,3009202316978,45154,FM DLO (Hard),Reac R&M-Rep & Maint,85
LBHF,A N Contract Service Ltd,3009202316979,45154,FM DLO (Hard),Reac R&M-Rep & Maint,240
LBHF,Paddington Development Trust,3009202316980,45154,Third Party Providers and Staff Developm,Fees-Mgt & Admin,2200
LBHF,Paddington Development Trust,3009202316981,45154,Third Party Providers and Staff Developm,Fees-Mgt & Admin,1943.75
LBHF,Paddington Development Trust,3009202316982,45154,Third Party Providers and Staff Developm,Fees-Mgt & Admin,2562.5
LBHF,Paddington Development Trust,3009202316983,45154,Third Party Providers and Staff Developm,Fees-Mgt & Admin,2900
LBHF,John Rowan & Partners Llp,3009202316984,45154,Social Housing Decarbonisation - Phase 2,Prof Fees-Non-Legal,24696
LBHF,John Rowan & Partners Llp,3009202316985,45154,Social Housing Decarbonisation - Phase 2,Prof Fees-Non-Legal,5688
LBHF,John Rowan & Partners Llp,3009202316986,45154,Social Housing Decarbonisation - Phase 2,Prof Fees-Non-Legal,15120
LBHF,John Rowan & Partners Llp,3009202316987,45154,Social Housing Decarbonisation - Phase 2,Prof Fees-Non-Legal,24696
LBHF,Sharpe Pritchard,3009202316988,45154,Family Support,Legal Costs,1239
LBHF,Personal Data - Name Redacted,3009202316989,45154,Disrepairs-Client Team,Fees-Tech&Prof Consu,420
LBHF,Housing Britain,3009202316990,45154,PSL Scheme,OE-Temp Acc,1172.11
LBHF,Core Projects Ltd,3009202316991,45154,West King Street Renewal Programme,Reac R&M-Rep & Maint,8920
LBHF,Core Projects Ltd,3009202316992,45154,Commercial Rents,Premises Service Chg,155.38
LBHF,Wentworth Estates,3009202316993,45154,PSL Scheme,OE-Temp Acc,25209.66
LBHF,Westway Housing Association Ltd,3009202316994,45154,PSL Scheme,OE-Temp Acc,5561.21
LBHF,Bishop Property Management Ltd,3009202316995,45154,PSL Scheme,OE-Temp Acc,5386.54
LBHF,Bishop Property Management Ltd,3009202316996,45154,PSL Scheme,OE-Temp Acc,5386.54
LBHF,Sophia Chemists Ltd,3009202316997,45154,Sexual Health Contraceptive Services,Pmts to Health Auth,10.4
LBHF,Sophia Chemists Ltd,3009202316998,45154,Sexual Health Contraceptive Services,Pmts to Health Auth,36
LBHF,E4Law Ltd T/A Lextox,3009202316999,45154,Family Support and Child Protection,Fees-Tech&Prof Consu,298.8
LBHF,Personal Data - Name Redacted,3009202317000,45154,Family Support and Child Protection,Legal Costs,550
LBHF,M Sheppard Pathology Ltd,3009202317001,45154,Coroners Service,Fees-Tech&Prof Consu,400
LBHF,Stokesduncan,3009202317002,45154,Ed City Project,Fees-Tech&Prof Consu,3000
LBHF,Stokesduncan,3009202317003,45154,Ed City Project,Fees-Tech&Prof Consu,10500
LBHF,Personal Data - Name Redacted,3009202317004,45154,Lillie Road - residential,Legal Fees,3000
LBHF,A & S Property Letting and Management Ltd,3009202317005,45154,PSL Scheme,OE-Temp Acc,1142.04
LBHF,DNA Worldwide Group Ltd,3009202317006,45154,Family Support and Child Protection,Fees-Tech&Prof Consu,323.75
LBHF,Personal Data - Name Redacted,3009202317007,45154,ASC Legal Fees,Legal Costs,650
LBHF,Harvest Energy Ltd,3009202317008,45154,Transport Fuel,Transport-R&M,45358.74
LBHF,Personal Data - Name Redacted,3009202317009,45154,Disrepairs-Client Team,Legal Costs,700
LBHF,Red Squirrel Tree Surgery Ltd,3009202317010,45154,Estate Services Management,Plan R&M-Grounds,1204
LBHF,Red Squirrel Tree Surgery Ltd,3009202317011,45154,Estate Services Management,Plan R&M-Grounds,350
LBHF,Red Squirrel Tree Surgery Ltd,3009202317012,45154,Housing Services North,Plan R&M-Grounds,1085
LBHF,Andrew Pridell Associates Ltd,3009202317013,45154,Homebuy Unit,Fees-Surveys,700
LBHF,Andrew Pridell Associates Ltd,3009202317014,45154,Homebuy Unit,Fees-Surveys,700
LBHF,Personal Data - Name Redacted,3009202317015,45154,Disrepairs-Client Team,Legal Costs,540
LBHF,Druglink Ltd,3009202317016,45154,SM Core & Rehab/Detox Services,Pmts to Health Auth,3670.8
LBHF,Water Plus Limited,3009202317017,45154,Utilities holding account,Water Services,23614.23
LBHF,Barry’s Locks Ltd,3009202317018,45154,FM DLO (Hard),Reac R&M-Rep & Maint,715.65
LBHF,Apollo Home Healthcare Ltd,3009202317019,45154,Short Breaks,OE-Care Packages,1984.89
LBHF,Travis Perkins Trading Company Ltd,3009202317020,45154,H&F maintenance (DLO),Reac R&M-Materials,150.28
LBHF,Edmundson Electrical Ltd Branch 478,3009202317021,45154,H&F Maintenance (FRA works),Reac R&M-Materials,105.44
LBHF,Edmundson Electrical Ltd Branch 478,3009202317022,45154,H&F Maintenance (FRA works),Reac R&M-Materials,53.02
LBHF,Edmundson Electrical Ltd Branch 478,3009202317023,45154,H&F Maintenance (FRA works),Reac R&M-Materials,57.24
LBHF,Edmundson Electrical Ltd Branch 478,3009202317024,45154,H&F Maintenance (FRA works),Reac R&M-Materials,400.18
LBHF,NORTH SV LIMITED,3009202317025,45154,Public CCTV,Contr- New & Enhcmnt,72968
LBHF,Personal Data - Name Redacted,3009202317026,45154,Disrepairs-Client Team,Legal Costs,500
LBHF,Lioness Recruitment Limited,3009202317027,45154,Business Development (AD Op)- HRA,Fees-Tech&Prof Consu,2500
LBHF,Lioness Recruitment Limited,3009202317028,45154,Business Development (AD Op)- HRA,Fees-Tech&Prof Consu,2500
LBHF,Willmotts Ealing Limited,3009202317029,45154,HRA GVA Managed Commercial Income,Fees-General,3250
LBHF,Lifschutz Davidson Sandilands Ltd,3009202317030,45154,Old Laundry,Prof Fees-Consultant,1000
LBHF,Oasis care and training Agency (OCT,3009202317031,45154,Short Breaks,OE-Care Packages,395.85
LBHF,Personal Data - Name Redacted,3009202317032,45154,Disrepairs-Client Team,Legal Costs,1150
LBHF,Pretium Frameworks Limited,3009202317033,45154,H&F maintenance (DLO),Reac R&M-Materials,750
LBHF,Pretium Frameworks Limited,3009202317034,45154,H&F maintenance (DLO),Reac R&M-Materials,750
LBHF,Tetra Consulting Limited,3009202317035,45154,FM Fire ( soft services ),Reac R&M-P&M Maint,15
LBHF,Churches Fire and Security Ltd,3009202317036,45154,Linford Christie Stadium (Planned Maint),Contr- New & Enhcmnt,3664.46
LBHF,The Listening Place,3009202317037,45154,MENTAL HEALTH PROMOTION,Pmts to Vol Bodies,55000
LBHF,High Standard Care Limited,3009202317038,45154,Short Breaks,OE-Care Packages,3600
LBHF,All Events Security Consultants Ltd,3009202317039,45154,Smaller Events and Lettings,Security Costs,849.25
LBHF,The Gentlemen Baristas Limited,3009202317040,45154,Executive Directorate,Catering,606
LBHF,CHILTERN COSTS CONSULTANTS,3009202317041,45154,Disrepairs-Client Team,Fees-Tech&Prof Consu,442
LBHF,CHILTERN COSTS CONSULTANTS,3009202317042,45154,Disrepairs-Client Team,Fees-Tech&Prof Consu,572
LBHF,Siemens plc,3009202317043,45154,FM DLO (Hard),Reac R&M-Rep & Maint,930
LBHF,Omis Properties Ltd,3009202317044,45154,PSL Scheme,OE-Temp Acc,13492.35
LBHF,Ukrainian Social Club CIC,3009202317045,45154,Smaller Events and Lettings,Activities & Events,750
LBHF,Personal Data - Name Redacted,3009202317046,45154,Private Sector Housing,Legal Costs,240
LBHF,Metro Plans (UK) Ltd,3009202317047,45154,GF Feasibility Studies,Fees-Surveys,1850
LBHF,GC Live Ltd,3009202317048,45154,Large Events - Open Spaces,Acc&Facilities Hire,37500
LBHF,British Assessment Bureau Limited,3009202317049,45154,HRA Mechanical & Electrical Management,Training Expenses,2700
LBHF,Graceful Care Ltd,3009202317050,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1082.4
LBHF,Graceful Care Ltd,3009202317051,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,608.25
LBHF,Graceful Care Ltd,3009202317052,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,386.15
LBHF,Graceful Care Ltd,3009202317053,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,171.9
LBHF,Graceful Care Ltd,3009202317054,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1203.25
LBHF,Graceful Care Ltd,3009202317055,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1203.25
LBHF,Graceful Care Ltd,3009202317056,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317057,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,862.4
LBHF,Graceful Care Ltd,3009202317058,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,164.15
LBHF,Graceful Care Ltd,3009202317059,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,689.45
LBHF,Graceful Care Ltd,3009202317060,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,783.2
LBHF,Graceful Care Ltd,3009202317061,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,695.2
LBHF,Graceful Care Ltd,3009202317062,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,457.6
LBHF,Graceful Care Ltd,3009202317063,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1457.87
LBHF,Graceful Care Ltd,3009202317064,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,728.93
LBHF,Graceful Care Ltd,3009202317065,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,140.8
LBHF,Graceful Care Ltd,3009202317066,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,985.6
LBHF,Graceful Care Ltd,3009202317067,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,528
LBHF,Graceful Care Ltd,3009202317068,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1566.4
LBHF,Graceful Care Ltd,3009202317069,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1566.4
LBHF,Graceful Care Ltd,3009202317070,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317071,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317072,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,369.6
LBHF,Graceful Care Ltd,3009202317073,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,176
LBHF,Graceful Care Ltd,3009202317074,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317075,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317076,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,17.38
LBHF,Graceful Care Ltd,3009202317077,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,973.3
LBHF,Graceful Care Ltd,3009202317078,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,69.52
LBHF,Graceful Care Ltd,3009202317079,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,66.2
LBHF,Graceful Care Ltd,3009202317080,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317081,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,492.8
LBHF,Graceful Care Ltd,3009202317082,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,3559.11
LBHF,Graceful Care Ltd,3009202317083,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1016.89
LBHF,Graceful Care Ltd,3009202317084,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,2167
LBHF,Graceful Care Ltd,3009202317085,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,2167
LBHF,Graceful Care Ltd,3009202317086,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,990.64
LBHF,Graceful Care Ltd,3009202317087,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,100.56
LBHF,Graceful Care Ltd,3009202317088,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1284.8
LBHF,Graceful Care Ltd,3009202317089,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1478.4
LBHF,Graceful Care Ltd,3009202317090,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1469.6
LBHF,Graceful Care Ltd,3009202317091,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,985.6
LBHF,Graceful Care Ltd,3009202317092,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,422.4
LBHF,Graceful Care Ltd,3009202317093,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1108.8
LBHF,Graceful Care Ltd,3009202317094,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,985.6
LBHF,Graceful Care Ltd,3009202317095,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,268.8
LBHF,Graceful Care Ltd,3009202317096,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,100.8
LBHF,Graceful Care Ltd,3009202317097,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1038.4
LBHF,Graceful Care Ltd,3009202317098,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1108.8
LBHF,Graceful Care Ltd,3009202317099,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,144.16
LBHF,Graceful Care Ltd,3009202317100,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,67.04
LBHF,Graceful Care Ltd,3009202317101,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,985.6
LBHF,Graceful Care Ltd,3009202317102,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,176
LBHF,Graceful Care Ltd,3009202317103,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,492.8
LBHF,Graceful Care Ltd,3009202317104,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,748
LBHF,Graceful Care Ltd,3009202317105,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,880
LBHF,Graceful Care Ltd,3009202317106,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1235.36
LBHF,Graceful Care Ltd,3009202317107,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317108,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,67.04
LBHF,Graceful Care Ltd,3009202317109,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,755.76
LBHF,Graceful Care Ltd,3009202317110,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,529.04
LBHF,Graceful Care Ltd,3009202317111,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1478.4
LBHF,Graceful Care Ltd,3009202317112,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1478.4
LBHF,Graceful Care Ltd,3009202317113,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,862.4
LBHF,Graceful Care Ltd,3009202317114,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1355.2
LBHF,Graceful Care Ltd,3009202317115,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317116,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1467.84
LBHF,Graceful Care Ltd,3009202317117,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,978.56
LBHF,Graceful Care Ltd,3009202317118,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1724.8
LBHF,Graceful Care Ltd,3009202317119,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,123.2
LBHF,Graceful Care Ltd,3009202317120,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1232
LBHF,Graceful Care Ltd,3009202317121,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,619.36
LBHF,Graceful Care Ltd,3009202317122,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,52.8
LBHF,Graceful Care Ltd,3009202317123,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,67.04
LBHF,Graceful Care Ltd,3009202317124,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,369.6
LBHF,Graceful Care Ltd,3009202317125,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,316.8
LBHF,Graceful Care Ltd,3009202317126,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,748.83
LBHF,Graceful Care Ltd,3009202317127,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,80.23
LBHF,Graceful Care Ltd,3009202317128,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,50.94
LBHF,Graceful Care Ltd,3009202317129,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616
LBHF,Graceful Care Ltd,3009202317130,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,369.6
LBHF,Graceful Care Ltd,3009202317131,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,123.2
LBHF,Graceful Care Ltd,3009202317132,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,422.4
LBHF,Graceful Care Ltd,3009202317133,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616
LBHF,Graceful Care Ltd,3009202317134,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,132.8
LBHF,Graceful Care Ltd,3009202317135,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,597.6
LBHF,Graceful Care Ltd,3009202317136,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1364
LBHF,Graceful Care Ltd,3009202317137,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1029.6
LBHF,Graceful Care Ltd,3009202317138,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1601.6
LBHF,Graceful Care Ltd,3009202317139,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,4083.2
LBHF,Graceful Care Ltd,3009202317140,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1592.8
LBHF,Graceful Care Ltd,3009202317141,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1592.8
LBHF,Graceful Care Ltd,3009202317142,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,184.34
LBHF,Graceful Care Ltd,3009202317143,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,117.02
LBHF,Graceful Care Ltd,3009202317144,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,860.24
LBHF,Graceful Care Ltd,3009202317145,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,109.01
LBHF,Graceful Care Ltd,3009202317146,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1017.39
LBHF,Graceful Care Ltd,3009202317147,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1570.8
LBHF,Graceful Care Ltd,3009202317148,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1570.8
LBHF,Graceful Care Ltd,3009202317149,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317150,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1108.8
LBHF,Graceful Care Ltd,3009202317151,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1346.4
LBHF,Graceful Care Ltd,3009202317152,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1346.4
LBHF,Graceful Care Ltd,3009202317153,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,246.4
LBHF,Graceful Care Ltd,3009202317154,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616
LBHF,Graceful Care Ltd,3009202317155,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,70.4
LBHF,Graceful Care Ltd,3009202317156,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,988.96
LBHF,Graceful Care Ltd,3009202317157,45154,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,67.04
