Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
11/01/2024,2720200,43.20,BUNZL UK LTD T/A BUNZL CLEANING & HYGIENE SUPPLIES,027747,Commissioning & Asset Management,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,CLEANING & JANITORIAL.CLEANING MATERIALS
24/01/2024,2726935,43.20,GAP GROUP LIMITED,363866,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
05/01/2024,2718086,43.20,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
12/01/2024,2720933,43.12,JOINERY & TIMBER CREATIONS (65) LTD,403567,,,,,,,,,BUILDING MATERIALS.KITCHENS
18/01/2024,2724521,43.12,JOINERY & TIMBER CREATIONS (65) LTD,403567,,,,,,,,,BUILDING MATERIALS.KITCHENS
08/01/2024,2718753,43.07,Redacted Personal Data,387181,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
15/01/2024,2721603,43.07,Redacted Personal Data,387181,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
22/01/2024,2725418,43.07,Redacted Personal Data,387181,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
29/01/2024,2728214,43.07,Redacted Personal Data,387181,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
15/01/2024,2722004,43.07,PHYSICAL COMPANY LTD,253436,"Sport, Leisure & Community",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,SPORTS & PLAYGROUND EQUIPMENT.SPORTS EQUIPMENT
18/01/2024,2724475,43.00,CROSSLING & CO LTD,003416,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
23/01/2024,2726360,42.86,Redacted Personal Data,391284,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
30/01/2024,2730665,42.86,Redacted Personal Data,341520,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
30/01/2024,2730680,42.86,Redacted Personal Data,396197,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
30/01/2024,2730703,42.86,Redacted Personal Data,395093,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
10/01/2024,2720095,42.80,THE BECK COMPANY LIMITED,401616,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
18/01/2024,2724475,42.80,CROSSLING & CO LTD,003416,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
19/01/2024,2724736,42.51,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
08/01/2024,2718955,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,42.35,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
04/01/2024,2717816,42.24,GROUNDSMAN TOOLS & SUPPLIES,375882,Local Environmental Services,Environmental & Regulatory Services,105,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.HAND TOOLS
30/01/2024,2731004,42.14,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
30/01/2024,2731004,42.14,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
30/01/2024,2731004,42.14,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
30/01/2024,2731004,42.14,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
30/01/2024,2731004,42.14,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
30/01/2024,2731004,42.14,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
30/01/2024,2731004,42.14,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
08/01/2024,2718583,42.00,LIVING TO LEARN NORTH EAST LTD,404841,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
15/01/2024,2721458,42.00,LIVING TO LEARN NORTH EAST LTD,404841,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
22/01/2024,2725144,42.00,LIVING TO LEARN NORTH EAST LTD,404841,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
29/01/2024,2728149,42.00,LIVING TO LEARN NORTH EAST LTD,404841,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
05/01/2024,2718086,42.00,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
18/01/2024,2724475,42.00,CROSSLING & CO LTD,003416,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
26/01/2024,2727586,41.98,REXEL UK LTD,347413,,,,,,,,,STATIONERY.STATIONERY
26/01/2024,2727586,41.98,REXEL UK LTD,347413,,,,,,,,,STATIONERY.STATIONERY
11/01/2024,2720200,41.90,BUNZL UK LTD T/A BUNZL CLEANING & HYGIENE SUPPLIES,027747,Commissioning & Asset Management,Unallocated,N/A,Premises-Related Expenditure,502,Cleaning and Domestic Supplies,5012,Revenue,CLEANING & JANITORIAL.CLEANING MATERIALS
08/01/2024,2718631,41.76,Redacted Personal Data,386764,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721696,41.76,Redacted Personal Data,386764,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725319,41.76,Redacted Personal Data,386764,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728297,41.76,Redacted Personal Data,386764,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718688,41.76,Redacted Personal Data,400301,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
08/01/2024,2718710,41.76,Redacted Personal Data,395724,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
15/01/2024,2721670,41.76,Redacted Personal Data,395724,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
22/01/2024,2725362,41.76,Redacted Personal Data,395724,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
29/01/2024,2728382,41.76,Redacted Personal Data,395724,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
02/01/2024,2716270,41.76,Redacted Personal Data,396215,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
09/01/2024,2720025,41.76,Redacted Personal Data,396215,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
16/01/2024,2724149,41.76,Redacted Personal Data,396215,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
23/01/2024,2726327,41.76,Redacted Personal Data,396215,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
30/01/2024,2730673,41.76,Redacted Personal Data,396215,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
16/01/2024,2723552,41.70,CROSSLING & CO LTD,003416,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
08/01/2024,2718603,41.68,Redacted Personal Data,379708,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
08/01/2024,2718606,41.68,Redacted Personal Data,398988,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
08/01/2024,2718811,41.68,Redacted Personal Data,380503,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718852,41.68,Redacted Personal Data,385754,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
15/01/2024,2721558,41.68,Redacted Personal Data,379708,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
15/01/2024,2721561,41.68,Redacted Personal Data,398988,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
15/01/2024,2721710,41.68,Redacted Personal Data,385754,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
15/01/2024,2721769,41.68,Redacted Personal Data,380503,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725254,41.68,Redacted Personal Data,379708,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
22/01/2024,2725257,41.68,Redacted Personal Data,398988,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
22/01/2024,2725459,41.68,Redacted Personal Data,380503,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725518,41.68,Redacted Personal Data,385754,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
29/01/2024,2728269,41.68,Redacted Personal Data,379708,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
29/01/2024,2728272,41.68,Redacted Personal Data,398988,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
29/01/2024,2728317,41.68,Redacted Personal Data,385754,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
29/01/2024,2728478,41.68,Redacted Personal Data,380503,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
30/01/2024,2730964,41.60,BIZOO LIMITED,389522,Regeneration & Economic Development,Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,ADVERTISING & MARKETING.EVENTS & PROMOTIONS
29/01/2024,2728054,41.60,THOMAS OWEN AND SONS LTD,015083,,,,,,,,,HEALTH & SAFETY.PRODUCTS
04/01/2024,2717771,41.42,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
26/01/2024,2727613,41.42,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
12/01/2024,2721017,41.30,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
08/01/2024,2718834,41.25,LEARNING DISABILITIES FEDERATION,350895,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
15/01/2024,2721894,41.25,LEARNING DISABILITIES FEDERATION,350895,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
22/01/2024,2725482,41.25,LEARNING DISABILITIES FEDERATION,350895,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
29/01/2024,2728501,41.25,LEARNING DISABILITIES FEDERATION,350895,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
26/01/2024,2727586,41.20,REXEL UK LTD,347413,,,,,,,,,STATIONERY.STATIONERY
04/01/2024,2717771,40.89,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
19/01/2024,2724736,40.89,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
26/01/2024,2727613,40.89,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
12/01/2024,2721017,40.80,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
22/01/2024,2725675,40.75,CROSSLING & CO LTD,003416,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
16/01/2024,2723923,40.63,Redacted Personal Data,398503,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
16/01/2024,2723923,40.63,Redacted Personal Data,398503,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
16/01/2024,2723923,40.63,Redacted Personal Data,398503,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
16/01/2024,2723923,40.63,Redacted Personal Data,398503,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
16/01/2024,2723923,40.63,Redacted Personal Data,398503,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.WELFARE
16/01/2024,2723552,40.50,CROSSLING & CO LTD,003416,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
19/01/2024,2724736,40.33,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
26/01/2024,2727613,40.33,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
31/01/2024,2731303,40.25,ASKEWS & HOLTS LIBRARY SERVICE LTD,313909,"Sport, Leisure & Community",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,SUBSCRIPTIONS & PUBLICATIONS.BOOKS & PUBLICATIONS
10/01/2024,2720095,40.20,THE BECK COMPANY LIMITED,401616,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
16/01/2024,2723961,40.09,Redacted Personal Data,399636,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
04/01/2024,2717759,40.06,JOINERY & TIMBER CREATIONS (65) LTD,403567,,,,,,,,,BUILDING MATERIALS.KITCHENS
04/01/2024,2717788,40.04,METALPOINT T/A ARNDALE ENGINEERING LTD,397743,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
04/01/2024,2717771,40.02,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
19/01/2024,2724736,40.02,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
19/01/2024,2724736,40.02,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
26/01/2024,2727613,40.02,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
09/01/2024,2719697,40.00,Redacted Personal Data,402655,Childrens,Children's & Education Services,103,Third Party Payments,505,Voluntary Associations,5040,Revenue,NON INFLUENCIBLE.WELFARE
02/01/2024,2717352,40.00,BRYAN CRISP & SON SPECIALIST SERVICES LIMITED,399128,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
16/01/2024,2723544,40.00,ASHTEAD PLANT HIRE CO LTD,398163,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,BUILDING MATERIALS.HAND TOOLS
12/01/2024,2721017,40.00,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
04/01/2024,2717816,39.84,GROUNDSMAN TOOLS & SUPPLIES,375882,Local Environmental Services,Environmental & Regulatory Services,105,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.HAND TOOLS
05/01/2024,2718086,39.80,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
04/01/2024,2717759,39.76,JOINERY & TIMBER CREATIONS (65) LTD,403567,,,,,,,,,BUILDING MATERIALS.KITCHENS
15/01/2024,2721627,39.68,Redacted Personal Data,395829,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
19/01/2024,2724752,39.60,REXEL UK LTD,347413,,,,,,,,,STATIONERY.STATIONERY
10/01/2024,2720122,39.50,J T DOVE LTD,004226,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
26/01/2024,2727576,39.50,1ST COVERALL COMPANY LIMITED,393273,,,,,,,,,CLOTHING.PROTECTIVE
11/01/2024,2720203,39.48,LYRECO LTD,336434,"Sport, Leisure & Community",Cultural & Related Services,104,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,STATIONERY.STATIONERY
08/01/2024,2718967,39.15,Redacted Personal Data,386018,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721842,39.15,Redacted Personal Data,386018,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725605,39.15,Redacted Personal Data,386018,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728452,39.15,Redacted Personal Data,386018,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
04/01/2024,2717771,39.15,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
04/01/2024,2717771,39.15,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
04/01/2024,2717771,39.15,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
22/01/2024,2725675,39.10,CROSSLING & CO LTD,003416,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
02/01/2024,2716270,39.09,Redacted Personal Data,396215,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
09/01/2024,2720025,39.09,Redacted Personal Data,396215,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
16/01/2024,2724149,39.09,Redacted Personal Data,396215,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
23/01/2024,2726327,39.09,Redacted Personal Data,396215,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
30/01/2024,2730673,39.09,Redacted Personal Data,396215,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
30/01/2024,2730707,39.00,Redacted Personal Data,393531,Childrens,Children's & Education Services,103,Third Party Payments,505,Voluntary Associations,5040,Revenue,NON INFLUENCIBLE.WELFARE
02/01/2024,2716709,39.00,Redacted Personal Data,387979,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
09/01/2024,2719890,39.00,Redacted Personal Data,387979,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
16/01/2024,2724070,39.00,Redacted Personal Data,387979,Childrens,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
26/01/2024,2727626,39.00,G B SPORT & LEISURE,381306,"Sport, Leisure & Community",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,SPORTS & PLAYGROUND EQUIPMENT.SPORTS EQUIPMENT
15/01/2024,2722004,38.87,PHYSICAL COMPANY LTD,253436,"Sport, Leisure & Community",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,SPORTS & PLAYGROUND EQUIPMENT.SPORTS EQUIPMENT
31/01/2024,2731282,38.81,NHS SUPPLY CHAIN,381488,Public Health,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,PUBLIC HEALTH.HEALTHCARE EQUIPMENT
10/01/2024,2720095,38.60,THE BECK COMPANY LIMITED,401616,,,,,,,,,BUILDING MATERIALS.GENERAL MATERIALS
08/01/2024,2718655,38.56,NORTH TYNESIDE COUNCIL,102767,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
15/01/2024,2721506,38.56,NORTH TYNESIDE COUNCIL,102767,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
22/01/2024,2725284,38.56,NORTH TYNESIDE COUNCIL,102767,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
29/01/2024,2728120,38.56,NORTH TYNESIDE COUNCIL,102767,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.PUBLIC SECTOR
15/01/2024,2721536,38.44,Redacted Personal Data,396169,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
22/01/2024,2725232,38.44,Redacted Personal Data,396169,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
29/01/2024,2728248,38.44,Redacted Personal Data,396169,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
04/01/2024,2717771,38.28,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
04/01/2024,2717771,38.28,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
12/01/2024,2720933,38.28,JOINERY & TIMBER CREATIONS (65) LTD,403567,,,,,,,,,BUILDING MATERIALS.KITCHENS
16/01/2024,2723508,38.28,JOINERY & TIMBER CREATIONS (65) LTD,403567,,,,,,,,,BUILDING MATERIALS.KITCHENS
18/01/2024,2724521,38.28,JOINERY & TIMBER CREATIONS (65) LTD,403567,,,,,,,,,BUILDING MATERIALS.KITCHENS
19/01/2024,2724736,38.28,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
19/01/2024,2724736,38.28,NORTH EASTERN GLASS LTD,014492,,,,,,,,,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
