Transparency Report - December 2024,,,,,
Date,Supplier,Department ,CC Description,Ledger Code,Amount
18/12/2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
18/12/2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
18/12/2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
18/12/2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
18/12/2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
18/12/2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£456.45
18/12/2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,560.00"
18/12/2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£860.00
18/12/2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
18/12/2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£660.00
18/12/2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
18/12/2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£740.00
18/12/2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,360.45"
18/12/2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
18/12/2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£700.00
19/12/2024,J & B Electrical Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£855.00
19/12/2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£750.00
19/12/2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£825.00
19/12/2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,297.69"
19/12/2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£346.25
19/12/2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£736.32
19/12/2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£300.00
19/12/2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£320.00
19/12/2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£300.00
19/12/2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£360.00
03/12/2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£984.32
12/12/2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£962.61
13/12/2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£696.92
17/12/2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£546.78
22/12/2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£515.68
23/12/2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£351.23
26/12/2024,Fascia & Glazing Supplies,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£352.50
26/12/2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£995.60
26/12/2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£534.37
27/12/2024,Sentry Doors Ltd,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,"£1,268.00"
28/12/2024,Jewson,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£350.00
28/12/2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£995.60
28/12/2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£465.32
28/12/2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£400.29
28/12/2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£528.08
28/12/2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,"£1,143.55"
02/12/2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£945.00
02/12/2024,Freeview UK Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,200.00"
05/12/2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,520.00"
05/12/2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,520.00"
05/12/2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£2,250.00"
12/12/2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£945.00
16/12/2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£550.00
18/12/2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£945.00
18/12/2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£2,850.00"
18/12/2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,520.00"
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
13/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
17/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
17/12/2024,New Century Doors Ltd,Population Wellbeing,Gerda Marsh Farm,Purchase Of Material,£885.00
03/12/2024,H McIntyre & Sons Ltd,Population Wellbeing,Special projects,Purchase Of Materials,£316.00
03/12/2024,H McIntyre & Sons Ltd,Population Wellbeing,Special projects,Purchase Of Materials,£395.00
03/12/2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Special projects,Purchase Of Materials,£318.24
04/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Special projects,Purchase Of Materials,£358.35
17/12/2024,Fascia & Glazing Supplies,Population Wellbeing,Special projects,Purchase Of Materials,£257.90
04/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,550.00"
04/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,750.00"
04/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
06/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,550.00"
06/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,750.00"
06/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
20/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
20/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,550.00"
20/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,750.00"
20/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
27/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,550.00"
27/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,750.00"
27/12/2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
05/12/2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£30,000.00"
05/12/2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£3,780.00"
05/12/2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,£720.00
12/12/2024,J & B Electrical Ltd,Population Wellbeing,Contracts Team Special Projects,Sub-Contractors,"£4,500.00"
16/12/2024,County Security Services Ltd,Population Wellbeing,Contracts Team Special Projects,Sub-Contractors,£636.00
18/12/2024,Beldoms skip hire,Population Wellbeing,Contracts Team Special Projects,Sub-Contractors,£330.00
18/12/2024,Electra Fit Ltd,Population Wellbeing,Contracts Team Special Projects,Sub-Contractors,"£3,962.96"
18/12/2024,Electra Fit Ltd,Population Wellbeing,Contracts Team Special Projects,Sub-Contractors,"£2,203.61"
22/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£724.87
23/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,"£1,794.00"
23/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£897.00
23/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£294.40
27/12/2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Buckle Close,Materials,£370.84
28/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£445.18
02/12/2024,Groundwork East,Population Wellbeing,Buckle Close,Sub-Contractors,"£3,140.00"
05/12/2024,Drilltec Limited,Population Wellbeing,Buckle Close,Sub-Contractors,"£2,717.52"
12/12/2024,Interval Films Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,£750.00
19/12/2024,Southern Cranes & Access Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£2,675.00"
02/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,£445.18
02/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£1,906.20"
03/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£2,288.27"
03/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£1,704.01"
03/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£1,626.54"
24/12/2024,Granville Tool Hire,Population Wellbeing,Freemans Green,Purchase Of Materials,£700.00
26/12/2024,Jewson,Population Wellbeing,Freemans Green,Purchase Of Materials,£450.81
26/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,£999.77
26/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£2,288.27"
26/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,£357.65
28/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,£480.00
28/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,£587.70
28/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,£650.00
28/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,£556.48
28/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£1,789.03"
28/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,£774.96
28/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£3,588.00"
28/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,£769.20
02/12/2024,J & B Electrical Ltd,Population Wellbeing,Freemans Green,Contractors,"£53,131.18"
05/12/2024,Gotch Saunders & Surridge,Population Wellbeing,Freemans Green,Contractors,"£2,249.40"
05/12/2024,Beldoms skip hire,Population Wellbeing,Freemans Green,Contractors,£525.00
05/12/2024,Beldoms skip hire,Population Wellbeing,Freemans Green,Contractors,£775.00
05/12/2024,PJH Co. Ltd,Population Wellbeing,Freemans Green,Contractors,"£20,766.65"
09/12/2024,PJH Co. Ltd,Population Wellbeing,Freemans Green,Contractors,"£3,253.34"
12/12/2024,Round Green LTD,Population Wellbeing,Freemans Green,Contractors,"£5,291.00"
16/12/2024,Beldoms skip hire,Population Wellbeing,Freemans Green,Contractors,£500.00
16/12/2024,Redacted Personal Payment,Population Wellbeing,Freemans Green,Contractors,£500.00
18/12/2024,Julian Paving Ltd,Population Wellbeing,Freemans Green,Contractors,"£82,343.11"
18/12/2024,Broome Signs,Population Wellbeing,Freemans Green,Contractors,£303.60
02/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Taylor Street,Purchase Of Materials - 2,"£5,014.00"
18/12/2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Taylor Street,Purchase Of Materials - 2,"£5,014.00"
02/12/2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£3,043.00"
02/12/2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£3,043.00"
02/12/2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£3,543.00"
16/12/2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£4,436.03"
18/12/2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£2,440.00"
26/12/2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£530.00
26/12/2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£530.00
26/12/2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£530.00
26/12/2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£520.00
26/12/2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£520.00
26/12/2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
26/12/2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
26/12/2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
26/12/2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
26/12/2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
17/12/2024,Fascia & Glazing Supplies,Population Wellbeing,Fascias and Gutters,Purchase Of Materials,£277.18
17/12/2024,Fascia & Glazing Supplies,Population Wellbeing,Fascias and Gutters,Purchase Of Materials,£817.37
02/12/2024,Angle Scaffolding Ltd,Population Wellbeing,Fascias and Gutters,Sub-Contractors,£884.00
09/12/2024,Angle Scaffolding Ltd,Population Wellbeing,Fascias and Gutters,Sub-Contractors,"£2,066.00"
05/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£805.00
05/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£805.00
05/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£690.00
05/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£690.00
05/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£690.00
05/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£575.00
05/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£690.00
05/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£855.00
09/12/2024,Angle Scaffolding Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,"£7,000.00"
18/12/2024,Angle Scaffolding Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,"£12,556.00"
18/12/2024,Beldoms skip hire,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£270.00
19/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£690.00
19/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£805.00
19/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£805.00
19/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£750.00
19/12/2024,J & B Electrical Ltd,Population Wellbeing,Windows - Other Contracts,Sub-Contractors,£805.00
03/12/2024,Glazerite Windows Ltd,Population Wellbeing,Windows Contract - Housing,Direct Purchases - Supplies,£747.68
03/12/2024,Glazerite Windows Ltd,Population Wellbeing,Windows Contract - Housing,Direct Purchases - Supplies,"£1,577.50"
03/12/2024,Glazerite Windows Ltd,Population Wellbeing,Windows Contract - Housing,Direct Purchases - Supplies,"£1,677.53"
03/12/2024,JCL Glass Limited,Population Wellbeing,Windows Contract - Housing,Direct Purchases - Supplies,£483.16
03/12/2024,JCL Glass Limited,Population Wellbeing,Windows Contract - Housing,Direct Purchases - Supplies,£525.02
04/12/2024,JCL Glass Limited,Population Wellbeing,Windows Contract - Housing,Direct Purchases - Supplies,£483.16
04/12/2024,JCL Glass Limited,Population Wellbeing,Windows Contract - Housing,Direct Purchases - Supplies,£483.16
04/12/2024,JCL Glass Limited,Population Wellbeing,Windows Contract - Housing,Direct Purchases - Supplies,£483.16
04/12/2024,JCL Glass Limited,Population Wellbeing,Windows Contract - Housing,Direct Purchases - Supplies,£525.02
04/12/2024,JCL Glass Limited,Population Wellbeing,Windows Contract - Housing,Direct Purchases - Supplies,£525.02
09/12/2024,JCL Glass Limited,Population Wellbeing,Windows Contract - Housing,Direct Purchases - Supplies,£483.16
