Transparency Report - October 2024,,,,,
Date,Suppliers,Department ,CC Description,Ledger Code,Value £
 18-Oct-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£7,700.00"
 18-Oct-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£8,500.00"
 18-Oct-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,953.00"
 18-Oct-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,852.00"
 18-Oct-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,000.00"
 18-Oct-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£3,906.00"
 18-Oct-2024,Mears Housing Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 18-Oct-2024,Mears Housing Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£960.00
 18-Oct-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£12,754.00"
 18-Oct-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,200.00"
 18-Oct-2024,Chapel Green Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£28,090.00"
 18-Oct-2024,Chapel Green Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,620.00"
 18-Oct-2024,T L Properties,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£46,785.00"
 18-Oct-2024,VA Property Consultants,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£13,050.00"
 18-Oct-2024,Investment Properties (GB) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£2,900.00"
 18-Oct-2024,Rent Connect Housing Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£36,150.00"
 18-Oct-2024,Swift Accommodation,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£3,650.00"
 18-Oct-2024,Sai Aryan Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£8,760.00"
 18-Oct-2024,Centennial Property Limited (trading as The Housin,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£11,850.00"
 18-Oct-2024,Cromwood Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,030.00"
 18-Oct-2024,Land & Property Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£4,200.00"
 18-Oct-2024,Grange Homes Estate Agents,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,440.00"
 18-Oct-2024,My Estate,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,150.00"
 18-Oct-2024,My Estate,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£9,794.00"
 18-Oct-2024,Bellister Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 18-Oct-2024,County Private Client Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£85,155.00"
 19-Oct-2024,T L Properties,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£750.00
 19-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,080.00"
 19-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 20-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 21-Oct-2024,Swift Accommodation,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£12,450.00"
 21-Oct-2024,Anacreonte Properties Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£13,055.00"
 21-Oct-2024,Bedfordshire Accomm Bureau Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£106,891.10"
 21-Oct-2024,ORBIS PROTECT LIMITED,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£312.20
 22-Oct-2024,Jardan Cooke Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£810.00
 22-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 24-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,200.00"
 25-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,700.00"
 26-Oct-2024,Simply Move Estate and Lettings Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 26-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,200.00"
 27-Oct-2024,Build Let LLP,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£17,500.00"
 27-Oct-2024,Build Let LLP,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£29,687.50"
 27-Oct-2024,Mears Housing Management Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£96,678.40"
 27-Oct-2024,Thackeray Lettings Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£64,740.00"
 27-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 27-Oct-2024,Aztec Financial Services(Jesery) Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£6,699.01"
 27-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 27-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£825.00
 27-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£950.00
 27-Oct-2024,Bedfordshire Accomm Bureau Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,938.00"
 27-Oct-2024,Bedfordshire Accomm Bureau Limited,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,620.00"
 27-Oct-2024,Land Assist Investments Ltd,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,211.81"
 28-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,300.00"
 28-Oct-2024,RESI Capital Management (Wesley House),Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£104,661.45"
 28-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,100.00"
 28-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,£775.00
 28-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£1,400.00"
 30-Oct-2024,My Estate,Population Wellbeing,Homelessness,Temporary Accommodation Costs,"£9,353.00"
 02-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Unaffordable Rent,"£2,433.00"
 03-Oct-2024,Chapel Green Properties Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,"£2,822.80"
 03-Oct-2024,Paradigm Housing,Population Wellbeing,Homelessness,Unaffordable Rent,£767.57
 05-Oct-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,£383.32
 05-Oct-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,£424.99
 07-Oct-2024,Chapel Green Properties Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,"£2,822.80"
 07-Oct-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,Unaffordable Rent,"£2,000.00"
 07-Oct-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,Unaffordable Rent,£850.00
 11-Oct-2024,Spicerhaart Residential Lettings Client Deposit Ac,Population Wellbeing,Homelessness,Unaffordable Rent,"£1,938.46"
 12-Oct-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,"£5,000.00"
 12-Oct-2024,Primrose Estates Limited,Population Wellbeing,Homelessness,Unaffordable Rent,£820.00
 12-Oct-2024,P & R Property,Population Wellbeing,Homelessness,Unaffordable Rent,"£3,000.00"
 14-Oct-2024,DPS Group Lettings Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,"£3,400.00"
 14-Oct-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,"£4,000.00"
 18-Oct-2024,Keystone Luton Estate Agents,Population Wellbeing,Homelessness,Unaffordable Rent,"£4,900.00"
 18-Oct-2024,Luton Accommodation Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,"£1,300.00"
 18-Oct-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,"£3,000.00"
 18-Oct-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,Unaffordable Rent,£590.76
 21-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Unaffordable Rent,"£2,700.00"
 23-Oct-2024,Hightown Housing Association,Population Wellbeing,Homelessness,Unaffordable Rent,£735.92
 23-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,Unaffordable Rent,"£4,600.00"
 23-Oct-2024,ELMLODGE PROPERTY MANAGEMENT LTD,Population Wellbeing,Homelessness,Unaffordable Rent,"£2,100.00"
 25-Oct-2024,Bedfordshire Accommodation Bureau,Population Wellbeing,Homelessness,Unaffordable Rent,"£6,975.00"
 25-Oct-2024,HELP2HOME LTD,Population Wellbeing,Homelessness,Unaffordable Rent,"£7,500.00"
 29-Oct-2024,Hightown Housing Association,Population Wellbeing,Homelessness,Unaffordable Rent,"£1,251.04"
 31-Oct-2024,opel Estates,Population Wellbeing,Homelessness,Unaffordable Rent,"£2,400.00"
 18-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Barristers Fees,"£2,750.00"
 03-Oct-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,£391.65
 04-Oct-2024,Focus Furnishing,Population Wellbeing,Homelessness,HB Assessors Payment,£332.60
 05-Oct-2024,Joe Graham & Son Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,£383.32
 14-Oct-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,"£5,000.00"
 14-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,HB Assessors Payment,"£4,000.00"
 18-Oct-2024,LIZB & CHE PROPERTIES LTD,Population Wellbeing,Homelessness,HB Assessors Payment,"£7,099.86"
 18-Oct-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,HB Assessors Payment,"£1,800.00"
 18-Oct-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,HB Assessors Payment,"£2,000.00"
 18-Oct-2024,Sams & S Company LTD,Population Wellbeing,Homelessness,HB Assessors Payment,£450.00
 18-Oct-2024,Anthony Gold Solicitors LLP,Population Wellbeing,Homelessness,HB Assessors Payment,"£2,400.00"
 18-Oct-2024,Bridge Housing Solutions Ltd,Population Wellbeing,Homelessness,HB Assessors Payment,"£4,000.00"
 19-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,HB Assessors Payment,£620.00
 19-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness,HB Assessors Payment,£620.00
 27-Oct-2024,Bedfordshire Accomm Bureau Limited,Population Wellbeing,Homelessness,HB Assessors Payment,"£2,000.00"
 10-Oct-2024,NowMedical,Population Wellbeing,Homelessness,Storage Facility,"£1,430.00"
 03-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Miscellaneous Expense,"£2,750.00"
 07-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Miscellaneous Expense,"£2,750.00"
 14-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Miscellaneous Expense,"£2,750.00"
 18-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Miscellaneous Expense,"£2,200.00"
 18-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Miscellaneous Expense,"£2,750.00"
 18-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Miscellaneous Expense,"£2,750.00"
 18-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Miscellaneous Expense,"£2,750.00"
 18-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Miscellaneous Expense,"£2,200.00"
 21-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Miscellaneous Expense,"£2,750.00"
 21-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Miscellaneous Expense,"£2,750.00"
 21-Oct-2024,Park Avenue,Population Wellbeing,Homelessness,Miscellaneous Expense,"£2,750.00"
 14-Oct-2024,Keystage Housing,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,"Keystage - HARRP, Cherry Woods, AFO","£165,000.00"
 02-Oct-2024,Redacted Personal Payment,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,PRS Personalisation fund,£500.00
 04-Oct-2024,Joe Graham & Son Ltd,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,PRS Personalisation fund,£469.99
 12-Oct-2024,Keystone Luton Estate Agents,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,PRS Personalisation fund,£700.00
 12-Oct-2024,Red & Black Ltd,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,PRS Personalisation fund,"£1,400.00"
 01-Oct-2024,Signposts (Luton),Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,Signposts Outreach/inreach,"£26,711.75"
 12-Oct-2024,The Specialist Cleaning Group Ltd,Population Wellbeing,MHCLG Rapid Rehousing Pathway Fund,Women`s Navigators & SWEP,£746.67
 10-Oct-2024,County Security Services Ltd,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,"£1,818.55"
 14-Oct-2024,Scutum East Ltd,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,£272.95
 14-Oct-2024,Scutum East Ltd,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,£682.37
 16-Oct-2024,Scutum East Ltd,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,£272.95
 16-Oct-2024,Scutum East Ltd,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,£338.21
 16-Oct-2024,Scutum East Ltd,Population Wellbeing,TAPS,Reactive Repair & Maintenance  - General,£682.37
 01-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 01-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 03-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 04-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 06-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 06-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 07-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 08-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 09-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 10-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 13-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 16-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 17-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 18-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 18-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
 20-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£350.00
 22-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,"£1,000.00"
 23-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,"£1,050.00"
 23-Oct-2024,Redacted Personal Payment,Population Wellbeing,Homelessness for Ukraine,Accommodation related payments,£500.00
