Transparency Report March 2024,,,,,
Date,Supplier,Dept,CC Description,Ledger Code,Value £
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,-£569.58
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£2,527.20"
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,-£569.58
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£949.30
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£854.37
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,-£854.37
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"-£1,139.16"
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,-£418.04
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"£1,045.10"
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"-£2,090.20"
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"-£1,463.14"
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"-£2,090.20"
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"-£1,985.69"
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,£940.59
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"-£1,881.18"
 25-Mar-2024,The Georgiana,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Res Care Homes - Pymts,"-£2,299.22"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£2,462.32"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,£879.40
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,£439.70
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£2,822.68"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,£302.43
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£3,111.36"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£4,457.14"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£4,800.00"
 08-Mar-2024,Rosalyn House (SAH Nursing Homes Ltd),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,£557.14
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"-£1,008.10"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"-£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"-£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"-£2,666.88"
 08-Mar-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£3,956.00"
 08-Mar-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,£847.71
 08-Mar-2024,Health & Care Services (NW) Limited t/as Potton Ho,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£4,800.00"
 08-Mar-2024,Hamberley Care 1 Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,£665.14
 08-Mar-2024,Hamberley Care 1 Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£5,321.14"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£3,521.16"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£2,515.11"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£3,521.16"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£2,389.36"
 13-Mar-2024,Rosalyn House (SAH Nursing Homes Ltd),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector-Nursing Homes-Short Stay,"£13,714.28"
 06-Mar-2024,One Housing Group Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,629.16"
 08-Mar-2024,Orchard Lodge Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£2,400.00"
 08-Mar-2024,Orchard Lodge Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£3,200.00"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,St Marys Nursing Centre,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,Shires Healthcare (Woodside) Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,488.00"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,931.20"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,£739.65
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,931.20"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,791.36"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,£280.08
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£4,800.00"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£4,800.00"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£4,800.00"
 08-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,-£685.71
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,666.88"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,682.56"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£1,411.34"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£1,008.10"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 08-Mar-2024,HC-One Oval Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,682.56"
 08-Mar-2024,Kimbolton Lodge,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,260.00"
 08-Mar-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,780.00"
 08-Mar-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,142.04"
 08-Mar-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 08-Mar-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,444.72"
 08-Mar-2024,Pressbeau Ltd - Village Green Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,801.16"
 08-Mar-2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,400.00"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,822.68"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,-£333.36
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,111.36"
 12-Mar-2024,Widecombe Nursing Home,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£3,447.92"
 19-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£2,571.43"
 19-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"£4,800.00"
 19-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,£685.71
 19-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,-£739.65
 19-Mar-2024,Apex Homes Limited,Population Wellbeing,Physical/Mobility Impairment (65+),Independ Sector - Nursing Homes - Pymts,"-£1,923.09"
 08-Mar-2024,Redacted Personal Payment,Population Wellbeing,Physical/Mobility Impairment (65+),Supported Living,"£1,996.68"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,223.74"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£650.37
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,242.68"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,026.90"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,237.17"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,222.50"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£284.24
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,265.96"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£681.78
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£410.76
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£321.99
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£254.28
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,184.00"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,074.22"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£689.49
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£577.02
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£415.65
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£586.80
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£586.80
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,136.55"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£550.99
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£572.13
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£684.60
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,003.07"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£690.87
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£602.09
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,364.31"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£553.19
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£860.64
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,262.24"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,018.78"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£953.55
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£808.71
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,097.64"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£596.58
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£518.41
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£959.06
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,086.27"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£861.75
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£370.82
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,687.05"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£415.65
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£684.60
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£827.03
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£912.37
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,232.90"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£463.52
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£966.16
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£546.31
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£728.14
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,493.11"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,515.90"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£689.77
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£684.60
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£870.29
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£968.22
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,237.17"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£919.32
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£961.96
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,305.63"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,203.01"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£660.15
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£923.25
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£680.33
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,203.01"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£954.79
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,237.17"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,138.20"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£617.12
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£914.43
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£966.85
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£539.70
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,305.63"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,515.90"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,478.44"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,010.24"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£684.60
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£954.79
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,202.94"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£808.71
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,447.44"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,584.36"
 08-Mar-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,610.05"
