Transparency Report September 2024,,,,,
Date,Suppliers,Department ,CC Description,Ledger Code,Value £
 10-Sep-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£256.00
 10-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£425.00
 10-Sep-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£980.00
 10-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,510.00"
 10-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,245.00"
 10-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,140.00"
 12-Sep-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£376.31
 12-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 12-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£850.00
 12-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£850.00
 12-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 12-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 12-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£900.00
 16-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,682.81"
 16-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 16-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 16-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 16-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 16-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£436.00
 16-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 16-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£265.00
 16-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 16-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£436.00
 16-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 16-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,115.00"
 16-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,360.00"
 16-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,000.00"
 16-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£407.36
 16-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,100.00"
 16-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£925.00
 19-Sep-2024,Abbey Preservation Company Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,810.00"
 19-Sep-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£720.00
 19-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 19-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 19-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£800.00
 19-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£800.00
 19-Sep-2024,PPM Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£840.00
 19-Sep-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£695.00
 19-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£480.00
 19-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,296.29"
 19-Sep-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£4,000.00"
 19-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,843.62"
 19-Sep-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,368.00"
 19-Sep-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,080.00"
 23-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£436.00
 23-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£436.00
 23-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 23-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 23-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 23-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£368.00
 23-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 23-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£900.00
 23-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£560.00
 23-Sep-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 23-Sep-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 02-Sep-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£597.39
 02-Sep-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£452.00
 04-Sep-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£968.11
 08-Sep-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,"£1,194.72"
 13-Sep-2024,Howden Joinery Limited,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£277.50
 19-Sep-2024,Fascia & Glazing Supplies,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,"£1,162.74"
 20-Sep-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£431.73
 20-Sep-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£669.75
 23-Sep-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,"£1,850.03"
 24-Sep-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£706.32
 25-Sep-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£959.40
 26-Sep-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£519.60
 26-Sep-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£690.65
 26-Sep-2024,Window Parts Ltd,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£267.35
 26-Sep-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£958.50
 02-Sep-2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£450.00
 02-Sep-2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,200.00"
 02-Sep-2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,000.00"
 02-Sep-2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,650.00"
 04-Sep-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£2,800.00"
 05-Sep-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£4,630.00"
 05-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£950.00
 05-Sep-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,575.00"
 05-Sep-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,575.00"
 05-Sep-2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£5,450.00"
 05-Sep-2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£300.00
 05-Sep-2024,Dycol Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£430.00
 10-Sep-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£2,150.00"
 10-Sep-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,575.00"
 12-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£500.00
 12-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,620.00"
 19-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,620.00"
 19-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,£450.00
 19-Sep-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,520.00"
 19-Sep-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,575.00"
 19-Sep-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£2,850.00"
 19-Sep-2024,Ants Group Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£45,265.20"
 23-Sep-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£3,200.00"
 03-Sep-2024,CLERAUNE PLANT TRAINING LTD,Population Wellbeing,Special projects,Staff Training,£350.00
 25-Sep-2024,CLERAUNE PLANT TRAINING LTD,Population Wellbeing,Special projects,Staff Training,£350.00
 28-Sep-2024,CLERAUNE PLANT TRAINING LTD,Population Wellbeing,Special projects,Staff Training,£500.00
 28-Sep-2024,CLERAUNE PLANT TRAINING LTD,Population Wellbeing,Special projects,Staff Training,£350.00
 05-Sep-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,975.00"
 05-Sep-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,370.00"
 05-Sep-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,400.00"
 05-Sep-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,725.00"
 13-Sep-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
 13-Sep-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,730.00"
 13-Sep-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,060.00"
 13-Sep-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,750.00"
 19-Sep-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,125.00"
 19-Sep-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£1,750.00"
 19-Sep-2024,The Oyster Partnership Ltd,Population Wellbeing,Special projects,Miscellaneous Expenses,"£2,575.00"
 19-Sep-2024,JCL Glass Limited,Population Wellbeing,Special projects,Sub-Contractors,"£6,763.56"
 23-Sep-2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,£770.00
 23-Sep-2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£2,475.00"
 12-Sep-2024,Electra Fit Ltd,Population Wellbeing,Contracts Team Special Projects,Sub-Contractors,"£7,996.00"
 12-Sep-2024,Electra Fit Ltd,Population Wellbeing,Contracts Team Special Projects,Sub-Contractors,"£1,941.96"
 12-Sep-2024,Electra Fit Ltd,Population Wellbeing,Contracts Team Special Projects,Sub-Contractors,£350.00
 23-Sep-2024,Electra Fit Ltd,Population Wellbeing,Contracts Team Special Projects,Sub-Contractors,£400.00
 20-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,"£2,242.50"
 20-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£428.84
 20-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£389.02
 20-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£897.00
 20-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£445.18
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,"£1,525.00"
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,"£1,707.75"
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£287.44
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£332.80
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£289.71
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,"£1,173.00"
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£552.00
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,"£1,366.20"
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,"£1,524.96"
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£921.17
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£289.71
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£906.09
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£378.94
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£454.36
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£569.25
 04-Sep-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£14,412.00"
 04-Sep-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£5,200.00"
 04-Sep-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£3,400.00"
 04-Sep-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£3,000.00"
 04-Sep-2024,Action Dry ES Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£2,740.00"
 04-Sep-2024,Manor Interior Solutions,Population Wellbeing,Buckle Close,Sub-Contractors,"£36,925.51"
 04-Sep-2024,Andrew Sykes Hire Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£4,897.43"
 04-Sep-2024,Andrew Sykes Hire Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£3,914.98"
 04-Sep-2024,CoolerAid Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,£268.65
 09-Sep-2024,Interval Films Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,£600.00
 23-Sep-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,£400.00
 23-Sep-2024,Andrew Sykes Hire Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£2,938.53"
 23-Sep-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£18,240.00"
 23-Sep-2024,Manor Interior Solutions,Population Wellbeing,Buckle Close,Sub-Contractors,"£48,355.07"
 24-Sep-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Freemans Green,Purchase Of Materials,£391.14
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£1,704.01"
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£3,588.00"
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,£650.00
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,£775.50
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£1,250.31"
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£2,288.27"
 20-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Taylor Street,Purchase Of Materials - 2,"£4,429.80"
 24-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Taylor Street,Purchase Of Materials - 2,£598.00
 25-Sep-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Taylor Street,Purchase Of Materials - 2,"£1,253.50"
 04-Sep-2024,Harkmac Construction Ltd,Population Wellbeing,Taylor Street,Sub-Contractors,"£15,989.18"
 04-Sep-2024,Hi-Pro Scaffolding Limited,Population Wellbeing,Taylor Street,Sub-Contractors,"£16,067.00"
 05-Sep-2024,C P Cleaning Services Ltd,Population Wellbeing,Taylor Street,Sub-Contractors,£840.00
 02-Sep-2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£3,644.00"
 02-Sep-2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£3,428.00"
 02-Sep-2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£3,043.00"
 02-Sep-2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£2,814.00"
 12-Sep-2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£3,043.00"
 12-Sep-2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£1,805.60"
 19-Sep-2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£2,799.00"
 19-Sep-2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£3,368.97"
 02-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 02-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 02-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 02-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 02-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 02-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 02-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 02-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 13-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,"£4,992.00"
 13-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 13-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 13-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 13-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 13-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 13-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
 13-Sep-2024,New Century Doors Ltd,Population Wellbeing,Tendered Contracts - UPVC Door Replacemt,Purchase Of Materials,£885.00
