OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI,
Staffordshire County Council,HAF Easter 2022,LICHFIELD DISTRICT COUNCIL,11/05/2023,2054.70,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1445 Trent Valley Hway WS13 6E,LICHFIELD DISTRICT COUNCIL,19/05/2023,640.00,WASTE COLLECTION,WASTE COLLECTION,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Climate Change,Lichfield Inflatables & Entertnmnts,31/05/2023,576.00,Behavioural Change,Behavioural Change,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Street Lighting PFI Scheme,LIGHTING FOR STAFFORDSHIRE LTD,05/05/2023,2168389.72,PFI - Street Lighting,PFI - Street Lighting,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,25/05/2023,632.53,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Together4Children Commission,Link Maker Systems Ltd,11/05/2023,61468.27,LICENCES,LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Treasury Management,Link Treasury Services Limited,03/05/2023,10800.00,CONSULTANT FEES,CONSULTANT FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SEN Direct Payments,,25/05/2023,3200.00,Direct Payments Other,Direct Payments Other,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE ASTON PRE-SCHOOL,12/05/2023,9505.28,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Little Big Day Nursery @ St Dom's,12/05/2023,738.45,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,LITTLE EXPLORERS PRESCHOOL,12/05/2023,1326.78,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE EXPLORERS PRESCHOOL,12/05/2023,3465.93,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Little Honeybees,12/05/2023,1658.48,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Little Honeybees,12/05/2023,3899.62,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Little Honeybees,12/05/2023,829.24,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Little Honeybees,12/05/2023,2778.95,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Little Honeybees,12/05/2023,691.56,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,LITTLE LEARNERS,12/05/2023,995.09,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE LEARNERS,12/05/2023,12110.49,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE LEARNERS,12/05/2023,639.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DAF - Disability Access Fund,LITTLE LEARNERS,23/05/2023,828.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Little learners at Fulford Pre School,12/05/2023,6302.86,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Little Learners at Greenhall,12/05/2023,574.35,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DAF - Disability Access Fund,Little Learners at Greenhall,23/05/2023,828.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DAF - Disability Access Fund,Little Learners at Greenhall,23/05/2023,828.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,Little Learners at Greenhall,25/05/2023,4910.75,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,Little Learners at Greenhall,25/05/2023,2034.50,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,LITTLE MONSTERS DAY NURSERY,12/05/2023,669.06,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE MONSTERS DAY NURSERY,12/05/2023,22432.05,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE OWL CHILDCARE LTD,12/05/2023,8246.17,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,LITTLE OWL CHILDCARE LTD,12/05/2023,884.52,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE OWL CHILDCARE LTD,12/05/2023,6201.40,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,LITTLE OWL CHILDCARE LTD,12/05/2023,1050.37,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE OWL CHILDCARE LTD,12/05/2023,13046.25,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE OWL CHILDCARE LTD,12/05/2023,1290.78,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DAF - Disability Access Fund,LITTLE OWL CHILDCARE LTD,23/05/2023,828.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,CAN Assess & Staying Together,LITTLE OWL CHILDCARE LTD,15/05/2023,588.06,S17-NURSERY,S17-NURSERY,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,CAN Assess & Staying Together,LITTLE OWL CHILDCARE LTD,25/05/2023,694.98,S17-NURSERY,S17-NURSERY,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,LITTLE PEOPLE PRE SCH NURSERY,12/05/2023,639.99,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE PEOPLE PRE SCH NURSERY,12/05/2023,559.41,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,LITTLE POTTERS DAY NURSERY,12/05/2023,889.62,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE POTTERS DAY NURSERY,12/05/2023,8290.75,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Little Rockets Day Nursery,12/05/2023,1105.65,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Little Rockets Day Nursery,12/05/2023,4457.57,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Little Scallywags Day Nursery,12/05/2023,639.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Little Scholars Ltd,12/05/2023,815.79,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Little Stars Childcare,12/05/2023,1837.08,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Little Stars Childcare,12/05/2023,7555.74,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Little Stars Childcare,12/05/2023,1171.50,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Little Stars Partnership,12/05/2023,552.83,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Little Stars Partnership,12/05/2023,3672.50,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,LITTLE STARS PRE-SCHOOL,12/05/2023,601.93,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DAF - Disability Access Fund,LITTLE STARS PRE-SCHOOL,23/05/2023,828.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DAF - Disability Access Fund,LITTLE STARS PRE-SCHOOL,23/05/2023,828.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Littleton Green Community School,03/05/2023,41562.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Special Units Unallocated,Littleton Green Community School,09/05/2023,33330.00,Contingency,Contingency,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1 STI Test & Treat,Liverpool Uni Hosp NHS FT,02/05/2023,2333.00,PH OoA Claims - NHS/Las,PH OoA Claims - NHS/Las,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Dunstall Farm Prim New School,LK Consult Limited,24/05/2023,16070.40,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Madeley High School Expansion,LK Consult Limited,11/05/2023,6414.00,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Enterprise Centre Ex,LK Consult Limited,11/05/2023,7716.00,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cabinet,Local Government Association,10/05/2023,667.08,Conference Fees,Conference Fees,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Heat Network Delivery Unit,Local Partnerships LLP,11/05/2023,3310.80,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Heat Network Delivery Unit,Local Partnerships LLP,11/05/2023,4220.36,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Marketing & Comms,Lodestone Oxford Limited,11/05/2023,1343.62,CONSULTANT FEES,CONSULTANT FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1445 Trent Valley Hway WS13 6E,Logic Fire & Security Ltd,19/05/2023,1348.80,Day to Day Electrical Services,Day to Day Electrical Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Growth Hub ERDF 2019-2022,Logic Resourcing Ltd,12/05/2023,7893.50,Grants Other,Grants Other,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Longford Primary School,03/05/2023,2844.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,County,LOOKERS LEASING LTD,26/05/2023,890.28,CFC Recharge for Vehicles,CFC Recharge for Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Third Car Leasing Scheme,LOOKERS LEASING LTD,26/05/2023,20009.23,Staff Car Leasing Recharge,Staff Car Leasing Recharge,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Third Car Leasing Scheme,LOOKERS LEASING LTD,16/05/2023,620.09,Car Leasing - Charges Misc,Car Leasing - Charges Misc,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Third Car Leasing Scheme,LOOKERS LEASING LTD,26/05/2023,889.81,Car Leasing - Early Term Chg,Car Leasing - Early Term Chg,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Third Car Leasing Scheme,LOOKERS LEASING LTD,26/05/2023,504.72,Staff Car Leasing Recharge,Staff Car Leasing Recharge,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Third Car Leasing Scheme,LOOKERS LEASING LTD,19/05/2023,48751.20,Staff Car Leasing Recharge,Staff Car Leasing Recharge,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Louise Bonas,12/05/2023,881.40,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,South Staffs Coroner,Louise Edwards,10/05/2023,954.50,INQ EXPS S STAFFS,INQ EXPS S STAFFS,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,HAF Easter 2022,LSC Activate Ltd,02/05/2023,1486.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cedars Short Stay School,LUCKY SEVEN PRIVATE HIRE,31/05/2023,8266.10,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,TAM Assess & Staying Together,LUCY FAITHFULL FOUNDATION,26/05/2023,3432.00,Case Work,Case Work,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-mst transport,Lunar Cars,02/05/2023,1996.40,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-mst transport,Lunar Cars,26/05/2023,781.20,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Lynne Beadle,12/05/2023,2169.60,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Bridge Short Stay School,M & D TRAVEL,04/05/2023,10962.47,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Bridge Short Stay School,M & D TRAVEL,26/05/2023,4783.02,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,M Harper,12/05/2023,1861.73,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Meadows School,M N MAHMOOD,02/05/2023,4734.55,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Meadows School,M N MAHMOOD,26/05/2023,2058.50,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Motor Vehicles,M R H AUTOS,12/05/2023,949.20,Payment of Insurance Claims,Payment of Insurance Claims,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Amey Winter Maintenance,M S & H M ECKERT LTD,26/05/2023,5376.29,Winter Maint - Prec Salting,Winter Maint - Prec Salting,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Amey Winter Maintenance,M S & H M ECKERT LTD,26/05/2023,4332.96,Winter Maint - Prec Salting,Winter Maint - Prec Salting,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,M S ZAFAR LTD,31/05/2023,900.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Horton Lodge School,M T TRAVEL,26/05/2023,17478.99,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,0927 Burton Library Riverside ,M W CRIPWELL LTD,09/05/2023,821.34,Day to Day Mechanical Services,Day to Day Mechanical Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Waterside Court Enterprise Cen,M W CRIPWELL LTD,26/05/2023,888.00,General Equipment Repair/Maint,General Equipment Repair/Maint,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Waterside Court Enterprise Cen,M W CRIPWELL LTD,26/05/2023,714.00,General Equipment Repair/Maint,General Equipment Repair/Maint,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,"0041 Springvale, Walhouse St, ",M W CRIPWELL LTD,26/05/2023,1184.40,Day to Day Mechanical Services,Day to Day Mechanical Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Waterside Court Enterprise Cen,M W CRIPWELL LTD,26/05/2023,574.80,General Equipment Repair/Maint,General Equipment Repair/Maint,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Waterside Court Enterprise Cen,M W CRIPWELL LTD,26/05/2023,2676.00,General Equipment Repair/Maint,General Equipment Repair/Maint,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,4696 EastStaffCCent248-57Water,M W CRIPWELL LTD,26/05/2023,1131.60,Repair and Maint Buildings NPS,Repair and Maint Buildings NPS,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,4696 EastStaffCCent248-57Water,M W CRIPWELL LTD,26/05/2023,608.40,Repair and Maint Buildings NPS,Repair and Maint Buildings NPS,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Madeley High School Academy,03/05/2023,107775.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pupil Premium Grant,Madeley High School Academy,22/05/2023,500.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Maebrooke Day Nursery,12/05/2023,532.20,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,TAM Assess & Staying Together,,22/05/2023,750.00,S17 - No recourse to pub funds,S17 - No recourse to pub funds,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Business Support,Mallina Group,19/05/2023,1188.00,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock MH Team 65+,Man and Van Hire - Stafford Removals,09/05/2023,840.00,RCLS Mental Disorder >65 V Dep,RCLS Mental Disorder >65 V Dep,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Manifold C of E Academy,03/05/2023,25861.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Homes for Ukraines,Manifold C of E Academy,02/05/2023,3290.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Homes for Ukraines,Manifold C of E Academy,18/05/2023,3290.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,MANNA HOUSE DAY NURSERY,12/05/2023,3040.55,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,MANNA HOUSE DAY NURSERY,12/05/2023,14688.01,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,MANNA HOUSE DAY NURSERY,12/05/2023,820.50,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,MANNA HOUSE DAY NURSERY,12/05/2023,1175.70,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Special Academies Top Up,Manor Hall Academy Trust,26/05/2023,118037.50,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pupil Premium Grant,Manor Hall Academy Trust,22/05/2023,500.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pupil Premium Grant,Manor Hall Academy Trust,22/05/2023,2000.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Manor Hill First School,03/05/2023,13063.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG Stafford,Manor Hill First School,23/05/2023,1600.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Manor Primary Academy,03/05/2023,12346.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Destination Management Partner,Mark Hibbert Media Services,24/05/2023,964.00,Other Agency Contributions,Other Agency Contributions,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SS Children with Disabilities,Mark Taylor Support Ltd,18/05/2023,2832.82,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Marshbrook First School,12/05/2023,1326.79,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Marshbrook First School,12/05/2023,12436.22,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Marshbrook First School,03/05/2023,58526.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Further Education Placements,Martec Training Limited,23/05/2023,36365.00,Events and Competitions,Events and Competitions,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Inspections,Matchtech,09/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Claims,Matchtech,09/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Claims,Matchtech,09/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Inspections,Matchtech,09/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Claims,Matchtech,09/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Inspections,Matchtech,09/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Inspections,Matchtech,09/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Inspections,Matchtech,09/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Claims,Matchtech,09/05/2023,728.89,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Inspections,Matchtech,11/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Claims,Matchtech,11/05/2023,741.24,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Inspections,Matchtech,17/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Inspections,Matchtech,25/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Claims,Matchtech,25/05/2023,926.56,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Claims,Matchtech,25/05/2023,741.24,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Highway Information,Matchtech,25/05/2023,1152.82,other services external,other services external,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Matthew Fiddy,24/05/2023,1680.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,i54 - Plateau Works,Mayglothling Waste Ltd,30/05/2023,834.00,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S278 - Land Off A34 North At R,McPhillips (Wellington)Ltd,17/05/2023,237000.53,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,MEAFORD DAY NURSERY,12/05/2023,820.73,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,MEAFORD DAY NURSERY,12/05/2023,15251.89,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,MEAFORD DAY NURSERY,12/05/2023,817.92,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
