OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI,
Staffordshire County Council,S Staffs LD Team,Golden Living Care Services Ltd,22/05/2023,3404.14,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lichfield LD Team,Golden Living Care Services Ltd,22/05/2023,2694.94,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,GRACIOUS HEALTHCARE SERVICES LTD,05/05/2023,2738.06,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Chase LD Team,GRACIOUS HEALTHCARE SERVICES LTD,05/05/2023,6574.98,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Chase LD Team,GRACIOUS HEALTHCARE SERVICES LTD,22/05/2023,6072.76,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,GRACIOUS HEALTHCARE SERVICES LTD,22/05/2023,4444.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,GRACIOUS HEALTHCARE SERVICES LTD,22/05/2023,3478.64,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Hadet Healthcare,05/05/2023,4265.58,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Hadet Healthcare,05/05/2023,10427.20,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Hadet Healthcare,22/05/2023,4265.58,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs LD Team,Hadet Healthcare,22/05/2023,9868.60,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Carematch External,Hanford Manor,22/05/2023,1500.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Hayward Community Living Ltd,05/05/2023,3738.38,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,E Staffs LD Team,Hayward Community Living Ltd,22/05/2023,3521.56,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs Invoice Led Physic Di,HaywardBefriending,17/05/2023,508.25,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SStaffs Invoice Led Older Peop,HaywardBefriending,22/05/2023,508.25,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SStaffs Invoice Led Older Peop,HaywardBefriending,30/05/2023,508.25,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Headzpace Therapeutic Care,23/05/2023,39525.00,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,IF-I.S.P.,Headzpace Therapeutic Care,23/05/2023,39525.00,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Phys Disab,Health and Alliance Home Care LTD,05/05/2023,501.40,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SStaffs Invoice Led Older Peop,Health and Alliance Home Care LTD,05/05/2023,1373.40,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SStaffs Invoice Led Older Peop,Health and Alliance Home Care LTD,05/05/2023,686.70,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs Invoice Led Physic Di,Health and Alliance Home Care LTD,05/05/2023,1831.20,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Invoice Led Phys Disab,Health and Alliance Home Care LTD,23/05/2023,501.40,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,S Staffs Invoice Led Physic Di,Health and Alliance Home Care LTD,23/05/2023,1831.20,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SStaffs Invoice Led Older Peop,Health and Alliance Home Care LTD,23/05/2023,1373.40,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SStaffs Invoice Led Older Peop,Health and Alliance Home Care LTD,23/05/2023,686.70,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Helping Hands,05/05/2023,4999.96,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Heronceau Properties Ltd,11/05/2023,12274.14,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Heronceau Properties Ltd,23/05/2023,7031.50,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,HF Trust Ltd,05/05/2023,3511.26,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,High View Childrens Serrvices Ltd,23/05/2023,44835.00,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Home Instead Senior Care (Stone),17/05/2023,1095.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Carematch External,Home Instead Senior Care (Stone),22/05/2023,1500.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands Invoice Led Phys Dis,Homepeace Limited,02/05/2023,3300.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Homepeace Limited,25/05/2023,1250.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands Invoice Led Older Pe,Homepeace Limited,25/05/2023,1420.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Homes for Support Ltd,23/05/2023,18157.15,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Homes for Support Ltd,23/05/2023,37620.72,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Homes for Support Ltd,23/05/2023,36314.30,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Hopedale Children & Families Services,23/05/2023,33928.60,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Hopedale Children & Families Services,23/05/2023,29218.66,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Horizon Care & Education Group Ltd,23/05/2023,14752.99,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Horizon Care & Education Group Ltd,23/05/2023,14752.99,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,I Can Foster Ltd,23/05/2023,8702.15,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,I Can Foster Ltd,23/05/2023,4362.15,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,I Can Foster Ltd,23/05/2023,4340.00,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,IDEAL FOSTERING,23/05/2023,3954.45,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,IDEAL FOSTERING,23/05/2023,5794.38,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,IDEAL FOSTERING,23/05/2023,3154.25,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,IDEAL FOSTERING,23/05/2023,10813.19,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,IDEAL FOSTERING,23/05/2023,3375.54,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,IDEAL FOSTERING,23/05/2023,10493.85,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,IDEAL FOSTERING,23/05/2023,6856.35,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Ikon Fostering Ltd,23/05/2023,7660.75,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Ikon Fostering Ltd,23/05/2023,3731.19,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Ikon Fostering Ltd,23/05/2023,5788.09,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Ikon Fostering Ltd,23/05/2023,7151.08,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Ikon Fostering Ltd,23/05/2023,6948.68,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Ikon Fostering Ltd,23/05/2023,13853.95,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Ikon Fostering Ltd,23/05/2023,10878.88,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Ikon Fostering Ltd,23/05/2023,6681.80,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Ikon Fostering Ltd,23/05/2023,3374.09,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Independence Support Ltd,05/05/2023,6544.74,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Independence Support Ltd,05/05/2023,1354.40,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock MH Team U65,Independence Support Ltd,05/05/2023,2033.96,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Independence Support Ltd,05/05/2023,1423.36,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Independence Support Ltd,22/05/2023,1728.80,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle MH Team U65,Independence Support Ltd,22/05/2023,1354.40,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock MH Team U65,Independence Support Ltd,22/05/2023,1878.98,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Independent Support Ltd,22/05/2023,2113.62,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
