Date Transaction Added,Beneficiary,Merchant Categories,Department,Division,Purpose of Expenditure,Trans No,Net Amount
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989173,.35
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,1.27
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,1.27
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989173,.87
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989173,.35
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,2.07
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.74
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.80
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,4.05
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,11.43
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,.80
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,2.21
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,5.37
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,1.10
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.89
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,2.07
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,2.73
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.01
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,4.28
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Mobile Phones & Pagers,31989176,.01
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,1.32
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Community & Greenspace,,Telephone Charges,31989176,1.43
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.78
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.84
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,.90
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,1.25
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,1.96
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,2.07
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,2.11
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,2.15
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,2.36
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,4.00
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,4.05
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,12.00
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,16.00
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,16.24
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,16.36
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Corporate & Democracy,,Mobile Phones & Pagers,31989176,50.94
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,"Economy, Enterprise & Property",,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,"Economy, Enterprise & Property",,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,"Economy, Enterprise & Property",,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,"Economy, Enterprise & Property",,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,"Economy, Enterprise & Property",,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,"Economy, Enterprise & Property",,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,"Economy, Enterprise & Property",,Mobile Phones & Pagers,31989176,4.38
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,"Economy, Enterprise & Property",,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,"Economy, Enterprise & Property",,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,"Economy, Enterprise & Property",,Mobile Phones & Pagers,31989176,.37
