SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period September 2023,,,,,,,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,SUMMARY OF EXPENDITURE,,,,,,
Davies Maintenance (NW) Ltd,"1,905.00",07/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"2,230.01",30/08/2023,BA06,R1001,Corporate Resources,Bootle Town Hall - Repair & Mtce Of Land & Buildings,,,,,,
Davies Maintenance (NW) Ltd,"2,400.00",30/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"3,565.00",15/09/2023,BA06,R1001,Corporate Resources,Bootle Town Hall - Repair & Mtce Of Land & Buildings,,,,,,
Davies Maintenance (NW) Ltd,"3,608.94",30/08/2023,BA10,R1001,Corporate Resources,Southport Town Hall - Repair & Mtce Of Land & Buildings,,,,,,
Davies Maintenance (NW) Ltd,"3,894.93",13/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"4,600.00",30/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"6,050.00",26/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"6,760.00",05/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"7,635.00",15/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"11,319.20",05/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"11,750.00",06/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"17,430.00",28/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"20,520.00",06/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"20,660.00",06/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"20,950.00",06/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"21,550.00",06/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Davies Maintenance (NW) Ltd,"21,570.00",06/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Dawsongroup Bus and Coach Ltd,"1,188.93",01/10/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup Bus and Coach Ltd,"1,453.16",01/10/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup Bus and Coach Ltd,"1,453.16",01/10/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup Bus and Coach Ltd,"1,453.16",01/10/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup Bus and Coach Ltd,"1,453.16",01/10/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup Bus and Coach Ltd,"1,453.16",01/10/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup Bus and Coach Ltd,"1,453.16",01/10/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup Bus and Coach Ltd,"1,453.16",01/10/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup Bus and Coach Ltd,"1,453.16",01/10/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup Bus and Coach Ltd,"1,453.16",01/10/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup Bus and Coach Ltd,"1,736.92",01/10/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"1,459.43",31/08/2023,SV23,R3031,Operational In-House Services,Hired Account - Vehicles - Repairs And Maintenance,,,,,,
Dawsongroup EMC Limited,"2,042.27",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,072.68",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,072.68",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,072.68",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,141.34",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,324.71",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,324.71",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,324.71",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,324.71",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,324.71",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,476.79",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,476.79",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,476.79",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,694.05",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"2,780.96",01/09/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
Dawsongroup EMC Limited,"3,243.00",01/08/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General,,,,,,
DBY Interactive,935.00,14/09/2023,HA09,R2440,Communities,Programming - Fees - Music,,,,,,
DCS 2 Way Radio Ltd,"3,600.00",03/07/2023,SS06,R2030,Operational In-House Services,CCTV/Control Room/Patrol - Equipment Furniture & Materials,,,,,,
Delta Care Ltd,517.44,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,528.22,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,539.00,18/09/2023,AP05,R4059,Adult Social Care,Physical Support - Adults 18-64 - Re-Enablement,,,,,,
Delta Care Ltd,539.00,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,539.00,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,549.78,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,592.90,18/09/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,592.90,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,592.90,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP05,R4059,Adult Social Care,Physical Support - Adults 18-64 - Re-Enablement,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,603.68,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,614.46,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,625.24,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,625.24,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,646.80,18/09/2023,AP05,R4059,Adult Social Care,Physical Support - Adults 18-64 - Re-Enablement,,,,,,
Delta Care Ltd,646.80,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,646.80,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,689.92,18/09/2023,AS10,R4051,Adult Social Care,Sensory Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,689.92,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,703.96,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,754.60,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,754.60,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,765.38,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,765.38,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,776.16,18/09/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,808.50,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,862.40,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,862.40,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,873.18,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,883.96,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,883.96,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,894.74,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP05,R4059,Adult Social Care,Physical Support - Adults 18-64 - Re-Enablement,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,905.52,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,916.30,18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,980.98,18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,121.12",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,160.47",18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,"1,164.24",18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,"1,164.24",18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,"1,185.80",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,185.80",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,196.58",18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,"1,196.58",18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,"1,207.36",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,207.36",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,207.36",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,207.36",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,207.36",18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,"1,207.36",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,207.36",18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,"1,207.36",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,293.60",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,293.60",18/09/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,293.60",18/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Delta Care Ltd,"1,358.28",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,358.28",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,373.40",18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,"1,379.84",18/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Delta Care Ltd,"1,476.86",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,509.20",18/09/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,509.20",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Delta Care Ltd,"1,509.20",18/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Delta Care Ltd,"1,552.32",18/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Delta Care Ltd,"1,617.00",18/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
