PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT,DESCRIPTION,£ SPEND (EXCLUDING VAT),
28/09/2023,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,333352.22,
28/09/2023,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,36294.38,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,2125,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
28/09/2023,Netpex Ltd,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,1268.54,
28/09/2023,Network Rail Infrastructure Ltd,LEASE RENTALS ON PROPERTY,HOUSING MANAGEMENT DIVISION - HRA,RENTS PAYABLE,253.83,
28/09/2023,Network Rail Infrastructure Ltd,LEASE RENTALS ON PROPERTY,HOUSING MANAGEMENT DIVISION - HRA,RENTS PAYABLE,377,
28/09/2023,Neurobox Limited,CHILDREN'S SERVICES MANAGEMENT,CSC SENIOR MANAGEMENT TEAM,HEALTH AND SAFETY SERVICES,2631,
28/09/2023,New Start Housing,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,6622.72,
28/09/2023,Newland Park Ltd,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,735,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,900,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1380,
28/09/2023,Northstar Residential Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,3601.18,
28/09/2023,OATLANDS CARE LTD,MENTAL HEALTH SUPPORT NEIGHBOURHOOD 3 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,3288.48,
28/09/2023,Oatleigh Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,5314.29,
28/09/2023,Oatleigh Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,3178.16,
28/09/2023,Oatleigh Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,5757.14,
28/09/2023,Oatleigh Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,3542.86,
28/09/2023,Oatleigh Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,5092.86,
28/09/2023,Oatleigh Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,6146.86,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,4582,
28/09/2023,Redacted,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1671.1,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,900,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1380,
28/09/2023,Pangea Support Services Limited,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,542.29,
28/09/2023,Paramount Lettings Limited,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,5378.36,
28/09/2023,Parwana Limited,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,7326.39,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1400,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,2300,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
28/09/2023,Penerley Lodge Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,50530.17,
28/09/2023,Permanent Futures Limited,PROGRAMME MANAGEMENT,HEAD OF SERVICE FOR STRATEGY & IMPROVEMENT,PRIVATE CONTRACTORS PAYMENT - OTHER,43407,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,742,
28/09/2023,Pier 1 Management,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1344.59,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Premier Property Ventures(UK) Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,2203.51,
28/09/2023,Prime UK Estates Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,2070.24,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Project Centre,PARKING MANAGEMENT,PARKING SERVICES,STREET & TRAFFIC MGT - OTHER,1039.54,
28/09/2023,Project Centre,PARKING MANAGEMENT,PARKING SERVICES,STREET & TRAFFIC MGT - OTHER,900,
28/09/2023,Project Centre,PARKING MANAGEMENT,PARKING SERVICES,STREET & TRAFFIC MGT - OTHER,5578,
28/09/2023,Pynnacle Assets Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,9332.82,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,3659.09,
28/09/2023,RPM Development pvt ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,3171.52,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1000,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,742,
28/09/2023,Reliance Residential Limited,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,21709.67,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Rishabhdew Limited (Redacted),PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,7640.58,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,742,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1685,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,742.48,
28/09/2023,SPPF Limited,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,2829.22,
28/09/2023,SSSI Ltd,CIVIC AMENITIES,STRATEGIC WASTE MANAGEMENT,PRIVATE CONTRACTORS PAYMENT - OTHER,42163.2,
28/09/2023,SSSI Ltd,ESTATES ENVIRONMENT RECHARGE TO HRA,HOUSING MANAGEMENT DIVISION - HRA,WASTE DISPOSAL,2122.2,
28/09/2023,SSSI Ltd,STREET CLEANING DISPOSAL,STRATEGIC WASTE MANAGEMENT,PRIVATE CONTRACTORS PAYMENT - OTHER,1989.3,
28/09/2023,SSSI Ltd,REFUSE COLLECTION: FLY TIPPING,STREET MANAGEMENT,PRIVATE CONTRACTORS PAYMENT - OTHER,321.3,
28/09/2023,SSSI Ltd,STREET CLEANING DISPOSAL,STRATEGIC WASTE MANAGEMENT,PRIVATE CONTRACTORS PAYMENT - OTHER,5076,
28/09/2023,SSSI Ltd,REFUSE COLLECTION: FLY TIPPING,STREET MANAGEMENT,PRIVATE CONTRACTORS PAYMENT - OTHER,21346.2,
28/09/2023,Safety Management,FOOD GARDEN WASTE COLLECTION,REFUSE COLLECTION SERVICE,"CLOTHES, UNIFORM AND LAUNDRY",1156.75,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,850,
28/09/2023,Seatbelt Service Ltd,DOOR 2 DOOR,PASSENGER SERVICES,VEHICLE REPAIRS AND MAINTENANCE,1130,
28/09/2023,Seatbelt Service Ltd,DOOR 2 DOOR,PASSENGER SERVICES,VEHICLE REPAIRS AND MAINTENANCE,567,
28/09/2023,SeeAbility,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,7428.44,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,940,
28/09/2023,Redacted,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,3236.08,
28/09/2023,Shirley Parsons Limited,STRATEGIC WASTE MANAGEMENT - ADMINISTRATION,STRATEGIC WASTE MANAGEMENT,CONSULTANCY FEES,11000,
28/09/2023,Shirley Parsons Limited,FLEET SERVICES,FLEET SERVICES,CONSULTANCY FEES,10212.5,
28/09/2023,Silver Birch Care Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,3441.62,
28/09/2023,Smartspace Property Solutions Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,3930.24,
28/09/2023,Sodium Properties Limited,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,5425.58,
28/09/2023,Sports Fun 4 All,HOLIDAY ACTIVITY AND FOOD PROGRAMME,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,5600,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1812.05,
28/09/2023,Stef & Philips Ltd,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,172467.9,
28/09/2023,Sterling Press Ltd,COMMUNICATIONS & MARKETING,COMMUNICATIONS,PRINTING,16786,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
28/09/2023,Sundry Suppliers,"BALANCE SHEET - HOUSING, REGENERATION & PUBLIC REALM",BALANCE SHEET,HOUSING RENTS DEBTOR,2500,
28/09/2023,Sundry Suppliers,"BALANCE SHEET - HOUSING, REGENERATION & PUBLIC REALM",BALANCE SHEET,HOUSING RENTS DEBTOR,400,
28/09/2023,Sundry Suppliers,"BALANCE SHEET - HOUSING, REGENERATION & PUBLIC REALM",BALANCE SHEET,LEASEHOLDER SERVICE CHARGE DEBTOR,286.69,
28/09/2023,Sundry Suppliers,PROGRAMME COSTS,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,1755,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,925,
28/09/2023,TKF Group Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1824.51,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,900,
28/09/2023,Tekle Properties Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,2137.13,
28/09/2023,Templeton LPA Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,2056.3,
28/09/2023,The Albany,HOLIDAY ACTIVITY AND FOOD PROGRAMME,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,3000,
28/09/2023,The David Lewis Centre,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,18020.61,
28/09/2023,Theori Housing Management Services Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,80782.32,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,742,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
28/09/2023,Thriiver Ltd,WORKFORCE DEVELOPMENT,"PSW, WORKFORCE DEVELOPMENT & BUSINESS SUPPORT",PRIVATE CONTRACTORS PAYMENT - OTHER,410,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,4186.99,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Trustee Fire & Security Ltd,PLAYING FIELDS MANAGEMENT,SGM ESTATE COMPLIANCE,RESPONSIVE REPAIRS - BUILDING,435,
28/09/2023,Tunstall Healthcare (UK) Ltd,LEWISHAM LINKLINE,INTERNAL PROVIDER SERVICES,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",780,
28/09/2023,Tunstall Healthcare (UK) Ltd,LEWISHAM LINKLINE,INTERNAL PROVIDER SERVICES,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",1948.5,
28/09/2023,URBAN HOUSING LTD,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1541.28,
28/09/2023,Undeniable Studios,YOUNG MAYOR DISCRETIONARY EXPENDITURE,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,ARTS AND LEISURE SERVICES,610,
28/09/2023,Unique Property Services & Inv Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,15668.8,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Valtech Limited,CONCESSIONARY FARES: DISABLED,REVENUES AND BENEFITS,ICT MANTENANCE & SUPPORT COSTS,368.46,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,960,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1544.4,
28/09/2023,Vital trace UK Limited,SAFER COMMUNITIES - CCTV SERVICE - GF,SAFER COMMUNITIES,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",3600,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,930,
28/09/2023,Walkers Properties (Kent) Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,31831.04,
28/09/2023,West Port Five Ltd,OLD TOWN HALL REFURBISHMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1726.82,
28/09/2023,Whathi Limited,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,34326.51,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,976.3,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1476.87,
28/09/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
29/09/2023,42 Bedford Row,HOUSING OPTIONS G FUND,HOUSING NEEDS,LEGAL FEES,400,
29/09/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,YOUNG PERSON SAVINGS,1840,
29/09/2023,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,43163.3,
29/09/2023,Access for Living,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,25249.32,
29/09/2023,Ace Removals Ltd,FAMILY SUPPORT & SAFEGUARDING SERVICE MANAGEMENT,FAMILY SOCIAL WORK SERVICE,SECTION 17 - COMMISSIONED FAMILY SUPPORT SERVICES,795,
29/09/2023,Adeza Care Homes Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,4800,
29/09/2023,Advocacy for All,MCA & DOLS,EARLY HELP & SAFEGUARDING,PROFESSIONAL SERVICES ,671.03,
29/09/2023,Advocacy for All,MCA & DOLS,EARLY HELP & SAFEGUARDING,PROFESSIONAL SERVICES ,989.7,
29/09/2023,Agentis Workwear Ltd,DOOR 2 DOOR,PASSENGER SERVICES,HEALTH AND SAFETY SERVICES,4859.65,
29/09/2023,Alkint Services,MCA & DOLS,EARLY HELP & SAFEGUARDING,PROFESSIONAL SERVICES ,2400,
29/09/2023,Alkint Services,MCA & DOLS,EARLY HELP & SAFEGUARDING,PROFESSIONAL SERVICES ,2400,
29/09/2023,Alkint Services,MCA & DOLS,EARLY HELP & SAFEGUARDING,PROFESSIONAL SERVICES ,2400,
29/09/2023,Allied Care Services Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,6478.2,
29/09/2023,Allied Care Services Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL CARE INCOME,5380.18,
29/09/2023,Alphatrack Systems Ltd,DOOR ENTRY,CAPITAL,ASSETS UNDER CONSTRUCTION COST,649.35,
29/09/2023,Alphatrack Systems Ltd,DOOR ENTRY,CAPITAL,ASSETS UNDER CONSTRUCTION COST,8655.55,
29/09/2023,Alphatrack Systems Ltd,DOOR ENTRY,CAPITAL,ASSETS UNDER CONSTRUCTION COST,10612.25,
29/09/2023,Alphatrack Systems Ltd,DOOR ENTRY,CAPITAL,ASSETS UNDER CONSTRUCTION COST,20032.54,
29/09/2023,Alphatrack Systems Ltd,DOOR ENTRY,CAPITAL,ASSETS UNDER CONSTRUCTION COST,649.35,
29/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,376.3,
29/09/2023,Anchor Hanover Group,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2268.96,
29/09/2023,Anchor Hanover Group,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2952.44,
29/09/2023,Anchor Hanover Group,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2268.96,
29/09/2023,Anchor Hanover Group,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2268.96,
29/09/2023,Anchor Hanover Group,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2952.44,
29/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,288.4,
29/09/2023,Arrows Removals of London Ltd,CHIEF EXECUTIVE'S OFFICE,CHIEF EXECUTIVE'S OFFICE,FACILITIES MANAGEMENT,630,
29/09/2023,Arrows Removals of London Ltd,LIBS: LIBRARIES OPERATIONAL DEVELOPMENT,LIBRARY & INFORMATION SERVICE,FACILITIES MANAGEMENT,1523.6,
29/09/2023,Ashleigh House,MENTAL HEALTH SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,3764.33,
29/09/2023,Aurora Nexus,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,486179.87,
29/09/2023,Aurora Nexus,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,47440.16,
29/09/2023,Aurora Nexus,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,170361.28,
29/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1,
29/09/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,255,
29/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1,
29/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,550.7,
29/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,738.9,
29/09/2023,Brisen Company Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,3024,
29/09/2023,Care Outlook Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,3817.65,
29/09/2023,Care Outlook Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1565.31,
29/09/2023,Care Uk Community Partnership Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2400,
29/09/2023,Carepoint Services Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,HOME CARE - PRIVATE CONTRACTORS PAYMENT,552.6,
29/09/2023,Carepoint Services Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,HOME CARE - PRIVATE CONTRACTORS PAYMENT,589.44,
29/09/2023,Carepoint Services Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,HOME CARE - PRIVATE CONTRACTORS PAYMENT,608,
29/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1,
29/09/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,YOUNG PERSON SAVINGS,1201.43,
29/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,712.7,
29/09/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,255,
29/09/2023,Carter Brown The Expert Service Ltd,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,PROFESSIONAL SERVICES ,567,
