Organisation Name,Organisation Code,Organisational Structure Tier 1(T),Cost Centre(T),Cost Centre,Supplier ID(T),Supplier ID,Pay Date,Trans Number,Net Amount,Account(T),Account,Proclass Level 1,Proclass Level 1 - code,Proclass Level 2,Proclass Level 2 - code,Proclass Level 3,Proclass Level 3 - code
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Mental Capacity Act,R202302,REDACTED,12506027,45111,12300183349,3933.36,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436552,3910,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436564,3910,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CP PP Court Team Winsford,R160526,ABC Taxis NW Ltd,12526366,45111,129000436560,3850,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Post 16 (16-18),R162109,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436558,3780,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436556,3740,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,StreetCare Delivery,R300201,Glenn O'Brien Agricultural Contractor,12502153,45111,12300182820,3691,Services - Fees and Charges,R4401,Horticultural,P1016,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45111,129000436606,3600,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,G M Travel (Winsford) Ltd,12506896,45111,129000436532,3519.84,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Taxi Services,P3269
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Post 16 (19-25),R162118,Apollo Travel,12503235,45111,129000436533,3429,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester Adult Community Social Care Team,R202102,Woodheath Care Limited,12532070,45111,129000436517,3393.44,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Nursing & Residential Care Homes,P2193,Nursing & Residential Care Homes,P3287
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436551,3383,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436557,3366,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45111,129000436584,3360,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45111,129000436613,3360,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Cheshire Contract Cars Ltd,12507364,45111,129000436518,3330,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436563,3330,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Fostering Solutions Ltd,12503243,45111,129000436574,3307.5,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Children,P1025,Residential Services,P2202,Foster Care,P3331
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Fostering Solutions Ltd,12503243,45111,129000436575,3307.5,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Children,P1025,Residential Services,P2202,Foster Care,P3331
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45111,129000436599,3200,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436555,3060,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Car Parks General,R302500,WPS United Kingdom Limited,12505411,45111,12300183411,2800,Equipment - Purchase,R4000,Street & Traffic Management,P1028,Parking,P2214,Car Parks,P3375
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Customer Services,R301000,Allied Publicity Services (Manchester) Limited T/A Aps Group,12518074,45111,12300182948,2740.82,Materials,R4007,Health & Safety,P1013,Products,P2119,Products,P3175
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Pensions Recharge,R401503,Newgate Construction Ltd,12510933,45111,12300182971,2725,R&M Building Planned,R2004,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Repair & Maintenance,P3132
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436567,2664.36,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Denbighshire County Council,12501474,45111,129000436537,2652.33,Vehicle Operating Lease,R3204,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436554,2550,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,P S Contracts Ltd,12500985,45111,129000436522,2512,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Northwich Adult Community Social Care team,R202105,Right at Home Mid Cheshire,12530902,45111,129000436516,2475.15,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Domiciliary Care,P2188,Domiciliary Care,P3280
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436562,2465,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Place St & Perm Hub Winsford,R160660,Denbighshire County Council,12501474,45111,129000436526,2445.98,Vehicle Operating Lease,R3204,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Secondary,R162107,24x7 Cheshire Ltd,12527681,45111,129000436535,2439.66,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Countryside,R300609,REDACTED,12502514,45111,12300181881,2350,Services - Fees and Charges,R4401,Horticultural,P1016,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436549,2340,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Mental Capacity Act,R202302,REDACTED,12505157,45111,12300183348,2325.1,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Environment Property and Employment,R402102,Brabners LLP Office Account,12534506,45111,12300181986,2311.2,Services - Professional Fees,R4400,Legal Services,P1020,General Support,P2168,General Support,P3251
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Place St & Perm Hub Winsford,R160660,Denbighshire County Council,12501474,45111,129000436527,2237.06,Vehicle Operating Lease,R3204,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Ellesmere Port Adult Community Social Care Team,R202101,P S Contracts Ltd,12500985,45111,129000436548,2162,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CIN Team 3 Winsford,R160507,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45111,129000436561,2160,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
