Directorate Name,Process Used,Purchasing Body,Contract Reference,Contract Title,Contract Description,Supplier Company Name,Supplier Postcode, Annual Value , Total Contract Value (including extensions) ,OJEU?,Start Date,End Date,Contract Duration (months),Option to extend (months),How many extensions,Extension 1 Taken?,Extension 2 Taken?,Current Expiry Date,SME Supplier?,ProClass Classification,ProClass Description,Company Number,Visibility
Place,ITT,Salford City Council,S1232,Technical and Highway Works Framework - Lot Two,Lot 2 - VRS,Various,Various,"£95,000.00","£380,000.00",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Yes,390000,"Works Construction, Repair and Maintenance",Various,Public
Place,Mini-Comp,Salford City Council,S1232-30,Coring and Site Investigations 2023-24,Coring and Site Investigations 2023-24,Pavement Testing Services Limited,PR2 5AR ,"£75,000.00","£75,000.00",No,13/03/2023,13/03/2024,12,0,0,n/a,n/a,13/03/2024,Yes,390000,"Works - Construction, Repair & Maintenance ",4374737,Public
Place,Direct Call-Off,Salford City Council ,S1232-50,Old Lane – Removal of Chicane & New Speed Cushions,Old Lane – Removal of Chicane & New Speed Cushions,Argyle North West Limited,M28 3HH,"£10,867.02","£10,867.02",No,01/03/2023,01/03/2024,12,0,0,n/a,n/a,01/03/2024,Yes,390000,"Works - Construction, Repair & Maintenance ",2829893,Public
Place,Mini-Comp,Salford City Council,S1232-53,Lowry Bridge Painting Scheme,Lowry Bridge Painting Scheme,Coating Services Limited,SK14 1HF,"£688,320.00","£688,320.00",No,08/05/2023,22/09/2023,5,0,0,n/a,n/a,22/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",3852486,Public
Place ,Other,Salford City Council,S1235,"Supply, Repair and Maintenance of Catering Equipment","Supply, Repair and Maintenance of Catering Equipment",A Venning Ltd ,M41 5AN,"£140,000.00","£220,000.00",No,01/02/2019,31/03/2024,24,12,2,Yes ,Yes,31/03/2024,Yes,110000,Catering,1623994,Public
Service Reform,ITT,Manchester City Council,S1236,Purchasing Card Programme (Concession),Purchasing Card Programme (Concession),Lloyds Banking Group ,EC2V 7HN, £-   , £-   ,No,01/04/2023,31/03/2025,24,24,1,,,31/03/2025,No,200000,Financial Services,SC095000,Public
Place,RFQ,Salford City Council,S1242,Highways Maintenance Plant Equipment,Highways Maintenance Plant Equipment,H & C Plant Hire,SK6 2SN,"£60,000.00","£60,000.00",,07/07/2023,07/07/2024,12,12,1,,,07/07/2024,,381204,Hire,3666940,Public
Place,ITT,Salford City Council,S1247,The Supply and Delivery of Cleaning and Janitoral Products,The Supply and Delivery of Cleaning and Janitoral Products,Arrow County Supplies Limited,SY3 9AE,"£43,344.73","£130,034.19",Yes,01/09/2023,31/08/2025,24,12,1,,,31/08/2025,No,130000,Cleaning & Janitorial,6355141,Public
People,CSO Exception,Salford City Council,S1248,Learning City Work & Developing the Women's Project,Learning City Work & Developing the Women's Project,Salford Foundation,M5 4BD,"£15,000.00","£40,000.00",No,02/03/2020,31/07/2022,30,12,1,Yes,N/A,31/07/2022,No,321100,Social Community Care Supplies & Services - Children,1002482,Public 
People,CSO Exception,Salford City Council,S1249,Co-ordination of Learning City Work & Developing Parental Learning Hub,Co-ordination of Learning City Work & Developing Parental Learning Hub,The Broughton Trust ,M7 1NY,"£25,000.00","£25,000.00",No,02/03/2020,31/07/2022,30,12,1,Yes,N/A,31/07/2022,No,321100,Social Community Care Supplies & Services - Children,3900840,Public
Place,RFQ,Salford Council,S1251,"Breeam Assessor, Pendleton Leisure Centre","Breeam Assessor, Pendleton Leisure Centre",Elma Sustainability Assesment Support,CF38 1TB,"£22,810.00","£22,810.00",No,,31/07/2023,,0,0,N/A,N/A,31/07/2023,Yes,,,,Public
Service Reform,Mini-Comp,Salford City Council,S1253,"Supply, Installation and Maintenance of Multi-Functional Printers and Print Centre Equipment","Supply, Installation and Maintenance of Multi-Functional Printers and Print Centre Equipment",Ricoh UK Limited,NN4 7YL,"£180,000.00","£900,000.00",Yes,01/09/2020,31/08/2025,60,0,0,N/A,N/A,31/08/2025,No,270000,Information Communication Technology,1271033,Public
Place,Other,Salford City Council,S1254,Arboricultural Services,Arboricultural Services,Greater Manchester Tree Station Limited,M12 5FQ,"£130,000.00","£250,000.00",Yes,01/06/2020,31/03/2025,22,24,2,Yes,Yes,31/03/2025,Yes,240000,Horticultural,31552R ,Public
Service Reform,Direct Call-Off,Salford City Council,S1257,Electronic Payment Services via PayPoint and Post Office Counters Ltd (POCL),Electronic Payment Services via PayPoint and Post Office Counters Ltd (POCL),Allpay Ltd,HR1 3SE,"£79,816.87","£319,268.00",Yes,01/04/2020,31/03/2024,48,0,0,,,31/03/2024,No,200000,Financial Services,2933191,Public
Public Health,CSO Exception,Salford City Council,S1259,Formula Milk Provision for Babies Born to Women Living with HIV,Formula Milk Provision for Babies Born to Women Living with HIV,George House Trust,M12 6FX,"£5,000.00","£25,000.00",No,01/01/2020,31/12/2023,24,12,1,,,31/12/2023,Yes,310000,Healthcare,7575379,Public
Public Health,CSO Exception,Salford City Council,S1260,National HIV Home Sampling,National HIV Home Sampling,SH24,SE1 7JB,"£7,100.00","£17,750.00",No,01/10/2019,31/12/2025,30,0,0,N/A,N/A,31/12/2025,Yes,310000,Healthcare,11679436,Public
Place,Direct Call-Off,Salford City Council,S1261,Maintenance and Certification of Personal Hoists and Related Equipment,Maintenance and Certification of Personal Hoists and Related Equipment,Drive DeVilbiss Healthcare Ltd,BD11 2HW,"£4,666.00","£14,000.00",No,01/04/2020,31/03/2024,36,12,2,1,,31/03/2024,No,190000,Facilities & Management Services,4301005,Public 
Service Reform,Direct Call-Off,Salford City Council,S1262,AGMA Provision of Regional E-learning Portal,AGMA Provision of Regional E-learning Portal,Me Learning Ltd,BN43 5EG,"£28,000.00","£28,000.00",No,01/04/2020,31/03/2024,24,12,2,Yes,Yes,31/03/2024,Yes,260000,Human Resources,5842638,Public
Service Reform,RFQ,Salford City Council ,S1263,Outsourcing Bikeability training,Outsourcing Bikeability training,Nationwide Cycling Academy,M26 2JW,"£57,570.00","£57,570.00",No,01/04/2023,31/03/2024,12,12,1,,,31/03/2024,Yes,401601,Youth Services,7071285,Public
Service Reform,Direct Call-Off,Salford City Council,S1274,Social Value Portal,Social Value Portal,The Social Value Portal Ltd,M1 5FW,"£16,000.00","£48,000.00",No,01/06/2023,31/05/2026,36,0,0,N/A,N/A,31/05/2026,Yes,270000,Information Communication Technology,9197997,Public
Place,Other,Salford City Council,S1275,Salford Residents Funeral Service,Salford Residents Funeral Service,Kanes Funeral Directors,M19 1FE,"£165,000.00","£825,000.00",Yes,01/10/2020,30/09/2023,36,12,2,,,30/09/2023,Yes,120000,Cemetry & Crematorium,7550105,Public
Place,CSO Exception,Salford City Council,S1278,CAMMS Licence Fee 2023-24,CAMMS Licence Fee 2023-24,CAM Management Solutions Limited (CAMMS),M3 2HW,"£27,801.00","£27,801.00",No,01/06/2022,31/05/2023,12,0,0,N/A,N/A,24/06/2024,No,270000,Information Communication Technology,6360806,Public
Place,CSO Exception,Salford City Council,S1278,Project Management Software System,Project Management Software System,CAM Management Solutions Limited (CAMMS),M3 2HW,"£27,801.00","£27,801.00",No,25/06/2023,24/06/2024,12,0,0,N/A,N/A,24/06/2024,No,270000,Information Communication Technology,6360806,Public
Place,Mini-Comp,Salford City Council,S1279,Design & Build Contract for a Range of Housing Projects,Design & Build Contract for a Range of Housing Projects,Seddon Construction Limited,BL4 0NN,"£521,000.00","£521,000.00",No,31/12/2021,18/08/2025,Ongoing,0,0,N/A,N/A,18/08/2025,No,390000,"Works - Construction, Repair & Maintenance ",172081,Public
People,CSO Exception,Salford City Council,S1284,Connecting Care Leavers,Mentoring and Psychological Wellbeing Service including Fast Track Trauma Counselling ,Pure Insight,SK7 5ER,"£80,000.00","£200,000.00",No,01/08/2023,31/07/2026,36,0,0,n/a ,n/a,31/07/2026,No,321100,Social Community Care Supplies & Services - Children,1155389,Public
Service Reform,Other,Salford City Council ,S1296,Key Cities Policy and Media Support Services,Key Cities Policy and Media Support Services,ING Media ,EC2A 3LT,"£90,000.00","£270,000.00",Yes,01/01/2021,31/12/2023,36,6,1,,,31/12/2023,Yes,150000,Consultancy ,3800985,Public
Service Reform,Direct Call-Off,Salford City Council ,S1305,Open Objects/My City Directory,Open Objects/My City Directory,IDOX,M2 4NH,"£12,502.00","£12,502.00",No,27/10/2020,26/10/2024,24,24,1,Yes,n/a,26/10/2024,No,270000,Information Communication Technology,3984070,Public
Place,Direct Call-Off,ESPO Framework,S1307,PAT testing,PAT testing,The Elec Group,CB25 9AS ,"£5,000.00","£15,000.00",No,21/10/2020,21/10/2022,24,12,1,,,21/10/2022,No,190000,Facilities & Management Services,11899854,Public
Service Reform,Other,Salford City Council,S1312,New Data Centre UPS System,New Data Centre UPS System,UPS Systems PLC,SN6 8TY,"£19,771.47","£19,771.47",No,30/11/2020,30/11/2023,36,0,0,N/A,N/A,30/11/2023,No,270000,Information Communication Technology,101885,Public
Service Reform,Direct Call-Off,Salford City Council,S1315,Tail End Spend through Amazon Business,Tail End Spend through Amazon Business,Amazon Business,EC2A 2FA,"£90,000.00","£90,000.00",n/a,28/04/2023,27/04/2024,12,0,0,N/A,N/A,27/04/2024,No,160000,Domestic Goods,3223028,Public
Place,Other,Salford City Council,S1316,Community Engagement Platform,Community Engagement Platform,CitizenLab,"10000, Burssels","£15,000.00","£45,000.00",No,02/08/2023,01/08/2024,12,12,2,N/A,N/A,01/08/2024,Yes,270000,Information Communication Technology,BE0638.901.287,Public
People,Other,Salford City Council,S1329,Statutory Homeless Supported Temporary Accomodation ,Statutory Homeless Supported Temporary Accomodation  Lot 1 ,The Riverside Group Ltd,M13 0AF,"£75,122.00","£375,610.00",No,01/12/2021,30/11/2026,60,24,2,,,30/11/2026,No,321000,Social Community Care Supplies & Services - Adult ,30938R,Public
People,Other,Salford City Council,S1329,Statutory Homeless Supported Temporary Accomodation ,Statutory Homeless Supported Temporary Accomodation Lot 2,Salvation Army ,M5 4DU,"£97,269.63","£486,348.15",No,01/12/2021,30/11/2026,60,24,2,,,30/11/2026,No,321000,Social Community Care Supplies & Services - Adult ,IP15210R,Public
Service Reform,CSO Exception,Salford City Council,S1331,SAP Licences for Liverpool City Council,SAP Licences for Liverpool City Council,SAP UK Ltd,TW14 8HD,"£244,985.85","£734,957.55",n/a,20/04/2023,19/04/2026,36,12,1,n/a,n/a,19/04/2026,No,270000,Information Communication Technology,2152073,Public
People,ITT,Salford City Council,S1335,Semi Independent Living Services (16-25 year olds) In Salford,Lot 3 - Minimum 4 units of accommodation for intensive support linked to core Salford Service Route 29 for young people aged 16 – 18 on referral (Accommodation and Housing Support Only),Places for People Living Plus Ltd,M6 5WX,"£71,666.00","£429,996.00",Yes,01/04/2022,31/03/2027,60,12,2,,,31/03/2027,No,321000,Social Community Care & Services - Adult,20014R,Public
People,ITT,Salford City Council,S1335,Semi Independent Living Services (16-25 year olds) In Salford,Lot 2 - Minimum 35 units of accommodation and support services for young people aged 16 – 25 who are at risk of homelessness and/or care leavers with low - medium support needs. ,Places for People Living Plus Ltd,M6 5WX,"£61,348.00","£368,088.00",Yes,01/04/2022,31/03/2027,60,12,2,,,31/03/2027,No,321000,Social Community Care & Services - Adult,20014R,Public
People,ITT,Salford City Council,S1335,Semi Independent Living Services (16-25 year olds) In Salford,Lot 4 - Minimum 4 units for young families with accommodation and support needs for young families,Places for People Living Plus Ltd,M6 5WX,"£47,970.00","£287,820.00",Yes,01/04/2022,31/03/2027,60,12,2,,,31/03/2027,No,321000,Social Community Care & Services - Adult,20014R,Public
People,ITT,Salford City Council,S1335,Semi Independent Living Services (16-25 year olds) In Salford,Lot 1 - Minimum 16 units of accommodation and support services for young people aged 16 – 25 who are at risk of homelessness and/or care leavers with medium to high support needs,Adullam Homes Housing Association ,BL8 2AH,"£126,259.00","£757,554.00",Yes,01/04/2022,31/03/2027,60,12,2,,,31/03/2027,Yes,321000,Social Community Care & Services - Adult,20853R,Public
People,ITT,Salford City Council,S1335,Semi Independent Living Services (16-25 year olds) In Salford,Semi and Independent Living Services (SAILS) for Care Leavers aged 16 and over,Depaul UK,SE1 4QQ,"£508,051.00","£2,032,205.00",Yes,01/04/2022,31/03/2027,48,12,2,,,31/03/2027,No,401603,Social Community Care Supplies & Services - Children,2440093,Public
Place,Direct Call-Off,Salford City Council,S1336,Provision of Confirm Software System,G Cloud Framework,Confirm Solutions Limited,ME4 4YG,"£522,569.00","£646,319.00",No,01/04/2021,31/03/2024,24,12,2,1,,31/03/2024,No,270000,Information Communication Technology,12838751,Public
Place,RFQ,Salford City Council,S1343,CPC Driver Training,CPC Driver Training,Junction 17 Defensive Driver Training,CW11 1PB,"£10,000.00","£20,000.00",No,01/07/2021,30/06/2025,24,0,0,N/A,N/A,30/06/2025,Yes,380000,Vehicle Management,4005390,Public 
Place,Mini-Comp,Salford City Council,S1346,Managing Agent for 100 Embankment and 2 New Bailey Square ,Managing Agent for 100 Embankment and 2 New Bailey Square ,Knight Frank LLP,M2 1HW,"£319,340.00","£319,340.00",No,03/05/2021,03/05/2024,36,24,1,,,03/05/2024,No,250000,Housing Management ,OC305934,Public
Place,CSO Exception,Salford City Council,S1358,Renewal of ArcGIS Software Licence,ArcGIS Software Licence,ESRI,HP21 7QG,"£26,409.00","£26,409.00",No,23/03/2023,22/03/2024,12,0,0,N/A,N/A,22/03/2024,No,270000,Information Communication Technology,1288342,Public
Place,RFQ,Salford City Council,S1362,Vehicle Repairs & Maintenance ,Vehicle Repairs & Maintenance ,Lightoaks Garage ,M6 8AP,"£60,000.00","£145,000.00",No,18/02/2019,17/02/2023,24,24,2,Yes,Yes,17/02/2023,No,380000,Vehicle Management,6162779,Public
Place,Mini-Comp,Salford City Council,S1369,MQ-2021-Traffic Studies ,MQ-2021-Traffic Studies ,Tracsis Traffic Data Ltd,LS22 7BA,"£30,700.00","£30,700.00",No,01/12/2020,31/12/2022,24,24,1,1,N/A,31/12/2024,No,350000,Street & Traffic Management,3896384,Public
People,CSO Exception,Salford City Council,S1373,Reducing Parenting Conflict Training,Reducing Parenting Conflict Training,OnePlusOne,EC2Y 5AU,"£9,500.00","£19,000.00",No,10/06/2021,31/05/2023,12,12,1,Yes,N/A,31/05/2023,Yes,401402,Troubled Families,4133340,Public
People,CSO Exception,Salford City Council,S1374,Reducing Parenting Conflict Training,Reducing Parenting Conflict Training,Amity Relationship Solutions,S70 5PG,"£12,500.00","£25,000.00",No,10/06/2021,31/05/2023,12,12,1,Yes,N/A,31/05/2023,No,401402,Troubled Families,11930484,Public
Place,ITT,Salford City Council,S1392,Management of the E-Cargo Bike Library,Management of the E-Cargo Bike Library,Cycle Waggle LTD T/A Mcr Bike Hire,M3 6BY,"£40,000.00","£40,000.00",No,01/03/2022,28/02/2025,26,0,0,N/A,N/A,28/02/2025,Yes,360000,Passenger Transport,9034563,Public
Place,ITT,Salford City Council,S1392,Salford eCargo Bike Scheme,Salford eCargo Bike Scheme,Cycle Waggle LTD T/A Mcr Bike Hire,M16 9HD,"£74,817.53","£112,226.29",No,01/03/2022,28/02/2025,36,0,0,N/A,N/A,28/02/2025,Yes,360000,Passenger Transport,9034563,Public
People,CSO Exception,Salford City Council,S1393,Jobs Not Prison Project,"In 2019 the Broughton Trust approached Project Gulf with a proposal called Jobs Not Prison. This was a 12 month intervention intended to reduce risk and harm presented by Salford residents aged 18 and over, who based on GMP’s intelligence and crime recording systems were involved in knife and/or other weapon enabled crime.",The Broughton Trust ,M7 1NY ,"£29,300.00","£29,300.00",No,01/04/2021,31/03/2022,12,12,1,,,31/03/2022,Yes,329899,Social Community Care Supplies & Services - Adult,Registered Charity,Public
Service Reform,Mini-Comp,Salford City Council,S1394,Lot 3 – [MY] Booking Application,Lot 3 – [MY] Booking Application,CDW Ltd,M4 4EW ,"£365,960.45","£365,960.45",No,01/01/2022,01/01/2027,60,0,0,N/A,N/A,01/01/2027,No,270000,Information Communication Technology,2465350,Public
Service Reform,RFQ,Salford City Council,S1400,Mailing equipment: Franking machine and Envelope inserter,Mailing equipment: Franking machine and Envelope inserter,Pitney Bowes,AL10 9UJ,"£17,431.50","£69,725.98",No,10/04/2022,09/04/2026,48,0,0,N/A,N/A,09/04/2026,No,300000,Mailing Services,182037,Public
People,RFQ,Salford City Council,S1409,Mental Health Drama Workshop,Mental Health Drama Workshop,Odd Arts,M14 4SL,"£12,500.00","£37,500.00",No,16/02/2022,17/02/2025,12,12,1,,,17/02/2025,Yes,171011,School Services,CE016832,Public
Place,Mini-Comp,Salford City Council,S1414,New Broadwalk/Clifton PRU Relocation ,New Broadwalk/Clifton PRU Relocation ,Robertson CE Limited,FK9 4TZ,"£4,360,695.00","£4,360,695.00",No,25/04/2023,01/03/2024,13,0,0,N/A,N/A,01/03/2024,Yes,391100,"Works - Construction, Repair and Maintenance",SC249935,Public
Place,Direct Call-Off,Salford City Council,S1415,Consultancy Services for Minerals and Waste Support to AGMA,Consultancy Services for Minerals and  Waste Support to AGMA,Capita Property and Infrastructure Limited,WC1V 6DW,"£30,000.00","£60,000.00",No,01/04/2023,30/09/2023,6,6,1,,,30/09/2023,No,150000,Consultancy ,2018542,Public
Place,CSO Exception,Salford City Council,S1416,Supply of 6mm Quick Viafix Road Repair,Supply of 6mm Viafix Quick Road Repair,Viatec UK Ltd,BA3 4XD,"£125,000.00","£125,000.00",No,01/05/2023,30/04/2024,12,0,0,N/A,N/A,30/04/2024,Yes,3911465,Reconstruction and Resurficing,5642795,Public
People,Direct Call-Off,Salford City Council,S1426,Portakabin for Willow Tree Primary School,Portakabin for Willow Tree Primary School,Portakabin ltd,BB1 3HY,"£51,480.00","£51,480.00",No,10/01/2022,09/01/2024,24,0,0,N/A,N/A,09/01/2024,No,321060,Temporary Accomodation -  Unsupported,321060,Public
People,Direct Call-Off,Salford City Council,S1427,Portakabin for Brentnall Primary School.,Portakabin for Brentnall Primary School.,Portakabin ltd,BB1 3HY,"£60,652.80","£60,652.80",No,10/01/2022,09/01/2024,24,0,0,N/A,N/A,09/01/2024,No,321060,Temporary Accomodation -  Unsupported,321060,Public
Place,RFQ,Salford City Council,S1428,Barton Moss Secure Care Centre – Design Support Services,Barton Moss Secure Care Centre – Design Support Services,Alliance Design UK Ltd t/a Edge Consulting Engineers,M15 4PN,"£10,000.00","£10,000.00",n/a,17/04/2023,31/10/2023,6,0,0,N/A,N/A,31/10/2023,yes,150000,Consultancy ,10698723,Public
People,CSO Exception,Salford City Council,S1449,English Language Support for HKBNOs,English Language Support for HKBNOs,Train-to-TEFL Ltd,IV1 1EA,"£280,000.00","£350,000.00",No,01/04/2023,30/06/2024,26,12,1,,,30/06/2024,No,401503,Translation,9384909,Public
People,Other,Salford City Council,S1460,Provision of Adult social care services,Provision of Adult social care services,Aspire,M27 5WW,"£9,670,278.00","£29,010,834.00",Yes,01/06/2021,31/05/2024,24,0,0,,,31/05/2024,Yes,321000,Social Community Care Supplies & Services - Adult ,9360642,Public
People,CSO Exception,Salford City Council,S1463,Targeted CAMHS Contracts for Children (16-17) Youth Justice Service,Targeted CAMHS Contracts for Children (16-17) Youth Justice Service,Manchester University NHS Foundation Trust (MFT),M23 9LT ,"£308,871.00","£308,871.00",No,01/04/2022,31/03/2023,12,0,0,N/A,N/A,31/03/2023,No,321110,Adolescent Mental Health Needs,-,Public
People,CSO Exception,Salford City Council,S1464,Targeted CAMHS Contracts Route 29,Targeted CAMHS Contracts Route 29,Manchester University NHS Foundation Trust (MFT),M23 9LT ,"£70,000.00","£70,000.00",No,01/04/2022,31/03/2023,12,0,0,N/A,N/A,31/03/2023,No,321110,Adolescent Mental Health Needs,-,Public
Place,ITT,Salford City Council,S1470,ZC - Owners Engineer - Kenyon Way Solar Farm - Appointment,ZC - Owners Engineer - Kenyon Way Solar Farm - Appointment,Locogen Energy Services Limited, EH3 5BD,"£56,237.40","£56,237.40",Yes,27/09/2021,31/12/2023,15,0,0,N/A,N/A,31/12/2023,No,321060,Temporary Accomodation -  Unsupported,SC521029,Public
Service Reform,Direct Call-Off,Salford City Council,S1473,"SCC Firewall replacement, Fortinet","SCC Firewall replacement, Fortinet",CDW Ltd ,EC4M 9AF,"£43,333.33","£130,000.00",No,01/04/2021,31/03/2024,36,0,0,N/A,N/A,31/03/2024,No,271501,Services,2174990,Public
Service Reform,CSO Exception,Salford City Council,S1477,Netapp Maintenance ,Netapp Maintenance ,Maple Networks Limited Via Boxxe Ltd ,LS22 6LX,"£49,999.67","£149,999.00",No,01/05/2022,30/04/2025,36,0,0,N/A,N/A,30/04/2025,No,271440,Software,2109168,Public
Place,CSO Exception,Salford City Council,S1478,Supply of AC Dense Surf 160/220 Hardstone,Supply of AC Dense Surf 160/220 Hardstone,Aggregate Industries UK Ltd,LE67 9PJ,"£150,000.00","£150,000.00",No,03/04/2023,31/03/2024,12,0,0,N/A,N/A,31/03/2024,No,391469,Reconstruction and Resurficing,245717,Public
Place,RFQ,Salford  City Council,S1480,Purchase of LUMA Gen 2 Mini Compact LED Lanterns,Purchase of LUMA Gen 2 Mini Compact LED Lanterns,Signify Commercial UK Ltd,GU2 8XG,"£6,272.52","£6,272.52",No,01/04/2023,30/06/2023,1,0,0,n/a,n/a,31/04/2023,Yes,350000,Street & Traffic Management,291612,Pulic
People,RFQ,Salford City Council,S1481,Client Caseload Information System,Client Caseload Information System,Career Connect,L2 3YL,"£9,174.77","£9,174.77",No,01/04/2022,31/12/2023,12,0,0,N/A,N/A,31/12/2023,No,321100,Social Community Care Supplies and Services - Children,4233289,Public
Service Reform,Mini-Comp,Salford City Council,S1486,Licences to support the ongoing productions of robotic software,Licences to support the ongoing productions of robotic software,Uipath UK Ltd,SE1 7ND,"£13,440.00","£6,720.00",No,08/04/2022,31/03/2024,24,0,0,N/A,N/A,31/03/2024,Yes,271440,Software,RO 34737997,Public
Service Reform,CSO Exception,Salford City Counci,S1488,Salford Bonfire Night events – fireworks displays,Salford Bonfire Night events – fireworks displays,The UK Firework Company, SW19 2RR ,"£16,500.00","£16,500.00",No,11/04/2023,07/11/2023,8,0,0,n/a,n/a,07/11/2023,Yes,290000,Arts & Leisure Services,9993988,Public
People,CSO Exception,Salford City Council,S1489,Adult Social Care Supported Living for people with Learning Disabilities,Adult Social Care Supported Living for people with Learning Disabilities,Turning Point (Services) Limited,E1 8AA,"£1,458,186.40","£2,916,372.80",No,03/06/2022,03/06/2024,24,0,0,N/A,N/A,03/06/2024,No,321000,Social Community Care Supplies & Services - Adult,793558,Public
Service Reform,RFQ,Salford City Council,S1493,Commvault Maintenance Renewal,Commvault Maintenance Renewal,CoolSpirit,S41 9FG,"£32,958.72","£32,958.72",No,30/04/2023,30/04/2024,12,0,0,N/A,N/A,30/04/2024,Yes,271300,Information Communication Technology,3600170,Public
Service Reform,Direct Call-Off,Salford City Council,S1494,Fortinet FortiMail Cloud ,Fortinet FortiMail Cloud ,CDW Ltd,EC4M 9AF,"£50,000.00","£149,999.99",no,31/03/2022,31/03/2025,36,0,0,N/A,N/A,31/03/2025,No,271300,Information Communication Technology,2465350,Public
Place,Mini-Comp,Salford City Council,S1496,Servicing and Maintenance of Fire Alarm and Emergency Lighting ,Servicing and Maintenance of Fire Alarm and Emergency Lighting ,Fieldway Supplies Ltd,L36 6AW,"£61,825.20","£61,825.20",No,01/04/2022,31/03/2024,24,0,0,N/A,N/A,31/03/2024,,220000,Health & Safety,5743944,Public
Place,CSO Exception,Salford City Council,S1500,Parking Services IT System,Parking Services IT System,Chipside Ltd,SN15 5FD,"£15,630.00","£15,630.00",No,01/10/2022,30/09/2026,48,24,,,,30/09/2026,Yes,271440,Software,4049461,Public
Place,RFQ,Salford City Council,S1501,Delivery of Trauma Response Training in Salford,Delivery of Trauma Response Training in Salford,Meadows Psychology Service,OL12 9EN,"£16,952.00","£16,952.00",No,01/03/2023,28/02/2024,12,0,0,n/a,n/a,28/02/2024,Yes,260000,Human Resources,5087886,Public
Place,Direct Call-Off,Salford City Council,S1503,Provision of Cashless Parking System,Provision of Cashless Parking System,Park Now Limited,RG24 8YB,"£6,239.00","£18,717.00",No,21/11/2022,20/11/2025,60,0,0,N/A,N/A,20/11/2025,Yes,350200,Parking,3151938,Public
People,RFQ,Salford City Council,S1507,First Aid For Mental Health Training in Salford,First Aid For Mental Health Training in Salford,Mind in Salford,M3 6FA,"£30,000.00","£30,000.00",No,01/04/2023,,12,0,0,n/a,n/a,31/03/2024,Yes,322001,Mental Health Services,6666032,Public
People,RFQ,Salford City Council,S1508,Review of Counselling Services for Children and Young People 2022,Review of Counselling Services for Children and Young People 2022,University of Manchester ,M13 9PL ,"£15,020.00","£15,020.00",No,15/09/2022,31/03/2023,6,0,0,N/A,N/A,31/03/2023,No,321100,Social Community Care Supplies & Services - Children,4715244,Public
Place,RFQ,Salford City Council,S1510,Rope Access Unadopted Principal Inspections [Salford Uni & Lowery Footbridge],Specialists to undertake rope access Unadopted Principal Inspections.,UbiQ Group Ltd,ST15 0SR,"£9,220.00","£9,220.00",No,16/10/2023,20/10/2023,0,0,0,n/a,n/a,20/10/2023,Yes,390000,Social Community Care & Services - Adult,11724790,Public
Place,RFQ,Salford City Council,S1511,Rope Access Unadopted Principal Inspections [Blackfiars Bridge & Trafford Swing Bridge],Specialists to undertake rope access Unadopted Principal Inspections.,UbiQ Group Ltd,ST15 0SR,"£9,447.00","£9,447.00",No,20/11/2023,24/11/2023,0,0,0,n/a,n/a,24/11/2023,Yes,390000,Social Community Care & Services - Adult,11724790,Public
Place,Mini-Comp,Salford City Council,S1514,Delivery of the Little Hulton Solar Farm EPC Contract,Delivery of the Little Hulton Solar Farm EPC Contract,Vital Energi Utilities Ltd,BB1 2LD,"£2,398,865.00","£2,398,865.00",No,13/02/2023,30/09/2023,3,0,0,n/a,n/a,30/09/2023,No,390000,"Works - Construction, Repair and Maintenance",4050190,Public
Place,Direct Call-Off,Salford City Council ,S1519,"Barton Moss Welfare Unit – mechanical services, feasibility Assessment","Barton Moss Welfare Unit – mechanical services, feasibility assessment",S I Sealy,SK6 2SR,"£9,700.00","£9,700.00",No,01/06/2022,30/03/2024,13,0,0,n/a,n/a,31/03/2024,Yes,150000,Consultancy ,2588550,Public
Place,Direct Call-Off,Salford City Council,S1528,"Arcus Built Environment Solution for Planning, Building Control and Local Land and Property Gazetteer services","Arcus Built Environment Solution for Planning, Building Control and Local Land and Property Gazetteer services",Arcus Global Limited,CB4 2HY,"£97,500.00","£390,000.00",No,01/11/2022,01/11/2024,48,12,2,,,01/11/2024,,390000,"Works - Construction, Repair & Maintenance ",6946606,Public
People,CSO Exception,Salford City Council,S1529,Positive Masculinity ,trial pilot project to gauge potential positive impacts and outcomes,Unlimited Potential,M6 6FP,"£152,089.00","£152,089.00",No,01/12/2022,29/02/2024,15,0,0,n/a,n/a,29/02/2014,Yes,310000,Healthcare,IP030669,Public
People,Mini-Comp,Salford City Council,S1530,Spot purchasing of Educational Psychology Statutory Advice,Spot purchasing of Educational Psychology Statutory Advice,Various,Various,"£35,000.00","£140,000.00",No,01/10/2022,01/10/2026,48,0,0,n/a,n/a,01/10/2026,No,171010,Adult & Further Education Services,N/A,Public
People,CSO Exception,Salford City Council,S1531,CareCubed,CareCubed,iESE (the Improvement and Efficiency Social Enterprise),RH10 1UZ,"£25,000.00","£25,000.00",No,01/12/2022,30/11/2023,12,0,0,n/a,n/a,30/11/2023,No,270000,Information Communication Technology,7716988,Public
Place,CSO Exception,Salford City Council,S1532,GGP Software,"The software is used to plot assets onto layers to maintain the Council’s land, property, and the adopted highway ownership records",GGP Systems Ltd,CRO 2LX,"£59,995.38","£44,652.00",No,01/04/2022,31/03/2027,12,0,0,n/a,n/a,31/03/2027,No,270000,Information Communication Technology,2685491,Public
