Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description,
Salford City Council,25/07/2024,6003945426,585.35,97.56,487.79,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945495,585.35,97.56,487.79,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945427,593.04,98.84,494.20,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945501,598.82,99.80,499.02,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945489,630.52,105.09,525.43,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945470,633.65,105.61,528.04,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945436,643.48,107.25,536.23,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945355,652.36,108.73,543.63,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945359,652.36,108.73,543.63,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945387,652.36,108.73,543.63,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945422,652.36,108.73,543.63,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945428,652.36,108.73,543.63,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945433,652.36,108.73,543.63,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945439,652.36,108.73,543.63,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945539,652.36,108.73,543.63,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945395,664.08,110.68,553.40,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945379,665.77,110.96,554.81,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945423,665.77,110.96,554.81,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945432,665.77,110.96,554.81,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945526,665.77,110.96,554.81,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945420,673.43,112.24,561.19,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945506,684.77,114.13,570.64,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945524,699.31,116.55,582.76,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945384,727.84,121.31,606.53,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945399,734.80,122.47,612.33,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945408,744.18,124.03,620.15,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945504,776.84,129.47,647.37,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945486,806.89,134.48,672.41,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945412,832.01,138.67,693.34,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945364,841.72,140.29,701.43,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945394,841.72,140.29,701.43,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945350,861.12,143.52,717.60,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945405,873.05,145.51,727.54,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945397,878.10,146.35,731.75,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945467,899.00,149.83,749.17,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945497,930.85,155.14,775.71,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945490,939.67,156.61,783.06,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945511,993.55,165.59,827.96,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945516,997.74,166.29,831.45,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945401,1009.64,168.27,841.37,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945382,1028.23,171.37,856.86,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945496,1033.87,172.31,861.56,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945499,1077.24,179.54,897.70,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945419,1078.46,179.74,898.72,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945451,1108.14,184.69,923.45,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945392,1110.98,185.16,925.82,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945414,1174.30,195.72,978.58,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945462,1181.86,196.98,984.88,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945500,1188.61,198.10,990.51,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945530,1262.05,210.34,1051.71,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945361,1264.24,210.71,1053.53,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945358,1271.44,211.91,1059.53,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945407,1295.57,215.93,1079.64,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945491,1353.37,225.56,1127.81,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945515,1353.37,225.56,1127.81,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945513,1363.99,227.33,1136.66,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945411,1397.96,232.99,1164.97,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945465,1397.96,232.99,1164.97,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945502,1397.96,232.99,1164.97,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945434,1422.40,237.07,1185.33,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945537,1475.50,245.92,1229.58,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945450,1489.28,248.21,1241.07,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945468,1489.28,248.21,1241.07,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945415,1564.63,260.77,1303.86,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945421,1564.63,260.77,1303.86,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945365,1589.90,264.98,1324.92,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945456,1631.52,271.92,1359.60,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945522,1722.84,287.14,1435.70,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945466,1901.42,316.90,1584.52,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,6003945527,2285.12,380.85,1904.27,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,25/07/2024,601530046,2814.00,429.00,2385.00,G & A Taylor Hotels Ltd,People (Adults),Rents,
Salford City Council,25/07/2024,601530047,6300.00,870.00,5430.00,G & A Taylor Hotels Ltd,People (Adults),Rents,
Salford City Council,25/07/2024,601530026,1326.00,221.00,1105.00,Grahams Consultants,People (Childrens),Payments to Agencies,
Salford City Council,25/07/2024,1600739658,1000.00,0.00,1000.00,Greater Manchester Travelcards Ltd,People (Childrens),Sub Contractors,
Salford City Council,25/07/2024,1600739659,1000.00,0.00,1000.00,Greater Manchester Travelcards Ltd,People (Childrens),Sub Contractors,
Salford City Council,25/07/2024,601530087,2500.00,0.00,2500.00,Hc One Ltd - Several Homes,People (Adults),Grants,
Salford City Council,25/07/2024,601530088,2500.00,0.00,2500.00,Hc One Ltd - Several Homes,People (Adults),Grants,
Salford City Council,25/07/2024,601530104,2813.00,0.00,2813.00,Kids Planet Day Nurseries Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,25/07/2024,1600739676,3250.00,0.00,3250.00,"Leadership, Safeguarding & Coaching",People (Childrens),Other Professional Fees,
Salford City Council,25/07/2024,601530089,2500.00,0.00,2500.00,Meridian Health Care Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,601530090,2500.00,0.00,2500.00,Mhc Manchester Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,601530082,2500.00,0.00,2500.00,New Care Worsley (Opco) Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,601530083,2500.00,0.00,2500.00,New Care Worsley (Opco) Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,601530084,2500.00,0.00,2500.00,New Care Worsley (Opco) Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,601530085,2500.00,0.00,2500.00,New Care Worsley (Opco) Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,601530086,2500.00,0.00,2500.00,New Care Worsley (Opco) Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,2206560300,20045522.17,0.00,20045522.17,NHS CCG,People (Adults),Payments to Health Authority,
Salford City Council,25/07/2024,601530094,2500.00,0.00,2500.00,Park Homes (Uk) Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,601530095,2500.00,0.00,2500.00,Park Homes (Uk) Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,1600739662,4500.00,0.00,4500.00,Reach-In For Care Ltd,People (Childrens),Payments to Agencies,
Salford City Council,25/07/2024,6003945221,550.00,0.00,550.00,Redacted Data,People (Childrens),Foster Care - Contract Top Up's,
Salford City Council,25/07/2024,6003945171,509.00,0.00,509.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945244,509.00,0.00,509.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945250,509.00,0.00,509.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945280,509.00,0.00,509.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945052,600.00,0.00,600.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945060,600.00,0.00,600.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945334,618.00,0.00,618.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945340,636.00,0.00,636.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945328,659.00,0.00,659.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945043,665.00,0.00,665.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945205,665.00,0.00,665.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945300,665.00,0.00,665.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945012,694.00,0.00,694.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945039,694.00,0.00,694.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945079,694.00,0.00,694.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945260,694.00,0.00,694.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945112,703.72,0.00,703.72,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945285,726.50,0.00,726.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945037,734.00,0.00,734.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945059,734.00,0.00,734.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945005,752.00,0.00,752.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945007,752.00,0.00,752.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945054,752.00,0.00,752.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945126,755.50,0.00,755.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945156,755.50,0.00,755.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945168,755.50,0.00,755.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945268,755.50,0.00,755.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945274,755.50,0.00,755.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945295,755.50,0.00,755.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945308,755.50,0.00,755.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945159,763.00,0.00,763.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945129,770.75,0.00,770.75,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003944962,781.00,0.00,781.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945301,781.00,0.00,781.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003944979,785.50,0.00,785.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945187,795.50,0.00,795.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945288,795.50,0.00,795.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945116,810.75,0.00,810.75,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945013,815.00,0.00,815.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945014,825.75,0.00,825.75,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945136,832.00,0.00,832.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945326,832.00,0.00,832.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003944953,838.00,0.00,838.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945101,838.00,0.00,838.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945104,838.00,0.00,838.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945105,838.00,0.00,838.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945207,845.86,0.00,845.86,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945108,862.00,0.00,862.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945050,880.00,0.00,880.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945257,880.00,0.00,880.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945292,880.00,0.00,880.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945122,898.30,0.00,898.30,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945073,900.00,0.00,900.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003944990,909.00,0.00,909.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945098,909.00,0.00,909.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945107,909.00,0.00,909.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945302,909.00,0.00,909.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945321,909.00,0.00,909.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945066,918.00,0.00,918.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945312,936.00,0.00,936.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945109,938.00,0.00,938.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945142,938.00,0.00,938.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945176,938.00,0.00,938.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945197,938.00,0.00,938.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945296,938.00,0.00,938.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945309,938.00,0.00,938.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945036,954.00,0.00,954.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945092,978.00,0.00,978.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945230,978.00,0.00,978.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945235,978.00,0.00,978.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945324,978.00,0.00,978.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945033,983.00,0.00,983.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003944949,1018.00,0.00,1018.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945094,1018.00,0.00,1018.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945305,1052.00,0.00,1052.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945041,1110.00,0.00,1110.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945038,1121.00,0.00,1121.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945231,1186.00,0.00,1186.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945330,1186.00,0.00,1186.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945015,1197.00,0.00,1197.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945317,1197.00,0.00,1197.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945155,1255.00,0.00,1255.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945096,1296.00,0.00,1296.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945198,1302.00,0.00,1302.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945199,1320.00,0.00,1320.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945291,1320.00,0.00,1320.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945089,1325.00,0.00,1325.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945130,1340.00,0.00,1340.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945210,1371.00,0.00,1371.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945119,1378.00,0.00,1378.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945222,1407.00,0.00,1407.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945027,1508.00,0.00,1508.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945118,1570.50,0.00,1570.50,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945251,1735.00,0.00,1735.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945095,1742.00,0.00,1742.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945239,1753.00,0.00,1753.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945245,1760.00,0.00,1760.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945103,1809.61,0.00,1809.61,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945212,1847.00,0.00,1847.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945097,1887.00,0.00,1887.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945283,2114.00,0.00,2114.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003944969,2151.00,0.00,2151.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945266,2312.86,0.00,2312.86,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945148,2466.00,0.00,2466.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945179,2535.00,0.00,2535.00,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945070,2543.15,0.00,2543.15,Redacted Data,People (Childrens),Foster Parent Skills Payment,
Salford City Council,25/07/2024,6003945315,506.20,0.00,506.20,Redacted Data,People (Childrens),Foster Parents-Basic Allowances,
Salford City Council,25/07/2024,6003944958,508.00,0.00,508.00,Redacted Data,People (Childrens),Foster Parents-Basic Allowances,
Salford City Council,25/07/2024,6003945087,878.00,0.00,878.00,Redacted Data,People (Childrens),Foster Parents-Basic Allowances,
Salford City Council,25/07/2024,6003945081,1079.00,0.00,1079.00,Redacted Data,People (Childrens),Foster Parents-Basic Allowances,
Salford City Council,25/07/2024,1600739499,512.18,85.36,426.82,Schofield & Sons Ltd,Place,UV Day to Day Repairs,
Salford City Council,25/07/2024,1600739667,3670.13,611.68,3058.45,Signs Express Manchester,Resources & Transformation,Printing & Photocopying,
Salford City Council,25/07/2024,1600739669,8574.00,1429.00,7145.00,Soft Surfaces Limited,Capital Expenditure,Payments to Contractors - Improvements,
Salford City Council,25/07/2024,601530105,3750.00,0.00,3750.00,St Lukes Pre-School Playgroup,People (Childrens),Payments to Private Providers,
Salford City Council,25/07/2024,1600739663,928.57,0.00,928.57,Step Ahead Resource Services Ltd,People (Childrens),Payments to Agencies,
Salford City Council,25/07/2024,601530102,3000.00,0.00,3000.00,T/A Holly House Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,25/07/2024,601530054,1674.90,279.15,1395.75,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,25/07/2024,601530096,2500.00,0.00,2500.00,The Broughtons Residential Home,People (Adults),Grants,
Salford City Council,25/07/2024,1600739666,7965.92,1327.65,6638.27,The Conservation Volunteers,Capital Expenditure,External Fees - Other,
Salford City Council,25/07/2024,601530092,2500.00,0.00,2500.00,The Willows Nursing Home,People (Adults),Grants,
Salford City Council,25/07/2024,601530093,2500.00,0.00,2500.00,The Willows Nursing Home,People (Adults),Grants,
Salford City Council,25/07/2024,601530091,2500.00,0.00,2500.00,Ultimate Care Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,601530079,2500.00,0.00,2500.00,Wcg Fountains Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,601530080,2500.00,0.00,2500.00,Wellington Healthcare (Arden) Ltd,People (Adults),Grants,
Salford City Council,25/07/2024,601530099,1152.00,192.00,960.00,Worldwide Teaching Limited,People (Childrens),Agency Fees,
Salford City Council,26/07/2024,1600738868,199519.43,33253.24,166266.19,A E Yates Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,26/07/2024,1600734097,-24373.33,0.00,-24373.33,Acorn Care & Education Ltd,People (Childrens),Non-Maintained Special Schools,
Salford City Council,26/07/2024,1600734098,-2417.19,0.00,-2417.19,Acorn Care & Education Ltd,People (Childrens),Non-Maintained Special Schools,
Salford City Council,26/07/2024,1600739062,30000.00,0.00,30000.00,Acorn Care & Education Ltd,People (Childrens),Non-Maintained Special Schools,
Salford City Council,26/07/2024,1600735379,1213.41,0.00,1213.41,Acorn Care & Education Ltd,People (Childrens),Mandat Student,
Salford City Council,26/07/2024,1600735380,1213.42,0.00,1213.42,Acorn Care & Education Ltd,People (Childrens),Mandat Student,
Salford City Council,26/07/2024,1600735381,1213.42,0.00,1213.42,Acorn Care & Education Ltd,People (Childrens),Mandat Student,
Salford City Council,26/07/2024,1600735378,3640.25,0.00,3640.25,Acorn Care & Education Ltd,People (Childrens),Mandat Student,
Salford City Council,26/07/2024,1600738998,12242.17,2040.36,10201.81,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other,
Salford City Council,26/07/2024,1600739001,16218.37,2703.06,13515.31,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other,
Salford City Council,26/07/2024,6003945883,6105.00,0.00,6105.00,Age Concern Salford T/A Age Uk Salford,People (Adults),Day Care,
Salford City Council,26/07/2024,6003945752,6216.00,0.00,6216.00,Age Concern Salford T/A Age Uk Salford,People (Adults),Day Care,
Salford City Council,26/07/2024,1600739703,778.01,129.67,648.34,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,26/07/2024,1600739702,852.94,142.15,710.79,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,26/07/2024,1600739687,865.80,144.30,721.50,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,26/07/2024,1600739693,954.39,159.06,795.33,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,26/07/2024,1600739688,967.89,161.32,806.57,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,26/07/2024,1600739692,1054.55,175.76,878.79,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,26/07/2024,1600739694,1058.40,176.40,882.00,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,26/07/2024,1600739691,1152.78,192.13,960.65,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,26/07/2024,1600738942,20266.80,3377.80,16889.00,Alan Franklin Builders Ltd,Place,Building Security Equipment,
Salford City Council,26/07/2024,1600739731,48496.69,8082.78,40413.91,Argyle (North West) Construction Lt,Capital Expenditure,External Fees - Other,
