,,,,April 2023 £500 spend data,,,,
Payment Date,Transaction Number,Non Recoverable VAT,Amount,Supplier,Supplier Number,Expense Type,Directorate,Service Area
28/04/2023,848138,0,5000,1st Steps Housing Kent Ltd,9999999800,Housing Rent it Right,Place,Housing and Strategic Planning
28/04/2023,848218,0,5631.32,22 ST PETERS ROAD HOME,8400008500,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848221,0,2994.94,24 X 7 LTD,8699200,Transport Costs Clients,Children's Services,Education Services
28/04/2023,848229,0,516.67,39 ESSEX CHAMBERS,8461600,Compensation/Settlement Pyt,Children's Services,Schools
28/04/2023,848242,0,3317.78,A  S  D   UNIQUE SERVICES LLP,8400046000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848243,0,4423.7,A  S  D   UNIQUE SERVICES LLP,8400046000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848323,0,686,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848328,0,857.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848406,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848407,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848408,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848409,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848410,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848411,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848412,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848413,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848414,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848415,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848416,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848417,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848418,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848419,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848420,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848421,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848422,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848423,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848424,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848425,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848426,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848427,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848428,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848429,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848430,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848431,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848432,0,1200.5,ABANTU CARE UK,8400028800,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848533,0,686,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848542,0,1029,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848554,0,1715,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848555,0,1715,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848556,0,1715,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848557,0,1715,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848600,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848601,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848602,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848603,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848604,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848605,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848606,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848607,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848608,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848609,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848610,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848611,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848612,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848613,0,2401,ABANTU CARE UK,8400028800,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848703,0,-1557.88,ABANTU HEALTHCARE SL,8400040700,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848706,0,3808.2,ABANTU HEALTHCARE SL,8400040700,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848714,0,6144,ABANTU HEALTHCARE SL,8400040700,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848730,0,10540,ABANTU HEALTHCARE SL,8400040700,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848736,0,1414.33,ABBEY WOOD NURSERY SCHOOL,10152900,MS top-up funding Nursery,Children's Services,Schools
28/04/2023,848739,0,18346,ABBEY WOOD STATION MINICABS LTD,8762300,Transport Costs Clients,Children's Services,Education Services
28/04/2023,848746,0,-2817.96,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848747,0,-1811.55,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848748,0,-905.77,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848750,0,877.01,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848752,0,1169.35,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848753,0,1188.53,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848754,0,1188.53,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848755,0,1207.7,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848756,0,1207.7,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848757,0,1237.51,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848758,0,1559.13,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848759,0,1584.71,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848760,0,1584.71,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848761,0,1610.26,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848762,0,1610.26,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848763,0,1811.55,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848764,0,2728.48,ABBOTTSLEIGH MEWS,8400020100,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,848780,0,-769.82,ABBOTTSLEIGH MEWS,8400020100,CRAG income - Nursing,Adults & Health,Bexley Care
28/04/2023,848783,0,-636.23,ABBOTTSLEIGH MEWS,8400020100,CRAG income - Nursing,Adults & Health,Bexley Care
28/04/2023,848784,0,-622.57,ABBOTTSLEIGH MEWS,8400020100,CRAG income - Nursing,Adults & Health,Bexley Care
28/04/2023,848785,0,-541.35,ABBOTTSLEIGH MEWS,8400020100,CRAG income - Nursing,Adults & Health,Bexley Care
28/04/2023,848787,0,-505.16,ABBOTTSLEIGH MEWS,8400020100,CRAG income - Nursing,Adults & Health,Bexley Care
28/04/2023,848792,0,962.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848793,0,962.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848794,0,962.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848795,0,962.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848796,0,1039.96,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848798,0,1188.53,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848799,0,1188.53,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848800,0,1188.53,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848801,0,1188.53,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848803,0,1237.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848804,0,1237.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848805,0,1237.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848806,0,1237.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848807,0,1247.95,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848808,0,1247.95,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848809,0,1247.95,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848810,0,1247.95,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848811,0,1247.95,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848813,0,1375.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848814,0,1375.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848815,0,1375.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848816,0,1375.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848817,0,1375.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848822,0,1443.76,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848823,0,1584.71,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848824,0,1584.71,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848825,0,1584.71,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848826,0,1584.71,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848828,0,1663.93,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848829,0,1663.93,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848830,0,1663.93,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848831,0,1663.93,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848832,0,1732.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848833,0,1732.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848834,0,1732.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848835,0,1732.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848836,0,1732.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848837,0,1732.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848838,0,1732.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848839,0,1732.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848840,0,1732.51,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848844,0,2310.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848845,0,2310.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848846,0,2310.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848847,0,2310.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848848,0,2310.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848849,0,2310.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848850,0,2310.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848851,0,2310.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848852,0,2310.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848853,0,2310.01,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848900,0,693.31,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848901,0,1188.53,ABBOTTSLEIGH MEWS,8400020100,NurPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,848904,0,-2728.48,ABBOTTSLEIGH MEWS,8400020100,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848905,0,-1811.55,ABBOTTSLEIGH MEWS,8400020100,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848906,0,-877.01,ABBOTTSLEIGH MEWS,8400020100,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848910,0,891.4,ABBOTTSLEIGH MEWS,8400020100,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848911,0,962.51,ABBOTTSLEIGH MEWS,8400020100,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848913,0,1188.53,ABBOTTSLEIGH MEWS,8400020100,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848914,0,1237.51,ABBOTTSLEIGH MEWS,8400020100,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848915,0,1373.75,ABBOTTSLEIGH MEWS,8400020100,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848918,0,1584.71,ABBOTTSLEIGH MEWS,8400020100,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848923,0,1925.02,ABBOTTSLEIGH MEWS,8400020100,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848941,0,-1811.55,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848942,0,-1811.55,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848943,0,-1811.55,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848944,0,-1811.55,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848945,0,-1811.55,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848946,0,-1811.55,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848947,0,-877.01,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848948,0,-877.01,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848955,0,877.01,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848956,0,877.01,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848964,0,1169.35,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848965,0,1169.35,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848966,0,1207.7,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848967,0,1207.7,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848968,0,1207.7,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848969,0,1207.7,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848970,0,1207.7,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848971,0,1207.7,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,848972,0,1227.82,ABBOTTSLEIGH MEWS,8400020100,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
