BODY,LOCAL AUTHORITY DEPARTMENT,DESCRIPTION 1,DESCRIPTION 2,DATE,AMOUNT,BENEFICIARY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£75.00,ASDA PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£263.68,ASDA PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£48.00,ASDA PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£57.68,ASDA PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£25.00,ASDA PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£156.00,ASDA PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£325.48,ASDA PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£25.00,CANFORD HEATH PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£69.00,CANFORD HEATH PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£65.92,CANFORD HEATH PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£175.10,CASTLE POINT (UK) LTD T/A CASTLE LANE PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£25.00,CASTLE POINT (UK) LTD T/A CASTLE LANE PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£247.20,CASTLE POINT (UK) LTD T/A CASTLE LANE PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£822.00,AA & OO LIMITED T/A WALLISDOWN PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£451.14,AA & OO LIMITED T/A WALLISDOWN PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£25.00,AA & OO LIMITED T/A WALLISDOWN PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£741.00,AA & OO LIMITED T/A WALLISDOWN PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£539.72,AA & OO LIMITED T/A WALLISDOWN PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£24.72,WINTON PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£36.00,WINTON PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£74.16,WINTON PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£25.00,WINTON PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£72.00,WINTON PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£543.84,WINTON PHARMACY
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£25.00,PHARMASTAR LTD T/A C & M CHEMISTS
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£25.00,WESSEX PHARMACIES LTD
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£72.00,JASPERS HEALTH LIMITED
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£317.24,JASPERS HEALTH LIMITED
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£25.00,JASPERS HEALTH LIMITED
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£72.00,JASPERS HEALTH LIMITED
BCP Council,Commissioning,Drug & alcohol services - BCP,Health Authorities,01/04/2023,£461.44,JASPERS HEALTH LIMITED
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£3.20,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£42.09,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£26.84,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£13.64,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£0.82,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£263.08,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£28.30,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£16.14,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£62.00,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£90.08,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£76.02,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£43.10,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£140.30,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£53.68,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£18.42,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£273.95,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£86.78,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£18.42,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£7.38,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£14.20,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£11.80,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£20.00,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£112.24,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£7.24,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£6.69,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£1.17,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£1.20,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£3.48,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£5.88,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£2.53,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£2.53,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£1.64,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£53.68,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£13.64,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£1.50,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£14.21,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£9.01,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£4.36,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£1.69,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£1.02,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£1.41,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£2.05,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£3.88,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£1.92,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£7.62,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£0.73,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£2.05,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£1.76,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£1.82,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£2.18,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£43.38,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£5.46,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£38.71,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£36.98,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£11.50,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£10.92,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£5.02,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£8.62,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£35.00,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£38.71,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£21.10,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£2.69,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£25.28,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£10.82,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£3.24,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£11.98,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£9.21,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£15.79,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£10.29,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£25.00,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£5.37,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£11.15,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£25.95,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£9.21,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£9.00,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£7.25,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£16.75,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£224.69,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Electricians,Direct/Raw Materials,01/04/2023,£61.10,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Electricians,Direct/Raw Materials,01/04/2023,£11.24,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - General Fund Voids,Direct/Raw Materials,01/04/2023,£38.71,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - General Fund Voids,Direct/Raw Materials,01/04/2023,£35.00,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - General Fund Voids,Direct/Raw Materials,01/04/2023,£5.46,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - General Fund Voids,Direct/Raw Materials,01/04/2023,£8.86,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Purchase and Repairs,Direct/Raw Materials,01/04/2023,£7.23,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£59.85,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£449.38,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£19.38,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£1.95,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£12.94,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£76.02,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£25.00,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£30.00,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£30.00,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£10.45,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£24.06,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£2.31,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£19.30,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£9.21,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£224.69,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£9.65,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£12.03,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£21.10,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£16.14,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£2.32,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£47.37,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,In House Team - Gas,Direct/Raw Materials,01/04/2023,£224.69,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£22.50,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£3.88,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£9.21,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£8.50,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£273.95,CITY PLUMBING SUPPLIES HOLDINGS LTD
BCP Council,Arts and Property,Seascape Resource Agreement – DFG (BBML),Direct/Raw Materials,01/04/2023,£86.78,CITY PLUMBING SUPPLIES HOLDINGS LTD
