DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY,,,
Adult Social Services Directorate,11/09/2023," 2,850.00 ",ACCESS INDEPENDENT,Invoice,Agency Staff,,,
Adult Social Services Directorate,11/09/2023," 1,000.00 ",REDACTED PERSONAL DATA,Invoice,Cleaning,,,
Adult Social Services Directorate,11/09/2023," 2,461.68 ",The Baked Bean Charity,Invoice,External Daycare,,,
Adult Social Services Directorate,11/09/2023," 1,128.40 ",AA Guesthouses Limited,Invoice,External Lodgings,,,
Environment & Community Services Directorate,11/09/2023," 16,417.51 ",Operational Services,Invoice,Traffic and Pedestrian Meas,,,
Environment & Community Services Directorate,11/09/2023, 510.40 ,Z News Distribution LTD,Invoice,Other Office Expenses,,,
Environment & Community Services Directorate,11/09/2023, 799.78 ,Righton&Blackburns Ltd,Invoice,Materials,,,
Environment & Community Services Directorate,06/09/2023," 1,500.00 ",Bespoke Properties Ltd,Invoice,Consultants Fees,,,
Environment & Community Services Directorate,06/09/2023," 4,347.00 ",Iceni Projects Limited,Invoice,Consultants Fees,,,
Environment & Community Services Directorate,06/09/2023," 1,200.00 ",Something & Son,Invoice,Consultants Fees,,,
Chief Executives Directorate,11/09/2023," 145,000.00 ",Patch Places Ltd,Invoice,Other Office Expenses,,,
Environment & Community Services Directorate,12/09/2023," 1,106.88 ",William Smith Group 1832 Ltd,Invoice,CPZ Zone Extensions,,,
Housing & Regeneration Directorate,12/09/2023, 730.00 ,Stewart & Young Ltd,Invoice,Social Fund Payments,,,
Adult Social Services Directorate,12/09/2023," 6,000.00 ",Richmond Borough Mind,Invoice,Ed & Emplmt For Subs Misuse,,,
Environment & Community Services Directorate,12/09/2023," 7,000.00 ",Habitats and Heritage,Invoice,Grants to Voluntary Orgs,,,
Adult Social Services Directorate,12/09/2023," 1,419.55 ",WP Care Ltd T/A Blue Ribbon (S,Invoice,External Homecare,,,
Capital Expenditure,12/09/2023," 272,724.00 ",Teddington School,Invoice,CAPEXP Other Building Reltd Wk,,,
Adult Social Services Directorate,12/09/2023," 16,415.55 ",Cura Care Limited,Invoice,External Homecare,,,
Adult Social Services Directorate,12/09/2023," 17,435.66 ",Absolute Care Services (Richmo,Invoice,External Homecare,,,
Adult Social Services Directorate,12/09/2023," 36,500.00 ",Healthwatch Richmond Ltd,Invoice,Materials,,,
Environment & Community Services Directorate,12/09/2023," 1,389.97 ",Newsquest Media Group Ltd,Invoice,Section 14 RTA Costs,,,
Environment & Community Services Directorate,12/09/2023, 877.44 ,Alliance UK Ltd t/a Janilec Su,Invoice,Equipment,,,
Adult Social Services Directorate,12/09/2023," 56,518.81 ",Amber Home Carers Ltd,Invoice,External Homecare,,,
Housing & Regeneration Directorate,07/09/2023," 1,369.74 ",HML Independent Medical Advice,Invoice,Consultants Fees,,,
Adult Social Services Directorate,12/09/2023," 5,705.28 ",Devine Care Ltd,Invoice,External Homecare,,,
Environment & Community Services Directorate,12/09/2023," 7,233.94 ",UK Fuels Ltd,Invoice,Fuel Contract Control Account,,,
Environment & Community Services Directorate,12/09/2023," 1,032.00 ",The Knotweed Company Ltd,Invoice,Conservation Contract,,,
Environment & Community Services Directorate,12/09/2023," 1,020.00 ",Transform Landscape Design Ltd,Invoice,Conservation Contract,,,
Capital Expenditure,12/09/2023," 8,598.00 ",F G Mileham Ltd 1966,Invoice,CAPEXP Housing Grants Analysis,,,
Adult Social Services Directorate,12/09/2023," 71,946.50 ",HOLISTIC COMMUNITY CARE LTD,Invoice,External Homecare,,,
Housing & Regeneration Directorate,12/09/2023," 1,320.60 ",BESTCOURT UK LTD,Invoice,B&B Payments,,,
Adult Social Services Directorate,12/09/2023," 10,506.42 ",CARE UK COMMUNITY PARTNERSHIP,Invoice,External Residential Care,,,
Adult Social Services Directorate,12/09/2023," 52,238.92 ",CARE OUTLOOK LTD,Invoice,Extra Care Homecare,,,
Housing & Regeneration Directorate,12/09/2023," 5,552.00 ",Norbury Property Services,Invoice,B&B Payments,,,
Environment & Community Services Directorate,12/09/2023, 769.87 ,W F HOWES LTD,Invoice,Library Books ,,,
Environment & Community Services Directorate,12/09/2023," 4,003.92 ",JADE SECURITY SERVICES LTD,Invoice,Cash In Transit Contract,,,
Housing & Regeneration Directorate,12/09/2023," 1,185.60 ",TM HOUSE & HOSTELS LTD,Invoice,B&B Payments,,,
Housing & Regeneration Directorate,12/09/2023," 6,665.00 ",RENT CONNECT,Invoice,B&B Payments,,,
Housing & Regeneration Directorate,12/09/2023," 1,548.00 ",Shelter Trading Ltd,Invoice,Training,,,
Chief Executives Directorate,12/09/2023, 642.00 ,FUTURE OF LONDON,Invoice,Miscellaneous Expenses,,,
Housing & Regeneration Directorate,12/09/2023," 8,725.00 ",S V PROPERTIES,Invoice,B&B Payments,,,
Adult Social Services Directorate,12/09/2023, 500.00 ,The Baked Bean Charity,Invoice,External Residential Care,,,
Environment & Community Services Directorate,12/09/2023," 2,194.56 ",CIA Fire and Security Ltd,Invoice,Furniture,,,
Environment & Community Services Directorate,12/09/2023," 50,366.71 ",KPS Contractors Ltd,Invoice,Arboricultural Contract,,,
Capital Expenditure,12/09/2023," 9,060.00 ",Stace LLP,Invoice,CAPEXP Professional Fees,,,
Adult Social Services Directorate,12/09/2023," 29,765.92 ",Caremark Richmond or Hounslow,Invoice,External Homecare,,,
Housing & Regeneration Directorate,12/09/2023," 9,357.93 ",ICAB (Hotel) Bookings,Invoice,B&B Payments,,,
Adult Social Services Directorate,12/09/2023," 50,322.24 ",Revon Healthcare Ltd,Invoice,Supported Living,,,
Housing & Regeneration Directorate,12/09/2023," 6,034.00 ",Elderflower Estate Limited,Invoice,B&B Payments,,,
Environment & Community Services Directorate,08/09/2023," 2,088.00 ",Bespoke Properties Ltd,Invoice,Consultants Fees,,,
Housing & Regeneration Directorate,12/09/2023," 211,216.20 ",Stef & Phillips ltd,Invoice,B&B Payments,,,
Housing & Regeneration Directorate,12/09/2023," 3,660.00 ",Meadow Asset Limited,Invoice,B&B Payments,,,
Adult Social Services Directorate,12/09/2023," 10,987.50 ",RICHMOND GENERAL PRACTICE ALLI,Invoice,Other PH Contracts,,,
Housing & Regeneration Directorate,12/09/2023," 3,100.00 ",Aroma Property Services,Invoice,B&B Payments,,,
Housing & Regeneration Directorate,12/09/2023, 899.00 ,Theori Housing Management Serv,Invoice,B&B Payments,,,
Housing & Regeneration Directorate,12/09/2023," 58,579.00 ",Abel Living Limited,Invoice,B&B Payments,,,
Environment & Community Services Directorate,12/09/2023, 824.66 ,Zoggs,Invoice,Other Office Expenses,,,
Adult Social Services Directorate,12/09/2023," 25,260.52 ",NHS Southwest London ICB,Invoice,Primary Care-GP & Prescribing,,,
Housing & Regeneration Directorate,12/09/2023," 19,095.60 ",A A & SONS LTD,Invoice,B&B Payments,,,
Housing & Regeneration Directorate,11/09/2023," 1,140.00 ",Avison Young LTD,Invoice,Consultants Fees,,,
Adult Social Services Directorate,12/09/2023," 1,332.00 ",Eleada Care Services,Invoice,External Homecare,,,
Environment & Community Services Directorate,12/09/2023," 1,086.13 ",Commercial Limited,Invoice,Stationery,,,
Adult Social Services Directorate,12/09/2023," 1,500.00 ",Nysdill Hotel Management LTD,Invoice,External Lodgings,,,
Housing & Regeneration Directorate,12/09/2023," 1,382.90 ",Allison Risebro & Company Ltd,Invoice,Food & Consumables,,,
Housing & Regeneration Directorate,12/09/2023," 4,129.20 ",Tea Tree Property Limited,Invoice,B&B Payments,,,
Environment & Community Services Directorate,13/09/2023," 1,080.00 ",The Conservation Volunteers,Invoice,Conservation Contract,,,
Adult Social Services Directorate,13/09/2023," 1,475.36 ",Central & North West London NH,Invoice,ISH Services,,,
Resources Directorate,13/09/2023," 1,716.28 ",Restore Plc,Invoice,Fees & Charges,,,
Environment & Community Services Directorate,13/09/2023," 5,484.34 ",Corps Security (UK) Ltd,Invoice,Security & Fire Protection,,,
Environment & Community Services Directorate,13/09/2023," 1,670.94 ",F M Conway Limited,Invoice,CPZ Zone Extensions,,,
Resources Directorate,13/09/2023," 6,615.00 ",City Of London (London Council,Invoice,Other minor services,,,
Resources Directorate,13/09/2023, 594.00 ,ASSOCIATION OF ELECTORAL ADMIN,Invoice,Training,,,
Adult Social Services Directorate,13/09/2023, 744.00 ,GREATBATCH LTD,Invoice,Miscellaneous Expenses,,,
Resources Directorate,13/09/2023, 941.28 ,ALLPAY  LTD (FORTIS ET FIDES),Invoice,Allpay,,,
Adult Social Services Directorate,13/09/2023," 1,697.46 ",ALPENBEST CARE LIMITED,Invoice,Re-ablement,,,
Housing & Regeneration Directorate,11/09/2023," 9,000.00 ",Newsteer Limited,Invoice,Consultants Fees,,,
Environment & Community Services Directorate,13/09/2023," 3,541.83 ",Bibby Factors Leicester Ltd,Invoice,Agency Staff,,,
Adult Social Services Directorate,13/09/2023, 988.80 ,P&P Patel T/A Driver Hire King,Invoice,Agency Staff,,,
Housing & Regeneration Directorate,13/09/2023," 1,680.00 ",Elliott Baxter & Company Limit,Invoice,Photocopying,,,
Environment & Community Services Directorate,13/09/2023, 840.00 ,Ivy Legal Limited,Invoice,Training,,,
Adult Social Services Directorate,14/09/2023," 55,016.20 ",Fitzroy Support,Invoice,External Residential Care,,,
Housing & Regeneration Directorate,14/09/2023, 730.00 ,Stewart & Young Ltd,Invoice,Social Fund Payments,,,
Adult Social Services Directorate,14/09/2023," 21,322.05 ",Starcourt Construction Ltd,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 15,996.95 ",The Abbeyfield Society,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 4,592.56 ",East View Housing Management L,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 27,389.40 ",Nightingale House ( Twickenham,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 25,622.68 ",Richmond Psychosocial Foundati,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 12,430.84 ",GLORY CARE CENTRE LTD,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 113,048.41 ",Barchester Healthcare Homes Lt,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 20,801.64 ",Pembrokeshire Resource Centre ,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 3,237.68 ",Care Management Group Ltd,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 9,731.80 ",Cloyda Ltd,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 19,340.33 ",Advinia Health Care Ltd,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 3,718.72 ",Broadstreet House Ltd,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 2,920.16 ",Beauchamp Court t/a 3A Care (S,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 26,259.66 ",Community Housing ,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 7,234.52 ",Congress House Limited,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 6,860.32 ",The Vines,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 9,772.56 ",Oakfield Care (Ashtead) Ltd,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 3,905.00 ",Treloar Trust,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 118,480.45 ",Hampton Care Ltd,Invoice,External Nursing Care,,,
Environment & Community Services Directorate,14/09/2023," 6,673.36 ",ParkNow Ltd,Invoice,AGENCY ARRANGEMENTS EXP.,,,
Adult Social Services Directorate,14/09/2023," 88,514.86 ",Walsingham Support Ltd,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 142,935.92 ",Metropolitan Housing Trust,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 5,677.36 ",Willow Grange Care Ltd,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 4,191.16 ",Barchester Healthcare Ltd,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 3,951.88 ",HC-One Ltd (Ash Grove),Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 5,088.00 ",Nellsar Ltd t/a Princess Chris,Invoice,External Residential Care,,,
Housing & Regeneration Directorate,14/09/2023, 630.00 ,Heavenly Dish Ltd,Invoice,Food & Consumables,,,
Adult Social Services Directorate,14/09/2023," 35,288.00 ",London Cyrenians Housing Limit,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 5,494.40 ",The Fircroft Trust,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 36,526.80 ",The Cedars Care Home (Ashford),Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 7,022.20 ",Cygnet (DH) Ltd,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 11,601.48 ",Richmond Psychosocial Foundati,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 13,904.84 ",Oakley House Ltd,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 10,098.32 ",Neem Tree Care Ltd,Invoice,External Residential Care,,,
Environment & Community Services Directorate,14/09/2023, 802.60 ,Les Mills Fitness UK Ltd,Invoice,Software Maintenance,,,
Environment & Community Services Directorate,12/09/2023," 10,409.40 ",Metis Consultants Ltd,Invoice,Consultants Fees,,,
Adult Social Services Directorate,14/09/2023," 4,603.20 ",Social Care Aspirations Ltd,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 24,321.16 ",Greensleeves Homes Trust,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 12,414.32 ",Curado Ltd,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 172,634.60 ",Support For Living Ltd,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 4,979.76 ",Barchester Healthcare Homes Lt,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 7,265.68 ",The White House Nursing Home L,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 8,530.60 ",The White Horse Care Trust,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 42,441.05 ",MMCG 2 LTD,Invoice,External Nursing Care,,,
Capital Expenditure,14/09/2023," 174,000.00 ",F M Conway Limited,Invoice,CAPEXP Construction Work,,,
Environment & Community Services Directorate,14/09/2023," 427,498.59 ",Continental Landscapes Ltd,Invoice,Street Cleansing Contract,,,
Capital Expenditure,14/09/2023," 4,016.25 ",ASTON CORD LIMITED,Invoice,CAPEXP Housing Grants Analysis,,,
Environment & Community Services Directorate,14/09/2023," 1,020.00 ",Transform Landscape Design Ltd,Invoice,Materials,,,
Adult Social Services Directorate,14/09/2023," 4,328.32 ",BUPA CARE SERVICES,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 7,661.68 ",LYNTON HALL NURSING HOME,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 6,619.20 ",ST MARYS RESIDENTIAL HOME,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 19,336.88 ",ROSEDENE NURSING HOME,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 4,684.76 ",THE PINES NURSING HOME,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 143,270.24 ",Lifeways,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 12,095.90 ",VOYAGE CARE LTD,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 6,661.96 ",POTENSIAL LTD,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 3,401.84 ",MACINTYRE CARE,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 5,268.64 ",Careoline Carers Services Ltd,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 3,951.72 ",ROYAL MASONIC BENEVOLENT INSTI,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 20,957.60 ",SEEABILITY,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 4,189.12 ",JESMUND CARE LTD,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 86,962.88 ",Achieve Together Limited,Invoice,Supported Living,,,
Adult Social Services Directorate,14/09/2023," 53,846.83 ",London Residential Healthcare ,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 6,201.24 ",GLENCARE GROUP,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 38,384.56 ",Carelodges Group Limited,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 11,228.57 ",TRINITY COURT NURSING HOME,Invoice,External Nursing Care,,,
Adult Social Services Directorate,14/09/2023," 94,130.08 ",Elysium Care Partnerships Ltd,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 10,557.28 ",DEEPDENE CARE LTD,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 4,167.92 ",CROWNWISE LTD,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 4,187.28 ",NUTLEY HALL LTD,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 27,150.52 ",KISIMUL GROUP LTD,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 5,416.67 ",BARNARDO'S,Invoice,Other PH Contracts,,,
Environment & Community Services Directorate,14/09/2023, 504.00 ,Bibliotheca Ltd,Invoice,Library Books ,,,
Adult Social Services Directorate,14/09/2023," 124,360.86 ",CENTRAL AND CECIL HOUSING TRUS,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 12,149.56 ",LD CARE,Invoice,External Residential Care,,,
Adult Social Services Directorate,14/09/2023," 20,866.36 ",COMFORT CARE SERVICES (UK) LTD,Invoice,Supported Living,,,
Environment & Community Services Directorate,14/09/2023," 2,475.18 ",WYBONE LTD,Invoice,Equipment,,,
