date,supplier,directorate,purpose,amount
2024-02-02,(TAXI) Falcon Travel Wakefield Ltd,Transport Ops & Passenger Experience,Tendered Services,16776
2024-02-01,(TAXI) Greenline Taxi's,Transport Ops & Passenger Experience,Tendered Services,17430.81
2024-01-31,(TAXI) Kirkgate Minibuses,Transport Ops & Passenger Experience,Tendered Services,3204
2024-02-01,(TAXI) Liams Private Hire,Transport Ops & Passenger Experience,Tendered Services,5191
2024-01-31,(TAXI) Mahmood Bus Service,Transport Ops & Passenger Experience,Tendered Services,3744
2024-01-31,(TAXI) MHT Enterprises Ltd T/A Oz Travel,Transport Ops & Passenger Experience,Tendered Services,4320
2024-02-01,(TAXI) NORTHERN TRAVEL SERVICES LTD,Transport Ops & Passenger Experience,Tendered Services,4030
2024-01-31,(TAXI) PP Travel,Transport Ops & Passenger Experience,Tendered Services,10731.28
2024-02-01,(TAXI) A Pryde/Dolan Green,Transport Ops & Passenger Experience,Tendered Services,14598
2024-02-01,(TAXI) R & J Travel,Transport Ops & Passenger Experience,Tendered Services,2880
2024-02-01,(TAXI) Scott Travel,Transport Ops & Passenger Experience,Tendered Services,3510
2023-12-01,(TAXI) Action Cars & Taxis Ltd,Transport Ops & Passenger Experience,Tendered Services,11121
2024-01-31,(TAXI) Stevensons Travel,Transport Ops & Passenger Experience,Tendered Services,15747.73
2024-01-31,(TAXI) Travel AB,Transport Ops & Passenger Experience,Tendered Services,3150
2024-02-05,(PANI) Mr Ian Brown,Chief Operating Officer,Consultants,660.57
2024-01-29,Analan Supplies LTD,Transport Ops & Passenger Experience,VAT,2682.32
2024-01-29,Analan Supplies LTD,Transport Ops & Passenger Experience,Property,482.66
2024-01-19,Analan Supplies LTD,Transport Ops & Passenger Experience,Property,875
2024-01-29,Analan Supplies LTD,Transport Ops & Passenger Experience,Property,976.8
2024-01-29,Analan Supplies LTD,Transport Ops & Passenger Experience,Property,469.5
2024-01-11,Freeths LLP,Chief Operating Officer,Consultants,3625
2024-01-25,LG Research & Consultancy (Declan Hall),Chief Operating Officer,Consultants,3375
2023-11-02,Lloyds Corporate Card (Paid By DD),Chief Executive,Travel and Subs,815.64
2023-12-08,Reed Specialist Recruitment Limited,"Strategy, Comms & Inteligence",Salary,810.4
2023-12-10,Reed Specialist Recruitment Limited,"Strategy, Comms & Inteligence",Salary,1001.93
2023-12-10,Reed Specialist Recruitment Limited,"Strategy, Comms & Inteligence",Salary,721.47
2023-12-17,Reed Specialist Recruitment Limited,"Strategy, Comms & Inteligence",Salary,1001.93
2023-12-17,Reed Specialist Recruitment Limited,"Strategy, Comms & Inteligence",Salary,1001.93
2023-12-24,Reed Specialist Recruitment Limited,"Strategy, Comms & Inteligence",Salary,1001.93
2023-12-24,Reed Specialist Recruitment Limited,"Strategy, Comms & Inteligence",Salary,960.88
2024-01-01,Governance Training and Consultancy Ltd,Chief Operating Officer,Legal,5145
2024-02-01,(TAXI) Eurocabs,Transport Ops & Passenger Experience,Tendered Services,2340
2023-12-04,McKenzie Human Resources LLP,Chief Operating Officer,Indirect Emplye Csts,1990
2024-01-31,JPB Facilities Management,Transport Ops & Passenger Experience,Property,5400
2023-12-21,Bus Shelters Ltd,Transport Ops & Passenger Experience,Property,8121.35
2024-02-02,(PANI) Keighley & District Travel Ltd,Balance Sheet,Creditor Acct Paybl,500.25
2024-02-01,R2P UK Systems Ltd (Nimbus),Chief Operating Officer,Communication,20242.93
2024-01-31,Umbraco,Chief Operating Officer,Communication,7000
2024-01-30,Softcat Plc,Chief Operating Officer,Communication,21562.19
2024-01-12,Dormakaba,Transport Ops & Passenger Experience,Property,575
2024-01-31,Arriva Yorkshire Ltd,"Strategy, Comms & Inteligence",Marketing,19000
2024-01-10,Leeds City Council (Invoices),"Policing, Environment & Place",Marketing,1242
2023-12-01,R2P UK Systems Ltd (Nimbus),Chief Operating Officer,Communication,2598.9
2023-12-01,R2P UK Systems Ltd (Nimbus),Chief Operating Officer,Communication,6262.45
2024-01-31,Sellick Partnership Limited,Finance & Commercial Services,Consultants,3750
2023-11-30,Suez recycling and recovery UK,Transport Ops & Passenger Experience,Property,1123.37
2024-01-10,(UTG) Mainspring Enterprises Ltd,Urban Transport Group,Marketing,2200
2024-01-24,(UTG) Network for Skills Ltd,Urban Transport Group,Consultants,7371.75
2023-09-30,JPB Facilities Management,Transport Ops & Passenger Experience,Property,2275
2023-11-08,JPB Facilities Management,Transport Ops & Passenger Experience,Property,875
2023-11-30,JPB Facilities Management,Transport Ops & Passenger Experience,VAT,38696.3
2023-11-30,JPB Facilities Management,Transport Ops & Passenger Experience,VAT,19222.52
2023-12-12,JPB Facilities Management,Transport Ops & Passenger Experience,Property,1395
2024-01-24,Softcat Plc,Chief Operating Officer,Communication,15877.05
2024-01-29,Softcat Plc,Chief Operating Officer,Communication,7223.9
2023-11-30,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,5532.12
2023-11-30,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,1107
2023-11-30,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,13758.48
2023-12-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,854.05
2024-01-31,(PANI) Getaway Girls,"Policing, Environment & Place",Grants&Agency costs,810
2023-11-30,Analan Supplies LTD,Transport Ops & Passenger Experience,Property,419.99
2024-01-18,Analan Supplies LTD,Transport Ops & Passenger Experience,Property,691.74
2023-11-01,Bradford MDC (Invoices),Transport Ops & Passenger Experience,Grants&Agency costs,8965
2024-01-20,Imrano Productions,"Policing, Environment & Place",Marketing,687.5
2023-11-28,Leeds City Council (Invoices),Urban Transport Group,General,504.7
2024-01-16,Leeds City Council (Invoices),"Policing, Environment & Place",Marketing,621
2023-12-04,Leeds City Council (Invoices),Transport Ops & Passenger Experience,Property,242115.5
2023-12-04,Lloyds Corporate Card (Paid By DD),"Inclusivity, Economy, Skills & Culture",Travel and Subs,2411.65
2023-09-30,Mirage Watercoolers Ltd,Transport Ops & Passenger Experience,Property,725
2023-09-30,Mirage Watercoolers Ltd,Transport Ops & Passenger Experience,Property,725
2023-09-30,Mirage Watercoolers Ltd,Transport Ops & Passenger Experience,Property,725
2023-12-15,Npower Business,Transport Ops & Passenger Experience,Property,4778.68
2024-01-26,Reed Specialist Recruitment Limited,"Strategy, Comms & Inteligence",Salary,1001.93
2024-01-26,Reed Specialist Recruitment Limited,"Strategy, Comms & Inteligence",Salary,988.23
2023-12-20,Seton,Transport Ops & Passenger Experience,Property,465.28
2023-12-26,SSE Southern Electric,Transport Ops & Passenger Experience,Property,4582.2
2023-10-31,Suez recycling and recovery UK,Transport Ops & Passenger Experience,Property,1008.6
2023-11-30,Suez recycling and recovery UK,Transport Ops & Passenger Experience,Property,661.25
2023-11-30,Suez recycling and recovery UK,Transport Ops & Passenger Experience,Property,651.9
2023-12-31,Suez recycling and recovery UK,Transport Ops & Passenger Experience,Property,1044.68
2023-10-26,Universal Live Limited,"Strategy, Comms & Inteligence",Marketing,1200
2024-01-31,ThreeTenSeven Ltd,"Strategy, Comms & Inteligence",Marketing,15615
2023-11-29,Wave Ponte BS,Transport Ops & Passenger Experience,Property,1135.69
2024-01-12,Softcat Plc,Chief Operating Officer,Communication,2269.5
2023-01-02,(TAXI) Cas Cars (The Private Hire & Taxi Company,Transport Ops & Passenger Experience,Tendered Services,43227.45
2023-12-01,(TAXI) Action Cars & Taxis Ltd,Transport Ops & Passenger Experience,Tendered Services,15458.2
2024-01-29,(SUBS) Yorkshire Travel Group Ltd (Yorkshire Buses),Transport Ops & Passenger Experience,Tendered Services,10747
2023-01-01,Vix Technology Ltd (prev ACIS),Chief Operating Officer,Communication,2058.82
2024-01-25,Cammax Ltd,Transport Ops & Passenger Experience,Marketing,500
2023-11-02,Leeds City Council (Invoices),Transport Ops & Passenger Experience,Grants&Agency costs,34457
2023-12-01,Leeds City Council (Invoices),Finance & Commercial Services,Consultants,46930
2023-10-31,Mobius Networks Ltd,Chief Operating Officer,Communication,1985.2
2023-11-15,Npower Business,Transport Ops & Passenger Experience,Property,3380.49
2023-11-15,Npower Business,Transport Ops & Passenger Experience,Property,26307.17
2023-11-15,Npower Business,Transport Ops & Passenger Experience,Property,2858.43
2023-11-15,Npower Business,Transport Ops & Passenger Experience,Property,1103.89
2023-11-15,Npower Business,Transport Ops & Passenger Experience,Property,2985.03
2023-11-15,Npower Business,Transport Ops & Passenger Experience,Property,684.47
2023-11-15,Npower Business,Transport Ops & Passenger Experience,Property,548.96
2023-11-15,Npower Business,Transport Ops & Passenger Experience,Property,715.23
2023-11-15,Npower Business,Transport Ops & Passenger Experience,Property,18284.8
2023-11-15,Npower Business,Transport Ops & Passenger Experience,Property,4114.21
2023-12-15,Npower Business,Transport Ops & Passenger Experience,Property,3756.51
2023-12-15,Npower Business,Transport Ops & Passenger Experience,Property,21014.71
2023-12-15,Npower Business,Transport Ops & Passenger Experience,Property,27576.76
2023-12-15,Npower Business,Transport Ops & Passenger Experience,Property,8635.13
2023-12-15,Npower Business,Transport Ops & Passenger Experience,Property,1359.12
2023-12-15,Npower Business,Transport Ops & Passenger Experience,Property,3170.88
2023-12-15,Npower Business,Transport Ops & Passenger Experience,Property,669.2
2023-12-15,Npower Business,Transport Ops & Passenger Experience,Property,525.33
2023-12-15,Npower Business,Transport Ops & Passenger Experience,Property,822.21
2023-12-15,Npower Business,Transport Ops & Passenger Experience,Property,3334.21
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,4067.77
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,21547.25
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,30554.86
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,6917.15
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,9556.59
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,1390.69
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,2919.87
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,751.64
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,3411.36
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,573.94
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,1099.59
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,819.42
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,547.69
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,821.58
2024-01-16,Npower Business,Transport Ops & Passenger Experience,Property,5393.8
2023-12-13,Paragon ID UK,Transport Ops & Passenger Experience,General,1775.5
2024-01-09,Reed Specialist Recruitment Limited,Finance & Commercial Services,Consultants,6796.95
2024-01-26,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,2038.08
2024-01-26,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1724.14
2024-01-10,Saxon Paper,Transport Ops & Passenger Experience,Marketing,421.9
2024-01-09,Sellick Partnership Limited,Finance & Commercial Services,Consultants,3750
2023-12-18,Royal Mail Group,"Strategy, Comms & Inteligence",Marketing,427.89
2024-01-29,(SUBS) DM Motor Services Ltd,Transport Ops & Passenger Experience,Tendered Services,8717
2024-01-29,(SUBS) Lether's Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,16478
2024-02-07,FORA (The Office Group),"Policing, Environment & Place",Marketing,801
2023-11-30,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,854.05
2023-11-30,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,806.8
2023-12-28,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,806.8
2023-12-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,4752.3
2024-01-29,(SUBS) A & A Coach Travel,Transport Ops & Passenger Experience,Tendered Services,9559
2024-01-29,(SUBS) A & A Coach Travel,Transport Ops & Passenger Experience,Tendered Services,19649
2024-01-29,(SUBS) Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,292157
2024-01-29,(SUBS) Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,13228
2024-01-29,(SUBS) B&H Travel,Transport Ops & Passenger Experience,Tendered Services,7999
2024-01-29,(SUBS) Blue Sky Coaches,Transport Ops & Passenger Experience,Tendered Services,11284
2024-01-29,(SUBS) Coach Travel Services,Transport Ops & Passenger Experience,Tendered Services,5458
2024-01-29,(SUBS) W Cropper (Coach Hire) Ltd,Transport Ops & Passenger Experience,Tendered Services,11902
2024-01-29,(SUBS) DK (Keech) Minibuses Ltd,Transport Ops & Passenger Experience,Tendered Services,920
2024-01-29,(SUBS) DK (Keech) Minibuses Ltd,Transport Ops & Passenger Experience,Tendered Services,1963
2024-01-29,(SUBS) Falcon Travel Wakefield Ltd,Transport Ops & Passenger Experience,Tendered Services,5410
2024-01-29,(SUBS) Globe Holidays Limited,Transport Ops & Passenger Experience,Tendered Services,70747
2024-01-29,(SUBS) Globe Holidays Limited,Transport Ops & Passenger Experience,Tendered Services,37046
2024-01-29,(SUBS) Harrogate & District Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,21409
2024-01-29,(SUBS) Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,61694
2024-01-29,(SUBS) Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,70134
2024-01-29,(SUBS) Hunter Coaches Ltd,Transport Ops & Passenger Experience,Tendered Services,80516
2024-01-29,(SUBS) Jacksons of Silsden Ltd,Transport Ops & Passenger Experience,Tendered Services,6733
2024-01-29,(SUBS) J & B Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,72700
2024-01-29,(SUBS) Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,221135
2024-01-29,(SUBS) Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,148872
2024-01-29,(SUBS) Kilvingtons of Leeds Ltd,Transport Ops & Passenger Experience,Tendered Services,29673
2024-01-29,(SUBS) A Lyles & Son,Transport Ops & Passenger Experience,Tendered Services,27649
2024-01-29,(SUBS) Frank Poppleton & Co,Transport Ops & Passenger Experience,Tendered Services,7782
2024-01-29,(SUBS) Ross Travel,Transport Ops & Passenger Experience,Tendered Services,28996
2024-01-29,(SUBS) Ross Travel,Transport Ops & Passenger Experience,Tendered Services,11192
2024-01-29,(SUBS) Safeway Coaches,Transport Ops & Passenger Experience,Tendered Services,8919
2024-01-29,(SUBS) South Pennine Community Transport CIC,Transport Ops & Passenger Experience,Tendered Services,44146
2024-01-29,(SUBS) Squarepeg,Transport Ops & Passenger Experience,Tendered Services,74921
2024-01-29,(SUBS) Squarepeg,Transport Ops & Passenger Experience,Tendered Services,37791
2024-01-29,(SUBS) Star Coaches of Batley,Transport Ops & Passenger Experience,Tendered Services,4349
2024-01-29,(SUBS) Station Coaches Ltd,Transport Ops & Passenger Experience,Tendered Services,22710
2024-01-29,(SUBS) Station Coaches Ltd,Transport Ops & Passenger Experience,Tendered Services,9373
2024-01-29,(SUBS) Stevensons Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,2719
2024-01-29,(SUBS) E Stott & Sons Ltd,Transport Ops & Passenger Experience,Tendered Services,56664
2024-01-29,(SUBS) E Stott & Sons Ltd,Transport Ops & Passenger Experience,Tendered Services,35525
2024-01-29,(SUBS) Team Pennine Limited,Transport Ops & Passenger Experience,Tendered Services,212756
2024-01-29,(SUBS) Team Pennine Limited,Transport Ops & Passenger Experience,Tendered Services,29189
2024-01-29,(SUBS) Tetley Motor Services,Transport Ops & Passenger Experience,Tendered Services,32792
2024-01-29,(SUBS) Tetley Motor Services,Transport Ops & Passenger Experience,Tendered Services,101762
2024-01-29,(SUBS) TJ's Travel,Transport Ops & Passenger Experience,Tendered Services,92198
2024-01-29,(SUBS) TLC Travel,Transport Ops & Passenger Experience,Tendered Services,613918
2024-01-29,(SUBS) TLC Travel,Transport Ops & Passenger Experience,Tendered Services,6843
2024-01-29,(SUBS) Travel Xpress,Transport Ops & Passenger Experience,Tendered Services,16452
2024-01-29,(SUBS) TS Travels Group Ltd,Transport Ops & Passenger Experience,Tendered Services,16685
2024-01-29,(SUBS) First West Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,122489
