Cost Centre,Account,Expense Type,Supplier,Supplier Name,Trans,Payment,Amount
Head of Operational Assets - Bus Infrastructure,30884,Shelter Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7044219,45245,1433.61
Head of Operational Assets - Bus Infrastructure,30885,Cleaning & Inspection of Stop Poles,7483,Mitie Cleaning and Environmental Services Ltd,7043697,45233,6361.43
Head of Operational Assets - Bus Stations,31651,Consumables,7483,Mitie Cleaning and Environmental Services Ltd,7044262,45245,6232.02
Head of Operational Assets - Bus Stations,31651,Consumables,7483,Mitie Cleaning and Environmental Services Ltd,7044263,45245,2568.4
"Director of Policy, Strategy & Innovation",60141,Legal Advice,7485,Pinsent Masons LLP,7043769,45233,8497
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),7495,XC Trains Ltd,3003946,45239,12021.41
Cycling for Everyone,31571,External Advice,7498,Sustrans,7043718,45239,8395.84
Cycling for Everyone,31571,External Advice,7498,Sustrans,7044278,45245,1573.72
Head of IT Delivery,31602,Telephone - Land Line,7626,MLL Telecom Ltd,7043757,45233,999.5
Head of IT Delivery,31602,Telephone - Land Line,7626,MLL Telecom Ltd,7044697,45259,15225
Head of IT Delivery,31610,Mobile Computing,7626,MLL Telecom Ltd,7042826,45251,18671.76
Head of IT Delivery,31610,Mobile Computing,7626,MLL Telecom Ltd,7044370,45247,9000
CRSTS - Revenue,31671,Revenue Contributions to Third Parties,7653,Solihull MBC,3003932,45231,472513.29
Director of Network Resilience,60561,Contributions to 3rd Parties,7653,Solihull MBC,3004064,45259,15284.1
CRSTS - Capital,60563,Local Authority CRSTS Costs,7653,Solihull MBC,3003927,45231,581646
Procurement,31604,IT Software Licenses and Applications,7670,BravoSolution UK Limited,7043876,45239,23773.96
nNetwork Schemes,32604,Ticketing Costs,7675,Orion Media Ltd,3004032,45253,2346.8
Ticketing Services Manager,31953,Mobility Clinics,7691,Access Independent Ltd,7043547,45231,570
Ticketing Services Manager,31953,Mobility Clinics,7691,Access Independent Ltd,7044766,45259,570
Director of Network Resilience,30112,Learning & Development,7767,Modeshift,7044413,45247,600
Environment,31571,External Advice,7784,Sustainability West Midlands Ltd,7044687,45257,550
Safety and Security Manager,31576,Safety & Security,7846,British Transport Police,7044018,45240,18395.33
Metro Programme Director,60001,Project Support Costs,7884,Turner & Townsend,7042374,45251,9900
Metro Programme Director,60001,Project Support Costs,7884,Turner & Townsend,7043500,45239,2475
Metro Programme Director,60001,Project Support Costs,7884,Turner & Townsend,7044561,45259,6517.5
Metro Programme Director,60001,Project Support Costs,7884,Turner & Townsend,7044660,45259,12519
Metro Programme Director,60051,Quantitative Assessments/Audits,7884,Turner & Townsend,7042237,45245,7801.96
Metro Programme Director,60051,Quantitative Assessments/Audits,7884,Turner & Townsend,7042238,45240,1678.92
Metro Programme Director,60051,Quantitative Assessments/Audits,7884,Turner & Townsend,7042862,45239,2443.51
Metro Programme Director,60051,Quantitative Assessments/Audits,7884,Turner & Townsend,7043347,45239,839.46
Metro Programme Director,60610,Gas Utility Costs,7916,Cadent Gas Limited,7044732,45259,255515.89
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7043569,45231,24117.97
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7043570,45231,2889.63
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7043571,45231,12347.68
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7043572,45231,2231
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7043684,45231,2900
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7043708,45233,12239.54
Executive Director WMRE,31571,External Advice,7996,WSP UK,7043881,45239,26000
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7044364,45247,3254.87
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7044604,45257,1360
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7044617,45257,1053.53
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7044618,45257,8000
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7044619,45257,29149.8
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7044620,45257,4840.5
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7044621,45257,745
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7044622,45257,968.45
"Director of Policy, Strategy & Innovation",60001,Project Support Costs,7996,WSP UK,7043611,45231,18005.86
Head of Network Transformation,60054,Investigations and Surveys,7996,WSP UK,7043519,45251,9970
Head of Network Transformation,60191,Design Works,7996,WSP UK,7043517,45251,2400
Head of Network Transformation,60191,Design Works,7996,WSP UK,7043518,45251,11933
Head of Network Transformation,60191,Design Works,7996,WSP UK,7043520,45251,9438.33
Safety and Security Manager,30754,CCTV,8001,Man Commercial Protection Ltd,7043863,45240,60183.5
Safety and Security Manager,30754,CCTV,8001,Man Commercial Protection Ltd,7043864,45240,60183.5
Safety and Security Manager,30754,CCTV,8001,Man Commercial Protection Ltd,7043865,45240,60183.5
Safety and Security Manager,30754,CCTV,8001,Man Commercial Protection Ltd,7043866,45240,60183.5
Safety and Security Manager,31575,Security Services,8001,Man Commercial Protection Ltd,7043688,45231,2637.1
Safety and Security Manager,31575,Security Services,8001,Man Commercial Protection Ltd,7043760,45233,9985.85
Bus Service Improvement Plan (BSIP),31575,Security Services,8001,Man Commercial Protection Ltd,7043761,45233,12033.32
16 Summer Lane FM,31575,Security Services,8001,Man Commercial Protection Ltd,7043779,45239,15951.08
Safety and Security Manager,31576,Safety & Security,8001,Man Commercial Protection Ltd,7044384,45247,923.51
Metro Programme Director,60191,Design Works,8032,Project Automation S.p.A.,3003734,45236,18753.67
Metro Programme Director,60191,Design Works,8032,Project Automation S.p.A.,7041026,45236,279392.93
Head of IT Delivery,31608,Software Maintenance,8071,Zoho Corporation B.V,3004029,45253,631.69
Head of Operational Assets - Bus Infrastructure,60820,Publicity and PR,8105,Pindar Creative,7043794,45233,2214
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,8118,MITIE Landscapes Ltd,7042996,45251,850.5
Head of Operational Assets - Rail Car Parks,30933,Landscape Maintenance,8118,MITIE Landscapes Ltd,7043270,45251,4615.2
Head of Operational Assets - Rail Car Parks,30933,Landscape Maintenance,8118,MITIE Landscapes Ltd,7043805,45251,8745.6
Head of Operational Assets - Rail Car Parks,30933,Landscape Maintenance,8118,MITIE Landscapes Ltd,7043806,45239,977.5
Metro Programme Director,60614,Sewerage Utility Costs,8121,Severn Trent Water Ltd,7043828,45239,417637.5
Metro Programme Director,60614,Sewerage Utility Costs,8121,Severn Trent Water Ltd,7043868,45239,342018.75
Mayoral Events,31770,Marketing,8138,Vernon Print and Design,7043973,45239,780
Metro Director,31011,Building Maintenance Provision,8143,Construcciones Y Auxiliar De Ferrocarriles S.A.,7044872,45259,7332.06
Metro Programme Director,60633,Tram Purchase Payments,8143,Construcciones Y Auxiliar De Ferrocarriles S.A.,7043829,45239,1813525.49
Metro Programme Director,60633,Tram Purchase Payments,8143,Construcciones Y Auxiliar De Ferrocarriles S.A.,7044007,45240,1813525.49
Metro Programme Director,60633,Tram Purchase Payments,8143,Construcciones Y Auxiliar De Ferrocarriles S.A.,7044873,45259,35313.53
Head of IT Delivery,31606,Hardware Maintenance,8242,Trustmarque Solutions Ltd,7044286,45251,1658.38
Head of IT Delivery,31608,Software Maintenance,8242,Trustmarque Solutions Ltd,7043526,45231,2263.8
ICT Project,31608,Software Maintenance,8242,Trustmarque Solutions Ltd,7043533,45233,5164.39
Head of IT Delivery,31608,Software Maintenance,8242,Trustmarque Solutions Ltd,7044803,45259,43819.4
Metro Director,31571,External Advice,8274,ITS Testing Services UK Ltd,7042774,45257,1575.5
Metro Director,31571,External Advice,8274,ITS Testing Services UK Ltd,7044354,45257,5869.3
Metro Programme Director,60054,Investigations and Surveys,8274,ITS Testing Services UK Ltd,7042773,45245,1820.5
16 Summer Lane FM,30721,Water Charges,8439,Smarta Environment,3003995,45247,525
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,8448,National Grid Electricity Distribution,7044165,45245,1388.57
Metro Programme Director,60612,Electricity Utility Costs,8448,National Grid Electricity Distribution,7043563,45231,164356.75
Metro Programme Director,60612,Electricity Utility Costs,8448,National Grid Electricity Distribution,7043594,45231,135936.39
Metro Programme Director,60612,Electricity Utility Costs,8448,National Grid Electricity Distribution,7044328,45247,79418.08
Head of IT Delivery,31571,External Advice,8569,PLURALSIGHT,7043870,45254,6365.42
Metro Programme Director,60001,Project Support Costs,8607,SF Recruitment Limited,7043756,45245,2077.45
Metro Programme Director,60001,Project Support Costs,8607,SF Recruitment Limited,7044360,45251,1661.96
Metro Programme Director,60001,Project Support Costs,8607,SF Recruitment Limited,7044361,45251,2077.45
Metro Programme Director,60001,Project Support Costs,8607,SF Recruitment Limited,7044658,45259,2077.45
Ticketing Services Manager,31541,Printing & Office Supplies,8620,EUCLID LTD,7044582,45251,721
Head of Swift,31572,Consultants,8620,EUCLID LTD,7043059,45251,16515.52
Bus Service Improvement Plan (BSIP),31604,IT Software Licenses and Applications,8620,EUCLID LTD,7044862,45259,78320
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7043823,45233,6916.66
Ticketing Services Manager,31954,Concession Card Production,8620,EUCLID LTD,7041544,45245,2871.88
Ticketing Services Manager,31954,Concession Card Production,8620,EUCLID LTD,7044312,45259,15997.53
Ticketing Services Manager,31954,Concession Card Production,8620,EUCLID LTD,7044313,45259,6165.39
Ticketing Services Manager,31954,Concession Card Production,8620,EUCLID LTD,7044314,45259,2875.55
Ticketing Services Manager,31955,Commercial Card Processing,8620,EUCLID LTD,7041544,45245,5518.81
Head of Swift,60001,Project Support Costs,8620,EUCLID LTD,7039439,45245,28695.4
Head of Swift,60001,Project Support Costs,8620,EUCLID LTD,7043073,45245,30552.56
Head of Swift,60801,IT Software - Capital,8620,EUCLID LTD,7043696,45247,36850
Head of IT Delivery,31608,Software Maintenance,8624,BYTES SOFTWARE SERVCIES LTD,7043836,45239,607.68
Head of IT Delivery,31608,Software Maintenance,8624,BYTES SOFTWARE SERVCIES LTD,7043839,45239,632.16
Head of IT Delivery,31608,Software Maintenance,8624,BYTES SOFTWARE SERVCIES LTD,7044359,45247,2390.4
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7042721,45239,9240
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7043956,45245,13967.52
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7043958,45245,11880
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7043959,45245,14762.58
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7044163,45245,14989.7
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7044369,45247,6070.12
Metro Programme Director,60616,Utilities Management,8698,Ridge and Partners LLP,7042400,45245,13511.19
Metro Programme Director,60616,Utilities Management,8698,Ridge and Partners LLP,7043957,45245,6795.28
Metro Programme Director,60616,Utilities Management,8698,Ridge and Partners LLP,7043985,45245,13511.19
Director of Midlands Connect,31571,External Advice,8699,Jacobs UK Limited,7037989,45239,2738.9
Delivery Director - Rail,60050,Feasibility Studies,8699,Jacobs UK Limited,7043065,45245,14152
Metro Programme Director,60560,Network Rail Costs,8701,Network Rail Infrastructure Ltd,7043380,45231,3221.94
Metro Programme Director,60560,Network Rail Costs,8701,Network Rail Infrastructure Ltd,7044673,45257,8603.64
Head of Swift,60110,Financial & Commerical Advice,8717,PA Consulting,7044140,45240,9000
Head of Swift,60110,Financial & Commerical Advice,8717,PA Consulting,7044143,45240,9950
Head of Swift,60110,Financial & Commerical Advice,8717,PA Consulting,7044234,45245,7000
Head of Bus,31608,Software Maintenance,8719,EPM Bus Solutions Limited,7043550,45231,43068
Metro Programme Director,60393,Early Contractor Involvement,8725,Colas Rail Limited,7043960,45239,399170.46
Metro Programme Director,60393,Early Contractor Involvement,8725,Colas Rail Limited,7044767,45259,8622089.19
16 Summer Lane FM,31481,Restaurant Contract,8735,Culligan (UK) Ltd,7044857,45259,4711.51
Metro Programme Director,60191,Design Works,8747,Pell Frischmann,7043730,45233,439681.62
Head of Network Transformation,60191,Design Works,8747,Pell Frischmann,7043922,45247,6200
Metro Programme Director,60191,Design Works,8747,Pell Frischmann,7044739,45259,15110.93
Director of Network Resilience,60001,Project Support Costs,8774,Ove Arup & Partners Ltd,7043685,45240,30023.34
Director of Midlands Connect,31767,Events / Exhibitions,8782,University of Birmingham,7044392,45247,1761
Metro Programme Director,60395,Physical Construction,8806,Cammax Limited,7044396,45251,866080
Head of Swift,60800,IT Hardware - Capital,8806,Cammax Limited,7044380,45247,177847.5
Sprint,60002,Local Authority Staff Costs,8817,Solihull MBC,7043511,45231,2066.51
Sustainable Travel,60561,Contributions to 3rd Parties,8817,Solihull MBC,3003960,45240,81376.65
Cycling for Everyone,31571,External Advice,8829,Phil Jones Associates Limited,7044440,45247,4100
Sustainable Travel,60001,Project Support Costs,8829,Phil Jones Associates Limited,7043443,45239,2000
Sustainable Travel,60001,Project Support Costs,8829,Phil Jones Associates Limited,7044643,45257,2000
Sustainable Travel,60001,Project Support Costs,8829,Phil Jones Associates Limited,7044809,45259,5227.5
ICT Project,31603,IT Hardware,8859,Vale Technical Services,7043912,45239,1489
Director of Midlands Connect,31571,External Advice,8872,Arcadis LLP,7043060,45245,4103.47
Head of Network Transformation,60054,Investigations and Surveys,8872,Arcadis LLP,7043620,45251,4687.5
Head of Network Transformation,60054,Investigations and Surveys,8872,Arcadis LLP,7043621,45251,13736.2
Head of Network Transformation,60054,Investigations and Surveys,8872,Arcadis LLP,7043738,45247,4687.5
Head of Network Transformation,60054,Investigations and Surveys,8872,Arcadis LLP,7043739,45251,6489
Head of Network Transformation,60054,Investigations and Surveys,8872,Arcadis LLP,7043742,45251,9375
Head of Network Transformation,60054,Investigations and Surveys,8872,Arcadis LLP,7043743,45251,10504.2
Head of Network Transformation,60191,Design Works,8872,Arcadis LLP,7043622,45251,6903.07
Head of Bus,60191,Design Works,8872,Arcadis LLP,7043740,45251,4543.31
Head of Network Transformation,60191,Design Works,8872,Arcadis LLP,7043744,45251,8302.95
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7041071,45251,5577.05
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7041850,45251,3044.28
Bromsgrove Rail Station,30601,Electricity,8892,Total Energies Gas and Power Limited,7041864,45251,4204.95
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7041865,45251,582.23
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7041866,45251,4116.16
Head of Operational Assets - Bus Infrastructure,30601,Electricity,8892,Total Energies Gas and Power Limited,7041869,45251,881.61
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7041870,45251,2688.99
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7041871,45251,638.18
16 Summer Lane FM,30601,Electricity,8892,Total Energies Gas and Power Limited,7041872,45251,11826.99
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7041873,45251,7684.35
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7041874,45251,4004.41
16 Summer Lane FM,30601,Electricity,8892,Total Energies Gas and Power Limited,7041878,45251,23578.18
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7041879,45251,2564.47
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7041884,45251,1133.38
Head of Operational Assets - Bus Infrastructure,30601,Electricity,8892,Total Energies Gas and Power Limited,7041888,45251,35029.42
Head of Operational Assets - Bus Infrastructure,30601,Electricity,8892,Total Energies Gas and Power Limited,7041889,45251,4715.69
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7041892,45251,1966.17
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7041895,45251,555.11
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7041903,45251,1621.66
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7041906,45251,3572.46
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7042316,45259,1764.26
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7042317,45251,1773.16
16 Summer Lane FM,30601,Electricity,8892,Total Energies Gas and Power Limited,7042933,45251,821.21
16 Summer Lane FM,30601,Electricity,8892,Total Energies Gas and Power Limited,7042934,45251,24381.55
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7042935,45251,4002.89
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7042936,45251,7549.73
16 Summer Lane FM,30601,Electricity,8892,Total Energies Gas and Power Limited,7042937,45251,11723.56
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7042940,45251,2574.45
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7042941,45251,2547.06
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7042951,45251,565.71
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7042952,45251,522.75
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7042961,45251,3456.93
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7042968,45251,1608.76
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7042971,45251,3120.18
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7043030,45251,583.14
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7043043,45251,572.28
Bromsgrove Rail Station,30601,Electricity,8892,Total Energies Gas and Power Limited,7043044,45251,3902.98
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7043045,45251,3968.39
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7043046,45251,549.57
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7043049,45251,3846.72
Head of Operational Assets - Bus Infrastructure,30601,Electricity,8892,Total Energies Gas and Power Limited,7043050,45251,37501.26
Head of Operational Assets - Bus Infrastructure,30601,Electricity,8892,Total Energies Gas and Power Limited,7043051,45251,4918.24
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7043053,45251,1879.08
16 Summer Lane FM,30601,Electricity,8892,Total Energies Gas and Power Limited,7043451,45251,1303.61
16 Summer Lane FM,30601,Electricity,8892,Total Energies Gas and Power Limited,7043452,45251,1786.5
16 Summer Lane FM,30601,Electricity,8892,Total Energies Gas and Power Limited,7044433,45251,3459.75
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7044482,45251,4901.25
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7044483,45257,3940.36
Head of Operational Assets - Bus Infrastructure,30601,Electricity,8892,Total Energies Gas and Power Limited,7044484,45251,6154.27
Head of Operational Assets - Bus Infrastructure,30601,Electricity,8892,Total Energies Gas and Power Limited,7044485,45251,48222.17
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7044490,45257,794.92
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7044505,45251,4995.99
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7044506,45251,8949.47
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7044507,45257,650.87
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7044508,45251,3137.54
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7044509,45251,3011.08
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7044514,45257,723.79
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7044516,45251,595.99
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7044519,45251,1963.93
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7044526,45251,3901.32
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7044534,45257,728.44
Head of Operational Assets - Rail Car Parks,30601,Electricity,8892,Total Energies Gas and Power Limited,7044535,45257,702.33
16 Summer Lane FM,30601,Electricity,8892,Total Energies Gas and Power Limited,7044541,45251,37706.74
Head of Operational Assets - Bus Stations,30601,Electricity,8892,Total Energies Gas and Power Limited,7044542,45251,2370.24
16 Summer Lane FM,30601,Electricity,8892,Total Energies Gas and Power Limited,7044730,45259,13018.58
Head of Operational Assets - Bus Stations,30602,Gas,8892,Total Energies Gas and Power Limited,7044511,45251,680.64
Future Mobility Zone to FTZ – DRT University of Warwick,31573,Legal Fees,8897,Trowers and Hamlins LLP,7044299,45245,9600
"Director of Policy, Strategy & Innovation",60141,Legal Advice,8897,Trowers and Hamlins LLP,7043703,45233,15442
"Director of Policy, Strategy & Innovation",60141,Legal Advice,8897,Trowers and Hamlins LLP,7044266,45245,6163.72
"Director of Policy, Strategy & Innovation",60141,Legal Advice,8897,Trowers and Hamlins LLP,7044267,45245,6159.6
Head of Swift,60141,Legal Advice,8897,Trowers and Hamlins LLP,7044468,45257,6890
Delivery Director - Sustainable Transport,60780,General Expenditure,8897,Trowers and Hamlins LLP,7044564,45257,2263.5
Delivery Director - Metro,31571,External Advice,8912,Railway & Tramway Engineering Ltd,7044010,45257,4050
Customer Intelligence Team,30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7044647,45257,1546.78
Customer Relations Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7039321,45245,731.4
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7043961,45245,2905.58
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7043962,45245,1828.5
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7044019,45245,1645.65
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7044020,45245,3022.41
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7044549,45259,3034.95
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7044550,45259,1584.7
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7044648,45259,3095.55
Ticketing Services Manager,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7044649,45259,1535.94
Head of Governance,30112,Learning & Development,8932,LLG Legal Training,7043899,45239,1100
Director of Integrated Network Services,31571,External Advice,8935,Addleshaw Goddard LLP,7042657,45259,64264.13
Director of Integrated Network Services,31571,External Advice,8935,Addleshaw Goddard LLP,7043724,45239,62903.5
Director of Integrated Network Services,31571,External Advice,8935,Addleshaw Goddard LLP,7043849,45239,30821
Director of Integrated Network Services,31571,External Advice,8935,Addleshaw Goddard LLP,7044864,45259,98686.81
Concessions Schemes,31963,Concessionary Sch Mgt Costs,8935,Addleshaw Goddard LLP,7044235,45245,37025.9
16 Summer Lane FM,30502,Routine Maintenance,8937,Grange Archive Services,7044663,45257,650
Head of Governance,31604,IT Software Licenses and Applications,8946,Civica UK Limited,7043887,45245,11075
Director of Midlands Connect,30661,Rents,8967,Anglo Scandinavian Estates 4 LLP,7044400,45257,12676.12
Director of Midlands Connect,30661,Rents,8967,Anglo Scandinavian Estates 4 LLP,7044418,45257,513.47
Director of Midlands Connect,30661,Rents,8967,Anglo Scandinavian Estates 4 LLP,7044419,45257,12676.12
Director of Midlands Connect,30661,Rents,8967,Anglo Scandinavian Estates 4 LLP,7044456,45257,12676.12
Adult Education,32751,Provider Delivery Fees - Grant,8978,City of Wolverhampton Council,8013910,45251,820809.51
Metro Programme Director,60394,Traffic Management,8978,City of Wolverhampton Council,7043617,45231,3689.62
Investment Programme Financing,60562,Local Authority IP Costs,8978,City of Wolverhampton Council,3004047,45257,973586.09
Transport Assets,30661,Rents,8981,West Midlands Trains Limited,7040971,45239,546.75
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),8981,West Midlands Trains Limited,3003943,45239,139994.26
Delivery Director - Rail,60001,Project Support Costs,8981,West Midlands Trains Limited,7042813,45245,2094
Director of Development & Delivery,60001,Project Support Costs,8981,West Midlands Trains Limited,7043185,45251,6000
Director of Development & Delivery,60001,Project Support Costs,8981,West Midlands Trains Limited,7043186,45251,6000
Active Travel Grant,31763,Monitoring,8995,Streetwise Services Ltd,7044600,45257,11150
Collective Investment Fund - Commercial,31578,Management Fees,9019,West Midlands Development Capital Limited,7043999,45240,168049.75
Collective Investment Fund - Commercial,31578,Management Fees,9019,West Midlands Development Capital Limited,7044417,45251,12500
"Director of Policy, Strategy & Innovation",31571,External Advice,9023,Nationwide Data Collection,7044242,45245,10000
Concessions Schemes,32430,Child Travel Pass Concession,9071,Midland Metro Ltd,40580,45252,1870
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7043411,45239,379856.74
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7043720,45245,11010.54
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7043721,45247,1955.25
Metro Programme Director,60001,Project Support Costs,9071,Midland Metro Ltd,7043722,45259,10115.32
Metro Programme Director,60780,General Expenditure,9071,Midland Metro Ltd,7044475,45259,159250
Metro Programme Director,60870,Training,9071,Midland Metro Ltd,7044474,45251,3100
Delivery Director - Sustainable Transport,60870,Training,9071,Midland Metro Ltd,7044853,45259,6200
Head of Organisational Development,30114,Occupational Health,9087,BHSF Group Limited,7038587,45231,607
Head of Organisational Development,30114,Occupational Health,9087,BHSF Group Limited,7043910,45239,780
Head of Organisational Development,30114,Occupational Health,9087,BHSF Group Limited,7044250,45245,592
Mayoral Events,10286,Other Revenue Income,9097,Millennium Point,7044801,45259,3337.36
Metro Programme Director,60143,Insurance,9101,Marsh JLT Speciality Ltd,7044023,45240,4331.84
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7043608,45239,1831.36
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7043612,45231,2521.95
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7043613,45259,1904
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7043614,45259,1428
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7043633,45259,1904
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7043953,45247,2003.05
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7043968,45240,2748.27
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7044415,45251,2003.05
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7044473,45251,1591.14
Head of Governance,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7044568,45251,2426.04
Director of Housing & Regeneration,30008,Agency Staff ( Established Posts),9104,Sellick Partnership Limited,7044659,45259,2060.28
