Cost Centre,Account,Expense Type,Supplier,Supplier Name,Trans,Payment,Amount
Transport Assets,30691,Rates,5603,Birmingham City Council,7048943,45377,7734.5
Transport Assets,30691,Rates,5603,Birmingham City Council,7048944,45377,4802.88
16 Summer Lane FM,30691,Rates,5603,Birmingham City Council,7048945,45373,21294
Transport Assets,30691,Rates,5603,Birmingham City Council,7048946,45377,5489
16 Summer Lane FM,30691,Rates,5603,Birmingham City Council,7048947,45373,5988
16 Summer Lane FM,30691,Rates,5603,Birmingham City Council,7048948,45373,1896.2
16 Summer Lane FM,30691,Rates,5603,Birmingham City Council,7048949,45373,19246.5
16 Summer Lane FM,30691,Rates,5603,Birmingham City Council,7048951,45373,6549.38
16 Summer Lane FM,30691,Rates,5603,Birmingham City Council,7048952,45373,8295.88
16 Summer Lane FM,30691,Rates,5603,Birmingham City Council,7048953,45373,4428.63
Transport Assets,30691,Rates,5603,Birmingham City Council,7048954,45377,34125
Director of Housing & Regeneration,60561,Contributions to 3rd Parties,5603,Birmingham City Council,3004531,45377,230056
Director of Strategic Partnerships and Integration,31571,External Advice,5695,Mott MacDonald,7044756,45352,1404.58
Director of Strategic Partnerships and Integration,31571,External Advice,5695,Mott MacDonald,7047139,45352,907.82
Director of Network Resilience,31571,External Advice,5695,Mott MacDonald,7048493,45364,9340
Joint Data Team,31571,External Advice,5695,Mott MacDonald,7048531,45366,6831.89
Director of Midlands Connect,31571,External Advice,5695,Mott MacDonald,7048532,45377,1500
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7048150,45358,21264.36
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7049098,45373,20809.36
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7049101,45373,19631.37
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7049153,45373,13897.86
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),5858,Chiltern Railways,3004528,45377,3714.26
Director of Network Resilience,31767,Events / Exhibitions,6057,Landor Links Ltd,7048400,45362,4000
Head of Swift,31604,IT Software Licenses and Applications,6248,ITSO Ltd,7048771,45371,8875
Metro Programme Director,60111,Land Advice,6275,Winckworth Sherwood,7049167,45377,567
Delivery Director - Sustainable Transport,60191,Design Works,6316,AECOM Limited,7048515,45364,39048.35
Delivery Director - Sustainable Transport,60191,Design Works,6316,AECOM Limited,7048517,45364,34087.19
Delivery Director - Sustainable Transport,60191,Design Works,6316,AECOM Limited,7048519,45364,10331.47
Head of Network Transformation,60194,Transport Planning,6316,AECOM Limited,7048766,45373,13349.79
Head of Network Transformation,60194,Transport Planning,6316,AECOM Limited,7048912,45377,11340.44
Transport Assets,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7048747,45377,1961.54
16 Summer Lane FM,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7048747,45377,2500
Transport Assets,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7048748,45371,737.32
Transport Assets,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7048749,45377,923.08
16 Summer Lane FM,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7048749,45377,750
Transport Assets,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7048750,45371,1909.2
Transport Assets,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7048751,45371,625
16 Summer Lane FM,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7048752,45377,879
Transport Assets,31571,External Advice,6355,Bruton Knowles (Mgt Fees),7046695,45352,4448
Metro Programme Director,60111,Land Advice,6355,Bruton Knowles (Mgt Fees),7047461,45358,4402.5
Metro Programme Director,60111,Land Advice,6355,Bruton Knowles (Mgt Fees),7048511,45366,5978.24
Metro Programme Director,60111,Land Advice,6355,Bruton Knowles (Mgt Fees),7048512,45364,5403.4
Metro Programme Director,60141,Legal Advice,6355,Bruton Knowles (Mgt Fees),7048514,45366,1330.56
Tendered Bus Services,32425,Subsidised Services,6434,Landflight Travel Services Ltd,40632,45364,23482.77
Tendered Bus Services,32425,Subsidised Services,6434,Landflight Travel Services Ltd,40633,45364,70448.31
Concessions Schemes,32430,Child Travel Pass Concession,6434,Landflight Travel Services Ltd,40636,45364,667.23
Head of Network Transformation,60054,Investigations and Surveys,6453,Wolverhampton City Council,7049402,45377,14370
Director of Midlands Connect,31571,External Advice,6821,Network Rail,7049088,45373,20000
ICT Project,31603,IT Hardware,6867,Probrand Limited,7048811,45371,6372.75
ICT Project,31606,Hardware Maintenance,6867,Probrand Limited,7048101,45358,5079.72
ICT Project,31606,Hardware Maintenance,6867,Probrand Limited,7048102,45358,1693.24
Head of IT Delivery,31606,Hardware Maintenance,6867,Probrand Limited,7048211,45358,872.3
Head of IT Delivery,31609,IT Consumables,6867,Probrand Limited,7048133,45358,5536.68
Director of Network Resilience,60800,IT Hardware - Capital,6867,Probrand Limited,7048211,45358,19383.92
Commonwealth Games Legacy Fund,31671,Revenue Contributions to Third Parties,6973,West Midlands Growth Company Limited,7048145,45352,2000000
Adult Education,32751,Provider Delivery Fees - Grant,7007,City of Wolverhampton College,8015647,45372,1208459.16
Adult Education,32751,Provider Delivery Fees - Grant,7007,City of Wolverhampton College,8015653,45372,25364.83
Executive Director WMRE,31769,Promotional Material,7076,Sign Service,7048926,45373,2488.7
Head of Operational Assets - Rail Car Parks,30501,Fire Prevention & Safety,7127,Total Integrated Solutions Ltd,7048206,45352,941.31
Safety and Security Manager,30754,CCTV,7127,Total Integrated Solutions Ltd,7047601,45377,2679.8
Safety and Security Manager,30754,CCTV,7127,Total Integrated Solutions Ltd,7048119,45352,879.38
Bus Service Improvement Plan (BSIP),31576,Safety & Security,7127,Total Integrated Solutions Ltd,7048193,45358,629.92
Safety and Security Manager,31576,Safety & Security,7127,Total Integrated Solutions Ltd,7048391,45371,14627
Director of Network Resilience,31606,Hardware Maintenance,7127,Total Integrated Solutions Ltd,7048391,45371,56000
Head of Operational Assets - Rail Car Parks,60632,Infrastructure Enhancements,7127,Total Integrated Solutions Ltd,7048207,45352,999.96
Head of Operational Assets - Rail Car Parks,60632,Infrastructure Enhancements,7127,Total Integrated Solutions Ltd,7048221,45371,2948.51
Director of Network Resilience,60638,CCTV Supply and Installation,7127,Total Integrated Solutions Ltd,7047094,45352,20000
Director of Network Resilience,60638,CCTV Supply and Installation,7127,Total Integrated Solutions Ltd,7048208,45352,40000
Director of Network Resilience,60638,CCTV Supply and Installation,7127,Total Integrated Solutions Ltd,7049109,45373,7483.09
Director of Network Resilience,60638,CCTV Supply and Installation,7127,Total Integrated Solutions Ltd,7049110,45373,14556.7
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048051,45352,1170
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048139,45352,2934.47
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048141,45352,2135
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048142,45352,2934.47
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048376,45362,1235
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048377,45362,2327.5
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048378,45362,1453.73
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048379,45362,940.5
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048380,45362,2934.47
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048585,45364,1170
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048586,45366,2625
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048587,45366,2625
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048588,45366,2625
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048589,45366,2625
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048590,45366,2625
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048592,45366,2625
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048596,45364,1698.5
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048597,45364,2934.47
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048903,45373,1170
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048905,45373,1499.69
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048906,45373,873.84
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7048907,45373,2934.47
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7049451,45377,1365
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7049458,45377,2397.5
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7049460,45377,1292.02
Sprint,60141,Legal Advice,7129,Venn Group,7048052,45352,637.56
Head of Finance & Business Planning,31571,External Advice,7156,Integra Associates,7047626,45364,1000
Head of Finance & Business Planning,31571,External Advice,7156,Integra Associates,7048158,45366,2153.5
Head of Finance & Business Planning,31571,External Advice,7156,Integra Associates,7048406,45364,1000
Head of Finance & Business Planning,31571,External Advice,7156,Integra Associates,7048548,45364,1000
16 Summer Lane FM,31605,Postage,7157,Pitney Bowes Limited,7048421,45362,2400.84
16 Summer Lane FM,31605,Postage,7157,Pitney Bowes Limited,7049188,45373,1919.63
ICT Project,31606,Hardware Maintenance,7163,Central IT,7049152,45373,571.2
Information Delivery Team,30509,Replaced Stop Flags,7176,Mallatite,7048202,45358,15078.88
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,7176,Mallatite,7048192,45358,21743.08
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,7176,Mallatite,7048392,45358,2872.54
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,7176,Mallatite,7048393,45358,82072.66
Head of Operational Assets - Bus Infrastructure,60395,Physical Construction,7176,Mallatite,7048191,45358,8710
Head of Operational Assets - Bus Infrastructure,60395,Physical Construction,7176,Mallatite,7048201,45358,4250
Executive Director of Transport,31572,Consultants,7297,Steve Bramall,7048229,45358,1000
Head of Operational Assets - Bus Infrastructure,30760,Passenger Information Display,7350,Journeo Passenger Systems Limited,7048246,45358,880
Tendered Bus Services,32425,Subsidised Services,7385,Travel Express Ltd,40632,45364,7083.96
Tendered Bus Services,32425,Subsidised Services,7385,Travel Express Ltd,40633,45364,21251.88
Tendered Bus Services,32425,Subsidised Services,7385,Travel Express Ltd,3004451,45364,7606.4
Concessions Schemes,32430,Child Travel Pass Concession,7385,Travel Express Ltd,40636,45364,645.84
Tendered Bus Services,32425,Subsidised Services,7395,Banga Buses,40632,45364,4962.29
Tendered Bus Services,32425,Subsidised Services,7395,Banga Buses,40633,45364,14983.99
Tendered Bus Services,32425,Subsidised Services,7395,Banga Buses,3004453,45364,7091.28
Concessions Schemes,32430,Child Travel Pass Concession,7395,Banga Buses,40636,45364,676.21
Director of Housing & Regeneration,30691,Rates,7398,Wolverhampton City Council,7049275,45377,618.75
Information Delivery Team,30503,Distribution of IBSS Info,7483,Mitie Cleaning and Environmental Services Ltd,7048450,45373,3576.03
Head of Operational Assets - Bus Infrastructure,30758,Timetable Cases,7483,Mitie Cleaning and Environmental Services Ltd,7048447,45364,1463
Head of Operational Assets - Bus Stations,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7048416,45362,59184.28
16 Summer Lane FM,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7048436,45364,15528.54
Head of Operational Assets - Rail Car Parks,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7049270,45377,2222.24
Head of Operational Assets - Bus Infrastructure,30884,Shelter Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7048446,45364,1040.07
Head of Operational Assets - Bus Infrastructure,30884,Shelter Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7048451,45364,102885.24
Head of Operational Assets - Bus Infrastructure,30885,Cleaning & Inspection of Stop Poles,7483,Mitie Cleaning and Environmental Services Ltd,7048449,45364,6361.43
Head of Operational Assets - Bus Stations,31651,Consumables,7483,Mitie Cleaning and Environmental Services Ltd,7048568,45364,4821.2
Marketing and Engagement,31770,Marketing,7483,Mitie Cleaning and Environmental Services Ltd,7048870,45373,1124.4
Sprint,60343,Site Office Costs,7483,Mitie Cleaning and Environmental Services Ltd,7047988,45364,1566.26
Sprint,60343,Site Office Costs,7483,Mitie Cleaning and Environmental Services Ltd,7047989,45366,6642.64
Sprint,60343,Site Office Costs,7483,Mitie Cleaning and Environmental Services Ltd,7048414,45366,6642.64
Sprint,60343,Site Office Costs,7483,Mitie Cleaning and Environmental Services Ltd,7048434,45364,1566.26
Metro Programme Director,60141,Legal Advice,7485,Pinsent Masons LLP,7022555,45366,3000
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),7495,XC Trains Ltd,3004526,45377,12021.41
Cycling for Everyone,31571,External Advice,7498,Sustrans,7048383,45364,22160
Cycling for Everyone,31571,External Advice,7498,Sustrans,7048566,45364,12589.76
Investment Programme Financing,60562,Local Authority IP Costs,7653,Solihull MBC,3004477,45371,967650.44
Investment Programme Financing,60562,Local Authority IP Costs,7653,Solihull MBC,3004478,45371,1534702.21
Investment Programme Financing,60562,Local Authority IP Costs,7653,Solihull MBC,3004549,45379,206561.05
CRSTS - Capital,60563,Local Authority CRSTS Costs,7653,Solihull MBC,3004426,45362,415829
Ticketing Services Manager,31953,Mobility Clinics,7691,Access Independent Ltd,7049227,45377,570
Head of Governance,31577,Professional Advice,7758,Weightmans LLP,7048673,45366,760.5
Director of Network Resilience,31571,External Advice,7767,Modeshift,7048560,45364,2994
Director of Finance,31542,Publications,7797,CIPFA Business Limited,7048298,45358,4260
Safety and Security Manager,31576,Safety & Security,7846,British Transport Police,7048239,45358,12858.43
Delivery Director - Rail,60615,Utilities Diversion,7916,Cadent Gas Limited,7048033,45352,21335.46
Sprint,60615,Utilities Diversion,7965,Barhale Plc,7048668,45364,21953.88
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7044765,45366,10813.55
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7048901,45373,2880
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7049067,45377,3041.49
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7049199,45377,1215
Environment,31572,Consultants,7996,WSP UK,7049103,45373,17000
Safety and Security Manager,30754,CCTV,8001,Man Commercial Protection Ltd,7048498,45371,2163.43
Safety and Security Manager,30754,CCTV,8001,Man Commercial Protection Ltd,7048528,45371,60183.5
Bus Service Improvement Plan (BSIP),31575,Security Services,8001,Man Commercial Protection Ltd,7048282,45358,21978.84
Safety and Security Manager,31575,Security Services,8001,Man Commercial Protection Ltd,7048283,45358,10257.31
16 Summer Lane FM,31575,Security Services,8001,Man Commercial Protection Ltd,7048284,45358,15414.28
Safety and Security Manager,31575,Security Services,8001,Man Commercial Protection Ltd,7048490,45364,8959.15
Safety and Security Manager,31575,Security Services,8001,Man Commercial Protection Ltd,7048495,45364,2637.1
Safety and Security Manager,31575,Security Services,8001,Man Commercial Protection Ltd,7048500,45364,24560.23
Safety and Security Manager,31575,Security Services,8001,Man Commercial Protection Ltd,7048526,45364,24560.23
Metro Programme Director,60191,Design Works,8032,Project Automation S.p.A.,3004558,45379,3811.07
Metro Programme Director,60191,Design Works,8032,Project Automation S.p.A.,7045817,45379,1333842.49
Metro Programme Director,60191,Design Works,8032,Project Automation S.p.A.,7049431,45379,504279.91
Head of Operational Assets - Bus Infrastructure,30755,EPI Maintenance,8041,Nexus Alpha Limited,7049297,45377,8538.42
Learning and Development,30112,Learning & Development,8043,QA Ltd,7048780,45371,3298
ICT Project,60870,Training,8043,QA Ltd,7049224,45377,1283
Media,31773,Press Cutting Service,8061,The Copyright Licensing Agency,7049482,45377,1208.42
Delivery Director - Sustainable Transport,60820,Publicity and PR,8105,Pindar Creative,7048385,45362,2050
Head of Operational Assets - Rail Car Parks,30933,Landscape Maintenance,8118,MITIE Landscapes Ltd,7048886,45373,7425
Head of Operational Assets - Rail Car Parks,30933,Landscape Maintenance,8118,MITIE Landscapes Ltd,7048888,45373,510
Head of Operational Assets - Rail Car Parks,30933,Landscape Maintenance,8118,MITIE Landscapes Ltd,7048892,45373,6585.6
Ticketing Services Manager,31954,Concession Card Production,8138,Vernon Print and Design,7048721,45373,1995
Head of IT Delivery,31571,External Advice,8242,Trustmarque Solutions Ltd,7049245,45377,2000
ICT Project,31571,External Advice,8242,Trustmarque Solutions Ltd,7049245,45377,4680
Head of IT Delivery,31608,Software Maintenance,8242,Trustmarque Solutions Ltd,7048653,45364,970.2
Head of IT Delivery,31608,Software Maintenance,8242,Trustmarque Solutions Ltd,7049105,45373,16747.75
Head of IT Delivery,31608,Software Maintenance,8242,Trustmarque Solutions Ltd,7049135,45373,8199.99
ICT Project,31608,Software Maintenance,8242,Trustmarque Solutions Ltd,7049244,45377,22740
ICT Project,31611,Cyber Security,8242,Trustmarque Solutions Ltd,7049234,45377,3600
Safety and Security Manager,31571,External Advice,8257,SSAIB,7048242,45371,970
Safety and Security Manager,31571,External Advice,8257,SSAIB,7048243,45358,970
Delivery Director - Rail,60615,Utilities Diversion,8448,National Grid Electricity Distribution,7048111,45352,11593.46
Director of Strategic Partnerships and Integration,31571,External Advice,8512,CDC TECHNICAL SERVICES LTD,7048215,45362,1305
Head of Finance & Business Planning,30115,Staff Recruitment Costs,8607,SF Recruitment Limited,7048454,45364,8500
Ticketing Services Manager,31541,Printing & Office Supplies,8620,EUCLID LTD,7048798,45373,896
Bus Service Improvement Plan (BSIP),31604,IT Software Licenses and Applications,8620,EUCLID LTD,7048933,45373,45375
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7048347,45358,6916.66
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7048932,45373,1815
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7048934,45377,907.5
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7049037,45377,847
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7049094,45377,3918.75
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7049267,45377,665.5
Ticketing Services Manager,31954,Concession Card Production,8620,EUCLID LTD,7048678,45373,501.69
Ticketing Services Manager,31954,Concession Card Production,8620,EUCLID LTD,7048681,45373,5946.93
Ticketing Services Manager,31954,Concession Card Production,8620,EUCLID LTD,7048682,45373,16637.21
Ticketing Services Manager,31954,Concession Card Production,8620,EUCLID LTD,7048698,45373,12751.68
Ticketing Services Manager,31955,Commercial Card Processing,8620,EUCLID LTD,7048679,45373,11326
Ticketing Services Manager,31955,Commercial Card Processing,8620,EUCLID LTD,7048684,45373,4860
Ticketing Services Manager,31955,Commercial Card Processing,8620,EUCLID LTD,7048696,45373,8616
Head of Swift,60001,Project Support Costs,8620,EUCLID LTD,7048276,45362,22083.2
Head of Swift,60001,Project Support Costs,8620,EUCLID LTD,7048931,45377,1870
Metro Programme Director,60191,Design Works,8623,CANAL & RIVER TRUST,7048369,45362,891.25
Metro Programme Director,60191,Design Works,8623,CANAL & RIVER TRUST,7048370,45362,1368.01
Metro Programme Director,60191,Design Works,8623,CANAL & RIVER TRUST,7048715,45366,73557.1
Metro Programme Director,60191,Design Works,8623,CANAL & RIVER TRUST,7048717,45366,12512
Delivery Director - Sustainable Transport,60561,Contributions to 3rd Parties,8665,Sandwell MBC,3004455,45366,21317.15
Digital Marketing,31770,Marketing,8668,SocialSignIn,7048834,45371,15400
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7048693,45366,13967.68
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7049225,45377,5051.27
Delivery Director - Rail,60050,Feasibility Studies,8699,Jacobs UK Limited,7048538,45371,2048.9
Metro Programme Director,60560,Network Rail Costs,8701,Network Rail Infrastructure Ltd,7048067,45358,784.93
Metro Programme Director,60560,Network Rail Costs,8701,Network Rail Infrastructure Ltd,7048249,45362,1209.87
Metro Programme Director,60630,Land Acquisition,8701,Network Rail Infrastructure Ltd,3004524,45377,4200000
Head of Swift,60110,Financial & Commerical Advice,8717,PA Consulting,7049102,45377,19000
Head of Bus,31604,IT Software Licenses and Applications,8719,EPM Bus Solutions Limited,7048522,45364,2190
Metro Programme Director,60393,Early Contractor Involvement,8725,Colas Rail Limited,7049501,45379,6333022.97
Metro Programme Director,60191,Design Works,8747,Pell Frischmann,7048155,45352,252996.74
Head of Network Transformation,60191,Design Works,8747,Pell Frischmann,7048550,45364,22000
Head of Network Transformation,60191,Design Works,8747,Pell Frischmann,7048551,45366,1500
Head of Bus,60191,Design Works,8747,Pell Frischmann,7048924,45373,1664.2
UKSPF,31571,External Advice,8782,University of Birmingham,7048143,45352,18000
Industrial Strategy,31572,Consultants,8782,University of Birmingham,7048582,45364,2083.33
Youth Combined Authority,31671,Revenue Contributions to Third Parties,8782,University of Birmingham,7045683,45371,9996
Environment,31671,Revenue Contributions to Third Parties,8782,University of Birmingham,7049085,45373,31900
Delivery Director - Rail,60395,Physical Construction,8782,University of Birmingham,7048353,45358,37977
Digital Marketing,31604,IT Software Licenses and Applications,8815,Bright Interactive Limited,7049208,45377,7519.54
Careers,31671,Revenue Contributions to Third Parties,8817,Solihull MBC,7049410,45377,21358.22
Delivery Director - Sustainable Transport,60394,Traffic Management,8817,Solihull MBC,7048542,45364,1950
Sustainable Travel,60001,Project Support Costs,8829,Phil Jones Associates Limited,7048466,45364,3015.8
Sustainable Travel,60001,Project Support Costs,8829,Phil Jones Associates Limited,7049306,45377,2500
ICT Project,31602,Telephone - Land Line,8859,Vale Technical Services,7048128,45371,5842.5
Head of Finance & Business Planning,30961,Insurance,8861,Gallagher Bassett International Ltd,7048412,45362,523.9
Head of Finance & Business Planning,30961,Insurance,8866,Zurich Insurance plc,7048867,45371,4121.23
Director of Midlands Connect,31571,External Advice,8872,Arcadis LLP,7048073,45377,12606.89
Director of Midlands Connect,31571,External Advice,8872,Arcadis LLP,7048520,45364,3278.32
Director of Midlands Connect,31571,External Advice,8872,Arcadis LLP,7048714,45377,6866.83
Director of Midlands Connect,31571,External Advice,8872,Arcadis LLP,7048920,45377,17940.57
Head of Network Transformation,60054,Investigations and Surveys,8872,Arcadis LLP,7048182,45364,5362.5
Head of Network Transformation,60191,Design Works,8872,Arcadis LLP,7048181,45364,1549.16
Head of Network Transformation,60191,Design Works,8872,Arcadis LLP,7048198,45364,38307.13
Head of Network Transformation,60191,Design Works,8872,Arcadis LLP,7048713,45366,1247.37
Head of Network Transformation,60191,Design Works,8872,Arcadis LLP,7048718,45366,2132.56
Head of Network Transformation,60191,Design Works,8872,Arcadis LLP,7048733,45366,19212.76
Head of Bus,60191,Design Works,8872,Arcadis LLP,7048734,45366,965.61
Head of Network Transformation,60191,Design Works,8872,Arcadis LLP,7048735,45366,55051.72
Head of Network Transformation,60191,Design Works,8872,Arcadis LLP,7048736,45366,18197.97
Executive Director WMRE,60191,Design Works,8872,Arcadis LLP,7048767,45371,10135.22
Head of Operational Assets - Bus Infrastructure,30601,Electricity,8892,Total Energies Gas and Power Limited,7047768,45352,53184.15
Bromsgrove Rail Station,30601,Electricity,8892,Total Energies Gas and Power Limited,7048859,45371,4958.58
16 Summer Lane FM,30601,Electricity,8892,Total Energies Gas and Power Limited,7049052,45373,12120.74
16 Summer Lane FM,30602,Gas,8892,Total Energies Gas and Power Limited,7049005,45373,6513.41
Sprint,60343,Site Office Costs,8892,Total Energies Gas and Power Limited,7048407,45366,517.06
Digital Skills,31573,Legal Fees,8897,Trowers and Hamlins LLP,7048235,45358,10000
Digital Skills,31573,Legal Fees,8897,Trowers and Hamlins LLP,7048236,45358,7594
Digital Skills,31573,Legal Fees,8897,Trowers and Hamlins LLP,7048240,45358,3235
Digital Skills,31573,Legal Fees,8897,Trowers and Hamlins LLP,7049296,45377,14020
Digital Skills,31573,Legal Fees,8897,Trowers and Hamlins LLP,7049305,45377,4204
Commonwealth Games Legacy Fund,31573,Legal Fees,8897,Trowers and Hamlins LLP,7049477,45377,699.42
Delivery Director - Sustainable Transport,60001,Project Support Costs,8897,Trowers and Hamlins LLP,7048725,45371,950
Delivery Director - Metro,31571,External Advice,8912,Railway & Tramway Engineering Ltd,7046131,45358,2700
Delivery Director - Metro,31571,External Advice,8912,Railway & Tramway Engineering Ltd,7048773,45371,2700
Bus Service Improvement Plan (BSIP),30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7048121,45362,828.92
Bus Service Improvement Plan (BSIP),30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7048122,45362,914.25
Bus Service Improvement Plan (BSIP),30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7048123,45362,914.25
Bus Service Improvement Plan (BSIP),30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7048125,45362,914.25
Bus Service Improvement Plan (BSIP),30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7048157,45362,914.25
Customer Intelligence Team,30008,Agency Staff ( Established Posts),8915,Hart Recruitment Ltd,7048808,45371,756.5
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7047928,45358,3200.96
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7048146,45358,3022.41
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7048443,45364,2973.65
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7048823,45371,2518.75
Accessible Transport - Customer Service,30009,Staff Agency Services,8915,Hart Recruitment Ltd,7048918,45373,2864.05
Director of Integrated Network Services,31571,External Advice,8935,Addleshaw Goddard LLP,7048059,45358,94853.5
Head of Governance,31604,IT Software Licenses and Applications,8946,Civica UK Limited,7048277,45358,13250
Director of Strategic Partnerships and Integration,30932,Facilities Management,8959,Accelogress,7048397,45362,17831.25
Careers,31671,Revenue Contributions to Third Parties,8978,City of Wolverhampton Council,7049131,45373,14739.78
Adult Education,32751,Provider Delivery Fees - Grant,8978,City of Wolverhampton Council,8015647,45372,273603.17
Adult Education,32751,Provider Delivery Fees - Grant,8978,City of Wolverhampton Council,8015653,45372,1004.87
Metro Programme Director,60394,Traffic Management,8978,City of Wolverhampton Council,7049447,45377,3129.33
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),8981,West Midlands Trains Limited,3004529,45377,139994.26
Director of Network Resilience,60632,Infrastructure Enhancements,9022,Gary Boyce Contracts LTD,7045670,45373,4705
Adult Education,31604,IT Software Licenses and Applications,9025,"Amazon Web Services, Inc.",7047417,45379,818.93
Adult Education,31604,IT Software Licenses and Applications,9025,"Amazon Web Services, Inc.",7047420,45379,804.65
"Director of Policy, Strategy & Innovation",60801,IT Software - Capital,9025,"Amazon Web Services, Inc.",3004560,45379,997.22
"Director of Policy, Strategy & Innovation",60801,IT Software - Capital,9025,"Amazon Web Services, Inc.",7048741,45379,13538.43
"Director of Policy, Strategy & Innovation",60801,IT Software - Capital,9025,"Amazon Web Services, Inc.",7048742,45379,1735.69
"Director of Policy, Strategy & Innovation",60801,IT Software - Capital,9025,"Amazon Web Services, Inc.",7048743,45379,13566.99
"Director of Policy, Strategy & Innovation",60801,IT Software - Capital,9025,"Amazon Web Services, Inc.",7048744,45379,1739.57
Director of Midlands Connect,31571,External Advice,9042,Esri UK,7048279,45358,3901
TfWM/WMR Rail Team,31571,External Advice,9045,West Midlands Rail Limited,7048100,45366,40600
UKSPF,31572,Consultants,9069,Aston University,7048600,45364,291433.25
UKSPF,31572,Consultants,9069,Aston University,7048911,45373,186150.15
Metro Director,31011,Building Maintenance Provision,9071,Midland Metro Ltd,7048779,45371,75792.17
