Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,NE,08/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,Peat Capital Grants,FORESTRY ENGLAND,ERS-100900056903-323525,71207.44,Grant - Nature for Climate Peatland Grant Scheme - Restoration- 2023/24,BS16 1EJ,CUSTOMER,,NE163785,Expense,888 83 0561
DEFRA,NE,08/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,"SGA WATER, LAND AND SEAS",UK CENTRE FOR ECOLOGY & HYDROLOGY,CUSINV-004161,105464.50,Terrestrial Monitoring Core Contract 2023-24 T2 Sample selection and analysis,OX10 8BB,SUPPLIER,C22415,00000000,Expense,336 940192
DEFRA,NE,08/05/2024,Exp - Purchase Of Goods/Services - Consultancy,ANALYTICS TEAM,ESRI (UK) LTD,UK-PIN104536,43548.56,Alpha and Beta phases of Conservation Management System International (CMSI) replacement project 24-25,HP21 7QG,SUPPLIER,VAS RM6295 Contract# P_30949,00000000,Expense,787 430791
DEFRA,NE,08/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,"SGA WATER, LAND AND SEAS",UK CENTRE FOR ECOLOGY & HYDROLOGY,CUSINV-004163,40932.83,Red Kite report,OX10 8BB,SUPPLIER,Sub-50k,00000000,Expense,336 940192
DEFRA,NE,08/05/2024,CA - OTHER RECEIVABLES - PURCHASING CARD CONTROL ACCOUNT,BALANCE SHEET,ROYAL BANK OF SCOTLAND,90801936-02-MAY-24,385436.15,Monthly payment for Government Procurement Card expenditure,EC2M 4BA,SUPPLIER,,00000000,Asset,"243852752	"
DEFRA,NE,09/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,NATURE RETURNS (SOF-NBS),NATIONAL TRUST (G),ERS-100900056886-323411,75568.08,Grant - Nature Based Solutions for Climate Change on a Landscape Scale - Wild Exmoor Carbon Sequestration Project,SN2 2NA,SUPPLIER,ECM66410,00000000,Expense,
DEFRA,NE,09/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,Natural Capital & Ecosystem Assessment - Terrestrial,ESRI (UK) LTD,UK-SIN045477,81934.80,Natural Capital Ecosystem Assessment - Mapping licences,HP21 7QG,SUPPLIER,C15596,00000000,Expense,787 430791
DEFRA,NE,09/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,SPECIALIST SERVICES,GAME & WILDLIFE CONSERVATION TRUST,SIN005916,48228.00,"The potential impact of gamebird releasing on soil nutrients, tree regeneration, ground flora and invertebrates on and around protected sites ",SP6 1EF,3RD SECTOR SUPPLIER,C16293,00000000,Expense,GB580155450
DEFRA,NE,09/05/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,SECURITY & INFORMATION,FIVIUM LTD,INV-3415,33075.60,Legal Services,W1F 7LD,SUPPLIER,,00000000,Expense,882 5727 86
DEFRA,NE,09/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,"SGA STRATEGY, FUNDING & PEOPLE FOR NATURE",OXFORDSHIRE COUNTY COUNCIL,3920718522,27000.00,Oxford County Council - Recreational Opportunities PSS,OX1 1ND,Access to Work,Sub-£50K,NE163925,Expense,GB195 4786 09
DEFRA,NE,10/05/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,NUTRIENT MITIGATION SCHEME,DEFRA,329320,77912.39,Nutrient Mitigation Scheme,YO1 7PX,SUPPLIER,DFP - Defra Family Payment,00000000,Expense,888800181.
DEFRA,NE,10/05/2024,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"SGA WATER, LAND AND SEAS",YORKSHIRE WILDLIFE TRUST,ERS-100900056924-323523,43333.46,Grant - Landscape Recovery Grant - Three Dales,YO24 1GN,3RD SECTOR SUPPLIER,,00000000,Expense,235804804
DEFRA,NE,13/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,SPECIALIST SERVICES,INSTITUTE OF DEVELOPMENT STUDIES,30778,49993.20,Social Accountability for Nature Recovery Research 23/24,BN19RE,SUPPLIER,,00000000,Expense,GB350899914
DEFRA,NE,14/05/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS - BUILDINGS,NNR SERVICES TEAM,COMPASS DEVELOPMENTS NE LTD,5638,123113.48,Lindisfarne National Nature Reserve - Construction,NE23 1WF,SUPPLIER,Atamis Ref: C21878,00000000,Asset,GB945965469
DEFRA,NE,14/05/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER- SCIENCE & EVIDENCE MONITORING SURVLNCE,CATCHMENT SENSITIVE FARMING,RSK ADAS LIMITED,SI6941347,64680.00,Support to Catchment Sensitive Farming (CSF) to assess Countryside Stewardship Application,WA6 0AR,SUPPLIER(1),,00000000,Expense,"GB256435886					"
DEFRA,NE,14/05/2024,IA - POA & AUC - COST - ADDITIONS,Natural Capital & Ecosystem Assessment - Terrestrial,DSM GEODATA LTD,I024-24,30536.23,Natural Capital Ecosystem Assessment - Green Infrastructure Urban Habitat and Naturalness Mapping,EH3 8EJ,SUPPLIER,,00000000,Asset,GB801521970
DEFRA,NE,15/05/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER- SCIENCE & EVIDENCE MONITORING SURVLNCE,EVIDENCE TEAM,KANTAR PUBLIC UK LIMITED,90004048,57600.00,The Monitor of Engagement with the Natural Environment (MENE) Survey - 2023-24,SW19 3JA,SUPPLIER,,NE160915,Expense,GB3945 63949
DEFRA,NE,15/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,Natural Capital & Ecosystem Assessment - Terrestrial,NATURAL HISTORY MUSEUM TRADING CO,014118,28893.30,Natural Capital Ecosystem Assessment - GenePools 2,SW7 5BD,OGD,C19853,00000000,Expense,645424538
DEFRA,NE,16/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,Peat Capital Grants,PEAK DISTRICT NATIONAL PARK AUTH,ERS-100900056987-323755,590498.06,Grant - Nature for Climate Peatland Grant Scheme - Restoration- 2023/24,DE45 1AE,LOCAL AUTHORITIES,C20532,NE163785,Expense,313 1215 64
DEFRA,NE,16/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,STATUTORY ACCESS,WESTMORLAND AND FURNESS COUNCIL,ERS-100900056983-323763,284315.51,Grant - C2C Establishment 23/24. Westmorland and Furness Council ,CA6 4SJ,LOCAL AUTHORITIES,,00000000,Expense,GB434548878
DEFRA,NE,16/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",WARWICKSHIRE WILDLIFE TRUST,ERS-100900057021-323872,104678.93,Grant - Species Recovery Programme -  Reviving Our Wetlands - 2023-24,CV3 3GW,3RD SECTOR SUPPLIER,FUNDING 20479,NE163980,Expense,670 3187 40
DEFRA,NE,16/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",BUTTERFLY CONSERVATION,ERS-100900057000-323751,95159.64,Grant - Species Recovery Programme -  Reviving Heddon Valleys Fritillaries - 2023-24,BH20 5QP,3RD SECTOR SUPPLIER,20433,NE163980,Expense,GB991277189
DEFRA,NE,16/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",BERKSHIRE BUCKINGHAMSHIRE & OXFORDSHIRE WILDLIFE TRUST,ERS-100900056997-323753,99555.94,Grant - Species Recovery Programme -  Adder Connections - 2023-24,OX4 4XT,SUPPLIER,20429,NE163980,Expense,GB294772260
DEFRA,NE,16/05/2024,EXP - SUBSIDIES TO PRIVATE SECTOR - COMPANIES,LIFE WADER,TWEED FORUM LTD,ERS-100900057029-323878,72683.59,LIFE WADER project - Tweed partner payment,TD6 9DF,SUPPLIER,ECM_63972 (multiple partners),NE162822,Expense,384470868
DEFRA,NE,16/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",SOUTH EAST RIVERS TRUST,ERS-100900056980-323754,101232.45,"Grant - Species Recovery Programme -  WET Hogsmill (Water Vole, Eel & Trout) - 2023-24",KT22 7LT,SUPPLIER,20471,NE163980,Expense,
DEFRA,NE,16/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",BERKSHIRE BUCKINGHAMSHIRE & OXFORDSHIRE WILDLIFE TRUST,ERS-100900057016-323873,71033.58,Grant - Species Recovery Programme -  Joining the Dots: Creating mink free counties for water vole conservation - 2023-24,OX4 4XT,SUPPLIER,20427,NE163980,Expense,GB294772260
DEFRA,NE,16/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,Peat Capital Grants,DORSET WILDLIFE TRUST,ERS-100900056993-323752,58710.66,Grant - Nature for Climate Peatland Grant Scheme - Restoration- 2023/24,DT2 7AA,Trust,C20521,NE163785,Expense,GB785712496
DEFRA,NE,16/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",THE VINCENT WILDLIFE TRUST,ERS-100900057001-323762,49280.50,Grant - Species Recovery Programme -  Horseshoes Heading East - Sussex - 2023-24,HR8 1EP,SUPPLIER,20478,NE163980,Expense,
DEFRA,NE,16/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",WATERLIFE RECOVERY TRUST,ERS-100900056999-323760,56032.15,Grant - Species Recovery Programme -  Landscape scale water vole recovery - 2023-24,CB6 2EF,THIRD PARTY,FUNDING 20480,NE163980,Expense,
DEFRA,NE,16/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,"SGA LANDSCAPE, PEAT & SPECIES",NORTH YORK MOORS NATIONAL PARK,ERS-100900057024-323874,41963.55,Grant - Species Recovery Programme -  FREStore - 2023-24,YO62 5BP,LOCAL AUTHORITIES,20461,NE163980,Expense,GB686500421
DEFRA,NE,16/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",WILDWOOD TRUST,ERS-100900056998-323759,37099.03,Grant - Species Recovery Programme -  Kentish Chough Reintroduction - 2023-24,CT6 7LQ,3RD SECTOR SUPPLIER,20485,NE163980,Expense,811672249
DEFRA,NE,16/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",GLOUCESTERSHIRE WILDLIFE TRUST (G),ERS-100900056975-323761,30687.21,Grant - Species Recovery Programme -  River Frome Native Crayfish Recovery Project - 2023-24,GL4 6SX,SUPPLIER,20443,NE163980,Expense,
DEFRA,NE,16/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,Peat Capital Grants,SOMERSET WILDLIFE TRUST,ERS-100900056994-323756,25010.73,Grant - Nature for Climate Peatland Grant Scheme - Restoration- 2023/24,TA1 5AW,Trust,,NE163785,Expense,GB691699571
DEFRA,NE,17/05/2024,EXP-PURCHASE OF GOODS & SERVICES - DLL POND SURVEYS,DLL Pond Management,FRESHWATER HABITATS TRUST,2465,66936.00,PondNet Great Crested Newt eDNA monitoring project - 2024,OX3 9HY,SUPPLIER,C21972,00000000,Expense,866548084
DEFRA,NE,17/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,"SGA LANDSCAPE, PEAT & SPECIES",ZOOLOGICAL SOCIETY OF LONDON,ZSL006533W-N0076,52707.00,"Zoological Society of London, Health & genetic screening of the East Kent & Tamar beaver populations",NW1 4RY,SUPPLIER,C21475,NE162795,Expense,GB 440 3679 56
DEFRA,NE,17/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,03 YORKSHIRE & NORTHERN LINCOLNSHIRE,AECOM LTD,28556358,50496.96,Identifying the combined effect of developed land on the availability of potential functionally linked land around the Humber Estuary Special Protection Area,E1 8FA,SUPPLIER,,NE163925,Expense,"611853162	"
DEFRA,NE,17/05/2024,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,LEGAL SERVICES,BROWNE JACOBSON LLP,1067505,36917.45,Legal Services,NG2 1BJ,LEGAL,,00000000,Expense,116396270
DEFRA,NE,20/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,Peat Capital Grants,NATIONAL TRUST,ERS-100900057061-324117,319771.80,Grant - Nature for Climate Peatland Grant Scheme - Restoration- 2023/24,SN2 2NA,SUPPLIER,C20517,NE163785,Expense,GB239503167
DEFRA,NE,20/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",AVON WILDLIFE TRUST,ERS-100900057042-324130,294980.66,Grant - Species Recovery Programme -  Wilder Woodlands-North Somerset - 2023-24,BS1 5QT,SUPPLIER,20410,NE163980,Expense,GB567561410 
DEFRA,NE,20/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",GLOUCESTERSHIRE WILDLIFE TRUST (G),ERS-100900057062-324127,45534.81,Grant - Species Recovery Programme -  Recovering Adders on the Cotswold Escarpment - 2023-24,GL4 6SX,SUPPLIER,20442,NE163980,Expense,
DEFRA,NE,20/05/2024,EXP - CAPITAL GRANTS TO PRIVATE SECTOR - COMPANIES,NRN LOCAL DELIVERY,THE TEES RIVERS TRUST,ERS-100900057037-324125,43178.40,Grant - Nature Recovery Project - Tees Estuary,DL1 5TD,CUSTOMER,GIA,00000000,Expense,
DEFRA,NE,20/05/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,POSEIDON PROJECT,APEM LTD,007979,31560.48,POSEIDON project Celtic Sea Digital Aerial Surveys,SK4 3GN,SUPPLIER,,NE163827,Expense,
DEFRA,NE,21/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,NATURE RETURNS (SOF-NBS),FRESHWATER HABITATS TRUST (G),ERS-100900057063-324128,154437.57,Grant - Nature Based Solutions for Climate Change on a Landscape Scale - Oxfordshire-Buckinghamshire Freshwater Network - 2023-24,OX3 9HY,SUPPLIER,,00000000,Expense,
DEFRA,NE,21/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,Natural Capital & Ecosystem Assessment - Terrestrial,APEM LTD,007969,95885.02,Natural Capital Ecosystem Assessment - Vegetation and Landscape Field Data Collection,SK4 3GN,SUPPLIER,C24059,00000000,Expense,
DEFRA,NE,21/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,Peat Capital Grants,LANCASHIRE WILDLIFE TRUST LTD,ERS-100900057085-324120,77794.11,Grant - Nature for Climate Peatland Grant Scheme - Restoration- 2023/24,PR5 6BY,CUSTOMER,C20527,NE163785,Expense,265 7548 65
DEFRA,NE,21/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",NOTTINGHAMSHIRE WILDLIFE TRUST,ERS-100900057067-324121,69901.74,Grant - Species Recovery Programme -  Nottinghamshire Water Vole Recovery Project - 2023-24,NG1 1EA,SUPPLIER,20462,NE163980,Expense,237170125
DEFRA,NE,21/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",RSPB,ERS-100900057068-324116,63194.01,Grant - Species Recovery Programme -  Dunwich Forest Restoration - 2023-24,SG19 2DL,CUSTOMER,20468,NE163980,Expense,"GB365969589					"
DEFRA,NE,21/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",WEST CUMBRIA RIVERS TRUST,ERS-100900057075-324122,32594.21,Grant - Species Recovery Programme -  ReForM - 2023-24,CA12 4BY,SUPPLIER,20482,NE163980,Expense,
DEFRA,NE,21/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",NATIONAL TRUST,ERS-100900057069-324118,31853.62,Grant - Species Recovery Programme - Eels in the Bure - 2023-24,SN2 2NA,SUPPLIER,20456,NE163980,Expense,GB239503167
DEFRA,NE,21/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,Peat Capital Grants,NORTH YORK MOORS NATIONAL PARK,ERS-100900057086-324123,28104.33,Grant - Nature for Climate Peatland Grant Scheme - Restoration- 2023/24,YO62 5BP,LOCAL AUTHORITIES,C20531,NE163785,Expense,GB686500421
DEFRA,NE,22/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",DEVON WILDLIFE TRUST,ERS-100900057132-324231,39536.57,Grant - Species Recovery Programme -  Devon Fritillary Recovery Project - 2023-24,EX2 4AB,SUPPLIER,20438,NE163980,Expense,"585473501	"
DEFRA,NE,22/05/2024,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INST - SPONSORSHIPS,LIFE Recreation Remedies,PLYMOUTH CITY COUNCIL,ERS-100900057099-324230,31523.69,Reimbursement of LIFE funds for Plymouth City Council 23/24 project expenditure,PL1 2EW,LOCAL AUTHORITIES,C14231,NE163799,Expense,144675845
DEFRA,NE,23/05/2024,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,LANDSCAPE RECOVERY,J+C FARMS,ERS-100900057143-324348,58200.61,Grant - Landscape Recovery Grant - West Norfolk Nature Network,PE32 1PL,SUPPLIER,24648,00000000,Expense,
DEFRA,NE,23/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,STATUTORY ACCESS,LANCASHIRE COUNTY COUNCIL,5201531856,53839.51,Grant - England Coast Path Establishment,PR1 8RD,SUPPLIER,,NE160886,Expense,155712174
DEFRA,NE,23/05/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER- SCIENCE & EVIDENCE MONITORING SURVLNCE,CATCHMENT SENSITIVE FARMING,RSK ADAS LIMITED,SI6941477,30870.00,Catchment Sensitive Farming 1:1 on Farm Advice,WA6 0AR,SUPPLIER(1),C22545,00000000,Expense,"GB256435886					"
DEFRA,NE,24/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,SPECIALIST SERVICES,CARDIFF UNIVERSITY,2055902,34455.00,Trees Outside of Woodland Work,CF10 3XR,Access to Work,SUB-£50k for PO values 10K-50K,00000000,Expense,615860927
DEFRA,NE,28/05/2024,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,STATUTORY ACCESS,AARDMAN ANIMATION LTD,45900,60000.00,The Countryside Code film using Shaun the Sheep characters - 2024-25,BS1 6UN,SUPPLIER,SUB£50EA,00000000,Expense,GB609301172
DEFRA,NE,28/05/2024,IA - POA & AUC - COST - ADDITIONS,Natural Capital & Ecosystem Assessment - Terrestrial,DIGVENTURES,INV-0652,47594.50,Natural Capital Ecosystem Assessment - Citizen Science Local Pilots Northumbria,DL128JB,SUPPLIER,C21642,00000000,Asset,200335767
DEFRA,NE,28/05/2024,EXP-PURCHASE OF GOODS & SERVICES - DLL POND SURVEYS,DLL Pond Management,ORCHID CELLMARK LTD,SRVINV189826,34020.00,eDNA kits & analysis packages plus associated reporting,OX14 1DY,SUPPLIER,C23346,00000000,Expense,GB750 0292 64
DEFRA,NE,29/05/2024,IA - INFORMATION TECHNOLOGY - COST - ADDITIONS,ORGANISATION CHANGE,DEFRA,333896,164651.65,Legacy IT Resilience and Security - 2023-24,YO1 7PX,SUPPLIER,"DFP, Defra Family Payment",00000000,Asset,888800181.
DEFRA,NE,29/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",CHESHIRE WILDLIFE TRUST,ERS-100900057172-324494,93600.49,Grant - Species Recovery Programme -  Riverthrive - 2023-24,SY14 8EF,SUPPLIER,FUNDING 20435,NE163980,Expense,GB771662317
DEFRA,NE,29/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,Peat Capital Grants,HARPER ADAMS UNIVERSIRTY,ERS-100900057176-324496,75194.04,Grant - NCPGS 2023-24 Paludiculture Exploration Fund grant scheme,TF10 8NB,SUPPLIER,,00000000,Expense,159 1448 48
DEFRA,NE,29/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",FROGLIFE TRUST,ERS-100900057194-324497,34539.61,Grant - Species Recovery Programme -  London Blue Chain - 2023-24,PE2 6XU,SUPPLIER,20473,NE163980,Expense,GB226457795
DEFRA,NE,29/05/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER- SCIENCE & EVIDENCE MONITORING SURVLNCE,CATCHMENT SENSITIVE FARMING,PROMAR INTERNATIONAL LTD,PIDF0024348,41400.00,Catchment Sensitive Farming 1:1 on Farm Advice,CW5 7JW,SUPPLIER(1),C22121,00000000,Expense,
DEFRA,NE,29/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",DORSET WILDLIFE TRUST,ERS-100900057191-324500,27301.75,Grant - Species Recovery Programme -  Dorset Species Recovery Project - 2023-24,DT2 7AA,SUPPLIER,20439,NE163980,Expense,GB785712496
DEFRA,NE,29/05/2024,IA - POA & AUC - COST - ADDITIONS,NUTRIENT MITIGATION SCHEME,DEFRA,DM330180,-108000.00,Credit - Nutrient Mitigation Scheme,YO1 7PX,SUPPLIER,DFP - Defra Family Payment,00000000,Asset,888800181.
DEFRA,NE,30/05/2024,EXP CAPITAL GRANTS TO PTE SECTOR - PERSONS & NON PROFIT INSTIT'NS SERVING H'HOLD,"SGA LANDSCAPE, PEAT & SPECIES",UNIVERSITY OF HULL,ERS-100900057216-324677,55785.43,Grant - Species Recovery Programme -  Returning Lamprey to the River Trent - 2023-24,HU6 7RX,SUPPLIER,20477,NE163980,Expense,GB290 3168 0
DEFRA,NE,30/05/2024,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,"SGA WATER, LAND AND SEAS",ROYAL SOCIETY FOR THE PROTECTION OF BIRDS,ERS-100900057242-324674,48529.77,Grant - Landscape Recovery Grant - Eastern Fells,SG19 2DL,CUSTOMER,,00000000,Expense,GB 365 9695 89
DEFRA,NE,30/05/2024,EXP-PURCHASE OF GOODS & SERVICES - DLL POND CREATION,DLL Pond Management,SUFFOLK WILDLIFE TRUST,0000005451,44352.00,Memorandum of Agreement -  Pond Creation & Restoration work -2023-24,IP6 9JY,SUPPLIER,,NE163819,Expense,
DEFRA,NE,31/05/2024,IA - POA & AUC - COST - ADDITIONS,NUTRIENT MITIGATION SCHEME,DEFRA,334165,1398612.00,Nutrient Mitigation Scheme,YO1 7PX,SUPPLIER,DFP - Defra Family Payment,00000000,Asset,888800181.
DEFRA,NE,31/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,STATUTORY ACCESS,HAMPSHIRE COUNTY COUNCIL,3611776351,82623.18,Grant - England Coast Path Establishment - Hampshire County Council - 2023-24,SO23 8UJ,LOCAL AUTHORITIES,C19935,NE160885,Expense,"189406822	"
DEFRA,NE,31/05/2024,IA - POA & AUC - COST - ADDITIONS,Natural Capital & Ecosystem Assessment - Terrestrial,WILDSCAPES CIC,INV-0165,67590.00,Natural Capital Ecosystem Assessment - Living England Field Surveys,S2 2SF,Company,C20408,00000000,Asset,907878967
DEFRA,NE,31/05/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,"SGA LANDSCAPE, PEAT & SPECIES",TELESPAZIO UK LIMITED,UK03/2024/6100183,60397.42,Digital mapping for Monitoring Specification,LU1 3LU,SUPPLIER,C15501 Data Services Platform,NE163925,Expense,GB101638353
DEFRA,NE,31/05/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANALYTICS TEAM,DEFRA,334156,58218.73,IT Services,YO1 7PX,SUPPLIER,DFP,00000000,Expense,888800181.
DEFRA,NE,31/05/2024,EXP - CAPITAL GRANTS TO LOCAL GOVERNMENT,STATUTORY ACCESS,ISLE OF WIGHT COUNCIL,9737287/4,41005.40,Grant - England Coast Path Establishment - Isle of Wight Council - 2023-24,PO30 1UD,SUPPLIER,C19740,NE160885,Expense,108366865
DEFRA,NE,31/05/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER- SCIENCE & EVIDENCE MONITORING SURVLNCE,CATCHMENT SENSITIVE FARMING,RSK ADAS LIMITED,SI6941763,39600.00,Support to Catchment Sensitive Farming (CSF) to assess Countryside Stewardship Application,WA6 0AR,SUPPLIER(1),,00000000,Expense,"GB256435886					"
DEFRA,EA,03/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-WMD-Mgt,JACKSON CIVIL ENGINEERING LTD,1001531572,25175.74,Professional Services Other-Technical Services-Civil engineering,IP1 5LT,CIS SUPPLIER,,ENV0001419C,Expense,904443249
DEFRA,EA,03/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-LNA-Mgt,JACKSON CIVIL ENGINEERING LTD,1001531572,25603.00,Professional Services Other-Technical Services-Civil engineering,IP1 5LT,CIS SUPPLIER,,ENV0002695C,Expense,904443249
DEFRA,EA,03/06/2024,EXP - PURCHASE OF GOODS/SERVICES - VEHICLE MAINTENANCE,EA Ops-COO-SSO-DGFS-Holding Account,NOVUNA VEHICLE SOLUTIONS,1001531719,27050.96,Fleet-Fleet Management-Vehicle maintenance and repair services,BA14 8QU,SUPPLIER,,,Expense,GB 823824822
