Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,Home Office,17/01/2024,RESEARCH AND DEVELOPMENT,"STARS -  Science, Technology, Analysis, Research & Strategy",QINETIQ LTD,1800810-117074537-112688-472272-1-2024,47227.2
Home Office,Home Office,17/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",THE ZOOLOGICAL SOCIETY OF LONDON,1283022-ZSL000006393 S- H0063-59869-127165-1-2024,152598
Home Office,Home Office,18/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",CITY OF LONDON POLICE,1283022-4354804-255999-64000-1-2024,64000
Home Office,Home Office,18/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",CITY OF LONDON POLICE,1283022-4354812-255999-64000-1-2024,64000
Home Office,Home Office,18/01/2024,RESEARCH AND DEVELOPMENT,"STARS -  Science, Technology, Analysis, Research & Strategy",COLLEGE OF POLICING,1800810-2648258-324330-38379-1-2024,38379
Home Office,Home Office,18/01/2024,ADVERSE LEGAL,"STARS -  Science, Technology, Analysis, Research & Strategy",GOVERNMENT LEGAL DEPARTMENT,1295051-HOLFT-895-113504-37500-1-2024,37500
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,"STARS -  Science, Technology, Analysis, Research & Strategy",ALEXANDER MANN SOLUTIONS LTD,1805055-2959353-560478-360035-1-2024,4320.42
Home Office,Home Office,19/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",AXIOM INTERNATIONAL LTD,1283022-3189-58082-9201783-1-2024,1104213.96
Home Office,Home Office,19/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",BIG WORD INTERPRETING SERVICES LTD (THE),1283022-INV20276606-105469-7424304-1-2024,89091.65
Home Office,Home Office,19/01/2024,FULL COST,"STARS -  Science, Technology, Analysis, Research & Strategy",BROOK STREET (UK) LTD,1805091-30801357-24-100385-90035-1-2024,1080.42
Home Office,Home Office,22/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",BAE SYSTEM SAUDI DEVELOPMENT AND TRAINING CO LTD,1283022-1803000024/23-57767-82612386-1-2024,826123.86
Home Office,Home Office,22/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",BAE SYSTEM SAUDI DEVELOPMENT AND TRAINING CO LTD,1283022-1803000025/23-57767-111370021-1-2024,1113700.21
Home Office,Home Office,22/01/2024,RESEARCH AND DEVELOPMENT,"STARS -  Science, Technology, Analysis, Research & Strategy",IMPERIAL COLLEGE PROJECTS LTD,1800810-86009524-55635-818677-1-2024,982412.4
Home Office,Home Office,22/01/2024,OTHER TRAVEL,"STARS -  Science, Technology, Analysis, Research & Strategy",INVESTIGO LTD,1283022-426266-486793-623365-1-2024,6233.65
Home Office,Home Office,22/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",INVESTIGO LTD,1283022-426266-486793-385075-1-2024,46209
Home Office,Home Office,23/01/2024,FOREIGN SUBSISTENCE,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771142-20012850-113026--263-1-2024,-2.63
Home Office,Home Office,23/01/2024,MOBILE PHONES,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1444089-20012850-113026-6557-1-2024,65.57
Home Office,Home Office,23/01/2024,CLINICAL & MEDICAL,"STARS -  Science, Technology, Analysis, Research & Strategy",FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1862107-20012850-113026-4393-1-2024,439.3
Home Office,Home Office,23/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",NORTH HIGHLAND UK LIMITED,1295051-CINV-2024-00446-215149-23090-1-2024,27708
Home Office,Home Office,23/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",PROJECTINA AG,1771046-21813-60703-7266285-1-2024,72662.85
Home Office,Home Office,24/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",INVESTIGO LTD,1283022-424154-486793-741382-1-2024,85325.55
Home Office,Home Office,24/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",SMART ACCOMMODATION FOR RESIDENTIAL COMPLEXES COMPANY,1283022-000927-566980-987000-1-2024,987000
Home Office,Home Office,24/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",THE COUNCIL ON STRATEGIC RISKS,1407009-1-59862-70000-1-2024,70000
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,"STARS -  Science, Technology, Analysis, Research & Strategy",ALEXANDER MANN SOLUTIONS LTD,1805055-2963750-560478-317655-1-2024,3811.86
Home Office,Home Office,26/01/2024,FULL COST,"STARS -  Science, Technology, Analysis, Research & Strategy",BROOK STREET (UK) LTD,1805091-30816320-24-100385-89799-1-2024,1077.59
Home Office,Home Office,26/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",RED SNAPPER RECRUITMENT LTD,1283022-374265-206036-2727521-1-2024,32730.25
Home Office,Home Office,30/01/2024,RESEARCH AND DEVELOPMENT,"STARS -  Science, Technology, Analysis, Research & Strategy",IPSOS (MARKET RESEARCH) LTD,1270760-24000201-106668-13911127-1-2024,166933.52
Home Office,Home Office,30/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",RED SNAPPER RECRUITMENT LTD,1283022-374266-206036-2637408-1-2024,31648.9
Home Office,Home Office,30/01/2024,ADVICE,"STARS -  Science, Technology, Analysis, Research & Strategy",SERCO LTD,1283022-91961315-158586-124576-1-2024,124576
Home Office,Home Office,02/01/2024,IT RUN COST,Strategy,ALEXANDER MANN SOLUTIONS LTD,1263000-2950553-560478-21700-1-2024,26040
Home Office,Home Office,05/01/2024,FULL COST,Strategy,BROOK STREET (UK) LTD,1263000-30782870-24-100385-71145-1-2024,853.74
Home Office,Home Office,08/01/2024,BASIC SALARY,Strategy,POLICE & CRIME COMMISSIONER FOR SURREY,1263000-1041749-100795-3270578-1-2024,39246.94
Home Office,Home Office,09/01/2024,BASIC SALARY,Strategy,WEST MIDLANDS FIRE AND RESCUE AUTHORITY,1263000-568014-512573-2527561-1-2024,25275.61
Home Office,Home Office,12/01/2024,FULL COST,Strategy,BROOK STREET (UK) LTD,1263000-30791401-24-100385-30918-1-2024,3710.16
Home Office,Home Office,16/01/2024,RESEARCH AND DEVELOPMENT,Strategy,CREST ADVISORY UK LTD,1263000-INV-1653-405812-23602-1-2024,23602
Home Office,Home Office,19/01/2024,FULL COST,Strategy,BROOK STREET (UK) LTD,1263000-30801357-24-100385-376687-1-2024,4520.24
Home Office,Home Office,19/01/2024,BASIC SALARY,Strategy,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR MERSEYSIDE,1263000-304519-100544-4419428-1-2024,44194.28
Home Office,Home Office,22/01/2024,BASIC SALARY,Strategy,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR STAFFORDSHIRE,1263000-0003050252-112728-2796246-1-2024,27962.46
Home Office,Home Office,22/01/2024,BASIC SALARY,Strategy,THE POLICE & CRIME COMMISSIONER FOR NORTH YORKSHIRE,1263000-20023775-101706-3576555-1-2024,35795.55
Home Office,Home Office,26/01/2024,FULL COST,Strategy,BROOK STREET (UK) LTD,1298009-30816320-24-100385-68672-1-2024,824.06
Home Office,Home Office,26/01/2024,FULL COST,Strategy,BROOK STREET (UK) LTD,1263000-30816320-24-100385-375839-1-2024,4510.06
Home Office,Home Office,30/01/2024,LEGAL ADVICE,Strategy,EVERSHEDS SUTHERLAND (INTERNATIONAL) LLP,1298009-9020054473-51704-7511529-1-2024,90138.35
Home Office,Home Office,31/01/2024,BASIC SALARY,Strategy,POLICE & CRIME COMMISSIONER FOR CHESHIRE,1263000-64002531-101718-323621-1-2024,32362.1
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,"UKASRA - Asylum Support, Resettlement & Accommodation.",ALEXANDER MANN SOLUTIONS LTD,1406412-2949716-560478-94929-1-2024,11391.48
Home Office,Home Office,02/01/2024,ADVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",ALEXANDER MANN SOLUTIONS LTD,1407010-2950551-560478-250000-1-2024,300000
Home Office,Home Office,03/01/2024,CONT OUT SERV OTHER,"UKASRA - Asylum Support, Resettlement & Accommodation.",COMMERCIAL SERVICES TRADING LTD T/A CONNECT2STAFF,1407015-7000042948-59034-2313763-1-2024,27765.16
Home Office,Home Office,03/01/2024,CONT OUT SERV OTHER,"UKASRA - Asylum Support, Resettlement & Accommodation.",COMMERCIAL SERVICES TRADING LTD T/A CONNECT2STAFF,1407015-7000042859-59034-3113163-1-2024,37357.96
Home Office,Home Office,05/01/2024,CONTINGENT LABOUR OTHER,"UKASRA - Asylum Support, Resettlement & Accommodation.",ALEXANDER MANN SOLUTIONS LTD,1406412-2952165-560478-574544-1-2024,6894.53
Home Office,Home Office,05/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1406677-30782870-24-100385-13612-1-2024,163.34
Home Office,Home Office,05/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1417918-30782870-24-100385-48785-1-2024,585.42
Home Office,Home Office,05/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1407004-30782870-24-100385-12333-1-2024,1479.96
Home Office,Home Office,05/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1407010-30782870-24-100385-203017-1-2024,2436.21
Home Office,Home Office,05/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1421031-30782870-24-100385-22142-1-2024,2657.04
Home Office,Home Office,05/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1417905-30782870-24-100385-696457-1-2024,83574.8
Home Office,Home Office,05/01/2024,PROJECT,"UKASRA - Asylum Support, Resettlement & Accommodation.",INTERSERVE (FACILITIES MANAGEMENT) LTD,1406417-357525/92941629-100369-9047168-1-2024,108566.02
Home Office,Home Office,08/01/2024,OTHER ICT COSTS,"UKASRA - Asylum Support, Resettlement & Accommodation.",WE ARE SNOOK LTD,1406417-91480384-54458-21600-1-2024,21600
Home Office,Home Office,08/01/2024,OTHER ICT COSTS,"UKASRA - Asylum Support, Resettlement & Accommodation.",WE ARE SNOOK LTD,1406417-91480383-54458-43200-1-2024,43200
Home Office,Home Office,08/01/2024,OTHER ICT COSTS,"UKASRA - Asylum Support, Resettlement & Accommodation.",WE ARE SNOOK LTD,1406417-91480385-54458-56000-1-2024,56000
Home Office,Home Office,08/01/2024,OTHER ICT COSTS,"UKASRA - Asylum Support, Resettlement & Accommodation.",WE ARE SNOOK LTD,1406417-91480382-54458-12194037-1-2024,121940.37
Home Office,Home Office,09/01/2024,ADVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",BLOOM PROCUREMENT SERVICES LTD,1407010-SIN047541-518536-3166165-1-2024,31661.65
Home Office,Home Office,09/01/2024,ADVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",BLOOM PROCUREMENT SERVICES LTD,1407010-SIN047521-518536-14546313-1-2024,145463.13
Home Office,Home Office,09/01/2024,IT,"UKASRA - Asylum Support, Resettlement & Accommodation.",BLOOM PROCUREMENT SERVICES LTD,1406412-SIN048033-518536-38145191-1-2024,457742.29
Home Office,Home Office,10/01/2024,INITIAL ACCOMMODATION,"UKASRA - Asylum Support, Resettlement & Accommodation.",CORPORATE TRAVEL MANAGEMENT (NORTH),1406676-19191-245986-20160428-1-2024,201605.14
Home Office,Home Office,10/01/2024,ADVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",ERNST AND YOUNG LLP,1407004-GB01G000496952-113852-24862-1-2024,29834.4
Home Office,Home Office,10/01/2024,ADVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",ERNST AND YOUNG LLP,1407004-GB01G000496954-113852-24862-1-2024,29834.4
Home Office,Home Office,10/01/2024,ADVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",ERNST AND YOUNG LLP,1407004-GB01G000496951-113852-30000-1-2024,36000
Home Office,Home Office,10/01/2024,CONTINGENT LABOUR OTHER,"UKASRA - Asylum Support, Resettlement & Accommodation.",ESRO,1406412-23-016 05-53931-58152-1-2024,69782.4
Home Office,Home Office,10/01/2024,LEGAL ADVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",GOVERNMENT LEGAL DEPARTMENT,1421031-537043-113504-2823167-1-2024,33878
Home Office,Home Office,11/01/2024,CONTRACT OUT SERVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",WAVENET LTD,1406676-1052770-54736-6663125-1-2024,79957.5
Home Office,Home Office,12/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1417918-30791401-24-100385-112274-1-2024,1347.29
Home Office,Home Office,12/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1407004-30791401-24-100385-126868-1-2024,1522.41
Home Office,Home Office,12/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1421031-30791401-24-100385-233305-1-2024,2799.66
Home Office,Home Office,12/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1407010-30791401-24-100385-48349-1-2024,5801.87
Home Office,Home Office,12/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1417905-30791401-24-100385-9840489-1-2024,118085.76
Home Office,Home Office,15/01/2024,CASH SUPPORT,"UKASRA - Asylum Support, Resettlement & Accommodation.",PREPAID FINANCIAL SERVICES,1421031-491-55118-525000-1-2024,525000
Home Office,Home Office,15/01/2024,SECTION 4 VOUCHERS,"UKASRA - Asylum Support, Resettlement & Accommodation.",PREPAID FINANCIAL SERVICES,1421031-490-55118-1275000-1-2024,1275000
Home Office,Home Office,15/01/2024,CASH SUPPORT,"UKASRA - Asylum Support, Resettlement & Accommodation.",PREPAID FINANCIAL SERVICES,1421031-489-55118-13200000-1-2024,13200000
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,"UKASRA - Asylum Support, Resettlement & Accommodation.",ALEXANDER MANN SOLUTIONS LTD,1406412-2955329-560478-1449978-1-2024,17399.75
Home Office,Home Office,16/01/2024,IT,"UKASRA - Asylum Support, Resettlement & Accommodation.",DELOITTE LLP,1406416-8004346610-112904-35000-1-2024,42000
Home Office,Home Office,17/01/2024,AD PRODUCTION,"UKASRA - Asylum Support, Resettlement & Accommodation.",CONEXIA LTD,1470031-6032642445-158585-4448285-1-2024,44482.85
Home Office,Home Office,19/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1406677-30801357-24-100385-6734-1-2024,808.08
Home Office,Home Office,19/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1417918-30801357-24-100385-164973-1-2024,1979.7
Home Office,Home Office,19/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1421031-30801357-24-100385-205306-1-2024,2463.67
Home Office,Home Office,19/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1407004-30801357-24-100385-312982-1-2024,3755.79
Home Office,Home Office,19/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1407010-30801357-24-100385-520631-1-2024,6247.57
Home Office,Home Office,19/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1417905-30801357-24-100385-12951275-1-2024,155415.34
Home Office,Home Office,19/01/2024,CONTRACT OUT SERVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",PREPAID FINANCIAL SERVICES,1421031-99863-55118-2713299-1-2024,325595.4
Home Office,Home Office,23/01/2024,IT,"UKASRA - Asylum Support, Resettlement & Accommodation.",METHODS  BUSINESS AND DIGITAL TECH LTD,1406416-SIN079184-119732-57081-1-2024,68497.2
Home Office,Home Office,24/01/2024,BASIC SALARY,"UKASRA - Asylum Support, Resettlement & Accommodation.",HM REVENUE & CUSTOMS,1421031-18000020652023-187546-46365-1-2024,55638
Home Office,Home Office,24/01/2024,IT RUN COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",LEIDOS INNOVATIONS UK LTD,1470003-INV02-000650670-136199-494739-1-2024,5936.87
Home Office,Home Office,24/01/2024,OTHER ICT COSTS,"UKASRA - Asylum Support, Resettlement & Accommodation.",METHODS  BUSINESS AND DIGITAL TECH LTD,1406417-SIN078482-119732-20800-1-2024,24960
Home Office,Home Office,24/01/2024,OTHER ICT COSTS,"UKASRA - Asylum Support, Resettlement & Accommodation.",METHODS  BUSINESS AND DIGITAL TECH LTD,1406417-SIN078483-119732-301375-1-2024,36165
Home Office,Home Office,25/01/2024,BASIC SALARY,"UKASRA - Asylum Support, Resettlement & Accommodation.",HM REVENUE & CUSTOMS,1421031-18000028552023-1-187546-24728-1-2024,29673.6
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,"UKASRA - Asylum Support, Resettlement & Accommodation.",ALEXANDER MANN SOLUTIONS LTD,1406412-2963750-560478-189858-1-2024,22782.96
Home Office,Home Office,26/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1406677-30816320-24-100385-6734-1-2024,808.08
Home Office,Home Office,26/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1417918-30816320-24-100385-102898-1-2024,1234.77
Home Office,Home Office,26/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1421031-30816320-24-100385-206893-1-2024,2482.71
Home Office,Home Office,26/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1407004-30816320-24-100385-291637-1-2024,3499.64
Home Office,Home Office,26/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1407010-30816320-24-100385-504915-1-2024,6058.97
Home Office,Home Office,26/01/2024,FULL COST,"UKASRA - Asylum Support, Resettlement & Accommodation.",BROOK STREET (UK) LTD,1417905-30816320-24-100385-15606401-1-2024,187276.39
Home Office,Home Office,26/01/2024,ADVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",ERNST AND YOUNG LLP,1406412-GB01G000502433-113852-49000-1-2024,58800
Home Office,Home Office,26/01/2024,CONTRACT OUT SERVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",PREPAID FINANCIAL SERVICES,1421031-INV101310-55118-72104-1-2024,86524.8
Home Office,Home Office,30/01/2024,ADVICE,"UKASRA - Asylum Support, Resettlement & Accommodation.",BLOOM PROCUREMENT SERVICES LTD,1406412-SIN048642-518536-194832797-1-2024,1948327.97
Home Office,Home Office,31/01/2024,CONT OUT SERV OTHER,"UKASRA - Asylum Support, Resettlement & Accommodation.",COMMERCIAL SERVICES TRADING LTD T/A CONNECT2STAFF,1407015-7000043044-59034-3441388-1-2024,41296.66
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKBF - UK Border Force,ALEXANDER MANN SOLUTIONS LTD,1432031-2949716-560478-46195-1-2024,554.34
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKBF - UK Border Force,ALEXANDER MANN SOLUTIONS LTD,1431829-2949716-560478-288775-1-2024,3465.3
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,UKBF - UK Border Force,ALEXANDER MANN SOLUTIONS LTD,1431397-2949716-560478-30534-1-2024,3664.08
Home Office,Home Office,02/01/2024,IT RUN COST,UKBF - UK Border Force,ALEXANDER MANN SOLUTIONS LTD,1433452-2950544-560478-26221-1-2024,31465.2
Home Office,Home Office,02/01/2024,IT RUN COST,UKBF - UK Border Force,ALEXANDER MANN SOLUTIONS LTD,1433452-2950545-560478-81939-1-2024,98326.8
Home Office,Home Office,02/01/2024,ADVICE,UKBF - UK Border Force,ALEXANDER MANN SOLUTIONS LTD,1431392-2950557-560478-100000-1-2024,120000
Home Office,Home Office,02/01/2024,RECRUITMENT ADVERTISING,UKBF - UK Border Force,CONEXIA LTD,1431390-6032642443-158585-5861975-1-2024,58619.75
Home Office,Home Office,04/01/2024,EXTERNAL,UKBF - UK Border Force,BLOOM PROCUREMENT SERVICES LTD,1433623-SIN047975-518536-54180-1-2024,54180
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2751439-150319-248866-1-2024,29863.92
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2751440-150319-248866-1-2024,29863.92
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2751441-150319-248866-1-2024,29863.92
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2751442-150319-248866-1-2024,29863.92
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2751443-150319-248866-1-2024,29863.92
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2751444-150319-248866-1-2024,29863.92
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2751445-150319-248866-1-2024,29863.92
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2751446-150319-248866-1-2024,29863.92
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2751447-150319-248866-1-2024,29863.92
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2751448-150319-248866-1-2024,29863.92
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2751438-150319-2613864-1-2024,31366.37
Home Office,Home Office,04/01/2024,FLEET MANAGEMENT,UKBF - UK Border Force,MARITIME CRAFT SERVICES (CLYDE) LTD,1411454-24-027-59134-91450-1-2024,91450
Home Office,Home Office,04/01/2024,FLEET MANAGEMENT,UKBF - UK Border Force,MARITIME CRAFT SERVICES (CLYDE) LTD,1411454-24-028-59134-91450-1-2024,91450
Home Office,Home Office,05/01/2024,FLEET MANAGEMENT,UKBF - UK Border Force,AEOLIAN OFFSHORE LTD,1411454-INV-0387-58438-110825-1-2024,110825
Home Office,Home Office,05/01/2024,FLEET MANAGEMENT,UKBF - UK Border Force,AEOLIAN OFFSHORE LTD,1411454-INV-0388-58438-110825-1-2024,110825
Home Office,Home Office,05/01/2024,FLEET MANAGEMENT,UKBF - UK Border Force,AEOLIAN OFFSHORE LTD,1411454-INV-0398-58438-110825-1-2024,110825
Home Office,Home Office,05/01/2024,CONTINGENT LABOUR OTHER,UKBF - UK Border Force,ALEXANDER MANN SOLUTIONS LTD,1431829-2952165-560478-173265-1-2024,2079.18
Home Office,Home Office,05/01/2024,FULL COST,UKBF - UK Border Force,BROOK STREET (UK) LTD,1433599-30782870-24-100385-87208-1-2024,1046.5
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1433619-4400070819-226967-6048-1-2024,72.58
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1433570-4400070819-226967-6048-1-2024,72.58
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1433503-4400070819-226967-12096-1-2024,145.15
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1431247-4400070819-226967-18144-1-2024,217.73
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1433618-4400070819-226967-24192-1-2024,290.3
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1431132-4400070819-226967-24192-1-2024,290.3
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1431668-4400070819-226967-3024-1-2024,362.88
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1433566-4400070819-226967-42336-1-2024,508.03
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1431861-4400070819-226967-78624-1-2024,943.49
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1431770-4400070819-226967-163296-1-2024,1959.55
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1431771-4400070819-226967-163296-1-2024,1959.55
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1431884-4400070819-226967-199584-1-2024,2395.01
Home Office,Home Office,05/01/2024,CAR PARKING,UKBF - UK Border Force,GATWICK AIRPORT LTD,1431663-4400070819-226967-40824-1-2024,48988.79
Home Office,Home Office,05/01/2024,SYSTEM CLEARING,UKBF - UK Border Force,KINTO UK LTD,1431050-2745868-150319-3397755-1-2024,40449.06
Home Office,Home Office,05/01/2024,BASIC SALARY,UKBF - UK Border Force,MINISTRY OF DEFENCE,1411454-7751777-192639-9752656-1-2024,117031.87
Home Office,Home Office,05/01/2024,SPECIALIST USER SOFTWARE & HARDWARE,UKBF - UK Border Force,SPECIALIST COMPUTER CENTRES PLC,1433424-OP/ N501792-100774-7109431-1-2024,85313.17
Home Office,Home Office,08/01/2024,DEFENCE,UKBF - UK Border Force,MARITIME & COASTGUARD AGENCY (MCA),1431829-231006977-104371-448619-1-2024,53444.3
Home Office,Home Office,08/01/2024,DEFENCE,UKBF - UK Border Force,MARITIME & COASTGUARD AGENCY (MCA),1431829-231006978-104371-4796855-1-2024,57389.75
Home Office,Home Office,08/01/2024,DEFENCE,UKBF - UK Border Force,MARITIME & COASTGUARD AGENCY (MCA),1431829-231006976-104371-5619966-1-2024,67089.66
Home Office,Home Office,08/01/2024,DEFENCE,UKBF - UK Border Force,MARITIME & COASTGUARD AGENCY (MCA),1431829-231006975-104371-5690752-1-2024,67977.52
Home Office,Home Office,08/01/2024,IT RUN COST,UKBF - UK Border Force,WE ARE SNOOK LTD,1432008-91480277-54458-48305-1-2024,57966
Home Office,Home Office,09/01/2024,EXTERNAL,UKBF - UK Border Force,BLOOM PROCUREMENT SERVICES LTD,1433623-SIN047900-518536-25425-1-2024,25425
Home Office,Home Office,09/01/2024,CAR PARKING,UKBF - UK Border Force,HEATHROW AIRPORT LTD,1431601-1001290605-297220-5417045-1-2024,65004.54
Home Office,Home Office,09/01/2024,CAR PARKING,UKBF - UK Border Force,HEATHROW AIRPORT LTD,1431601-1001290539-297220-5591483-1-2024,67097.8
Home Office,Home Office,09/01/2024,CAR PARKING,UKBF - UK Border Force,HEATHROW AIRPORT LTD,1431601-1001290072-297220-5663388-1-2024,67960.66
Home Office,Home Office,10/01/2024,IT RUN COST,UKBF - UK Border Force,ACCENTURE (UK) LTD,1432008-3003644666-106767-54910-1-2024,65892
