Auth,Proclass,Supplier,Date,Dept,Invoiced
Bury Metropolitan Borough Council,Education,Kedleston (Mill School) Ltd,45078,Children & Young People,17635.67
Bury Metropolitan Borough Council,Education,Kedleston (Mill School) Ltd,45078,Children & Young People,17635.67
Bury Metropolitan Borough Council,Education,Kedleston (Mill School) Ltd,45078,Children & Young People,18564
Bury Metropolitan Borough Council,Education,Kedleston (Mill School) Ltd,45078,Children & Young People,19897.33
Bury Metropolitan Borough Council,Education,Kedleston (Mill School) Ltd,45078,Children & Young People,19897.33
Bury Metropolitan Borough Council,Education,Kedleston (Mill School) Ltd,45078,Children & Young People,21091.33
Bury Metropolitan Borough Council,Education,Mayfield House School,45100,Children & Young People,5400
Bury Metropolitan Borough Council,Education,Monarch Education Ltd,45090,Children & Young People,611.05
Bury Metropolitan Borough Council,Education,Myerscough College,45078,Children & Young People,2017.34
Bury Metropolitan Borough Council,Education,National Teaching & Advisory Service Ltd,45097,Children & Young People,3477.5
Bury Metropolitan Borough Council,Education,Nisai Virtual Academy Ltd,45082,Children & Young People,5250
Bury Metropolitan Borough Council,Education,P K Environmental,45083,Children & Young People,2952.1
Bury Metropolitan Borough Council,Education,P K Environmental,45083,Children & Young People,2970.5
Bury Metropolitan Borough Council,Education,P K Environmental,45083,Children & Young People,2977.85
Bury Metropolitan Borough Council,Education,P K Environmental,45083,Children & Young People,2990.88
Bury Metropolitan Borough Council,Education,P K Environmental,45083,Children & Young People,3197.34
Bury Metropolitan Borough Council,Education,P K Environmental,45083,Children & Young People,3395.15
Bury Metropolitan Borough Council,Education,P K Environmental,45083,Children & Young People,9716.9
Bury Metropolitan Borough Council,Education,Pearson Education Ltd,45107,Children & Young People,874
Bury Metropolitan Borough Council,Education,Prospero Recruitment Limited,45079,Children & Young People,2949.5
Bury Metropolitan Borough Council,Education,Prospero Recruitment Limited,45106,Children & Young People,3609.5
Bury Metropolitan Borough Council,Education,Prospero Recruitment Limited,45103,Children & Young People,3840
Bury Metropolitan Borough Council,Education,Prospero Recruitment Limited,45103,Children & Young People,4512
Bury Metropolitan Borough Council,Education,Prospero Recruitment Limited,45103,Children & Young People,4689
Bury Metropolitan Borough Council,Education,Prospero Recruitment Limited,45079,Children & Young People,6747
Bury Metropolitan Borough Council,Education,Rainbow Behavioural Therapies Ltd,45084,Children & Young People,1683.71
Bury Metropolitan Borough Council,Education,Roch Valley Church of England Multi Academy Trust,45082,Children & Young People,15223
Bury Metropolitan Borough Council,Education,Space To Bee,45105,Children & Young People,1575
Bury Metropolitan Borough Council,Education,Space To Bee,45090,Children & Young People,2700
Bury Metropolitan Borough Council,Education,Space To Bee,45105,Children & Young People,2925
Bury Metropolitan Borough Council,Education,Sporting Stars Academy,45099,Children & Young People,8287.5
Bury Metropolitan Borough Council,Education,St Gabriels R.C. Specialist Science College,45090,Children & Young People,23186.4
Bury Metropolitan Borough Council,Education,Step Forward Tuition,45084,Children & Young People,630
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45089,Children & Young People,585
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45107,Children & Young People,650
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45107,Children & Young People,650
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45107,Children & Young People,910
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45107,Children & Young People,1332.5
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45107,Children & Young People,1690
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45107,Children & Young People,2275
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45106,Children & Young People,18752.5
Bury Metropolitan Borough Council,Education,The Bolton Impact Trust,45103,Children & Young People,4725
Bury Metropolitan Borough Council,Education,The Bolton Impact Trust,45103,Children & Young People,4725
Bury Metropolitan Borough Council,Education,The Manchester College T/A The LTE Group,45079,Children & Young People,9493.53
Bury Metropolitan Borough Council,Education,Thomasson Memorial School,45082,Children & Young People,12204
Bury Metropolitan Borough Council,Education,Thomasson Memorial School,45082,Children & Young People,12204
Bury Metropolitan Borough Council,Education,UK Military Mentors,45097,Children & Young People,1300
Bury Metropolitan Borough Council,Education,Vision For Education Ltd,45084,Children & Young People,3000.96
Bury Metropolitan Borough Council,Education,School Business Services Ltd,45084,Corporate Core Finance,12600
Bury Metropolitan Borough Council,Education,Bury College,45105,Health and Adult Care (formerly OCO),3000
Bury Metropolitan Borough Council,Education,Clarity Fire and Safety Training Ltd,45104,Health and Adult Care (formerly OCO),2400
Bury Metropolitan Borough Council,Education,Connected Consultants Ltd,45103,Health and Adult Care (formerly OCO),818
Bury Metropolitan Borough Council,Education,Connected Consultants Ltd,45096,Health and Adult Care (formerly OCO),2500
Bury Metropolitan Borough Council,Education,Oliver House & Progress School,45098,Health and Adult Care (formerly OCO),12095.92
Bury Metropolitan Borough Council,Education,Oliver House & Progress School,45098,Health and Adult Care (formerly OCO),25075.2
Bury Metropolitan Borough Council,Education,Unique Training Solutions Ltd,45107,Health and Adult Care (formerly OCO),10000
Bury Metropolitan Borough Council,Education,Unique Training Solutions Ltd,45107,Health and Adult Care (formerly OCO),10000
Bury Metropolitan Borough Council,Education,Unique Training Solutions Ltd,45107,Health and Adult Care (formerly OCO),10000
Bury Metropolitan Borough Council,Education,Unique Training Solutions Ltd,45107,Health and Adult Care (formerly OCO),30000
Bury Metropolitan Borough Council,Education,Vestacare (UK) Ltd,45098,Health and Adult Care (formerly OCO),2380.04
Bury Metropolitan Borough Council,Education,Vestacare (UK) Ltd,45098,Health and Adult Care (formerly OCO),2380.04
Bury Metropolitan Borough Council,Education,Vestacare (UK) Ltd,45098,Health and Adult Care (formerly OCO),6061.3
Bury Metropolitan Borough Council,Education,Vestacare (UK) Ltd,45098,Health and Adult Care (formerly OCO),6298.74
Bury Metropolitan Borough Council,Education,EET TA Wesley Methodist Primary School,45083,Non-Service Specific,1890
Bury Metropolitan Borough Council,Education,Radcliffe Primary School,45090,Non-Service Specific,2751
Bury Metropolitan Borough Council,Education,Tottington High School,45082,Non-Service Specific,6780
Bury Metropolitan Borough Council,Environmental Services,Biffa Waste Services Limited,45082,"Business, Growth & Infrastructure",971.68
Bury Metropolitan Borough Council,Environmental Services,Boundary Garage (Bury) Ltd,45093,Department of Operations,1000
Bury Metropolitan Borough Council,Environmental Services,Osborne Richardson Ltd,45103,Department of Operations,741
Bury Metropolitan Borough Council,Environmental Services,Restore Datashred Ltd,45107,Department of Operations,509.25
Bury Metropolitan Borough Council,Environmental Services,UK Container Maintenance Ltd,45107,Department of Operations,1470
Bury Metropolitan Borough Council,Environmental Services,Wheeldon Bros (Waste) Ltd,45099,Department of Operations,1554.62
Bury Metropolitan Borough Council,Facilities and Management Services,Bury BID Company Ltd,45099,"Business, Growth & Infrastructure",247640.85
Bury Metropolitan Borough Council,Facilities and Management Services,Q-Park Ltd,45079,"Business, Growth & Infrastructure",7282.32
Bury Metropolitan Borough Council,Facilities and Management Services,G-Map Serivces Ltd,45079,Children & Young People,2660
Bury Metropolitan Borough Council,Facilities and Management Services,Dale Event Hire,45091,Corporate Core Services,1217
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45089,Corporate Core Services,988.3
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45089,Corporate Core Services,9896.04
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45089,Corporate Core Services,9935.31
