Auth,Pro Class,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,735.69
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,4175.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3013.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,994.18
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,13381.66
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2067.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2505.33
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2584.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,4573.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1340.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3148.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1272.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,13361.78
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,3459.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Bury West INT,715.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,6283.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,4374.39
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,21712.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3013.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2137.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,11887.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2242.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3062.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,2982.54
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1506.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1948.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,2242.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,5542.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Strathmore Care Home Limited,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2292
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,596.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,560.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2983.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,1995
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,882
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45266,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Swiis Foster Care Ltd,45282,Children & Young People,Independent Foster Agency,3825.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Swiis Foster Care Ltd,45282,Children & Young People,Independent Foster Agency,4323.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Swiis Foster Care Ltd,45282,Children & Young People,Independent Foster Agency,5583.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Swiis Foster Care Ltd,45282,Children & Young People,Independent Foster Agency,4736.55
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45261,Children & Young People,Home/Hospital Tuition,780
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45261,Children & Young People,Home/Hospital Tuition,650
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45261,Children & Young People,Home/Hospital Tuition,780
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45261,Children & Young People,Home/Hospital Tuition,2340
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45261,Children & Young People,Home/Hospital Tuition,585
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45261,Children & Young People,Home/Hospital Tuition,520
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45261,Children & Young People,Home/Hospital Tuition,2470
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45261,Department of Operations,HNS Maintenance,1721.46
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45261,Department of Operations,HNS Maintenance,1623.49
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45268,Department of Operations,HNS Maintenance,1653.81
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45267,Department of Operations,HNS Maintenance,1611.83
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45267,Department of Operations,HNS Maintenance,725.43
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45281,Department of Operations,HNS Maintenance,1672.47
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45281,Department of Operations,HNS Maintenance,702.11
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45281,Department of Operations,HNS Maintenance,1889.41
