Authority,Pro Class,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Hamilton Rest Home,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Hamilton Rest Home,45322,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Hamilton Rest Home,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Harbour Healthcare Bolton Ltd,45308,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2896
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Harbour Healthcare Bolton Ltd,45308,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2896
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Harbour Healthcare Bolton Ltd,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2896
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Harvest Healthcare Ltd,45307,Health and Adult Care (formerly OCO),Integrated Community Equipment Service (ICES),683.51
Bury Metropolitan Borough Council,Passenger Transport,Harveys Cars Limited,45299,Children & Young People,Home to School Transport SEN,2520.68
Bury Metropolitan Borough Council,Passenger Transport,Harveys Cars Limited,45299,Children & Young People,Home to School Transport SEN,1855.33
Bury Metropolitan Borough Council,Passenger Transport,Harveys Cars Limited,45299,Children & Young People,Home to School Transport SEN,1620
Bury Metropolitan Borough Council,Passenger Transport,Harveys Cars Limited,45299,Children & Young People,Home to School Transport SEN,1284.45
Bury Metropolitan Borough Council,Passenger Transport,Harveys Cars Limited,45299,Children & Young People,Bus Escort Services,1220
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45293,Children & Young People,Home to School Transport SEN,3193.52
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45293,Children & Young People,Home to School Transport SEN,4040.92
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45293,Children & Young People,Home to School Transport SEN,4112.18
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45293,Children & Young People,Home to School Transport SEN,3652.66
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45294,Children & Young People,Home to School Transport SEN,3022.78
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45294,Children & Young People,Home to School Transport SEN,3141.89
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45294,Children & Young People,Home to School Transport SEN,3103.01
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45294,Children & Young People,Home to School Transport SEN,1560
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45294,Children & Young People,Home to School Transport SEN,1560
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45294,Children & Young People,Home to School Transport SEN,640
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45299,Children & Young People,Home to School Transport SEN,2687.29
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45299,Children & Young People,Home to School Transport SEN,2848.52
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45299,Children & Young People,Home to School Transport SEN,3001.76
Bury Metropolitan Borough Council,Passenger Transport,Lawtons,45299,Children & Young People,Home to School Transport SEN,2656.48
Bury Metropolitan Borough Council,Art & Leisure Services,Hawthorn Hotel Ltd,45301,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,2066.77
Bury Metropolitan Borough Council,Art & Leisure Services,Hawthorn Hotel Ltd,45301,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,1400.07
Bury Metropolitan Borough Council,Art & Leisure Services,Hawthorn Hotel Ltd,45301,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,1317.5
Bury Metropolitan Borough Council,Art & Leisure Services,Hawthorn Hotel Ltd,45301,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,1437.5
Bury Metropolitan Borough Council,Art & Leisure Services,Hawthorn Hotel Ltd,45301,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,933.33
Bury Metropolitan Borough Council,Education,Hazel Wood Academy,45308,Non-Service Specific,COVID-19,11715
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,HCRG Care Services Ltd,45303,Health and Adult Care (formerly OCO),Public Health,2200.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,HCRG Care Services Ltd,45303,Health and Adult Care (formerly OCO),Public Health,2200.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,HCRG Care Services Ltd,45303,Health and Adult Care (formerly OCO),Public Health,2200.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,HCRG Care Services Ltd,45303,Health and Adult Care (formerly OCO),Public Health,2200.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,HCRG Care Services Ltd,45303,Health and Adult Care (formerly OCO),Public Health,2200.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,HCRG Care Services Ltd,45303,Health and Adult Care (formerly OCO),Public Health,2200.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,HCRG Care Services Ltd,45303,Health and Adult Care (formerly OCO),Public Health,2200.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,HCRG Care Services Ltd,45303,Health and Adult Care (formerly OCO),Public Health,2200.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,HCRG Care Services Ltd,45303,Health and Adult Care (formerly OCO),Public Health,2200.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,HCRG Care Services Ltd,45303,Health and Adult Care (formerly OCO),Public Health,3716.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Healey Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3180
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Healey Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1469.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Healey Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,8331.54
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Healey Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1469.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Healey Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,630.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Healey Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,7634.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Healy Care (Rosedale),45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3888.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Healy Care (Rosedale),45322,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3888.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heathcotes M Limited,45294,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,5094.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heathcotes M Limited,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,5094.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3771.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2535.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3220.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,6568
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3266.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3872.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,7281.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45322,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3872.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45322,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,7281.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45322,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3220.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45322,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3266.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45322,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3771.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45322,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2535.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Heightside House Nursing Home,45322,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,6568
Bury Metropolitan Borough Council,Education,Helix Psychology,45300,Children & Young People,Psychology Service,7500
Bury Metropolitan Borough Council,Legal Services,Her Majesty´s Prison and Probation Service (HMPPS/NOMS),45310,Children & Young People,YJB Remand,16680
Bury Metropolitan Borough Council,Healthcare,Herida Healthcare Ltd,45307,Health and Adult Care (formerly OCO),Integrated Community Equipment Service (ICES),786.3
Bury Metropolitan Borough Council,Consultancy,Highbroom Consultancy Limited T/A Alder Advice,45301,Health and Adult Care (formerly OCO),A C S SENIOR MANAGEMENT,9534.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Highfield Hall Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - North INT,2825.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Highfield Hall Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - North INT,2825.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Highfield Hall Care Ltd,45322,Health and Adult Care (formerly OCO),Community Care - North INT,2825.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Highfield Manor Care Home Ltd,45294,Health and Adult Care (formerly OCO),Community Care - North INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Highfield Manor Care Home Ltd,45322,Health and Adult Care (formerly OCO),Community Care - North INT,2672
Bury Metropolitan Borough Council,Education,Hindle´s Alternative Provision Ltd,45306,Children & Young People,DFE Individual Grants,6000
Bury Metropolitan Borough Council,Education,Hindle´s School of Excellence Ltd,45320,Children & Young People,Independent Fees,3150
Bury Metropolitan Borough Council,Education,HIT Education Ltd,45301,Children & Young People,Independent Fees,10312.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - North INT,3120
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45294,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45322,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45322,Health and Adult Care (formerly OCO),Community Care - North INT,3120
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holly Bank Orchard Mews,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Education,Holly Grove School,45315,Children & Young People,Independent Fees,3029.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holme Manor Residential Home,45294,Health and Adult Care (formerly OCO),Community Care - North INT,2569.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holme Manor Residential Home,45294,Health and Adult Care (formerly OCO),Community Care - North INT,614.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holme Manor Residential Home,45294,Health and Adult Care (formerly OCO),Community Care - North INT,2825.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holme Manor Residential Home,45294,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2825.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holme Manor Residential Home,45322,Health and Adult Care (formerly OCO),Community Care - North INT,614.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holme Manor Residential Home,45322,Health and Adult Care (formerly OCO),Community Care - North INT,2825.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holme Manor Residential Home,45322,Health and Adult Care (formerly OCO),Community Care - North INT,2569.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Holme Manor Residential Home,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2825.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,635.33
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,649.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,647.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,705.05
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,600.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,505.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,525.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2554.62
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,582.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,524.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,783.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,650.85
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,1523.94
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,2236.85
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,3867.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,746.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,512.21
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,1775.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,847.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,972.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,4289.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,826.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,795.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,1035.31
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,571.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,685.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1038.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,949.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1379.67
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,608.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,1404.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,2143.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,1019.39
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45301,Health and Adult Care (formerly OCO),Community Care - North INT,968.61
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Horizon Care & Education Group Ltd,45320,Children & Young People,Childrens Residential,16075.67
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Horizon Supported Accommodation Ltd,45293,Children & Young People,Through Care Support Costs,7030.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Horizon Supported Accommodation Ltd,45293,Children & Young People,Through Care Support Costs,7030.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Horizon Supported Accommodation Ltd,45313,Children & Young People,Through Care Support Costs,14763
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Horizon Supported Accommodation Ltd,45314,Children & Young People,Through Care Support Costs,16433.31
Bury Metropolitan Borough Council,ICT,Hornbill Service Management Ltd,45295,Corporate Core Services,ICT - Management Overheads,8614
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Hourigan House,45294,Health and Adult Care (formerly OCO),Community Care - North INT,2664
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Hourigan House,45322,Health and Adult Care (formerly OCO),Community Care - North INT,2664
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,House Martins Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,6548.96
Bury Metropolitan Borough Council,Sports / Playground Equipment and Maintenance,House Martins Care Ltd,45322,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,6548.96
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),Hovex Ltd,45303,Department of Operations,Property Maintenance (Fees-Variable Oncost),664.28
Bury Metropolitan Borough Council,Consultancy,HQN Ltd,45308,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,18183.95
Bury Metropolitan Borough Council,Building Construction Materials and Services,HSS Hire Service Group Ltd,45295,Health and Adult Care (formerly OCO),Community Mental Health Team (CMHT),699.1
Bury Metropolitan Borough Council,Consultancy,Hughes & Co,45302,Children & Young People,EHCP Team,2037.7
Bury Metropolitan Borough Council,Consultancy,Hunter AHP Resourcing Ltd,45303,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,776.25
Bury Metropolitan Borough Council,Consultancy,Hunter AHP Resourcing Ltd,45303,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,1035
Bury Metropolitan Borough Council,Consultancy,Hunter AHP Resourcing Ltd,45311,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,1035
Bury Metropolitan Borough Council,Consultancy,Hunter AHP Resourcing Ltd,45315,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,1035
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,713.91
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2839.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,926.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,979.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1300.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1372.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Bury East INT,798.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1474.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,828.97
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2205.62
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,708.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,593.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,540.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,850.73
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,565.21
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,567.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1383.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,I Care GB Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1547.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1461.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,ICRIT Healthcare Limited,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1461.6
Bury Metropolitan Borough Council,Street & Traffic Management,Imperial Civil Enforcement Solutions Ltd,45315,Department of Operations,Bus Lane Enforcement,16174.14
Bury Metropolitan Borough Council,ICT,Incom Telecommunications,45316,Corporate Core Services,ICT - Telephones,1440
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Independent Clinical Services Ltd t/a Thornbury Nursing Services,45307,Children & Young People,Short Breaks Service,4727.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Independent Clinical Services Ltd t/a Thornbury Nursing Services,45307,Children & Young People,Short Breaks Service,2032.05
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Independent Clinical Services Ltd t/a Thornbury Nursing Services,45307,Children & Young People,Short Breaks Service,1047.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Independent Clinical Services Ltd t/a Thornbury Nursing Services,45307,Children & Young People,Short Breaks Service,2169.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Independent Clinical Services Ltd t/a Thornbury Nursing Services,45307,Children & Young People,Short Breaks Service,1581.12
Bury Metropolitan Borough Council,Financial Services,Independent Financial Services Ltd,45320,Department of Operations,off street car parking,1083.33
Bury Metropolitan Borough Council,Financial Services,Inform CPI Ltd,45294,Corporate Core Finance,Revenues billing & Recovery,1800
Bury Metropolitan Borough Council,Building Construction Materials and Services,Infotrack Limited,45300,Corporate Core Services,Administration,535.24
