Authority,Pro Class,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Rapid Response,1452.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,526.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,592.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Today Childrens Services,45306,Children & Young People,Childrens Residential,11752.31
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4Every Child Ltd,45309,Children & Young People,Childrens Residential,23781.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1101.97
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,585.33
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - North INT,861.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Bury East INT,3847.05
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2751.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,687.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - North INT,1195.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,996.98
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,3362.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2491.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1179.85
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,673.78
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Bury East INT,3001.35
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3514.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3855.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1243.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,720.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3905.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2436.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,3105.26
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,3095.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,3683.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,3849.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1091.09
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1362.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,546.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1168.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2316.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1527.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,571.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Rapid Response,1246.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1613.59
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1872.05
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3595.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3842.79
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2124.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1492.77
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2986.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,681.79
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,627.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,884.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,876.27
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,717.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,694.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1787.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1510.41
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,895.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45301,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,816.33
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Caretech Community Services Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1249.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Caretech Community Services Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3137.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Caretech Community Services Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,850.4
