Auth,Proclass,Supplier,Date,Dept,Cost,Invoiced
Bury Metropolitan Borough Council,Art & Leisure Services,Cornerstone Design & Marketing Limited,45202,Department of Operations,Castle Leisure Centre,1800
Bury Metropolitan Borough Council,Art & Leisure Services,Cornerstone Design & Marketing Limited,45204,Department of Operations,Castle Leisure Centre,765
Bury Metropolitan Borough Council,Art & Leisure Services,Cornerstone Design & Marketing Limited,45219,Department of Operations,Castle Leisure Centre,4000
Bury Metropolitan Borough Council,Art & Leisure Services,Cornerstone Design & Marketing Limited,45219,Department of Operations,Castle Leisure Centre,1530
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45201,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,2371.4
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45201,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,2334.93
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45201,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,2073.19
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45201,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,3446.21
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45201,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,3921.65
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45201,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,2307.86
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45201,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,2492.18
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45201,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,2309.27
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45201,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,3423.22
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45201,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,3886.67
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45217,Children & Young People,Victoria Family Centre,1406.6
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45217,Children & Young People,Victoria Family Centre,1406.6
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45225,"Business, Growth & Infrastructure",Lettings - General,1284.46
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45225,"Business, Growth & Infrastructure",Lettings - Managed Workspace,1804.75
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45225,Department of Operations,Bury Market,935.45
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45230,Department of Operations,General,2021.79
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45230,Department of Operations,General,776
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45230,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,1923.17
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45230,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,3290.95
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45230,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,2116.52
Bury Metropolitan Borough Council,Utilities,Corona Energy Retail 4 Limited,45230,Health and Adult Care (formerly OCO),Sheltered Non-Rechargeable,3576.1
Bury Metropolitan Borough Council,Catering,"Cosalea Brandlesholme, Turnaround Together Limited",45208,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,1157.5
Bury Metropolitan Borough Council,Catering,"Cosalea Brandlesholme, Turnaround Together Limited",45211,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,1120
Bury Metropolitan Borough Council,Catering,"Cosalea Brandlesholme, Turnaround Together Limited",45217,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,966
Bury Metropolitan Borough Council,Catering,"Cosalea Brandlesholme, Turnaround Together Limited",45225,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,1185.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Coveleaf Ltd (Hope Manor Residential Home Salford),45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2583
Bury Metropolitan Borough Council,Facilities and Management Services,CPGM Healthcare Limited (CHL),45229,Health and Adult Care (formerly OCO),Public Health,1461
Bury Metropolitan Borough Council,Facilities and Management Services,CPGM Healthcare Limited (CHL),45229,Health and Adult Care (formerly OCO),Public Health,1198.11
Bury Metropolitan Borough Council,Facilities and Management Services,CPGM Healthcare Limited (CHL),45229,Health and Adult Care (formerly OCO),Public Health,2834
Bury Metropolitan Borough Council,Facilities and Management Services,CPGM Healthcare Limited (CHL),45229,Health and Adult Care (formerly OCO),Substance Misuse,513.45
Bury Metropolitan Borough Council,Consultancy,Craig Ormerod Associates Ltd,45215,Children & Young People,Independent Fees,2376
Bury Metropolitan Borough Council,Consultancy,Craig Ormerod Associates Ltd,45215,Children & Young People,Independent Fees,1980
Bury Metropolitan Borough Council,Consultancy,Craig Ormerod Associates Ltd,45218,Children & Young People,Home to School Transport SEN,18000
Bury Metropolitan Borough Council,Consultancy,Craig Ormerod Associates Ltd,45218,Children & Young People,Home to School Transport SEN,1000
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Craigneil Residential Road,45210,Health and Adult Care (formerly OCO),Community Care - North INT,3037.36
Bury Metropolitan Borough Council,Healthcare,Crawshaw Hall Healthcare Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,6830.88
Bury Metropolitan Borough Council,Healthcare,Crawshaw Hall Healthcare Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,10277.88
Bury Metropolitan Borough Council,Healthcare,Crawshaw Hall Healthcare Ltd,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2905
Bury Metropolitan Borough Council,Healthcare,Crawshaw Hall Healthcare Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2435.76
Bury Metropolitan Borough Council,Financial Services,CRB Cunninghams Limited,45209,Department of Operations,Catering High,1942
Bury Metropolitan Borough Council,Financial Services,CRB Cunninghams Limited,45225,Department of Operations,Catering High,1188
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1639.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1639.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,654.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,596.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1948.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,9697.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,674.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1192.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1192.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1749.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1894.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1192.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1192.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2783.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,892.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,819.85
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,820
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1639.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1192.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1192.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1061.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1351.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,3241.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,596.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1351.4
