Transparency Report August 2024,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Exp Category Code,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4PUBH,Public Health,EA174,6EA1,45532,SOT1115219,Middleport Pharmacy,553.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG433,6EG1,45520,SOT1109000,Midland Heart,530.75
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,6CA1,45513,SOT1107742,Midlands JCB Limited,1464.47
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,6CA1,45520,SOT1109882,Midlands JCB Limited,584.31
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,6CA1,45523,SOT1106557,Midlands JCB Limited,1482.03
Stoke City Council,4PUBH,Public Health,ea206,6EA1,45525,SOT1110742,Midlands Partnership NHS Foundation Trust,50000
Stoke City Council,4PUBH,Public Health,ea206,6EA1,45532,SOT1115154,Midlands Partnership NHS Foundation Trust,292834
Stoke City Council,4PUBH,Public Health,EA215,6EA1,45506,SOT1106013,Midlands Partnership NHS Foundation Trust,12427.79
Stoke City Council,4CITD,City Director,DA105,6DA1,45525,SOT1110803,Milkwood Publishing Ltd,557.7
Stoke City Council,4PUBH,Public Health,EA118,6EA1,45513,SOT1108569,Millrise Medical Centre,3564
Stoke City Council,4SCHL,Schools,DA100,6DA1,45533,000011686622361,MILTON GARDEN PRODUCTS,1060.78
Stoke City Council,4PUBH,Public Health,dh101,6DH1,45532,SOT1109405,Milton United FC 2015 Ltd,2000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105871,Minehome Ltd,1890
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109740,Minehome Ltd,1890
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115904,Minehome Ltd,1890
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105871,Minehome Ltd,-639.78
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109740,Minehome Ltd,-639.78
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115904,Minehome Ltd,-639.78
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,6EG1,45505,SOT1105830,Minehome Ltd  T/A Church Terrace Nursing,1820
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,6EG1,45519,SOT1109701,Minehome Ltd  T/A Church Terrace Nursing,1820
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG104,6EG1,45533,SOT1115866,Minehome Ltd  T/A Church Terrace Nursing,1820
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105830,Minehome Ltd  T/A Church Terrace Nursing,12425.82
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105830,Minehome Ltd  T/A Church Terrace Nursing,1997.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109701,Minehome Ltd  T/A Church Terrace Nursing,12425.82
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109701,Minehome Ltd  T/A Church Terrace Nursing,1997.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115866,Minehome Ltd  T/A Church Terrace Nursing,12425.82
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115866,Minehome Ltd  T/A Church Terrace Nursing,1997.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105830,Minehome Ltd  T/A Church Terrace Nursing,2290.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105830,Minehome Ltd  T/A Church Terrace Nursing,1318.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109701,Minehome Ltd  T/A Church Terrace Nursing,2290.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109701,Minehome Ltd  T/A Church Terrace Nursing,1318.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115866,Minehome Ltd  T/A Church Terrace Nursing,2290.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115866,Minehome Ltd  T/A Church Terrace Nursing,1318.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105830,Minehome Ltd  T/A Church Terrace Nursing,1318.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109701,Minehome Ltd  T/A Church Terrace Nursing,1318.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115866,Minehome Ltd  T/A Church Terrace Nursing,1318.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105830,Minehome Ltd  T/A Church Terrace Nursing,6333.38
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105830,Minehome Ltd  T/A Church Terrace Nursing,5257.14
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105830,Minehome Ltd  T/A Church Terrace Nursing,2361.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109701,Minehome Ltd  T/A Church Terrace Nursing,6333.38
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109701,Minehome Ltd  T/A Church Terrace Nursing,2222.86
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109701,Minehome Ltd  T/A Church Terrace Nursing,2361.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115866,Minehome Ltd  T/A Church Terrace Nursing,7190.5199999999995
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115866,Minehome Ltd  T/A Church Terrace Nursing,2361.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105830,Minehome Ltd  T/A Church Terrace Nursing,-1104.6599999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109701,Minehome Ltd  T/A Church Terrace Nursing,-1104.6599999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115866,Minehome Ltd  T/A Church Terrace Nursing,-1104.6599999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45505,SOT1105830,Minehome Ltd  T/A Church Terrace Nursing,-974.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45519,SOT1109701,Minehome Ltd  T/A Church Terrace Nursing,-974.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45533,SOT1115866,Minehome Ltd  T/A Church Terrace Nursing,-974.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG429,6EG1,45516,SOT1109141,Minerva Supported Living Ltd,4106.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG433,6EG1,45516,SOT1109141,Minerva Supported Living Ltd,3080
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105972,Minister Care Group,3780
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105973,Minister Care Group,1207.14
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109837,Minister Care Group,3780
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115998,Minister Care Group,3780
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105972,Minister Care Group,1426.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105972,Minister Care Group,1890
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109837,Minister Care Group,1426.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109837,Minister Care Group,1890
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115998,Minister Care Group,1426.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115998,Minister Care Group,1890
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105972,Minister Care Group,4251.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109837,Minister Care Group,4251.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115998,Minister Care Group,4251.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105972,Minister Care Group,-577.38
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109837,Minister Care Group,-577.38
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115998,Minister Care Group,-577.38
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45525,SOT1113911,Miracle Social Care,8510.39
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45525,SOT1113912,Miracle Social Care,3476.02
Stoke City Council,4HRAHT,Housing Transformation,DK107,6DK1,45532,SOT1114564,MJV Solicitors,6750
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45534,SOT1103344,Mode Architects Limited,-900
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45534,SOT1103345,Mode Architects Limited,900
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45534,SOT1109170,Mode Architects Limited,1380
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45525,SOT1113851,Monarch Interventions,30203.020000000004
Stoke City Council,4CAF,Children and Family Services,EG133,6EG1,45525,SOT1113851,Monarch Interventions,1071.42
Stoke City Council,4CITD,City Director,DA105,6DA1,45525,SOT1110809,Moorland Pottery Ltd,785.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105849,Moorlands Rehabilitation Limited,5710.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109718,Moorlands Rehabilitation Limited,5710.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115883,Moorlands Rehabilitation Limited,5710.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105849,Moorlands Rehabilitation Limited,2086.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109718,Moorlands Rehabilitation Limited,2086.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115883,Moorlands Rehabilitation Limited,2086.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105849,Moorlands Rehabilitation Limited,15217.68
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105849,Moorlands Rehabilitation Limited,9959.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109718,Moorlands Rehabilitation Limited,15217.68
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109718,Moorlands Rehabilitation Limited,9959.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115883,Moorlands Rehabilitation Limited,15217.68
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115883,Moorlands Rehabilitation Limited,9959.42
Stoke City Council,4PUBH,Public Health,EA118,6EA1,45513,SOT1108570,Moss Green Surgery,1456
Stoke City Council,4HDG,"Housing, Development & Growth",DA102,6DA1,45518,SOT1108605,Motus Commercials ,1059.8
Stoke City Council,4SCHL,Schools,dh102,6DH1,45518,SOT1105408,My Happy Mind Limited,3756
Stoke City Council,4HDG,"Housing, Development & Growth",BI104,6BI1,45506,SOT1106240,N & J Tree Services Limited,824
Stoke City Council,4HDG,"Housing, Development & Growth",BI104,6BI1,45509,SOT1106245,N & J Tree Services Limited,624
Stoke City Council,4HDG,"Housing, Development & Growth",BI104,6BI1,45509,SOT1106248,N & J Tree Services Limited,1648
Stoke City Council,4HDG,"Housing, Development & Growth",BI104,6BI1,45509,SOT1106249,N & J Tree Services Limited,596
Stoke City Council,4HDG,"Housing, Development & Growth",BI104,6BI1,45509,SOT1106251,N & J Tree Services Limited,624
Stoke City Council,4HDG,"Housing, Development & Growth",BI104,6BI1,45525,SOT1110701,N & J Tree Services Limited,1248
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWNC,6XW,45506,SOT1106139,N & J Tree Services Limited,3120
Stoke City Council,4HRAHT,Housing Transformation,BI104,6BI1,45506,SOT1106135,N & J Tree Services Limited,626
Stoke City Council,4HRAHT,Housing Transformation,BI104,6BI1,45506,SOT1106146,N & J Tree Services Limited,624
Stoke City Council,4HRAHT,Housing Transformation,BI104,6BI1,45525,SOT1109182,N & J Tree Services Limited,624
Stoke City Council,4STAR,Strategy & Resources,BA100,6BA1,45527,SOT1109177,N & J Tree Services Limited,1248
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45506,SOT1103438,N D BROWN LIMITED,3629.16
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45506,SOT1105533,N D BROWN LIMITED,2919
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45506,SOT1105725,N D BROWN LIMITED,1633.92
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45532,SOT1114534,N D BROWN LIMITED,4173.53
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45532,SOT1114566,N D BROWN LIMITED,2505.34
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45532,SOT1114567,N D BROWN LIMITED,1067.15
Stoke City Council,4HDG,"Housing, Development & Growth",EG100,6EG1,45511,SOT1098851,Nacro,36053.5
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45518,SOT1109621,National Fostering Agency,70568.72
Stoke City Council,4CAF,Children and Family Services,EG133,6EG1,45518,SOT1109621,National Fostering Agency,7394.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105989,Needwood House,9762.86
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109852,Needwood House,8040
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1116012,Needwood House,8040
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105989,Needwood House,14297.14
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109852,Needwood House,11120
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1116012,Needwood House,11120
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105989,Needwood House,14964.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109852,Needwood House,14964.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1116012,Needwood House,14964.4
Stoke City Council,4CITD,City Director,de100,6DE1,45511,SOT1106783,Net Biz Group,1008
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWNE,6XFE,45532,SOT1115393,Network Rail Infrastructure Ltd,1131.23
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45518,SOT1105268,New Chapters Foster Care,6954.8
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45506,SOT1105276,New Life Fostering Agency,13514.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105842,Newford Nursing Home,91701.70999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109711,Newford Nursing Home,29477.86
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115876,Newford Nursing Home,37580
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105842,Newford Nursing Home,10050
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109711,Newford Nursing Home,10050
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115876,Newford Nursing Home,10050
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105842,Newford Nursing Home,-56530.43
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109711,Newford Nursing Home,3580
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115876,Newford Nursing Home,3580
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105842,Newford Nursing Home,-6125.400000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109711,Newford Nursing Home,5221.740000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115876,Newford Nursing Home,-4435.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45505,SOT1105842,Newford Nursing Home,-557.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45519,SOT1109711,Newford Nursing Home,-557.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1115876,Newford Nursing Home,-557.64
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45518,SOT1109630,NEXUS FOSTERING LTD,20835.57
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105933,NHS Highland,2544.32
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109801,NHS Highland,2544.32
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115964,NHS Highland,2544.32
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45509,SOT1104526,Nisai Virtual Academy Ltd,3852.5
Stoke City Council,4STAR,Strategy & Resources,BH100,6BH1,45506,SOT1105522,NLC Facilities Ltd T/A Minster Cleaning ,3419.84
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1114418,No 5 Chambers,750
Stoke City Council,4STAR,Strategy & Resources,BH100,6BH1,45527,SOT1110762,Nobisco Limited,813.3
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45506,SOT1104112,NonStop Consulting Ltd,3971.97
Stoke City Council,4CAF,Children and Family Services,eg219,6EG1,45506,SOT1096369,North Lincolnshire Council,1250
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45518,SOT1109447,North Road Academy Ltd,32816.6
Stoke City Council,4CITD,City Director,DE158,6DE1,45527,SOT1113936,North Staffordshire Combined Healthcare,39267.24
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45525,SOT1110823,Northgate Vehicle Hire  Limited,695.24
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45527,SOT1114259,Northgate Vehicle Hire  Limited,695.24
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45532,SOT1115177,Northgate Vehicle Hire  Limited,567.28
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45532,SOT1115178,Northgate Vehicle Hire  Limited,567.28
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45532,SOT1115179,Northgate Vehicle Hire  Limited,695.24
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,6CC1,45532,SOT1115182,Northgate Vehicle Hire  Limited,567.28
Stoke City Council,4HDG,"Housing, Development & Growth",IC200,6IC2,45532,SOT1105419,Northwood Community Sports,1848.03
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45518,SOT1109575,Nottingham City Council,1559.87
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45518,SOT1109595,Nottingham City Council,1274.13
Stoke City Council,4CAF,Children and Family Services,EG204,6EG1,45511,SOT1106578,NT & AS,1020
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45511,SOT1107338,NT & AS,40500
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45511,SOT1107367,NT & AS,49095
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45513,SOT1107807,NT & AS,7560
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105818,Number One Care Home,2783.96
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109689,Number One Care Home,2783.96
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115854,Number One Care Home,2783.96
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45506,SOT1105294,Nurture Fostering Ltd,3400
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105948,Oak House (Shelton Care Ltd),19810.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109815,Oak House (Shelton Care Ltd),19810.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115977,Oak House (Shelton Care Ltd),19810.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105977,Oaklea House Care Home,3304.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109841,Oaklea House Care Home,3304.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1116002,Oaklea House Care Home,3304.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105977,Oaklea House Care Home,4174.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109841,Oaklea House Care Home,4174.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1116002,Oaklea House Care Home,16448.03
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1116002,Oaklea House Care Home,7553.01
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105909,Oakview Residential Care Home,1800
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109778,Oakview Residential Care Home,1800
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115942,Oakview Residential Care Home,1800
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,6XFE,45506,SOT1105156,OCNR (EMEA) LTD,16300
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,6XFE,45506,SOT1105157,OCNR (EMEA) LTD,16000
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,6XFE,45513,SOT1107614,OCNR (EMEA) LTD,15500
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,6XFE,45513,SOT1108579,OCNR (EMEA) LTD,18745
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,6XFE,45513,SOT1108580,OCNR (EMEA) LTD,16800
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,6XFE,45516,SOT1108928,OCNR (EMEA) LTD,17325
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,6XFE,45516,SOT1108929,OCNR (EMEA) LTD,13950
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,6XFE,45516,SOT1108930,OCNR (EMEA) LTD,16500
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,6XFE,45516,SOT1108931,OCNR (EMEA) LTD,17600
Stoke City Council,4CFR,Collection Fund Revenue,DJ153,6DJ1,45523,SOT1110261,Office of the Police and Crime Comm. Staffordshire,76795.25
Stoke City Council,4CAF,Children and Family Services,DH122,6DH1,45511,SOT1098297,Ofsted,3600
Stoke City Council,4CAF,Children and Family Services,DH122,6DH1,45511,SOT1098298,Ofsted,900
Stoke City Council,4CAF,Children and Family Services,DH122,6DH1,45513,SOT1107514,Ofsted,3744
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105900,Olcote House,1318.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109769,Olcote House,1318.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115933,Olcote House,1318.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105816,Old Posting Office (Haughton) Ltd,4573.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109687,Old Posting Office (Haughton) Ltd,4573.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115852,Old Posting Office (Haughton) Ltd,4573.5
Stoke City Council,4CAF,Children and Family Services,DB104,6DB1,45518,SOT1109561,On A Roll Sandwich Company Limited,508.15
Stoke City Council,4CAF,Children and Family Services,DB104,6DB1,45518,SOT1109565,On A Roll Sandwich Company Limited,2321.67
Stoke City Council,4CAF,Children and Family Services,DB104,6DB1,45518,SOT1109571,On A Roll Sandwich Company Limited,537.3
Stoke City Council,4STAR,Strategy & Resources,DF126,6DF1,45513,SOT1107491,Oracle Corporation Uk Limited,45299.61
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45518,SOT1109623,Orange Grove Fostercare Ltd ,52381.74999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105950,Orbis Education and Care Ltd,19181.980000000003
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109817,Orbis Education and Care Ltd,19181.980000000003
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115979,Orbis Education and Care Ltd,19181.980000000003
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105897,Orchard Care  C/O Carol Forys,3721.84
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109766,Orchard Care  C/O Carol Forys,3721.84
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115930,Orchard Care  C/O Carol Forys,3721.84
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105897,Orchard Care  C/O Carol Forys,3265.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105897,Orchard Care  C/O Carol Forys,11664.74
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105898,Orchard Care  C/O Carol Forys,12854.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109766,Orchard Care  C/O Carol Forys,3265.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109766,Orchard Care  C/O Carol Forys,11664.74
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109767,Orchard Care  C/O Carol Forys,12854.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115930,Orchard Care  C/O Carol Forys,3265.52
