Organisation Name,Organisation Code,Unique Ref No,Effective date,Directorate,Supplier Name,Payment Date,Net amount,Purpose of Spend,Procurement Classification (Higher level),Procurement Classification (Lower level),CAPITAL / REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4627,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",LES MILLS FITNESS UK LTD,19/12/2023,735.00,6413-Fees & Licences,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4628,31.12.2023,ADULT SOCIAL CARE,REDACTED,06/12/2023,"2,143.65",6541-Shared Lives,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4629,31.12.2023,ADULT SOCIAL CARE,REDACTED,06/12/2023,"1,631.85",6541-Shared Lives,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4630,31.12.2023,ADULT SOCIAL CARE,REDACTED,13/12/2023,"1,096.75",6541-Shared Lives,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4631,31.12.2023,ADULT SOCIAL CARE,REDACTED,28/12/2023,851.75,6541-Shared Lives,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4632,31.12.2023,ADULT SOCIAL CARE,REDACTED,07/12/2023,330.00,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4633,31.12.2023,ADULT SOCIAL CARE,REDACTED,07/12/2023,"1,320.66",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4634,31.12.2023,ADULT SOCIAL CARE,REDACTED,07/12/2023,437.55,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4635,31.12.2023,ADULT SOCIAL CARE,LGIU,21/12/2023,805.00,6550-Conference Expenses,SUPPLIES & SERVICES,EXPENSES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4636,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,936.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4637,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,"2,520.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4638,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,"1,008.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4639,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,"1,134.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4640,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,"1,053.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4641,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4642,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4643,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,324.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4644,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4645,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,"1,134.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4646,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4647,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4648,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4649,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,"2,268.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4650,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4651,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,14/12/2023,672.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4652,31.12.2023,ADULT SOCIAL CARE,LIBRA CARE LTD,13/12/2023,540.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4653,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",LICENCE BUREAU LIMITED,06/12/2023,424.33,6410-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4654,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",LICHFIELD FALCONRY AND HAWKING CENTRE,06/12/2023,680.00,6410-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4655,31.12.2023,CHILDRENS,LICHFIELD LOFT CONVERSIONS ,19/12/2023,"3,500.00",6223-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4656,31.12.2023,CHILDRENS,LICHFIELD LOFT CONVERSIONS ,19/12/2023,"4,500.00",6223-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4657,31.12.2023,CHILDRENS,LICHFIELD LOFT CONVERSIONS ,19/12/2023,"9,666.67",6223-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4658,31.12.2023,CHILDRENS,LICHFIELD LOFT CONVERSIONS ,19/12/2023,"4,500.00",6223-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4659,31.12.2023,CHILDRENS,LICHFIELD LOFT CONVERSIONS ,19/12/2023,"9,666.67",6223-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4660,31.12.2023,CHILDRENS,LIFEGATE COMMUNITIES LTD,18/12/2023,"3,898.80",6211-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4661,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"5,049.52",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4662,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"7,174.36",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4663,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"5,240.76",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4664,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"1,164.40",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4665,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"2,520.76",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4666,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"2,520.76",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4667,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"16,411.36",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4668,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"5,310.72",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4669,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"1,733.40",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4670,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"4,390.76",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4671,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"48,761.64",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4672,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"2,715.12",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4673,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"2,007.52",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4674,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"2,485.96",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4675,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"5,269.16",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4676,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"7,378.00",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4677,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"14,450.00",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4678,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"2,925.52",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4679,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"4,630.72",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4680,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"-50,779.61",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4681,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"5,423.40",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4682,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"1,032.92",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4683,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"1,581.84",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4684,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"6,717.72",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4685,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"2,039.16",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4686,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"1,584.96",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4687,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"5,237.52",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4688,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"1,506.40",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4689,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"4,130.80",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4690,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"4,998.84",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4691,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"7,741.72",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4692,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"5,950.00",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4693,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,892.96,6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4694,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"1,950.12",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4695,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"1,973.80",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4696,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"2,334.60",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4697,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"1,355.48",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4698,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"2,706.81",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4699,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,726.48,6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4700,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,"5,692.68",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4701,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,970.92,6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4702,31.12.2023,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,14/12/2023,346.49,6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4703,31.12.2023,ADULT SOCIAL CARE,REDACTED,07/12/2023,"1,293.00",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4704,31.12.2023,CHILDRENS,REDACTED,14/12/2023,464.00,6223-Transfer Payments - Social Services Clients,TRANSFER PAYMENTS,ADULT SOCIAL SERVICES CLIENT,REVENUE
