Body Name,,Supplier Code,Transaction Ref/No,Payment Date,Gross Value (Detail),Vat Amount,Service Label,Service code,Expenditure Code,Expenditure Category,Service Division,,Directorate,Directorate Description,Department,Department Description,Sub Team,Sub Team Description
Blackpool Council,Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,173795,26/01/2024,956.9,0,Short Term Care,20370,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,173878,26/01/2024,956.9,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,173887,26/01/2024,956.9,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,174090,26/01/2024,"1,302.50",0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,174111,26/01/2024,668.66,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,174143,26/01/2024,901.94,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,174164,26/01/2024,836.92,0,Residential Placements,20168,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Arrowsmith Rest Home Ltd -Westfield Rest Home,1000301,174227,26/01/2024,"1,302.50",0,Short Term Care,20370,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Intrak,1000303,171730,25/01/2024,"3,324.00",554,Special Events,61007,63401,General Services,Governance & Partnerships,,DEMTOT,Governance & Partnerships,BCA,Corp And Member Services,BCA2,Corp And Member Services
Blackpool Council,Irrv Services,1000304,153248,16/01/2024,"1,584.00",264,Shared Service - Council Tax,40095,63711,Subscriptions,Resources,,TRSTOT,Resources,FCAC1,"Income, Recovery & Debtors",FCAC3,"Income, Recovery & Debtors"
Blackpool Council,Iccm,1000310,151662,08/01/2024,475,0,Carleton Crematorium Services,61064,60911,Training Expenses,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LIFEVE1,Life Events Reg & Care,LIFEVE3,Life Events Reg & Care
Blackpool Council,Holy Family Play Group With,1000313,174632,26/01/2024,"2,360.52",0,Suspense - Int - Early Years,99968,99968,Suspense - Int - Early Years,Not Applicable,,NA,Not Applicable,NA,Not Applicable,NA,Not Applicable
Blackpool Council,Holy Family Play Group With,1000313,174633,26/01/2024,"4,718.08",0,Suspense - Int - Early Years,99968,99968,Suspense - Int - Early Years,Not Applicable,,NA,Not Applicable,NA,Not Applicable,NA,Not Applicable
Blackpool Council,Holy Family Play Group With,1000313,174634,26/01/2024,"1,702.40",0,Suspense - Int - Early Years,99968,99968,Suspense - Int - Early Years,Not Applicable,,NA,Not Applicable,NA,Not Applicable,NA,Not Applicable
Blackpool Council,Hilton Cabinet Co Ltd,1000320,153223,16/01/2024,753.5,125.58,Carleton Crematorium Services,61064,63450,Book Of Remembrance,Governance & Partnerships,,DEMTOT,Governance & Partnerships,LIFEVE1,Life Events Reg & Care,LIFEVE3,Life Events Reg & Care
Blackpool Council,Hc Slingsby Plc,1000323,160268,23/01/2024,592.47,98.74,Bickerstaffe,40062,63012,Other Equipment,Resources,,TRSTOT,Resources,DUP,Dual Use Propeties,BDBH,Buildings - Bickerstaffe House
Blackpool Council,Headroomgate Nursing Home,1000324,164515,26/01/2024,919.02,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Headroomgate Nursing Home,1000324,164610,26/01/2024,923.86,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Headroomgate Nursing Home,1000324,173602,26/01/2024,919.02,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Headroomgate Nursing Home,1000324,173999,26/01/2024,923.86,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Pearson Education Ltd,1000325,167232,17/01/2024,356.5,0,Pru Supplies And Services,10449,63404,Exam Fees & Expenses - Schools,Children's Services,,CHISER,Children's Services,EDDIV,Education Diversity,EDDIV2,Education Diversity
Blackpool Council,REDACTED PERSONAL DATA,1000328,161088,08/01/2024,"1,332.00",0,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1000328,161089,08/01/2024,"1,332.00",0,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1000328,161090,08/01/2024,"1,434.00",0,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1000328,175264,29/01/2024,"1,332.00",0,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1000328,175265,29/01/2024,"1,332.00",0,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,REDACTED PERSONAL DATA,1000328,175266,29/01/2024,"1,434.00",0,Foster Care Payments,10526,64832,Gen (Ie Wkly Basic),Children's Services,,CHISER,Children's Services,JBR,Lac - Placements,JBR2,Lac - Placements
Blackpool Council,Dr S A Shearer & Partners-Glenroyd Medical,1000336,175530,30/01/2024,468.26,0,Gp Tier 2 Stis Scheme,62027,64501,Private Contractors,Public Health,,PUBHEL,Public Health,PUBGRT1,Public Health Grant Spend,PUBGRT3,Public Health Grant Spend
Blackpool Council,REDACTED PERSONAL DATA,1000344,161579,09/01/2024,"1,600.00",0,Out of borough non behaviour transport,30301,62201,Contract Hire,Community & Env Services,,BPLSER,Community & Env Services,TRANSP,Transport Services,TRCHIL1,Integrated Tran
Blackpool Council,Stafford House (Cleveleys) Ltd,1000346,164801,12/01/2024,"1,162.54",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Stafford House (Cleveleys) Ltd,1000346,165367,12/01/2024,"1,412.74",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Stafford House (Cleveleys) Ltd,1000346,173686,26/01/2024,"1,162.54",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Stafford House (Cleveleys) Ltd,1000346,173941,26/01/2024,"1,412.74",0,Residential Placements,20135,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,G S Brown,1000347,161868,12/01/2024,"1,200.00",0,Adult Social Care,30087,62201,Contract Hire,Community & Env Services,,BPLSER,Community & Env Services,TRANSP,Transport Services,TRADUL1,Intergrated Tra
Blackpool Council,G S Brown,1000347,165657,12/01/2024,960,0,Adult Social Care,30087,62201,Contract Hire,Community & Env Services,,BPLSER,Community & Env Services,TRANSP,Transport Services,TRADUL1,Intergrated Tra
Blackpool Council,Fylde Coast Women'S Aid,1000352,161932,10/01/2024,900,0,Adults Training,20032,60911,Training Expenses,Adult Services,,ADULTS,Adult Services,ADULTTR,Adults Training,ADULTTR2,Adults Training
Blackpool Council,One Fylde,1000353,172440,25/01/2024,"1,557.71",0,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172441,25/01/2024,"11,212.00",0,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172442,25/01/2024,"1,314.17",0,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172443,25/01/2024,"1,213.08",0,Homecare,20269,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172444,25/01/2024,"4,008.90",0,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172445,25/01/2024,"4,767.34",0,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172446,25/01/2024,"3,088.23",0,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172447,25/01/2024,"4,805.33",0,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172448,25/01/2024,"3,479.39",0,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172449,25/01/2024,"4,816.63",0,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172450,25/01/2024,441.12,0,Other Day Services,20257,64508,Day Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172452,25/01/2024,"1,291.20",0,Homecare,20422,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172453,25/01/2024,"4,583.92",0,Supported Living / Group Homes,20274,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172454,25/01/2024,"5,470.55",0,Supported Living / Group Homes,20270,64508,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172455,25/01/2024,"6,946.10",0,Supported Living / Group Homes,20268,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172456,25/01/2024,"6,713.74",0,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172457,25/01/2024,"4,445.48",0,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172458,25/01/2024,464.1,0,Homecare,20256,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172462,25/01/2024,"1,240.65",0,Homecare,20269,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,One Fylde,1000353,172463,25/01/2024,"6,343.14",0,Supported Living / Group Homes,20255,64507,Domiciliary Care,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Nr & Vgp Care Home - Fleetwood Nursing Home,1000358,164350,12/01/2024,"1,480.14",0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Nr & Vgp Care Home - Fleetwood Nursing Home,1000358,173520,26/01/2024,"1,480.14",0,Nursing Placements,20473,64506,Nursing Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,The Willows Learning Dis. Care Home Ltd,1000385,164368,12/01/2024,"1,613.74",0,Residential Placements,20251,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,The Willows Learning Dis. Care Home Ltd,1000385,164994,12/01/2024,"1,848.14",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,The Willows Learning Dis. Care Home Ltd,1000385,173302,26/01/2024,"1,613.74",0,Residential Placements,20251,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,The Willows Learning Dis. Care Home Ltd,1000385,174271,26/01/2024,"1,848.14",0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fylde Care 2004 Ltd,1000388,164308,12/01/2024,766.2,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fylde Care 2004 Ltd,1000388,164398,12/01/2024,956.9,0,Residential Placements,20391,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fylde Care 2004 Ltd,1000388,164469,12/01/2024,753.86,0,Residential Placements,20474,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fylde Care 2004 Ltd,1000388,164500,12/01/2024,841.48,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fylde Care 2004 Ltd,1000388,164609,12/01/2024,972.24,0,Residential Placements,20456,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fylde Care 2004 Ltd,1000388,164655,12/01/2024,"1,182.52",0,Residential Placements,20181,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fylde Care 2004 Ltd,1000388,164660,12/01/2024,836.92,0,Residential Placements,20435,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fylde Care 2004 Ltd,1000388,164727,12/01/2024,836.92,0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fylde Care 2004 Ltd,1000388,164762,12/01/2024,"1,171.26",0,Residential Placements,20232,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
Blackpool Council,Fylde Care 2004 Ltd,1000388,164778,12/01/2024,956.9,0,Residential Placements,20220,64505,Residential Homes,Adult Services,,ADULTS,Adult Services,COMPLA1,Adult Commissioning Placements,COMPLA3,Adult Commissioning Placements
