Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,08/02/2024,3110622487,"1,336.44",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,08/02/2024,3110622494,742.56,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,08/02/2024,3110622580,"1,336.44",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,08/02/2024,3110622590,"1,188.04",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,08/02/2024,3110622594,"1,188.04",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,08/02/2024,3110622595,"1,331.13",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,08/02/2024,3110622602,724.45,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,18/03/2024,3110633088,"1,336.08",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,18/03/2024,3110633097,"1,188.04",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,18/03/2024,3110633101,"1,188.04",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,18/03/2024,3110633102,"1,331.13",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sage Care Limited,1258502,,,,18/03/2024,3110633108,552.5,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sanctuary Care Ltd ,1231121,,,,03/01/2024,3110612065,"3,416.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sanctuary Care Ltd ,1231121,,,,03/01/2024,3110612065,524,,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sanctuary Care Ltd ,1231121,,,,31/01/2024,3110620531,"3,416.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sanctuary Care Ltd ,1231121,,,,31/01/2024,3110620531,524,,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sanctuary Care Ltd ,1231121,,,,01/03/2024,3110629051,"3,416.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sanctuary Care Ltd ,1231121,,,,01/03/2024,3110629051,524,,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sanctuary Care Ltd ,1231121,,,,25/03/2024,3110634715,655,,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Sanctuary Care Ltd ,1231121,,,,25/03/2024,3110634715,"4,270.00",,Residential Home Bed,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,05/01/2024,3110613348,864.45,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,05/01/2024,3110613351,538.04,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,05/01/2024,3110613352,619.72,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,05/01/2024,3110613353,"1,479.52",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,05/01/2024,3110613357,"3,573.06",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,05/01/2024,3110613358,"2,690.24",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,05/01/2024,3110613359,"3,765.44",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,05/01/2024,3110613360,"2,152.36",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,05/01/2024,3110613362,"3,467.82",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,05/01/2024,3110613363,"4,571.84",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,05/01/2024,3110613364,"2,421.44",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620979,"2,593.35",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620982,686.94,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620983,672.56,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620984,"1,479.52",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620988,"3,909.24",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620989,"2,690.24",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620990,"3,765.44",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620991,"2,152.36",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620993,"3,496.64",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620994,"4,571.84",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620995,"2,421.44",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,01/02/2024,3110620998,816.85,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628442,"2,593.35",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628444,538.16,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628445,797.38,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628446,672.56,,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628447,"1,479.52",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628451,"3,918.84",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628452,"2,690.24",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628453,"3,765.44",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628454,"2,152.36",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628456,"3,496.64",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628457,"4,571.84",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,27/02/2024,3110628458,"2,421.44",,Home Support,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,14/03/2024,3110632726,885.96,,Reablement,,,,,,No
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,Smithfield Health & Social Care Ltd,1289445,,,,28/03/2024,3110637160,"3,457.80",,Home Support,,,,,,No
