Body_Code,Body_Name,Supplier Name,Document Number,GL Code,GL Code Description,Service,Posting Date,Doc Net Amount
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843862,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843870,OCC/5699,Home Support – Home,Support at Home U65 MH OBC Contract,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843871,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Eleanor Nursing & Social Care Ltd,3111842908,OCC/5699,Home Support – Home,Support at Home 65+ Mental Health,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Eleanor Nursing & Social Care Ltd,3111842917,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Eleanor Nursing & Social Care Ltd,3111842919,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Eleanor Nursing & Social Care Ltd,3111843912,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEXI DIRECT LTD,3111830754,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,06/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEXI DIRECT LTD,3111843964,OCC/5699,Home Support – Home,Support at Home U65 Mental Health,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEXI DIRECT LTD,3111843982,OCC/5699,Home Support – Home,Support at Home U65 MH OBC Contract,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FLEXI DIRECT LTD,3111845431,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,29/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Golden Atara Ltd,3111844031,OCC/5699,Home Support – Home,Support at Home 65+ Memory & Cognition,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Healthcare Evolution Ltd,3111844609,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Jeff Jen Care Plus Ltd,3111844141,OCC/5699,Home Support – Home,Support at Home U65 Memory & Cognition,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,JMC Care Solutions Limited,3111844158,OCC/5699,Home Support – Home,Support at Home U65 MH OBC Contract,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,JMC Care Solutions Limited,3111844161,OCC/5699,Home Support – Home,Support at Home U65 MH OBC Contract,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Joining Hands Healthcare Ltd,3111844179,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kare Plus Oxford,3111844104,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kwikfix Recruitment Services Ltd,3111836312,OCC/5693,Home Supp Invoiced,Support at Home U65 Other /Soc Isolation,13/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kwikfix Recruitment Services Ltd,3111842004,OCC/5693,Home Supp Invoiced,Support at Home U65 Other /Soc Isolation,27/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Mega Resources Ltd,3111844194,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Mega Resources Ltd,3111844214,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Pechiv Ltd,3111844322,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Pechiv Ltd,3111844327,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Pechiv Ltd,3111844348,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Pioneering Care Bicester Limited,3111844367,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Prime Social Care Services Ltd,3111844370,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Prime Social Care Services Ltd,3111844393,OCC/5699,Home Support – Home,Support at Home 65+ Mental Health,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Prime Social Care Services Ltd,3111844401,OCC/5699,Home Support – Home,Support at Home U65 Other /Soc Isolation,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Prime Social Care Services Ltd,3111844407,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procare Healthcare Ltd,3111844414,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Professional Healthcare Services Lt,3111844420,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Ringstead Healthcare Limited,3111844493,OCC/5699,Home Support – Home,Support at Home 65+ Memory & Cognition,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Ringstead Healthcare Limited,3111844506,OCC/5699,Home Support – Home,Support at Home U65 Learning Disability,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Ringstead Healthcare Limited,3111844510,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Ringstead Healthcare Limited,3111844511,OCC/5699,Home Support – Home,Support at Home U65 MH OBC Contract,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SureCare Oxfordshire,3111844560,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SureCare Oxfordshire,3111844583,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111837468,OCC/5899,Direct Payments ASC,Support at Home U65 Physical Support,14/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Trinity Carers Services Ltd,3111844654,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Trinity Carers Services Ltd,3111844658,OCC/5699,Home Support – Home,Support at Home 65+ Mental Health,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Trinity Carers Services Ltd,3111844659,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Trinity Carers Services Ltd,3111844675,OCC/5699,Home Support – Home,Support at Home U65 MH OBC Contract,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111838245,OCC/5899,Direct Payments ASC,Support at Home 65+ Physical Support,14/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Virtuous Business Solutions Limited,3111844682,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Virtuous Business Solutions Limited,3111844701,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,We-Care-Recruitment Ltd,3111830777,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,06/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,We-Care-Recruitment Ltd,3111842031,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,27/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,We-Care-Recruitment Ltd,3111844716,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,We-Care-Recruitment Ltd,3111844742,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,We-Care-Recruitment Ltd,3111844745,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,We-Care-Recruitment Ltd,3111844746,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,813.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OPC,2201310244,OCC/3860,Alterations To Build,ILEAD LOCAL FLOOD AUTHORITY,24/01/2025,814.18
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OPC,2201310245,OCC/3860,Alterations To Build,ILEAD LOCAL FLOOD AUTHORITY,24/01/2025,814.18
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,A CARING HAND LTD,3111830712,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,06/01/2025,814.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,A CARING HAND LTD,3111841972,OCC/5693,Home Supp Invoiced,Support at Home U65 Physical Support,27/01/2025,814.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,A CARING HAND LTD,3111841973,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,27/01/2025,814.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,A CARING HAND LTD,3111841977,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,27/01/2025,814.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Angel Care Group,3111841183,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,22/01/2025,814.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Same Ways Care Ltd,3111841201,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,22/01/2025,814.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Same Ways Care Ltd,3111841202,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,22/01/2025,814.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Same Ways Care Ltd,3111841205,OCC/5693,Home Supp Invoiced,Support at Home 65+ Memory & Cognition,22/01/2025,814.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Care Workshop Limited,2201302435,OCC/4940,Other Services,DISABILITIES TEAM-N,02/01/2025,814.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111838219,OCC/5899,Direct Payments ASC,Support at Home 65+ Physical Support,14/01/2025,814.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Private Care,3111844250,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,814.45
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Private Care,3111844290,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,814.45
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Home Helpers Care Ltd,3111843302,OCC/5689,Home Support,Support at Home 65+ Physical Support,28/01/2025,814.76
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Darke & Taylor Ltd,2201309246,OCC/3740,General Maintenance,NOKP-PREMISES,01/01/2025,815.39
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Acquire Care Ltd,3111842736,OCC/5699,Home Support – Home,Support at Home U65 MH OBC Contract,28/01/2025,815.41
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,EDF Energy Customers Ltd,2201305168,OCC/3951,Electricity,CMBP-UTILITIES,13/01/2025,815.6
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,D’Arrive Ltd,3111830579,OCC/5227,Other Transport Arra,Support at Home 65+ Physical Support,03/01/2025,816
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Little Giants Nursery (Carterton) L,3111830460,OCC/5537,Payments to Other Es,Early Years SEN Funding,03/01/2025,816
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Cabin Pre-School,3111832683,OCC/5537,Payments to Other Es,Early Years SEN Funding,10/01/2025,816
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,St. Priestley Ltd,3111841899,OCC/5227,Other Transport Arra,Support at Home U65 Physical Support,24/01/2025,816
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CARTER JONAS LLP,2201305767,OCC/1362,Creditors GR/IR -,LANDLORD & TENANT,14/01/2025,816.16
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Acquire Care Ltd,3111842731,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,816.87
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PURPLE ZEST LIMITED,3111838067,OCC/5899,Direct Payments ASC,Support at Home U65 HFA,14/01/2025,817.16
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PURPLE ZEST LIMITED,3111837569,OCC/5899,Direct Payments ASC,Support at Home 65+ Learning Disability,14/01/2025,817.24
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Rosekel Resourcing Ltd,3111845324,OCC/5554,Childrens' Social Ca,ContrO ASC Payments Control Account,28/01/2025,817.88
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111838181,OCC/5899,Direct Payments ASC,Support at Home U65 Learning Disability,14/01/2025,818.4
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PURPLE ZEST LIMITED,3111837488,OCC/5899,Direct Payments ASC,Support at Home U65 Learning Disability,14/01/2025,818.52
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Private Care,3111843431,OCC/5689,Home Support,Support at Home 65+ Physical Support,28/01/2025,818.81
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,TLFP LLP,3111842046,OCC/5697,Other Comm Supp-Inv,Support at Home U65 Physical Support,27/01/2025,819
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Style Acre,3111833139,OCC/5690,Other Supp-Community,Support at Home U65 Learning Disability,10/01/2025,819.4
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PURPLE ZEST LIMITED,3111837385,OCC/5899,Direct Payments ASC,Support at Home 65+ Physical Support,14/01/2025,819.48
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,My Carer Ltd,3111843367,OCC/5689,Home Support,Support at Home 65+ Physical Support,28/01/2025,819.77
