Body_Code,Body_Name,Supplier Name,Document Number,GL Code,GL Code Description,Service,Posting Date,Doc Net Amount
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OCC One Time Vendor,3111841596,OCC/5537,Payments to Other Es,HFU Employment and Skills Programme,23/01/2025,3590.16
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ProClean (Oxford) Ltd,2201305900,OCC/4070,Cleaning Services,SPJP-SCHOOL GENERAL,14/01/2025,3596.11
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Community Integrated Care,3111834480,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,3597.63
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Abingdon Taxis FKN Autotaxis,3111840212,OCC/4330,Transport to School,SEN TRANSPORT,21/01/2025,3600
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,BORJAN LTD,3111832012,OCC/4330,Transport to School,SEN TRANSPORT,08/01/2025,3600
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Charlbury Travel,3111839359,OCC/4330,Transport to School,MAINSTREAM-PRIMARY,16/01/2025,3600
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,HL Smith Transmissions LTD,3111841914,OCC/1433,U/C Misc Payments,9020/Not assigned,27/01/2025,3600
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,My Cabbie LTD t/a J and A Transport,3111832654,OCC/4330,Transport to School,SEN TRANSPORT,10/01/2025,3600
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OXO Hire Ltd,3111836399,OCC/4330,Transport to School,SEN TRANSPORT,14/01/2025,3600
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxon Transport Services Ltd,3111845890,OCC/4330,Transport to School,SEN TRANSPORT,30/01/2025,3600
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxon Transport Services Ltd,3111845905,OCC/4330,Transport to School,SEN TRANSPORT,30/01/2025,3600
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxon Transport Services Ltd,3111845908,OCC/4330,Transport to School,SEN TRANSPORT,30/01/2025,3600
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,THE GROUNDWORK SOUTH TRUST LTD,2201312624,OCC/5415,Residential Activiti,SJOP-ED ACT & VISITS,22/01/2025,3600
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Oxfordshire Taxi Company Ltd T/,3111841616,OCC/4330,Transport to School,SEN TRANSPORT,23/01/2025,3600
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fostering Solutions Limited,3111845670,OCC/5559,Off-Contract,Independent Foster,29/01/2025,3603.75
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Compass Fostering West Limited,3111832174,OCC/5561,IFA s (SCF),AGENCY RESID - DISAB,08/01/2025,3604.41
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CaringPlus Healthcare Services Ltd,3111843623,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3604.68
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Cherwell School,3111846637,OCC/4861,Hired and Contracted,SEN Alternative Provision,31/01/2025,3606
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Autism at Kingwood Limited,3111836179,OCC/5688,Supported Living,Support at Home U65 Learning Disability,10/01/2025,3606.9
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,TRAX Motor Project,3111845786,OCC/5537,Payments to Other Es,SEN ISP and FE College Funding,30/01/2025,3610.91
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Bus Company Ltd,3500110840,OCC/5781,Payts to Trans Ops,BSIP Rural Bus Services,10/01/2025,3612
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,West Oxfordshire Community Transpor,3500110920,OCC/5781,Payts to Trans Ops,CONCESSIONARY FARES,10/01/2025,3612
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Milestone Infrastructure Limited,2201308280,OCC/8102,Pymnts to main cont.,9020/Not assigned,21/01/2025,3612.92
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Westside Homes,3111835843,OCC/5686,Residential Home Bed,Care Homes - Under 65 MH - OBC Contract,10/01/2025,3613.71
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Oxfordshire Taxi Company Ltd T/,3111841643,OCC/4330,Transport to School,SEN TRANSPORT,23/01/2025,3615
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Acquire Care Ltd,3111842958,OCC/5698,Home Supp - HTLAH,Support at Home 65+ Physical Support,28/01/2025,3617.28
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Ice Centre,3111832887,OCC/5690,Other Supp-Community,Support at Home U65 Learning Disability,10/01/2025,3617.92
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,APEX FOSTERING LIMITED,3111832151,OCC/5559,Off-Contract,Independent Foster,08/01/2025,3618.14
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Choice Fostering Ltd,3111832167,OCC/5559,Off-Contract,Independent Foster,08/01/2025,3618.14
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Caterfix,2201306710,OCC/4665,Catering,SLEP-SCHOOL GENERAL,16/01/2025,3620
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,NATIONAL FOSTERING AGENCY,3111839249,OCC/5561,IFA s (SCF),UASC 16&17,15/01/2025,3621.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,NATIONAL FOSTERING AGENCY,3111839250,OCC/5561,IFA s (SCF),UASC 16&17,15/01/2025,3621.33
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,EDF Energy Customers Ltd,2201304311,OCC/3951,Electricity,BHLP-PREMISES,01/01/2025,3622.28
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,TARGETED PROVISION LTD,3111846690,OCC/4878,Hired and Contracted,SEN Alternative Provision,31/01/2025,3622.5
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OSJ Contract - Stirlings,3111835219,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3624.56
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Primary Travel Ltd,3111832663,OCC/4330,Transport to School,POST 16 SEN,10/01/2025,3625.2
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Taxis Ltd,3111829998,OCC/4330,Transport to School,MAINSTREAM-SECONDARY,02/01/2025,3626
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Enstone House,3111833819,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3626.07
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Inclusion Housing Community,3111836170,OCC/3945,Rent,VOIDS/VACANCY COSTS,10/01/2025,3626.37
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Inclusion Housing Community,3111836172,OCC/3945,Rent,VOIDS/VACANCY COSTS,10/01/2025,3626.37
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Clarendon Ltd,2201303772,OCC/4070,Cleaning Services,SJOP-SCHOOL GENERAL,02/01/2025,3628
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,EDF Energy Customers Ltd,2201305544,OCC/3951,Electricity,DUNC-SCHOOL GENERAL,03/01/2025,3628.23
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OCC One Time Vendor,3111839860,OCC/1448,Refunds Control A/C,9020/Not assigned,17/01/2025,3629
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,ProClean (Oxford) Ltd,2201304546,OCC/4070,Cleaning Services,LFUP-SCHOOL GENERAL,01/01/2025,3629.2
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxfordshire Crossroads,3111844304,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3630.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Countywide Caring Limited,3111830739,OCC/5693,Home Supp Invoiced,Support at Home U65 Learning Disability,06/01/2025,3633.75
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835347,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835351,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835358,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835360,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835368,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111833977,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111833989,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111833874,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111833877,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111833954,OCC/5686,Residential Home Bed,Care Homes - Over 65 Mental Health,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111833960,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834210,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834678,OCC/5686,Residential Home Bed,Care Homes - Over 65 Mental Health,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834702,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834751,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834820,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834854,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834874,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835002,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835077,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835156,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835197,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111835209,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834320,OCC/5686,Residential Home Bed,Care Homes - Over 65 Physical Sypport,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Orders of St John,3111834341,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OSJ  - Old Station House,3111835135,OCC/5686,Residential Home Bed,Care Homes - Over 65 Memory & Cognition,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OSJ  - Old Station House,3111835140,OCC/5686,Residential Home Bed,Support at Home 65+ Physical Support,10/01/2025,3633.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111832628,OCC/4320,Pupil / Client Trave,POST 16 SEN,10/01/2025,3639.02
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Foster Care Charity,3111832231,OCC/5559,Off-Contract,Independent Foster,08/01/2025,3640.02
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FITZGERALD FOSTERING & CONSULTANCY,3111839206,OCC/5559,Off-Contract,Independent Foster,15/01/2025,3645.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FITZGERALD FOSTERING & CONSULTANCY,3111839207,OCC/5559,Off-Contract,Independent Foster,15/01/2025,3645.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FITZGERALD FOSTERING & CONSULTANCY,3111839208,OCC/5559,Off-Contract,Independent Foster,15/01/2025,3645.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Professional Healthcare Services Lt,3111844454,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3648.29
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bridges Home Care Ltd,3111843064,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3648.3
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111837672,OCC/5899,Direct Payments ASC,Support at Home 65+ Physical Support,14/01/2025,3651.08
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,MacIntyre Care (Womaston),3111832922,OCC/5690,Other Supp-Community,Support at Home U65 Learning Disability,10/01/2025,3651.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Lotus Foster Care Limited,3111832184,OCC/5561,IFA s (SCF),UASC 16&17,08/01/2025,3653.66
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Redacted Data,3111838280,OCC/5899,Direct Payments ASC,Personal Health Budgets  - Over 65,14/01/2025,3654.92
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxon Transport Services Ltd,3111839413,OCC/4330,Transport to School,POST 16 SEN,16/01/2025,3659
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PURPLE ZEST LIMITED,3111837761,OCC/5899,Direct Payments ASC,Support at Home 65+ Memory & Cognition,14/01/2025,3662.2
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bolff Healthcare Services Ltd,3111830724,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,06/01/2025,3662.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bolff Healthcare Services Ltd,3111845405,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,29/01/2025,3662.8
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Agincare UK Ltd,3111845838,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,30/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Angel Care Group,3111841132,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,22/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,BE WELL CARE LTD,3111842934,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,BETTER LIFE CARE LTD,3111841980,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,27/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,BETTER LIFE CARE LTD,3111841981,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,27/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,BETTER LIFE CARE LTD,3111841991,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,27/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,BETTER LIFE CARE LTD,3111841992,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,27/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bolff Healthcare Services Ltd,3111830723,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,06/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bolff Healthcare Services Ltd,3111842940,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bolff Healthcare Services Ltd,3111842945,OCC/5699,Home Support – Home,Support at Home 65+ Memory & Cognition,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bolff Healthcare Services Ltd,3111842956,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bolff Healthcare Services Ltd,3111845404,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,29/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bridges Home Care Ltd,3111842975,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bridges Home Care Ltd,3111842977,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bridges Home Care Ltd,3111842983,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bridges Home Care Ltd,3111843005,OCC/5689,Home Support,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bridges Home Care Ltd,3111843012,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bridges Home Care Ltd,3111843018,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Bridges Home Care Ltd,3111843051,OCC/5699,Home Support – Home,Support at Home 65+ Memory & Cognition,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Outlook Ltd,3111842892,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CareUK Living Limited,3111843592,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CareUK Living Limited,3111843610,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CaringPlus Healthcare Services Ltd,3111843635,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CaringPlus Healthcare Services Ltd,3111843676,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Day and Nightcare Assistance,3111843791,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843846,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843853,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843854,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843861,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843864,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Direct Link Care Ltd,3111843895,OCC/5699,Home Support – Home,Support at Home U65 Learning Disability,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Enable Health Ltd,3111845419,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,29/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Healthcare Evolution Ltd,3111844605,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kare Plus Oxford,3111844112,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,KCARE NURSING AGENCY,3111844187,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Same Ways Care Ltd,3111844553,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,The Care Workshop Limited,3111844628,OCC/5699,Home Support – Home,Support at Home U65 Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Vine Living,3111844704,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Vine Living,3111844706,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Vine Living,3111844708,OCC/5699,Home Support – Home,Support at Home 65+ Memory & Cognition,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,We-Care-Recruitment Ltd,3111830775,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,06/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,We-Care-Recruitment Ltd,3111842029,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,27/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,We-Care-Recruitment Ltd,3111844750,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.82
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Professional Healthcare Services Lt,3111844428,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3662.83
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kwikfix Recruitment Services Ltd,3111836313,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,13/01/2025,3662.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Kwikfix Recruitment Services Ltd,3111842005,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,27/01/2025,3662.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Trinity Carers Services Ltd,3111830770,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,06/01/2025,3662.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Trinity Carers Services Ltd,3111842022,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,27/01/2025,3662.84
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,TOPKARE LIMITED,3111830762,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,06/01/2025,3662.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,TOPKARE LIMITED,3111841194,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,22/01/2025,3662.96
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Angel Care Group,3111841176,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,22/01/2025,3663.52
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Angel Care Group,3111841184,OCC/5693,Home Supp Invoiced,Support at Home 65+ Physical Support,22/01/2025,3663.52
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Acreman's Arboriculture Ltd,2201302560,OCC/5962,Internal Rech OthExp,WFMP-SCHOOL GENERAL,03/01/2025,3668.5
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Wheatley C of E Primary School,2201307283,OCC/3951,Electricity,JWAS-SCHOOL GENERAL,17/01/2025,3671.43
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Acquire Care Ltd,3111842723,OCC/5699,Home Support – Home,Support at Home 65+ Memory & Cognition,28/01/2025,3671.54
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,OXO Hire Ltd,3111836347,OCC/4330,Transport to School,SEN TRANSPORT,13/01/2025,3675
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LAWTON (BUILDING ENGINEERING SERVIC,2201311976,OCC/8103,Pymnts to sub cont.,9020/Not assigned,30/01/2025,3676
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Bus Company Ltd,2201311363,OCC/1362,Creditors GR/IR -,Park and Ride Ticket offer,29/01/2025,3676.3
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Caremark (West Oxfordshire & Cherwe,3111843501,OCC/5699,Home Support – Home,Support at Home 65+ Physical Support,28/01/2025,3677.68
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Oxford Direct Services Trading Ltd,2201310299,OCC/5526,Payments to Private,WINTER MAINTENANCE,27/01/2025,3680
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Ruth Miskin Literacy Ltd,2201311700,OCC/3103,Other Training Cours,HKNP-SCHOOL GENERAL,29/01/2025,3680
