Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,EDUCATION,OUTDOOR-AMBITION LTD,55589158,22/10/2024,27/11/2024,560,Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,OUTDOOR-AMBITION LTD,55589169,21/10/2024,27/11/2024,900,Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PARKLANE PLOWDEN CHAMBERS,55587212,21/10/2024,15/11/2024,"1,200.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,PAUL TRENHOLME,55587005,30/09/2024,06/11/2024,971.66,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,PAUL TRENHOLME,55587470,25/10/2024,12/11/2024,971.66,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,PIERREMONT PLAYGROUP,11164821,29/11/2024,29/11/2024,"2,100.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PIERREMONT PLAYGROUP,11164887,29/11/2024,29/11/2024,"9,961.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PLAY HUT DAY NURSERY & KIDS CLUB,11164882,29/11/2024,29/11/2024,"5,734.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PLAY HUT DAY NURSERY & KIDS CLUB,11164817,29/11/2024,29/11/2024,"6,390.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PLAY HUT DAY NURSERY & KIDS CLUB,11164905,29/11/2024,29/11/2024,"7,573.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,R STEIN,55587092,20/10/2024,07/11/2024,"1,944.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55587097,20/10/2024,07/11/2024,"1,520.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55587095,20/10/2024,07/11/2024,"2,218.32",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55587102,20/10/2024,12/11/2024,"1,521.52",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55587101,20/10/2024,07/11/2024,"1,258.94",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55587099,20/10/2024,07/11/2024,"1,620.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55587096,20/10/2024,08/11/2024,"1,189.44",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,RIGHT TRAX LTD,1113599,07/11/2024,08/11/2024,994,Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Children and Adults Services,EDUCATION,S & R CARS LTD,55586889,16/10/2024,05/11/2024,936,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586886,16/10/2024,05/11/2024,"2,660.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586887,16/10/2024,05/11/2024,"3,543.12",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586888,16/10/2024,05/11/2024,"3,580.36",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586884,16/10/2024,05/11/2024,"1,206.66",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586890,16/10/2024,05/11/2024,"1,274.40",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586883,16/10/2024,05/11/2024,"1,356.60",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586881,16/10/2024,05/11/2024,"1,493.40",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586882,16/10/2024,05/11/2024,"1,154.40",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586885,16/10/2024,05/11/2024,"1,395.68",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586879,16/10/2024,05/11/2024,"1,473.84",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586877,16/10/2024,05/11/2024,"1,605.50",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586880,16/10/2024,05/11/2024,"1,489.60",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586878,16/10/2024,05/11/2024,"2,031.48",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586873,16/10/2024,05/11/2024,"2,090.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586875,16/10/2024,05/11/2024,"1,900.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586876,16/10/2024,05/11/2024,"1,799.68",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586872,16/10/2024,05/11/2024,"2,435.04",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,S & R CARS LTD,55586874,16/10/2024,05/11/2024,"1,903.80",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,SADBERGE PRE SCHOOL,11164906,29/11/2024,29/11/2024,"3,691.80",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SADBERGE PRE SCHOOL,11164853,29/11/2024,29/11/2024,"5,795.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SENSEI,1113597,07/11/2024,08/11/2024,630,Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11164884,29/11/2024,29/11/2024,"3,938.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11164819,29/11/2024,29/11/2024,"4,587.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11164806,29/11/2024,29/11/2024,600,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11164908,29/11/2024,29/11/2024,"6,354.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11164608,11/11/2024,12/11/2024,"1,596.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11164609,11/11/2024,12/11/2024,840,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SHUBBLE EDUCATION LIMITED,1113610,08/11/2024,12/11/2024,"2,060.00",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,SKAPE NORTH EAST LTD,1113774,26/11/2024,27/11/2024,"1,140.00",Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11164703,20/11/2024,21/11/2024,543.9,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11164721,20/11/2024,21/11/2024,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11164722,20/11/2024,21/11/2024,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11164904,29/11/2024,29/11/2024,"4,492.30",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST TERESA'S RC PRIMARY SCHOOL,11164726,20/11/2024,21/11/2024,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,STACEY'S MAGIC MAID'S LTD,1113707,19/11/2024,20/11/2024,969,Cleaning Materials & Consumables,PREMISES,CLEANING & DOMESTIC SUPPLIES
Children and Adults Services,EDUCATION,SUPERLOGO LTD,1113623,11/11/2024,12/11/2024,945.5,General Learning Resources (Curriculum),SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,TAKE ME DARLINGTON,1113715,19/11/2024,20/11/2024,"2,127.50",Pupil Transport Costs,TRANSPORT,PUBLIC TRANSPORT
Children and Adults Services,EDUCATION,TEACHING PERSONNEL LTD,1113544,05/11/2024,05/11/2024,739.1,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,TEACHING PERSONNEL LTD,1113543,05/11/2024,05/11/2024,722.4,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,TEACHING PERSONNEL LTD,1113780,26/11/2024,27/11/2024,982.05,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,TEACHING PERSONNEL LTD,1113720,19/11/2024,20/11/2024,739.1,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,TEACHING PERSONNEL LTD,1113721,19/11/2024,20/11/2024,739.1,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,THE DURHAM UTC LTD,55586573,11/10/2024,08/11/2024,"2,000.00",External Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE DURHAM UTC LTD,55586570,11/10/2024,08/11/2024,"1,166.66",External Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE DURHAM UTC LTD,55586571,11/10/2024,08/11/2024,"4,166.66",External Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,55587215,21/10/2024,15/11/2024,"7,572.56",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11164724,20/11/2024,21/11/2024,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11164725,20/11/2024,21/11/2024,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,55588091,29/10/2024,26/11/2024,"1,488.60",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,THE OUTDOOR PRE-SCHOOL,11164720,20/11/2024,21/11/2024,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE OUTDOOR PRE-SCHOOL,11164710,20/11/2024,21/11/2024,"1,650.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE SECRET GARDEN NURSERY,11164818,29/11/2024,29/11/2024,"3,850.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE SKILLS NETWORK,55588149,30/10/2024,27/11/2024,950,Exam Fees,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,TINY TURNERS NURSERY,11164820,29/11/2024,29/11/2024,"4,350.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TINY TURNERS NURSERY,11164885,29/11/2024,29/11/2024,"1,813.80",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TOPOLI LEISURE LTD,11164873,29/11/2024,29/11/2024,"9,219.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TOPOLI LEISURE LTD,11164893,29/11/2024,29/11/2024,"7,640.80",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TOPOLI LEISURE LTD,11164808,29/11/2024,29/11/2024,"4,400.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TOPOLI LEISURE LTD,11164840,29/11/2024,29/11/2024,"1,883.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TRINITY CHAMBERS CROSS PAYMENT ACCOUNT,55587588,24/10/2024,21/11/2024,"2,850.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,TU NOVA EDUCATION LTD,1113773,26/11/2024,27/11/2024,"1,120.00",Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55585672,01/10/2024,07/11/2024,"1,831.68",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587522,26/10/2024,12/11/2024,"1,132.20",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587524,26/10/2024,12/11/2024,900,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55585649,01/10/2024,01/11/2024,968.76,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55585679,01/10/2024,01/11/2024,"1,843.20",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55585690,01/10/2024,01/11/2024,"2,494.80",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55585676,01/10/2024,01/11/2024,"1,782.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587525,26/10/2024,22/11/2024,"1,016.60",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587506,26/10/2024,13/11/2024,"4,188.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587516,26/10/2024,13/11/2024,"2,055.60",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587505,26/10/2024,12/11/2024,"1,915.20",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587513,26/10/2024,12/11/2024,"2,960.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587517,26/10/2024,12/11/2024,"2,280.76",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587507,26/10/2024,12/11/2024,"2,048.20",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587508,26/10/2024,12/11/2024,"2,158.40",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587509,26/10/2024,12/11/2024,"1,893.16",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587510,26/10/2024,12/11/2024,"4,180.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587511,26/10/2024,12/11/2024,"4,180.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587523,26/10/2024,12/11/2024,"4,180.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587519,26/10/2024,12/11/2024,"1,933.44",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587514,26/10/2024,12/11/2024,"1,603.80",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587518,26/10/2024,12/11/2024,"1,501.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587521,26/10/2024,12/11/2024,"3,960.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587512,26/10/2024,12/11/2024,"3,080.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55587515,26/10/2024,12/11/2024,"2,633.40",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55589164,31/10/2024,27/11/2024,"1,824.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55588814,01/10/2024,26/11/2024,"1,915.20",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11164912,29/11/2024,29/11/2024,"2,361.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11164822,29/11/2024,29/11/2024,"2,400.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11164859,29/11/2024,29/11/2024,"1,958.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11164888,29/11/2024,29/11/2024,"2,349.40",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11164607,11/11/2024,12/11/2024,"1,050.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11164603,11/11/2024,12/11/2024,543.9,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11164541,04/11/2024,05/11/2024,910,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,VISION FOR EDUCATION LTD,55587471,25/10/2024,22/11/2024,"1,028.50",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,Public Health,ADPH ASSOCIATION OF DIRECTORS OF PUBLIC HEALTH (UK),55586774,17/10/2024,14/11/2024,"4,400.00",Memberships,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Children and Adults Services,Public Health,BIONICAL SOLUTIONS,55587411,23/10/2024,20/11/2024,"9,225.00",Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Children and Adults Services,Public Health,COCKERTON PHARMACY (A K MEDICAL CONSULTANCY LTD),55587965,09/08/2024,22/11/2024,"12,917.64",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Public Health,COCKERTON PHARMACY (A K MEDICAL CONSULTANCY LTD),55587965,09/08/2024,22/11/2024,735.73,Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55588788,01/11/2024,29/11/2024,"8,750.00",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55588953,01/11/2024,29/11/2024,"2,416.58",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55588789,01/11/2024,29/11/2024,625,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55587354,07/10/2024,12/11/2024,"2,416.58",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55587355,03/10/2024,12/11/2024,"2,416.58",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,55588844,04/11/2024,29/11/2024,"192,985.91",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,HCRG CARE SERVICES,55587746,28/10/2024,22/11/2024,"1,126.00",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,NORTH OF ENGLAND COMMISSION SUPPORT,55586990,30/09/2024,07/11/2024,"4,572.54",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,Public Health,PRIMARY HEALTHCARE DARLINGTON LIMITED,55588954,01/11/2024,29/11/2024,"25,526.60",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,WE ARE WITH YOU,55588333,31/10/2024,28/11/2024,"99,656.58",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Economic Growth,ECONOMIC INITIATIVE,DARLINGTON RUGBY FOOTBALL CLUB LTD,55587317,22/10/2024,19/11/2024,"3,750.00",Ground Maintenance,PREMISES,GROUNDS MAINTENANCE
Economic Growth,ECONOMIC INITIATIVE,GLENKEMP LANDSCAPE ARCHITECTS,55587937,30/09/2024,15/11/2024,696.5,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth,ECONOMIC INITIATIVE,LOCAL PARTNERSHIPS,55587127,19/08/2024,12/11/2024,"4,071.57",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth,ECONOMIC INITIATIVE,LOCAL PARTNERSHIPS,55587125,24/09/2024,12/11/2024,"3,589.36",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth,ECONOMIC INITIATIVE,OBJECTIVE CORPORATION UK LIMITED,55586700,16/10/2024,13/11/2024,"4,313.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth,ECONOMIC INITIATIVE,PORTALPLANQUEST LTD,55588585,19/11/2024,21/11/2024,"1,156.00",Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth,REGULATORY SERVICES,EDF ENERGY CUSTOMERS LTD,57724179,01/10/2024,06/11/2024,"1,767.65",Electricity,PREMISES,ENERGY COSTS
Economic Growth,REGULATORY SERVICES,EDF ENERGY CUSTOMERS LTD,57724225,01/10/2024,06/11/2024,"1,600.87",Electricity,PREMISES,ENERGY COSTS
Economic Growth,REGULATORY SERVICES,ELECTRONIC SECURITY SOLUTIONS LTD,55588633,31/10/2024,28/11/2024,540.46,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,REGULATORY SERVICES,G & A SECURITY,55589243,01/11/2024,29/11/2024,"2,953.23",Security Services,SUPPLIES & SERVICES,SERVICES
Economic Growth,REGULATORY SERVICES,GRADKO,55586795,15/10/2024,12/11/2024,874.8,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,REGULATORY SERVICES,HMCTS,55588466,18/11/2024,26/11/2024,"1,000.00",Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,REGULATORY SERVICES,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,797.99,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Economic Growth,REGULATORY SERVICES,NORTHUMBRIAN WATER,55586814,14/10/2024,05/11/2024,534.8,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth,REGULATORY SERVICES,PATROL,55588395,31/10/2024,28/11/2024,756.75,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,REGULATORY SERVICES,PAY BY PHONE,55588275,30/09/2024,20/11/2024,"4,137.61",Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth,REGULATORY SERVICES,PAY BY PHONE,55587847,31/10/2024,28/11/2024,"4,422.13",Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth,REGULATORY SERVICES,REDCAR & CLEVELAND BOROUGH COUNCIL,55586771,17/10/2024,14/11/2024,"2,677.76",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
