Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,ADULT SOCIAL CARE,JACK DORMAND CARE HOME,57724787,11/11/2024,12/11/2024,"1,657.48",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,KEY HEALTHCARE LTD,57724828,11/11/2024,12/11/2024,"5,480.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,KHIRON CLINICS,57724788,11/11/2024,12/11/2024,"6,678.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,KINGSWAY CARE HOME,57724789,11/11/2024,12/11/2024,"1,994.52",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,KINGSWAY CARE HOME,57724789,11/11/2024,12/11/2024,"3,034.80",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,KISIMUL GROUP LTD,57724790,11/11/2024,12/11/2024,"11,647.32",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,LEARNING FOR LIFE,57726160,25/11/2024,26/11/2024,"3,110.64",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,LIFEWAYS COMMUNITY CARE LIMITED,57726161,25/11/2024,26/11/2024,"7,674.10",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,LINDISFARNE COURT,57726181,25/11/2024,26/11/2024,"5,212.66",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,LINDISFARNE COURT,57726181,25/11/2024,26/11/2024,"7,630.70",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,LINDISFARNE COURT,57724791,11/11/2024,12/11/2024,"31,368.48",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,LINDISFARNE COURT,57724808,11/11/2024,12/11/2024,"17,849.80",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,LINDISFARNE COURT,57724791,11/11/2024,12/11/2024,"8,260.24",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,LINDISFARNE COURT,57726181,25/11/2024,26/11/2024,"5,442.01",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,811.1,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,"1,013.87",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,"1,013.87",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,760.41,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,506.94,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAGNIT GLOBAL GRI LTD,11164543,03/11/2024,29/11/2024,"1,267.34",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726149,25/11/2024,26/11/2024,644.15,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726149,25/11/2024,26/11/2024,"11,971.32",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726178,25/11/2024,26/11/2024,"6,101.61",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726178,25/11/2024,26/11/2024,"1,640.11",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726178,25/11/2024,26/11/2024,"12,437.08",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726170,25/11/2024,26/11/2024,"5,351.40",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726162,25/11/2024,26/11/2024,"12,927.62",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726162,25/11/2024,26/11/2024,"14,760.95",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726162,25/11/2024,26/11/2024,"1,862.10",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726170,25/11/2024,26/11/2024,"10,370.55",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726170,25/11/2024,26/11/2024,"2,943.28",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11164762,26/11/2024,26/11/2024,"1,534.32",Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11164761,26/11/2024,26/11/2024,"18,110.13",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726178,25/11/2024,26/11/2024,614.42,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726178,25/11/2024,26/11/2024,"1,263.52",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726162,25/11/2024,26/11/2024,"4,722.12",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726170,25/11/2024,26/11/2024,718.48,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726170,25/11/2024,26/11/2024,"2,655.89",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726178,25/11/2024,26/11/2024,971.18,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11164757,26/11/2024,26/11/2024,"1,384.32",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11164758,26/11/2024,26/11/2024,"3,871.84",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11164759,26/11/2024,26/11/2024,"7,743.68",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,11164760,26/11/2024,26/11/2024,"3,871.84",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MAKING SPACE,57726162,25/11/2024,26/11/2024,"2,088.53",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57724774,11/11/2024,12/11/2024,"3,120.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57724774,11/11/2024,12/11/2024,"12,782.86",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57724774,11/11/2024,12/11/2024,"74,360.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57724774,11/11/2024,12/11/2024,"3,200.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MANOR CARE HOME GROUP,57724774,11/11/2024,12/11/2024,"12,640.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MARGARET BURNSIDE,57726098,25/11/2024,26/11/2024,669.41,Individual Direct Payments,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MARTIN GRAY FOOTBALL ACADEMY LTD,55588563,31/10/2024,21/11/2024,"29,205.00",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MARTIN GRAY FOOTBALL ACADEMY LTD,57726164,25/11/2024,26/11/2024,"2,300.00",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MARTIN GRAY FOOTBALL ACADEMY LTD,57726164,25/11/2024,26/11/2024,"22,530.00",Day Care - Private Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MEDeQUIP,55585107,30/09/2024,19/11/2024,"11,156.25",Occupational Therapy Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,ADULT SOCIAL CARE,MENCAP,57726163,25/11/2024,26/11/2024,609.77,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MENCAP,57726163,25/11/2024,26/11/2024,"43,532.72",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MENCAP,57726163,25/11/2024,26/11/2024,"15,411.65",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MENCAP,57726163,25/11/2024,26/11/2024,634.56,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MIDDLETON HALL NURSING HOME,57724795,11/11/2024,12/11/2024,"11,568.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MILBURY CARE SERVICE LTD,57724831,11/11/2024,12/11/2024,"12,959.76",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MILBURY CARE SERVICE LTD,57724831,11/11/2024,12/11/2024,"11,015.79",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,55588575,15/11/2024,28/11/2024,"69,109.57",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,55583619,19/09/2024,14/11/2024,"77,392.43",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,55586306,03/10/2024,14/11/2024,"123,118.13",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57724807,11/11/2024,12/11/2024,"3,677.14",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57724807,11/11/2024,12/11/2024,"9,520.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57724807,11/11/2024,12/11/2024,"33,340.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57724807,11/11/2024,12/11/2024,"1,114.29",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57724807,11/11/2024,12/11/2024,"3,120.00",Intermediate Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57724807,11/11/2024,12/11/2024,"3,200.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57724807,11/11/2024,12/11/2024,"3,120.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57724807,11/11/2024,12/11/2024,"9,887.04",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MINSTER CARE MANAGEMENT LTD T/A   RYDAL,57724807,11/11/2024,12/11/2024,"7,368.24",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55586686,14/10/2024,08/11/2024,"2,852.39",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55586696,14/10/2024,08/11/2024,"1,518.26",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,57726166,25/11/2024,26/11/2024,"58,021.15",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55587211,21/10/2024,15/11/2024,"2,855.21",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55587210,21/10/2024,15/11/2024,"1,585.50",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55587825,28/10/2024,22/11/2024,"2,848.14",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55587820,28/10/2024,22/11/2024,"1,346.78",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55588850,04/11/2024,29/11/2024,"2,790.79",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOONRISE 24HR RECRUITMENT,55588853,04/11/2024,29/11/2024,"1,316.97",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOORLANDS CARE,57726167,25/11/2024,26/11/2024,"2,607.07",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOORLANDS CARE,57726167,25/11/2024,26/11/2024,"5,667.01",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOORLANDS CARE,57724798,11/11/2024,12/11/2024,"12,480.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOORLANDS CARE,57724798,11/11/2024,12/11/2024,"1,560.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MOORLANDS CARE,57724798,11/11/2024,12/11/2024,"3,120.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,MYLIFE SUPPORTED LIVING LTD (BURBANK),57724769,11/11/2024,12/11/2024,"11,824.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NEEM TREE CARE HOME,57724799,11/11/2024,12/11/2024,"3,795.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NEW CONCEPT CARE NURSING TRAINING LIMITED,57726168,25/11/2024,26/11/2024,736.4,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTH PARK CARE CENTRE,57724800,11/11/2024,12/11/2024,"75,012.86",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTH PARK CARE CENTRE,57724891,13/11/2024,14/11/2024,"16,662.86",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTH PARK CARE CENTRE,57724800,11/11/2024,12/11/2024,"3,950.00",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTH PARK CARE CENTRE,57724800,11/11/2024,12/11/2024,"12,920.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTH PARK CARE CENTRE,57724800,11/11/2024,12/11/2024,"3,160.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTHERN LIFE CARE LTD,57726185,25/11/2024,26/11/2024,"16,558.78",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTHERN LIFE CARE LTD,57726185,25/11/2024,26/11/2024,"1,791.90",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTHERN LIFE CARE LTD,57726185,25/11/2024,26/11/2024,"13,968.20",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NORTHERN LIFE CARE LTD,57726185,25/11/2024,26/11/2024,"64,931.82",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,NUDGE EDUCATION,55587444,23/10/2024,20/11/2024,910.24,Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,OAKLODGE CARE HOME,57724801,11/11/2024,12/11/2024,"2,319.43",Respite,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,OAKLODGE CARE HOME,57724801,11/11/2024,12/11/2024,"2,952.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,OAKLODGE CARE HOME,57724801,11/11/2024,12/11/2024,"20,664.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ONE CALL CARE SOLUTIONS LTD,57726136,25/11/2024,26/11/2024,"131,196.66",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,ORBIS SUPPORT LIMITED,57726171,25/11/2024,26/11/2024,"45,252.48",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PARAMOUNT CARE EASINGTON LTD,57724779,11/11/2024,12/11/2024,"4,868.80",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,PEART ACCESS RAMPS LTD,55584776,26/09/2024,19/11/2024,656,Client Home Adaptations - Private Housing,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,ADULT SOCIAL CARE,PEART ACCESS RAMPS LTD,55584778,26/09/2024,19/11/2024,549,Client Home Adaptations - Private Housing,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,ADULT SOCIAL CARE,POPULAR CARE LTD,57724830,11/11/2024,12/11/2024,"26,520.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POPULAR CARE LTD,57724830,11/11/2024,12/11/2024,"6,240.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POPULAR CARE LTD,57724830,11/11/2024,12/11/2024,"6,240.00",Nursing - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POPULAR CARE LTD,57724830,11/11/2024,12/11/2024,"1,560.00",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE INDIVIDUAL PROACTIVE SUPPORT (PIPS),57726172,25/11/2024,26/11/2024,"4,250.48",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57726180,25/11/2024,26/11/2024,"24,961.41",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57726180,25/11/2024,26/11/2024,"6,298.09",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57726180,25/11/2024,26/11/2024,"56,255.01",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57726180,25/11/2024,26/11/2024,"1,150.80",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57726180,25/11/2024,26/11/2024,"4,439.37",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57726180,25/11/2024,26/11/2024,"5,829.85",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57726180,25/11/2024,26/11/2024,"10,806.38",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POSITIVE LIFE CHOICES LTD,57726180,25/11/2024,26/11/2024,"2,149.26",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57724796,11/11/2024,12/11/2024,"17,138.36",Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,ADULT SOCIAL CARE,POTENS,57726174,25/11/2024,26/11/2024,"2,030.82",Home Care - Private Contractor,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
