Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,EDUCATION,MARTIN GRAY FOOTBALL ACADEMY LTD,1114740,26/03/2025,27/03/2025,"4,160.00",Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,MIDDLESBROUGH COLLEGE,11166207,05/03/2025,06/03/2025,"5,068.00",Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,MIDDLETON ST GEORGE DAY NURSERY,11166633,26/03/2025,27/03/2025,"40,209.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MIDDLETON ST GEORGE DAY NURSERY,11166634,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MIDDLETON ST GEORGE DAY NURSERY,11166635,26/03/2025,27/03/2025,"12,183.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MIDDLETON ST GEORGE DAY NURSERY,11166636,26/03/2025,27/03/2025,"21,322.08",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MIDDLETON ST GEORGE DAY NURSERY,11166400,13/03/2025,14/03/2025,798,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MIDDLETON ST GEORGE DAY NURSERY,11166301,07/03/2025,11/03/2025,"5,100.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MIDDLETON ST GEORGE DAY NURSERY,11166302,07/03/2025,11/03/2025,"5,228.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MIDDLETON ST GEORGE DAY NURSERY,11166303,07/03/2025,11/03/2025,869.55,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MIDDLETON ST GEORGE DAY NURSERY,11166738,27/03/2025,28/03/2025,"1,200.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MISS ANDREA CROW,11166682,26/03/2025,27/03/2025,"6,904.04",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MISS ANDREA CROW,11166324,07/03/2025,11/03/2025,621.87,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MISS VICTORIA RADESTOCK,11166513,20/03/2025,25/03/2025,609.18,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MOUNT PLEASANT PRIMARY SCHOOL,11166781,28/03/2025,28/03/2025,"1,750.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,MOWDEN PRE-SCHOOL GROUP,11166598,26/03/2025,27/03/2025,"13,706.55",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MOWDEN PRE-SCHOOL GROUP,11166599,26/03/2025,27/03/2025,"57,486.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MOWDEN PRE-SCHOOL GROUP,11166267,07/03/2025,11/03/2025,"1,722.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MOWDEN PRE-SCHOOL GROUP,11166268,07/03/2025,11/03/2025,"5,451.61",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MRS LISA PHILP,11166338,07/03/2025,11/03/2025,"2,492.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MRS LISA PHILP,11166698,26/03/2025,27/03/2025,"4,020.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MRS LISA PHILP,11166699,26/03/2025,27/03/2025,"4,568.85",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MRS MAGDALENE C GIBBS,11166685,26/03/2025,27/03/2025,"2,010.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MRS MAGDALENE C GIBBS,11166686,26/03/2025,27/03/2025,"4,494.36",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MRS RACHEL FERRIS,11166692,26/03/2025,27/03/2025,"4,020.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MRS RACHEL FERRIS,11166693,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,MRS RACHEL FERRIS,11166694,26/03/2025,27/03/2025,"1,045.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,N GAGE LEARNING GROUP,55599774,11/02/2025,18/03/2025,"1,125.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,N GAGE LEARNING GROUP,55599775,11/02/2025,18/03/2025,750,Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,N GAGE LEARNING GROUP,1114741,26/03/2025,27/03/2025,"18,050.00",Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,NATALIE EVERITT,11166653,26/03/2025,27/03/2025,"2,010.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,NATALIE EVERITT,11166654,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,NATALIE EVERITT,11166655,26/03/2025,27/03/2025,"6,271.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,NHS ENGLAND,11166208,05/03/2025,06/03/2025,"14,966.67",Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,NOCN LTD,55599317,28/02/2025,28/03/2025,939.25,Exam Fees,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,NOCN LTD,55599317,28/02/2025,28/03/2025,557.5,Exam Fees,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,NORTH EAST AUTISM SOCIETY,11166821,31/03/2025,01/04/2025,"1,220.00",Other Funds Delegated By The LA,NON-BUDGETED,NON BUDGETED
Children and Adults Services,EDUCATION,NORTH EAST AUTISM SOCIETY,11166816,31/03/2025,01/04/2025,"1,220.00",Other Funds Delegated By The LA,NON-BUDGETED,NON BUDGETED
Children and Adults Services,EDUCATION,NORTH EAST AUTISM SOCIETY,55600310,11/03/2025,21/03/2025,"15,185.67",Independent Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,NORTH EAST AUTISM SOCIETY,55600480,12/03/2025,21/03/2025,"26,504.61",Independent Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,NORTH EAST AUTISM SOCIETY,55600002,10/03/2025,21/03/2025,"32,585.73",Independent Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,NORTH EAST AUTISM SOCIETY,55600309,11/03/2025,21/03/2025,"11,846.05",Independent Education Placements,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,NORTHWOOD PRIMARY SCHOOL,11166782,28/03/2025,28/03/2025,"10,500.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,NUDGE EDUCATION,55598883,17/02/2025,14/03/2025,"1,338.78",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,NUDGE EDUCATION,55599740,17/02/2025,21/03/2025,"1,536.03",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,NWG BUSINESS LIMITED,1114523,22/02/2025,21/03/2025,"2,206.70",Water Charges,PREMISES,WATER SERVICES
Children and Adults Services,EDUCATION,OPEN ARMS,1114744,26/03/2025,27/03/2025,878.4,Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,OUTDOOR-AMBITION LTD,1114745,26/03/2025,27/03/2025,"3,360.00",Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,OUTDOOR-AMBITION LTD,55599747,11/02/2025,21/03/2025,880,Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,OUTDOOR-AMBITION LTD,55599744,04/02/2025,18/03/2025,"2,640.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,OUTDOOR-AMBITION LTD,55600403,04/02/2025,20/03/2025,"4,620.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,OUTDOOR-AMBITION LTD,55600404,11/02/2025,20/03/2025,"1,980.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,OUTDOOR-AMBITION LTD,55599743,04/02/2025,18/03/2025,"4,400.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,OUTDOOR-AMBITION LTD,55599745,05/02/2025,18/03/2025,660,Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,OUTDOOR-AMBITION LTD,55599748,12/02/2025,18/03/2025,"3,300.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PERCY HEDLEY FOUNDATION,11166818,31/03/2025,01/04/2025,610,Other Funds Delegated By The LA,NON-BUDGETED,NON BUDGETED
Children and Adults Services,EDUCATION,PIERREMONT PLAYGROUP,11166626,26/03/2025,27/03/2025,"3,045.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PIERREMONT PLAYGROUP,11166627,26/03/2025,27/03/2025,"12,183.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PIERREMONT PLAYGROUP,11166628,26/03/2025,27/03/2025,"38,672.40",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PIERREMONT PLAYGROUP,11166293,07/03/2025,11/03/2025,"1,700.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PIERREMONT PLAYGROUP,11166295,07/03/2025,11/03/2025,"1,590.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PIERREMONT PLAYGROUP,11166296,07/03/2025,11/03/2025,"2,550.70",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PLAY HUT DAY NURSERY & KIDS CLUB,11166605,26/03/2025,27/03/2025,"32,167.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PLAY HUT DAY NURSERY & KIDS CLUB,11166606,26/03/2025,27/03/2025,"10,660.65",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PLAY HUT DAY NURSERY & KIDS CLUB,11166607,26/03/2025,27/03/2025,"27,413.10",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PLAY HUT DAY NURSERY & KIDS CLUB,11166608,26/03/2025,27/03/2025,"89,887.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PLAY HUT DAY NURSERY & KIDS CLUB,11166395,13/03/2025,14/03/2025,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,PLAY HUT DAY NURSERY & KIDS CLUB,11166275,07/03/2025,11/03/2025,"3,755.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,POLAM HALL SCHOOL,11166784,28/03/2025,28/03/2025,"14,000.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,Q'STRAINT,55599720,03/03/2025,28/03/2025,"1,932.44",Equipment Specialist Care,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,QUEEN ELIZABETH 6TH FORM COLLEGE,11166785,28/03/2025,28/03/2025,"1,800.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,QUEEN ELIZABETH 6TH FORM COLLEGE,11166210,05/03/2025,06/03/2025,"8,193.33",Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,R STEIN,55598858,20/02/2025,11/03/2025,"1,200.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55598863,20/02/2025,11/03/2025,"1,121.12",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55598859,20/02/2025,11/03/2025,"2,940.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55598855,20/02/2025,11/03/2025,"1,620.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55598856,20/02/2025,11/03/2025,"1,350.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55598857,20/02/2025,11/03/2025,"1,176.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,R STEIN,55598864,20/02/2025,12/03/2025,"1,725.36",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,RED HALL PRIMARY SCHOOL FUND,11166786,28/03/2025,28/03/2025,"15,750.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,REID STREET PRIMARY SCHOOL,11166787,28/03/2025,28/03/2025,"3,500.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,RIGHT TRAX LTD,1114596,17/03/2025,18/03/2025,923,Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,RISE CARR COLLEGE,11166788,28/03/2025,01/04/2025,"15,750.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,ROSIE BAIRSTOW,11166695,26/03/2025,27/03/2025,"2,010.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ROSIE BAIRSTOW,11166696,26/03/2025,27/03/2025,"2,438.80",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,RUSKIN MILL,11166809,31/03/2025,01/04/2025,"3,050.00",Other Funds Delegated By The LA,NON-BUDGETED,NON BUDGETED
Children and Adults Services,EDUCATION,RUTH BEATTIE,11166647,26/03/2025,27/03/2025,"20,104.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,RUTH BEATTIE,11166649,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,RUTH BEATTIE,11166650,26/03/2025,27/03/2025,"7,614.75",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,RUTH BEATTIE,11166651,26/03/2025,27/03/2025,"8,361.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,S & R CARS LTD,55597981,16/02/2025,05/03/2025,"1,097.60",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,SADBERGE PRE SCHOOL,11166609,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SADBERGE PRE SCHOOL,11166610,26/03/2025,27/03/2025,"4,568.85",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SADBERGE PRE SCHOOL,11166611,26/03/2025,27/03/2025,"38,045.28",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SADBERGE PRE SCHOOL,11166277,07/03/2025,11/03/2025,"1,650.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SADBERGE PRE SCHOOL,11166278,07/03/2025,11/03/2025,"1,528.40",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SADBERGE PRE SCHOOL,11166280,07/03/2025,11/03/2025,510.51,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SALLIE WILSON,11166678,26/03/2025,27/03/2025,"4,598.88",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SARAH TENNANT,11166705,26/03/2025,27/03/2025,"2,010.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SARAH TENNANT,11166706,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SARAH TENNANT,11166707,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SARAH TENNANT,11166708,26/03/2025,27/03/2025,"4,180.80",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SECURESHIELD LTD,55599387,28/02/2025,28/03/2025,"1,864.83",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,EDUCATION,SENSEI,1114591,17/03/2025,18/03/2025,540,Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11166615,26/03/2025,27/03/2025,"52,271.70",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11166616,26/03/2025,27/03/2025,"4,568.85",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11166617,26/03/2025,27/03/2025,"31,981.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11166619,26/03/2025,27/03/2025,"55,395.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11166384,13/03/2025,14/03/2025,750,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SERENDIPITY PRE SCHOOL,11166448,19/03/2025,20/03/2025,553.35,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SHARON ATKINSON,11166671,26/03/2025,27/03/2025,"3,045.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SHARON ATKINSON,11166672,26/03/2025,27/03/2025,"2,090.40",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SHELLEY HUNTER,11166701,26/03/2025,27/03/2025,"2,010.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SHELLEY HUNTER,11166702,26/03/2025,27/03/2025,"3,045.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SHELLEY HUNTER,11166703,26/03/2025,27/03/2025,"2,538.25",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SHELLEY HUNTER,11166704,26/03/2025,27/03/2025,"2,090.40",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SHELLEY HUNTER,11166341,07/03/2025,11/03/2025,886,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SHIRLEY TURNER,11166679,26/03/2025,27/03/2025,"4,020.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SHIRLEY TURNER,11166680,26/03/2025,27/03/2025,"3,045.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SHIRLEY TURNER,11166681,26/03/2025,27/03/2025,"3,135.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKAPE NORTH EAST LTD,1114526,06/03/2025,07/03/2025,855,Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,SKAPE NORTH EAST LTD,1114527,06/03/2025,07/03/2025,"1,710.00",Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,SKAPE NORTH EAST LTD,1114739,26/03/2025,27/03/2025,"2,280.00",Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11166379,13/03/2025,14/03/2025,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11166380,13/03/2025,14/03/2025,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11166377,13/03/2025,14/03/2025,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11166378,13/03/2025,14/03/2025,559.44,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11166600,26/03/2025,27/03/2025,"2,010.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11166601,26/03/2025,27/03/2025,"16,752.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11166602,26/03/2025,27/03/2025,"3,045.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11166603,26/03/2025,27/03/2025,"57,834.40",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11166269,07/03/2025,11/03/2025,"1,662.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11166272,07/03/2025,11/03/2025,"3,544.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,SPARK OF GENIUS (NORTH EAST LLP),11166814,31/03/2025,01/04/2025,610,Other Funds Delegated By The LA,NON-BUDGETED,NON BUDGETED
Children and Adults Services,EDUCATION,ST AIDANS CHURCH OF ENGLAND ACADEMY,11166791,28/03/2025,28/03/2025,"12,250.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,ST EDWINS PRE-SCHOOL,11166568,26/03/2025,27/03/2025,"1,005.23",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST EDWINS PRE-SCHOOL,11166569,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST EDWINS PRE-SCHOOL,11166570,26/03/2025,27/03/2025,"3,045.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST EDWINS PRE-SCHOOL,11166571,26/03/2025,27/03/2025,"25,502.88",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST EDWINS PRE-SCHOOL,11166241,07/03/2025,11/03/2025,632.4,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST EDWINS PRE-SCHOOL,11166242,07/03/2025,11/03/2025,632.4,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST EDWINS PRE-SCHOOL,11166257,07/03/2025,11/03/2025,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST EDWINS PRE-SCHOOL,11166258,07/03/2025,11/03/2025,"1,378.70",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST GEORGES CHURCH OF ENGLAND ACADEMY,11166389,13/03/2025,14/03/2025,"1,000.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
