Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,EDUCATION,ST GEORGES CHURCH OF ENGLAND ACADEMY,11166390,13/03/2025,14/03/2025,"1,000.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST JOHN'S CHURCH OF ENGLAND ACADEMY,11166391,13/03/2025,14/03/2025,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST JOHN'S CHURCH OF ENGLAND ACADEMY,11166392,13/03/2025,14/03/2025,"1,000.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,ST MARYS COCKERTON CHURCH OF ENGLAND PRIMARY SCHOOL,11166792,28/03/2025,28/03/2025,"1,750.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,ST TERESA'S RC PRIMARY SCHOOL,11166393,13/03/2025,14/03/2025,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,STACEY'S MAGIC MAID'S LTD,1114522,06/03/2025,07/03/2025,"1,020.00",Cleaning Materials & Consumables,PREMISES,CLEANING & DOMESTIC SUPPLIES
Children and Adults Services,EDUCATION,STAFF WELL BEING LTD,1114565,24/01/2025,12/03/2025,"2,000.00",Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,STEADFAST TRAINING LTD T/A STEADFAST E,55599214,28/02/2025,28/03/2025,600,Exam Fees,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,STEADFAST TRAINING LTD T/A STEADFAST E,55598301,21/02/2025,21/03/2025,600,Exam Fees,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,STEADFAST TRAINING LTD T/A STEADFAST E,55598449,19/02/2025,19/03/2025,600,Exam Fees,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,STEADFAST TRAINING LTD T/A STEADFAST E,55599101,28/02/2025,28/03/2025,600,Exam Fees,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,STEADFAST TRAINING LTD T/A STEADFAST E,55600375,06/02/2025,20/03/2025,765,Exam Fees,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,STOCKTON RIVERSIDE COLLEGE,11166211,05/03/2025,06/03/2025,"6,783.33",Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,SUNNYSIDE ACADEMY,11166793,28/03/2025,28/03/2025,"1,750.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,TAKE ME DARLINGTON,1114535,06/03/2025,07/03/2025,"1,358.80",Pupil Transport Costs,TRANSPORT,PUBLIC TRANSPORT
Children and Adults Services,EDUCATION,TAKE ME DARLINGTON,1114528,06/03/2025,07/03/2025,"1,180.00",Pupil Transport Costs,TRANSPORT,PUBLIC TRANSPORT
Children and Adults Services,EDUCATION,TEACHERS PENSIONS,55598825,25/02/2025,11/03/2025,"1,767.23",Pension Increase Pay,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,TEACHING PERSONNEL LTD,1114538,06/03/2025,07/03/2025,767.5,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,TEACHING PERSONNEL LTD,1114612,17/03/2025,18/03/2025,767.5,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,TEACHING PERSONNEL LTD,1114560,11/03/2025,11/03/2025,"1,246.46",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,TEESSIDE HIGH SCHOOL,11166819,31/03/2025,01/04/2025,610,Other Funds Delegated By The LA,NON-BUDGETED,NON BUDGETED
Children and Adults Services,EDUCATION,THE DURHAM UTC LTD,11166798,28/03/2025,28/03/2025,"3,500.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166228,06/03/2025,06/03/2025,"2,820.51",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166229,06/03/2025,06/03/2025,"2,820.51",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166230,06/03/2025,06/03/2025,"4,615.38",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166231,06/03/2025,06/03/2025,"4,615.38",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166232,06/03/2025,06/03/2025,"4,615.38",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166233,06/03/2025,06/03/2025,"5,128.21",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166234,06/03/2025,06/03/2025,"5,641.03",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166235,06/03/2025,06/03/2025,"5,897.44",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166236,06/03/2025,06/03/2025,"5,897.44",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166385,13/03/2025,14/03/2025,"1,000.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166386,13/03/2025,14/03/2025,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166387,13/03/2025,14/03/2025,"1,000.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166790,28/03/2025,28/03/2025,"5,250.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166765,28/03/2025,28/03/2025,"15,750.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166805,31/03/2025,01/04/2025,"201,300.00",Grants,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166806,31/03/2025,01/04/2025,"30,500.00",Grants,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Children and Adults Services,EDUCATION,THE ENGLISH MARTYRS SCHOOL & SIXTH FORM COLLEGE,11166794,28/03/2025,01/04/2025,"1,750.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,THE KEY SUPPORT SERVICES LTD,1114696,24/03/2025,25/03/2025,"1,429.05",Subscriptions,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
Children and Adults Services,EDUCATION,THE LEGACY LEARNING TRUST,11166762,28/03/2025,28/03/2025,"3,500.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,THE NORTHERN SCHOOL OF ART,11166209,05/03/2025,06/03/2025,"2,951.67",Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,THE OUTDOOR PRE-SCHOOL,11166394,13/03/2025,14/03/2025,"1,000.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE OUTDOOR PRE-SCHOOL,11166445,19/03/2025,20/03/2025,553.35,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE OUTDOOR PRE-SCHOOL,11166446,19/03/2025,20/03/2025,798,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE OUTDOOR PRE-SCHOOL,11166642,26/03/2025,27/03/2025,"4,020.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE OUTDOOR PRE-SCHOOL,11166643,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE OUTDOOR PRE-SCHOOL,11166644,26/03/2025,27/03/2025,"15,229.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE OUTDOOR PRE-SCHOOL,11166645,26/03/2025,27/03/2025,"58,531.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE RYDAL ACADEMY,11166396,13/03/2025,14/03/2025,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE RYDAL ACADEMY,11166397,13/03/2025,14/03/2025,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE RYDAL ACADEMY,11166796,28/03/2025,28/03/2025,"10,500.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,THE SECRET GARDEN NURSERY,11166612,26/03/2025,27/03/2025,"46,240.35",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE SECRET GARDEN NURSERY,11166613,26/03/2025,27/03/2025,"30,459.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE SECRET GARDEN NURSERY,11166614,26/03/2025,27/03/2025,"48,079.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE SECRET GARDEN NURSERY,11166281,07/03/2025,11/03/2025,"3,062.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE SECRET GARDEN NURSERY,11166282,07/03/2025,11/03/2025,"5,328.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE SECRET GARDEN NURSERY,11166283,07/03/2025,11/03/2025,"1,391.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE SECRET GARDEN NURSERY,11166284,07/03/2025,11/03/2025,"11,476.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THORNBECK COLLEGE- NORTH EAST AUTISM,11166212,05/03/2025,06/03/2025,"48,999.60",Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,THORNBECK COLLEGE- NORTH EAST AUTISM,11166820,31/03/2025,01/04/2025,610,Other Funds Delegated By The LA,NON-BUDGETED,NON BUDGETED
Children and Adults Services,EDUCATION,TINY TURNERS NURSERY,11166620,26/03/2025,27/03/2025,"36,188.10",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TINY TURNERS NURSERY,11166621,26/03/2025,27/03/2025,"16,752.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TINY TURNERS NURSERY,11166622,26/03/2025,27/03/2025,"36,582.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TINY TURNERS NURSERY,11166285,07/03/2025,11/03/2025,"1,887.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TINY TURNERS NURSERY,11166449,19/03/2025,20/03/2025,840,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TOPOLI LEISURE LTD,11166248,07/03/2025,11/03/2025,"5,571.25",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TOPOLI LEISURE LTD,11166545,26/03/2025,27/03/2025,"20,104.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TOPOLI LEISURE LTD,11166546,26/03/2025,27/03/2025,"19,798.35",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TOPOLI LEISURE LTD,11166547,26/03/2025,27/03/2025,"4,568.85",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TOPOLI LEISURE LTD,11166548,26/03/2025,27/03/2025,"47,034.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TOPOLI LEISURE LTD,11166245,07/03/2025,11/03/2025,"6,949.70",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TOPOLI LEISURE LTD,11166247,07/03/2025,11/03/2025,"1,048.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TRACEY ALLISON,11166656,26/03/2025,27/03/2025,"2,010.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TRACEY ALLISON,11166658,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TRACEY HEATON (TRA'S TOTS),11166665,26/03/2025,27/03/2025,"7,237.62",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TRACEY HEATON (TRA'S TOTS),11166666,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TRACEY HEATON (TRA'S TOTS),11166667,26/03/2025,27/03/2025,"1,522.95",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TRACEY WATERS,11166673,26/03/2025,27/03/2025,"8,041.80",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TRACEY WATERS,11166674,26/03/2025,27/03/2025,"3,045.90",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TRACEY WATERS,11166317,07/03/2025,11/03/2025,"1,266.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TURNER & PRICE LTD,1114750,18/02/2025,27/03/2025,523.72,Catering Provisions,SUPPLIES & SERVICES,CATERING
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598511,24/02/2025,11/03/2025,856.8,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598512,24/02/2025,11/03/2025,"3,300.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598515,24/02/2025,11/03/2025,900,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55599195,24/02/2025,11/03/2025,"1,411.20",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598513,24/02/2025,11/03/2025,798,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598517,24/02/2025,11/03/2025,"3,300.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598529,24/02/2025,11/03/2025,"3,080.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598533,24/02/2025,11/03/2025,"1,509.20",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598510,24/02/2025,11/03/2025,750,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598527,24/02/2025,11/03/2025,"3,300.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598528,24/02/2025,11/03/2025,"2,400.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598525,24/02/2025,11/03/2025,"2,079.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598519,24/02/2025,11/03/2025,"1,650.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598522,24/02/2025,11/03/2025,"1,800.60",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598530,24/02/2025,12/03/2025,"3,080.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598524,24/02/2025,12/03/2025,"1,336.50",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598531,24/02/2025,06/03/2025,"2,380.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55598534,24/02/2025,06/03/2025,"3,080.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55599613,24/02/2025,18/03/2025,"2,094.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11166629,26/03/2025,27/03/2025,"56,292.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11166630,26/03/2025,27/03/2025,"12,183.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11166631,26/03/2025,27/03/2025,"42,642.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11166632,26/03/2025,27/03/2025,"100,199.84",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11166299,07/03/2025,11/03/2025,"2,090.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11166300,07/03/2025,11/03/2025,"1,149.40",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,VISION FOR EDUCATION LTD,1114536,06/03/2025,07/03/2025,"1,247.15",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,VISION FOR EDUCATION LTD,55598891,21/02/2025,21/03/2025,"1,355.75",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,VISION FOR EDUCATION LTD,1114537,06/03/2025,07/03/2025,"1,427.15",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,VISION FOR EDUCATION LTD,1114610,17/03/2025,18/03/2025,"1,247.15",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,WAYTHROUGH,11166206,05/03/2025,06/03/2025,"40,588.32",Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,EDUCATION,WEST PARK ACADEMY,11166398,13/03/2025,14/03/2025,750,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,WEST PARK ACADEMY,11166799,28/03/2025,28/03/2025,"8,750.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,WHINFIELD PRIMARY SCHOOL FUND,11166801,28/03/2025,28/03/2025,"5,250.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,WITHERSLACK HALL SCHOOL LTD,55600474,01/02/2025,25/03/2025,"48,988.67",VAT ONLY Invoice,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,EDUCATION,WOODHAM ACADEMY,11166802,28/03/2025,28/03/2025,"1,750.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,WYVERN ACADEMY,11166760,28/03/2025,28/03/2025,"3,500.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,YARM SCHOOL,11166761,28/03/2025,28/03/2025,"3,500.00",External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,EDUCATION,YOUR CHAPTER LTD,11166815,31/03/2025,01/04/2025,610,Other Funds Delegated By The LA,NON-BUDGETED,NON BUDGETED
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55599712,03/03/2025,28/03/2025,"8,750.00",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55599714,03/03/2025,28/03/2025,625,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55600039,04/03/2025,01/04/2025,"53,573.67",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55600027,04/03/2025,01/04/2025,"53,573.67",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55600028,04/03/2025,01/04/2025,"53,573.67",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55600029,04/03/2025,01/04/2025,"53,573.67",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55600030,04/03/2025,01/04/2025,"53,573.67",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55600031,04/03/2025,01/04/2025,"53,573.67",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55600033,04/03/2025,01/04/2025,"53,573.67",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55600034,04/03/2025,01/04/2025,"53,573.67",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55600035,04/03/2025,01/04/2025,"53,573.67",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
