Directorate,Service,Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,EDUCATION,TEAM TEACH LTD,1114437,21/02/2025,21/02/2025,818.35,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165950,06/02/2025,07/02/2025,"16,923.08",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165943,06/02/2025,07/02/2025,"8,461.55",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165947,06/02/2025,07/02/2025,"8,051.28",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165942,06/02/2025,07/02/2025,"405,430.26",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165946,06/02/2025,07/02/2025,"124,762.92",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165948,06/02/2025,07/02/2025,"142,669.95",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165945,06/02/2025,07/02/2025,"38,076.95",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165949,06/02/2025,07/02/2025,"38,782.05",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165944,06/02/2025,07/02/2025,"25,384.59",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166140,27/02/2025,28/02/2025,"17,333.33",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11166141,27/02/2025,28/02/2025,"17,333.34",Place Funding - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165953,06/02/2025,07/02/2025,"11,282.06",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165951,06/02/2025,07/02/2025,"8,461.54",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE EDUCATION VILLAGE ACADEMY TRUST,11165952,06/02/2025,07/02/2025,"73,333.33",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE RYDAL ACADEMY,11165835,03/02/2025,04/02/2025,"2,000.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,THE RYDAL ACADEMY,11165834,03/02/2025,04/02/2025,"2,000.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,TURNER & PRICE LTD,1114249,14/01/2025,18/02/2025,583.74,Catering Provisions,SUPPLIES & SERVICES,CATERING
Children and Adults Services,EDUCATION,TURNER & PRICE LTD,1114248,07/01/2025,18/02/2025,709.45,Catering Provisions,SUPPLIES & SERVICES,CATERING
Children and Adults Services,EDUCATION,TURNER & PRICE LTD,1114408,28/01/2025,25/02/2025,532.65,Catering Provisions,SUPPLIES & SERVICES,CATERING
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596658,01/02/2025,14/02/2025,"4,180.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596659,01/02/2025,14/02/2025,"1,036.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596664,01/02/2025,14/02/2025,814.08,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596674,01/02/2025,14/02/2025,"4,400.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596673,01/02/2025,14/02/2025,"2,633.40",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596671,01/02/2025,14/02/2025,"4,400.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596686,01/02/2025,14/02/2025,"2,016.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596657,01/02/2025,18/02/2025,"1,224.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596656,01/02/2025,18/02/2025,925,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596655,01/02/2025,18/02/2025,"1,196.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596669,01/02/2025,18/02/2025,"2,160.72",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596654,01/02/2025,18/02/2025,"2,156.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596688,01/02/2025,14/02/2025,"4,290.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596687,01/02/2025,14/02/2025,"1,096.04",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596684,01/02/2025,14/02/2025,"3,400.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596683,01/02/2025,14/02/2025,"3,200.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596685,01/02/2025,14/02/2025,"4,400.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596663,01/02/2025,13/02/2025,"2,722.20",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596660,01/02/2025,13/02/2025,"1,200.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596661,01/02/2025,13/02/2025,"2,200.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596662,01/02/2025,13/02/2025,"4,180.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UNITED TAXIS LTD,55596666,01/02/2025,13/02/2025,"1,692.90",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11166013,13/02/2025,13/02/2025,"1,050.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,UPPERTHORPE NURSERY LTD,11166147,27/02/2025,28/02/2025,600,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,VISION FOR EDUCATION LTD,1114441,21/02/2025,21/02/2025,"1,110.00",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,VISION FOR EDUCATION LTD,55595841,24/01/2025,21/02/2025,888.25,Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
Children and Adults Services,EDUCATION,VISION FOR EDUCATION LTD,1114310,17/02/2025,18/02/2025,"1,110.00",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
Children and Adults Services,EDUCATION,WAVE - ANGLIAN WATER BUSINESS NATIONAL LTD,1114327,18/02/2025,18/02/2025,"4,356.65",Water Charges,PREMISES,WATER SERVICES
Children and Adults Services,EDUCATION,WONDE LTD,1114218,06/02/2025,06/02/2025,540,Schools Meals Pupils,INCOME,CUSTOMER & CLIENT RECEIPTS
Children and Adults Services,EDUCATION,WORLD ALTERNATIVE EDUCATION LTD,1114366,19/02/2025,20/02/2025,"2,280.00",Visits,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Public Health,CHELSEA & WESTMINSTER HOSPITAL NHS,55597219,27/11/2024,25/02/2025,517.57,Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55597012,03/02/2025,28/02/2025,"2,416.58",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55597011,03/02/2025,28/02/2025,625,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,Public Health,COUNTY DURHAM & DARLINGTON NHS FOUNDATIO,55597013,03/02/2025,19/02/2025,"8,750.00",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,DARLINGTON CITIZEN ADVICE BUREAU,55595377,20/01/2025,14/02/2025,600,Hospitality & Room Hire,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Public Health,DURHAM COUNTY COUNCIL,55593700,23/12/2024,20/02/2025,"5,722.40",Marketing & Advertising,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Public Health,DURHAM COUNTY COUNCIL,55597211,19/12/2024,25/02/2025,"1,320.55",Other Local Authorities,THIRD PARTY PAYMENTS,OTHER LOCAL AUTHORITIES
Children and Adults Services,Public Health,HCRG CARE SERVICES,55597058,22/01/2025,20/02/2025,712,Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,HCRG CARE SERVICES,55597061,16/12/2024,20/02/2025,"1,107.00",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,LYRECO UK LTD,55594197,31/12/2024,04/02/2025,641.58,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Children and Adults Services,Public Health,MEDICAL EGUIDES LTD,55596176,30/09/2024,12/02/2025,"8,000.00",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,PRIMARY HEALTHCARE DARLINGTON LIMITED,55594185,02/01/2025,04/02/2025,"22,833.33",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,PRIMARY HEALTHCARE DARLINGTON LIMITED,55597227,30/01/2025,25/02/2025,"3,464.00",Hospitality & Room Hire,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Public Health,PRIMARY HEALTHCARE DARLINGTON LIMITED,55596270,30/01/2025,27/02/2025,"12,763.30",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,SOUTH TYNESIDE NHS FOUNDATION TRUST,55597535,26/07/2024,25/02/2025,500,Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Children and Adults Services,Public Health,WE ARE WITH YOU,55596395,31/01/2025,28/02/2025,"99,656.58",Other Health Bodies,THIRD PARTY PAYMENTS,HEALTH AUTHORITIES
Economic Growth,ECONOMIC INITIATIVE,CACI LIMITED,55595384,20/01/2025,14/02/2025,"3,750.00",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth,ECONOMIC INITIATIVE,ENGLAND & LYLE CHARTERED TOWN PLANNERS,55596646,31/01/2025,28/02/2025,"1,622.50",Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth,ECONOMIC INITIATIVE,GLENKEMP LANDSCAPE ARCHITECTS,55596263,30/01/2025,27/02/2025,"6,100.00",Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth,ECONOMIC INITIATIVE,PORTALPLANQUEST LTD,55595901,04/02/2025,06/02/2025,578,Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth,ECONOMIC INITIATIVE,PORTALPLANQUEST LTD,55595907,28/01/2025,06/02/2025,578,Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth,ECONOMIC INITIATIVE,PORTALPLANQUEST LTD,55595910,28/01/2025,06/02/2025,578,Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth,ECONOMIC INITIATIVE,PORTALPLANQUEST LTD,55596058,06/02/2025,07/02/2025,578,Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth,ECONOMIC INITIATIVE,PORTALPLANQUEST LTD,55596357,05/02/2025,11/02/2025,887,Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth,ECONOMIC INITIATIVE,PORTALPLANQUEST LTD,55596857,14/02/2025,18/02/2025,578,Planning Fees (Outside Scope),INCOME,CUSTOMER & CLIENT RECEIPTS
Economic Growth,REGULATORY SERVICES,CSL DUALCOM LIMITED,55597520,01/02/2025,28/02/2025,903,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,REGULATORY SERVICES,EDF ENERGY CUSTOMERS LTD,57733854,31/12/2024,05/02/2025,"2,717.13",Electricity,PREMISES,ENERGY COSTS
Economic Growth,REGULATORY SERVICES,EDF ENERGY CUSTOMERS LTD,57733827,02/01/2025,05/02/2025,"1,655.22",Electricity,PREMISES,ENERGY COSTS
Economic Growth,REGULATORY SERVICES,G & A SECURITY,55596794,01/02/2025,28/02/2025,"3,254.58",Security Services,SUPPLIES & SERVICES,SERVICES
Economic Growth,REGULATORY SERVICES,PATROL,55596082,27/01/2025,21/02/2025,717.25,Other Supplies & Services,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,REGULATORY SERVICES,PAY BY PHONE,55596735,31/01/2025,28/02/2025,"4,085.09",Ict Software Support & Maintenance,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING
Economic Growth,REGULATORY SERVICES,STRAY CARE SERVICES,55596715,31/01/2025,28/02/2025,"2,533.34",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55595954,28/01/2025,25/02/2025,920.4,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55596639,31/01/2025,28/02/2025,656.24,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55595640,27/01/2025,21/02/2025,613.6,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55595408,20/01/2025,14/02/2025,920.4,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55596023,30/12/2024,18/02/2025,656.24,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,AGGREGATE INDUSTRIES UK LTD,55595263,21/01/2025,18/02/2025,720.98,Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,BLOOM PROCUREMENT SERVICES LTD,55595881,03/02/2025,11/02/2025,"4,110.61",Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Employee Costs
Economic Growth,Transport and Capital Projects,BREEDON TRADING LIMITED,55595770,18/11/2024,11/02/2025,"4,012.75",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,BREEDON TRADING LIMITED,55595773,18/11/2024,11/02/2025,"4,630.29",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,BREEDON TRADING LIMITED,55596296,06/10/2024,11/02/2025,"2,782.84",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,BREEDON TRADING LIMITED,55596753,24/11/2024,18/02/2025,"2,200.38",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,BREEDON TRADING LIMITED,55595934,24/11/2024,13/02/2025,"5,909.58",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,BREEDON TRADING LIMITED,55595933,24/11/2024,13/02/2025,"5,776.14",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,BREEDON TRADING LIMITED,55595706,28/01/2025,07/02/2025,"1,114.93",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,BREEDON TRADING LIMITED,55592493,15/12/2024,28/02/2025,"6,695.11",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,BREEDON TRADING LIMITED,55592494,15/12/2024,28/02/2025,"4,439.37",Materials,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,CHARLES WAGGOTT HAULAGE,55598162,31/01/2025,28/02/2025,"3,232.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,CHARLES WAGGOTT HAULAGE,55598163,31/01/2025,28/02/2025,"2,880.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,CLEE HILL PLANT LTD,55596167,31/01/2025,28/02/2025,877.6,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth,Transport and Capital Projects,CLEE HILL PLANT LTD,55596137,31/01/2025,28/02/2025,770,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth,Transport and Capital Projects,CLEE HILL PLANT LTD,55596160,31/01/2025,28/02/2025,528,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth,Transport and Capital Projects,CLEE HILL PLANT LTD,55596134,31/01/2025,28/02/2025,562.5,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth,Transport and Capital Projects,CLEE HILL PLANT LTD,55596183,31/01/2025,28/02/2025,676,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth,Transport and Capital Projects,CLEE HILL PLANT LTD,55596165,31/01/2025,28/02/2025,530,Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth,Transport and Capital Projects,DTA CONSULTING ENGINEERS LLP,55595394,20/01/2025,14/02/2025,700,Consultancy Fees,SUPPLIES & SERVICES,SERVICES
Economic Growth,Transport and Capital Projects,EDF ENERGY CUSTOMERS LTD,57733774,06/01/2025,05/02/2025,613.61,Electricity,PREMISES,ENERGY COSTS
Economic Growth,Transport and Capital Projects,EDF ENERGY CUSTOMERS LTD,57733642,16/01/2025,05/02/2025,"76,610.09",Electricity,PREMISES,ENERGY COSTS
Economic Growth,Transport and Capital Projects,EDF ENERGY CUSTOMERS LTD,57733773,07/01/2025,05/02/2025,"78,277.81",Electricity,PREMISES,ENERGY COSTS
Economic Growth,Transport and Capital Projects,EDF ENERGY CUSTOMERS LTD,57733829,02/01/2025,05/02/2025,"5,960.45",Electricity,PREMISES,ENERGY COSTS
Economic Growth,Transport and Capital Projects,EDF ENERGY CUSTOMERS LTD,55596351,24/06/2024,11/02/2025,543.36,Electricity,PREMISES,ENERGY COSTS
Economic Growth,Transport and Capital Projects,EDF ENERGY CUSTOMERS LTD,57733634,16/01/2025,05/02/2025,598,Electricity,PREMISES,ENERGY COSTS
Economic Growth,Transport and Capital Projects,EDF ENERGY CUSTOMERS LTD,57733933,31/12/2024,05/02/2025,958.28,Electricity,PREMISES,ENERGY COSTS
Economic Growth,Transport and Capital Projects,EDF ENERGY CUSTOMERS LTD,57733870,31/12/2024,05/02/2025,870.72,Electricity,PREMISES,ENERGY COSTS
Economic Growth,Transport and Capital Projects,EDF ENERGY CUSTOMERS LTD,57733890,31/12/2024,05/02/2025,630.37,Electricity,PREMISES,ENERGY COSTS
Economic Growth,Transport and Capital Projects,EDF ENERGY CUSTOMERS LTD,57733955,31/12/2024,05/02/2025,540.13,Electricity,PREMISES,ENERGY COSTS
Economic Growth,Transport and Capital Projects,EDF ENERGY CUSTOMERS LTD,57733967,31/12/2024,05/02/2025,563.88,Electricity,PREMISES,ENERGY COSTS
Economic Growth,Transport and Capital Projects,ELLIOTT BAXTER & CO LIMITED,55597034,03/02/2025,28/02/2025,612.75,Stationery,SUPPLIES & SERVICES,"PRINTING, STATIONERY & GEN OFF EXPENSES"
Economic Growth,Transport and Capital Projects,ENTERPRISE RENT-A-CAR,55596391,31/01/2025,28/02/2025,715.79,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth,Transport and Capital Projects,ENTERPRISE RENT-A-CAR,55596392,31/01/2025,28/02/2025,682,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Economic Growth,Transport and Capital Projects,ESS SAFEFORCE,55596773,12/12/2024,18/02/2025,570,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Economic Growth,Transport and Capital Projects,GEOPLACE LLP,55596124,30/01/2025,27/02/2025,750,Statutory Testing,PREMISES,"REPAIRS, ALT, MAINT OF BLDGS"
Economic Growth,Transport and Capital Projects,GROUNDFORCE VP PLC,55596191,31/01/2025,28/02/2025,"1,467.20",Plant Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
Economic Growth,Transport and Capital Projects,INSTITUTE OF PUBLIC RIGHTS OF WAY,55595220,21/01/2025,18/02/2025,548,Employee Training Course Costs,EMPLOYEES,Indirect Employee Costs
Economic Growth,Transport and Capital Projects,LANE RENTAL SERVICES LTD,55595383,20/01/2025,14/02/2025,"55,433.44",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,LAPWING UK LTD,55596001,28/01/2025,25/02/2025,831.25,Equipment,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55595840,24/01/2025,21/02/2025,"1,872.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55596815,31/01/2025,21/02/2025,"3,744.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55596208,24/01/2025,21/02/2025,"2,808.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55596615,31/01/2025,28/02/2025,"4,344.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55596618,31/01/2025,28/02/2025,"4,720.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55596619,31/01/2025,28/02/2025,"2,240.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55596620,31/01/2025,28/02/2025,"3,744.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55596617,31/01/2025,28/02/2025,"3,120.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55596816,31/01/2025,28/02/2025,"2,808.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55597807,24/01/2025,28/02/2025,"2,240.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55595561,24/01/2025,21/02/2025,"1,560.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55595563,24/01/2025,21/02/2025,"1,872.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55595565,24/01/2025,21/02/2025,"1,669.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55595807,18/01/2024,07/02/2025,"2,240.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55595805,18/01/2024,07/02/2025,"1,952.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55595808,18/01/2024,07/02/2025,"1,669.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55595809,18/01/2024,07/02/2025,"1,000.00",Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Economic Growth,Transport and Capital Projects,M H LAVERICK & PARTNERS,55595806,18/01/2024,07/02/2025,746,Direct Charges - Contractors,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
