Supplier,Transaction Number,Transaction Date,Payment Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
LITTLE LINGFIELDS LTD,11165370,23/12/2024,24/12/2024,"73,042.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
LITTLE LINGFIELDS LTD,11165426,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
LITTLE LINGFIELDS LTD,11165306,23/12/2024,24/12/2024,"50,160.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
LITTLER CHILDRENS CHILDMINDING,11165470,23/12/2024,24/12/2024,"2,200.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
LITTLER CHILDRENS CHILDMINDING,11165326,23/12/2024,24/12/2024,836,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
LOWSON STREET PRE-SCHOOL,11165427,23/12/2024,24/12/2024,"11,286.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
LOWSON STREET PRE-SCHOOL,11165371,23/12/2024,24/12/2024,"21,970.63",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
LOWSON STREET PRE-SCHOOL,11165307,23/12/2024,24/12/2024,"12,540.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MAIDENDALE NURSERY,11165308,23/12/2024,24/12/2024,"22,572.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MAIDENDALE NURSERY,11165372,23/12/2024,24/12/2024,"48,694.80",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MAIDENDALE NURSERY,11165455,23/12/2024,24/12/2024,"21,450.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MAIDENDALE NURSERY,11165428,23/12/2024,24/12/2024,"20,064.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MARTIN GRAY FOOTBALL ACADEMY LTD,55591076,15/11/2024,17/12/2024,600,Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MARTIN GRAY FOOTBALL ACADEMY LTD,55591077,15/11/2024,17/12/2024,"1,050.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MARTIN GRAY FOOTBALL ACADEMY LTD,1113907,12/12/2024,13/12/2024,"2,140.00",Visits,SUPPLIES & SERVICES,EXPENSES
MARTIN GRAY FOOTBALL ACADEMY LTD,1113859,05/12/2024,06/12/2024,"2,140.00",Visits,SUPPLIES & SERVICES,EXPENSES
MARTIN GRAY FOOTBALL ACADEMY LTD,1113862,05/12/2024,06/12/2024,"1,520.00",Visits,SUPPLIES & SERVICES,EXPENSES
MARTIN GRAY FOOTBALL ACADEMY LTD,1113860,05/12/2024,06/12/2024,"2,600.00",Visits,SUPPLIES & SERVICES,EXPENSES
MEDIATE LEGAL,55590910,27/11/2024,24/12/2024,"1,016.12",Mediation,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
MIDDLETON ST GEORGE DAY NURSERY,11165383,23/12/2024,24/12/2024,"8,173.77",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MIDDLETON ST GEORGE DAY NURSERY,11165503,23/12/2024,24/12/2024,"16,500.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MIDDLETON ST GEORGE DAY NURSERY,11165319,23/12/2024,24/12/2024,"16,302.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MINNOW TECHNOLOGY LTD T/A MOKI,1113893,11/11/2024,12/12/2024,760,PE & Sports SLA,Non Resource Allocation,CENTRAL SUPPORT SERVICES
MISS ANDREA CROW,11165339,23/12/2024,24/12/2024,"3,762.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MISS ANDREA CROW,11165482,23/12/2024,24/12/2024,"1,650.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MISS VICTORIA RADESTOCK,11165485,23/12/2024,24/12/2024,550,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MISS VICTORIA RADESTOCK,11165402,23/12/2024,24/12/2024,579.69,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MISS VICTORIA RADESTOCK,11165342,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MISS VICTORIA RADESTOCK,11165138,11/12/2024,12/12/2024,"2,150.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MOUNT PLEASANT PRIMARY SCHOOL,11165211,18/12/2024,19/12/2024,612.5,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MOUNT PLEASANT PRIMARY SCHOOL,11165212,18/12/2024,19/12/2024,708.5,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MOWDEN PRE-SCHOOL GROUP,11165309,23/12/2024,24/12/2024,"11,286.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MOWDEN PRE-SCHOOL GROUP,11165373,23/12/2024,24/12/2024,"43,477.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MRS LISA PHILP,11165350,23/12/2024,24/12/2024,"2,508.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MRS LISA PHILP,11165494,23/12/2024,24/12/2024,"4,950.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MRS MAGDALENE C GIBBS,11165400,23/12/2024,24/12/2024,"3,739.07",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MRS MAGDALENE C GIBBS,11165483,23/12/2024,24/12/2024,"1,650.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MRS RACHEL FERRIS,11165489,23/12/2024,24/12/2024,"3,300.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MRS RACHEL FERRIS,11165406,23/12/2024,24/12/2024,869.55,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
MRS RACHEL FERRIS,11165346,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
NATALIE EVERITT,11165323,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
NATALIE EVERITT,11165388,23/12/2024,24/12/2024,"5,217.30",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
NATALIE EVERITT,11165465,23/12/2024,24/12/2024,"1,650.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
NOCN LTD,55591232,29/11/2024,24/12/2024,597.75,Exam Fees,SUPPLIES & SERVICES,SERVICES
NORTHWOOD PRIMARY SCHOOL,11165213,18/12/2024,19/12/2024,"4,637.70",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
NUDGE EDUCATION,55590327,20/11/2024,20/12/2024,"2,518.08",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
NWG BUSINESS LIMITED,1113805,02/11/2024,03/12/2024,"2,127.38",Water Charges,PREMISES,WATER SERVICES
OLIVER MCKNIGHT,55591729,18/12/2024,24/12/2024,519.38,Pupil Transport Costs,TRANSPORT,PUBLIC TRANSPORT
OPEN ARMS,1113906,12/12/2024,13/12/2024,878.4,Visits,SUPPLIES & SERVICES,EXPENSES
OUTDOOR-AMBITION LTD,1113904,12/12/2024,13/12/2024,"2,730.00",Visits,SUPPLIES & SERVICES,EXPENSES
OUTDOOR-AMBITION LTD,55590367,31/10/2024,20/12/2024,"1,760.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
OUTDOOR-AMBITION LTD,55591073,15/11/2024,17/12/2024,"2,640.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
OUTDOOR-AMBITION LTD,55591074,15/11/2024,17/12/2024,"1,100.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
OUTDOOR-AMBITION LTD,55591075,15/11/2024,17/12/2024,"2,420.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
PAUL TRENHOLME,55589952,30/11/2024,06/12/2024,"1,022.28",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
PIERREMONT PLAYGROUP,11165436,23/12/2024,24/12/2024,"5,016.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
PIERREMONT PLAYGROUP,11165381,23/12/2024,24/12/2024,"24,347.40",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
PIERREMONT PLAYGROUP,11165317,23/12/2024,24/12/2024,"10,032.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
PLAY HUT DAY NURSERY & KIDS CLUB,11165311,23/12/2024,24/12/2024,"27,588.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
PLAY HUT DAY NURSERY & KIDS CLUB,11165375,23/12/2024,24/12/2024,"62,607.60",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
PLAY HUT DAY NURSERY & KIDS CLUB,11165430,23/12/2024,24/12/2024,"18,810.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
PLAY HUT DAY NURSERY & KIDS CLUB,11165457,23/12/2024,24/12/2024,"26,400.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
R STEIN,55590321,20/11/2024,10/12/2024,"1,800.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
R STEIN,55590322,20/11/2024,10/12/2024,"2,052.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
R STEIN,55590324,20/11/2024,10/12/2024,"1,520.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
R STEIN,55590323,20/11/2024,10/12/2024,"2,341.56",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
R STEIN,55590325,20/11/2024,10/12/2024,"1,325.20",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
R STEIN,55590326,20/11/2024,10/12/2024,"1,521.52",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
R STEIN,55590320,20/11/2024,10/12/2024,"1,428.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
ROSIE BAIRSTOW,11165493,23/12/2024,24/12/2024,"1,650.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ROSIE BAIRSTOW,11165410,23/12/2024,24/12/2024,"1,884.03",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
RUTH BEATTIE,11165386,23/12/2024,24/12/2024,"8,695.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
RUTH BEATTIE,11165464,23/12/2024,24/12/2024,"14,850.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
RUTH BEATTIE,11165321,23/12/2024,24/12/2024,"6,270.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
RUTH MISKIN TRAINING LTD,1113995,18/12/2024,19/12/2024,"1,320.00",Subscriptions,SUPPLIES & SERVICES,GRANTS & SUBSCRIPTIONS
S & R CARS LTD,55589996,16/11/2024,10/12/2024,"2,660.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55589997,16/11/2024,10/12/2024,"2,563.20",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55589999,16/11/2024,10/12/2024,"2,090.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590020,16/11/2024,10/12/2024,"3,729.60",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590023,16/11/2024,10/12/2024,"2,826.60",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590012,16/11/2024,10/12/2024,"1,572.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590016,16/11/2024,10/12/2024,"1,419.60",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590013,16/11/2024,10/12/2024,"1,231.36",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590015,16/11/2024,10/12/2024,"1,268.80",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590019,16/11/2024,10/12/2024,988,Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590014,16/11/2024,10/12/2024,"1,356.60",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590018,16/11/2024,10/12/2024,"1,345.20",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590009,16/11/2024,10/12/2024,"2,031.48",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590007,16/11/2024,10/12/2024,"1,605.50",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590011,16/11/2024,10/12/2024,"1,489.60",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590001,16/11/2024,10/12/2024,"1,900.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590003,16/11/2024,10/12/2024,"1,894.40",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590010,16/11/2024,10/12/2024,"1,555.72",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
S & R CARS LTD,55590000,16/11/2024,10/12/2024,"2,004.00",Contract Hire,TRANSPORT,CONTRACT HIRE & OPERATING LEASES
SADBERGE PRE SCHOOL,11165431,23/12/2024,24/12/2024,"2,508.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SADBERGE PRE SCHOOL,11165376,23/12/2024,24/12/2024,"24,347.40",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SADBERGE PRE SCHOOL,11165312,23/12/2024,24/12/2024,"5,016.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SALLIE WILSON,11165337,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SALLIE WILSON,11165398,23/12/2024,24/12/2024,"2,434.74",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SARAH TENNANT,11165442,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SARAH TENNANT,11165413,23/12/2024,24/12/2024,"3,478.20",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SARAH TENNANT,11165496,23/12/2024,24/12/2024,"3,300.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SERENDIPITY PRE SCHOOL,11165432,23/12/2024,24/12/2024,"3,762.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SERENDIPITY PRE SCHOOL,11165459,23/12/2024,24/12/2024,"37,950.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SERENDIPITY PRE SCHOOL,11165378,23/12/2024,24/12/2024,"48,694.80",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SERENDIPITY PRE SCHOOL,11165314,23/12/2024,24/12/2024,"25,080.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SHAPE ADAPTATIONS LTD,55588739,01/11/2024,04/12/2024,"18,972.00",Equipment Specialist Care,SUPPLIES & SERVICES,"EQUIPMENT, FURNITURE & MATERIALS"
SHARON ATKINSON,11165331,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SHARON ATKINSON,11165396,23/12/2024,24/12/2024,"1,739.10",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SHARON ATKINSON,11165440,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SHELLEY HUNTER,11165441,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SHELLEY HUNTER,11165412,23/12/2024,24/12/2024,"1,739.10",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SHELLEY HUNTER,11165351,23/12/2024,24/12/2024,"2,926.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SHELLEY HUNTER,11165495,23/12/2024,24/12/2024,"2,750.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SHIRLEY TURNER,11165338,23/12/2024,24/12/2024,"5,016.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SHIRLEY TURNER,11165481,23/12/2024,24/12/2024,"3,300.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SHUBBLE EDUCATION LIMITED,1113829,03/12/2024,24/12/2024,"3,890.00",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
SHUBBLE EDUCATION LIMITED,1114025,20/12/2024,24/12/2024,"2,060.00",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11165429,23/12/2024,24/12/2024,"17,556.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11165456,23/12/2024,24/12/2024,"1,650.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11165374,23/12/2024,24/12/2024,"45,506.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SKERNE PARK COMM ENTERPRISE ASSOC  LTD,11165310,23/12/2024,24/12/2024,"2,508.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
SOUTH & CITY COLLEGE BIRMINGHAM,55589838,31/07/2024,05/12/2024,"2,710.00",Alternative Education Provision,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ST BEDES RC PRIMARY SCHOOL,11165216,18/12/2024,19/12/2024,"1,861.50",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ST EDWINS PRE-SCHOOL,11165301,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ST EDWINS PRE-SCHOOL,11165364,23/12/2024,24/12/2024,"16,521.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ST EDWINS PRE-SCHOOL,11165450,23/12/2024,24/12/2024,"1,650.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ST EDWINS PRE-SCHOOL,11165422,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ST GEORGES CHURCH OF ENGLAND ACADEMY,11165507,23/12/2024,24/12/2024,"1,000.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ST GEORGES CHURCH OF ENGLAND ACADEMY,11165225,18/12/2024,19/12/2024,830.14,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ST JOHN'S CHURCH OF ENGLAND ACADEMY,11165226,18/12/2024,19/12/2024,571.2,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ST JOHN'S CHURCH OF ENGLAND ACADEMY,11165228,18/12/2024,19/12/2024,720.8,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ST JOHN'S CHURCH OF ENGLAND ACADEMY,11165508,23/12/2024,24/12/2024,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
ST JOHN'S CHURCH OF ENGLAND ACADEMY,11165509,23/12/2024,24/12/2024,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
STACEY'S MAGIC MAID'S LTD,1113988,18/12/2024,19/12/2024,"1,105.00",Visits,SUPPLIES & SERVICES,EXPENSES
STACEY'S MAGIC MAID'S LTD,1113853,05/12/2024,06/12/2024,"1,122.00",Cleaning Materials & Consumables,PREMISES,CLEANING & DOMESTIC SUPPLIES
STEADFAST TRAINING LTD T/A STEADFAST E,55589510,11/11/2024,06/12/2024,585,Exam Fees,SUPPLIES & SERVICES,SERVICES
TAKE ME DARLINGTON,1113868,05/12/2024,06/12/2024,"1,604.50",Pupil Transport Costs,TRANSPORT,PUBLIC TRANSPORT
TEACHERS PENSIONS,55590931,13/12/2024,02/01/2025,"2,120.67",Pension Increase Pay,EMPLOYEES,Indirect Employee Costs
TEACHING PERSONNEL LTD,1113872,05/12/2024,06/12/2024,"1,953.85",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
TEACHING PERSONNEL LTD,1113873,05/12/2024,06/12/2024,"1,563.08",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
TEACHING PERSONNEL LTD,1113990,18/12/2024,19/12/2024,"1,982.25",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
TEACHING PERSONNEL LTD,1113871,05/12/2024,06/12/2024,739.1,Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
TEACHING PERSONNEL LTD,1113999,18/12/2024,19/12/2024,"1,982.25",Agency Staff Costs - Teachers,EMPLOYEES,Indirect Employee Costs
TEES VALLEY COMBINED AUTHORITY,55589771,11/11/2024,05/12/2024,"1,935.79",Exam Fees,SUPPLIES & SERVICES,SERVICES
THE EDUCATION VILLAGE ACADEMY TRUST,11165178,17/12/2024,17/12/2024,"7,692.32",Top Ups - Education,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE EDUCATION VILLAGE ACADEMY TRUST,55591332,29/11/2024,24/12/2024,"2,417.41",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
THE EDUCATION VILLAGE ACADEMY TRUST,55591298,29/11/2024,24/12/2024,"2,193.84",Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
THE EDUCATION VILLAGE ACADEMY TRUST,11165512,23/12/2024,24/12/2024,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE EDUCATION VILLAGE ACADEMY TRUST,11165224,18/12/2024,19/12/2024,817,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE OUTDOOR PRE-SCHOOL,11165320,23/12/2024,24/12/2024,"12,540.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE OUTDOOR PRE-SCHOOL,11165463,23/12/2024,24/12/2024,"1,650.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE OUTDOOR PRE-SCHOOL,11165438,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE OUTDOOR PRE-SCHOOL,11165384,23/12/2024,24/12/2024,"53,912.10",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE RYDAL ACADEMY,11165510,23/12/2024,24/12/2024,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE RYDAL ACADEMY,11165511,23/12/2024,24/12/2024,500,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE RYDAL ACADEMY,11165229,18/12/2024,19/12/2024,"30,466.80",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE RYDAL ACADEMY,11165231,18/12/2024,19/12/2024,550,Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE SECRET GARDEN NURSERY,11165313,23/12/2024,24/12/2024,"21,318.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE SECRET GARDEN NURSERY,11165377,23/12/2024,24/12/2024,"30,434.25",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
THE SECRET GARDEN NURSERY,11165458,23/12/2024,24/12/2024,"33,000.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
TINY TURNERS NURSERY,11165460,23/12/2024,24/12/2024,"29,700.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
TINY TURNERS NURSERY,11165379,23/12/2024,24/12/2024,"28,695.15",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
TINY TURNERS NURSERY,11165434,23/12/2024,24/12/2024,"1,254.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
TINY TURNERS NURSERY,11165315,23/12/2024,24/12/2024,"8,778.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
TOPOLI LEISURE LTD,11165416,23/12/2024,24/12/2024,"16,302.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
TOPOLI LEISURE LTD,11165358,23/12/2024,24/12/2024,"33,912.45",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
TOPOLI LEISURE LTD,11165444,23/12/2024,24/12/2024,"8,250.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
TOPOLI LEISURE LTD,11165295,23/12/2024,24/12/2024,"8,778.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
TOTAL SPORT NORTH EAST,1113921,13/11/2024,17/12/2024,"2,963.04",PE & Sports SLA,Non Resource Allocation,CENTRAL SUPPORT SERVICES
TRACEY ALLISON,11165466,23/12/2024,24/12/2024,"4,950.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
TRACEY ALLISON,11165325,23/12/2024,24/12/2024,"2,508.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
TRACEY HEATON (TRA'S TOTS),11165474,23/12/2024,24/12/2024,"3,300.00",Nursery Funding,TRANSFER PAYMENTS,SCHOOL CHILDREN & STUDENTS
