Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name,BVACOP Group 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,MRS HELEN ROBINSON,51449,26/02/2025,10655057,666.67,280000,Legal Services,Not Classified,Not Classified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",30067,CHILDRENS IN-HOUSE CASES - EXTERNAL COSTS,21/10/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M & D TRAVEL,33186,25/02/2025,10655058,1816.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20164,VISITOR INFO CENTRE,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,PARKLANE PLOWDEN CHAMBERS,66639,26/02/2025,10655059,700.00,280000,Legal Services,Not Classified,Not Classified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",30067,CHILDRENS IN-HOUSE CASES - EXTERNAL COSTS,15/10/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",NORTH EAST REGIONAL EMPLOYERS ORGANISATION,35052,27/02/2025,10655061,684.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SAFETY & REGULATED SERVICES,4037,"Professional, Consultancy and Hired Services",50037,TAXI LICENSING,03/12/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,IPL PLASTICS (UK) T/A IPL HULL,35696,26/02/2025,10655064,14448.00,182011,Environmental Services,Waste Management,Consumables,no,CAPITAL,GENERAL CAPITAL SCHEMES,C300,EQUIPMENT,C7071,WASTE RECEPTACLES,23/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,IPL PLASTICS (UK) T/A IPL HULL,35696,26/02/2025,10655065,14448.00,182011,Environmental Services,Waste Management,Consumables,no,CAPITAL,GENERAL CAPITAL SCHEMES,C300,EQUIPMENT,C7071,WASTE RECEPTACLES,23/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,IPL PLASTICS (UK) T/A IPL HULL,35696,26/02/2025,10655069,14448.00,182011,Environmental Services,Waste Management,Consumables,no,CAPITAL,GENERAL CAPITAL SCHEMES,C300,EQUIPMENT,C7071,WASTE RECEPTACLES,23/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",BIONICAL SOLUTIONS LTD,72575,25/02/2025,10655073,7098.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PUBLIC HEALTH,4016,Grants and Subscriptions,30842,SMOKING,12/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,THPSYCHOLOGY,77649,26/02/2025,10655076,1100.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"EDUCATION, INCLUSION AND ACHEIVEMENT",4037,"Professional, Consultancy and Hired Services",20360,EDUCATIONAL PSYCHOLOGY,12/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH CAPITAL,BOND DICKINSON (LEEDS BRANCH ),65389,25/02/2025,10655133,634.50,280000,Legal Services,Not Classified,Not Classified,no,CAPITAL,INCLUSIVE GROWTH & DEVELOPMENT,C210,PROFESSIONAL & CONSULTANCY,C7057,BILLINGHAM CAMPUS SPORTS HUB,27/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,SPARK OF GENIUS NORTH EAST LLP,62330,26/02/2025,10655155,20460.00,171040,Education,Educational Placements,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,11/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",D R CASWELL LTD,33054,25/02/2025,10655160,966.45,100000,Building Construction Materials,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4039,"Clothes, Uniform & Laundry",50323,DOMESTIC/REFUSE COLL,02/12/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ROSEDENE NURSERIES LTD,35443,28/02/2025,10655161,672.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30121,CIOC-SUPPORT,03/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ROB HIGGS,60998,27/02/2025,10655224,8244.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2021,Repairs and Maintenance,40336,FACILITIES MANAGEMENT,11/09/2023,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ROB HIGGS,60998,27/02/2025,10655225,4736.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2021,Repairs and Maintenance,40336,FACILITIES MANAGEMENT,25/02/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",HERRING PLANT HIRE LTD,59023,27/02/2025,10655226,1482.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50257,CORE,03/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",HERRING PLANT HIRE LTD,59023,26/02/2025,10655227,1482.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,5016,PCB SubContract Work,50257,CORE,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,VCARE-24 LIMITED,73370,26/02/2025,10655229,931.20,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,SAFEGUARDING,4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,23/12/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,VCARE-24 LIMITED,73370,26/02/2025,10655230,1220.80,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,SAFEGUARDING,4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,30/12/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",NHS BUSINESS SERVICES AUTHORITY,62308,26/02/2025,10655232,2804.17,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PUBLIC HEALTH,5012,Payments to NHS Bodies,30842,SMOKING,20/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",NHS BUSINESS SERVICES AUTHORITY,62308,26/02/2025,10655232,35276.26,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,PUBLIC HEALTH,5012,Payments to NHS Bodies,30857,DRUGS MISUSE,20/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CORPORATE SERVICES,PSYCHREP UK,73818,26/02/2025,10655233,2469.75,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,LEGAL SERVICES,4037,"Professional, Consultancy and Hired Services",60065,CHILDRENS EXTERNAL LEGAL PARTNER CASES,30/10/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,GAC FAMILY SERVICES LTD,77316,26/02/2025,10655243,10000.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,4037,"Professional, Consultancy and Hired Services",30433,CIOC-EXTERNAL RESIDENTIAL,25/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,BLOOM PROCUREMENT SERVICES LTD,63038,26/02/2025,10655245,20914.00,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,GENERAL CAPITAL SCHEMES,C201,CONTRACTOR PAYMENTS,C7033,TEES TIDELANDS,21/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,COMMUNITY SERVICES & TRANSPORT CAPITAL,BLOOM PROCUREMENT SERVICES LTD,63038,26/02/2025,10655246,20914.00,999999,Unclassified,Unallocated,Unclassified,no,CAPITAL,GENERAL CAPITAL SCHEMES,C201,CONTRACTOR PAYMENTS,C7033,TEES TIDELANDS,21/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH,JACKSONS COMMERCIAL & PRIVATE LAW LLP,48027,26/02/2025,10655248,1231.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,INCLUSIVE GROWTH & DEVELOPMENT,4037,"Professional, Consultancy and Hired Services",10540,COMMERCIAL PROPERTIES,26/11/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",CITY ELECTRICAL FACTORS,33960,26/02/2025,10655250,1007.16,100000,Building Construction Materials,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4039,"Clothes, Uniform & Laundry",50323,DOMESTIC/REFUSE COLL,06/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,XENTRALL,ROYAL MAIL GROUP PLC,38863,27/02/2025,10655275,1552.88,300000,Mail Services ,Not Classified,Not Classified,no,REVENUE,TRANSACTIONAL FINANCE & HR,4050,Mail Services,90045,TRANSACTIONAL FINANCE,24/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"FINANCE, DEVELOPMENT & REGEN",ROYAL MAIL GROUP PLC,38863,26/02/2025,10655279,4489.40,300000,Mail Services ,Not Classified,Not Classified,no,REVENUE,"REVS, BENS & ADMIN",4050,Mail Services,40194,CORPORATE MAIL & PAPER,24/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,COMPASS FOSTERING NORTH LTD,67011,28/02/2025,10655283,3757.04,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30834,CIOC-EXTERNAL FOSTERING,01/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,NORTHERN EDUCATION TRUST,61497,27/02/2025,10655284,1231.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,SAFEGUARDING,4037,"Professional, Consultancy and Hired Services",30080,PROFESSIONAL SERVICES,09/10/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ENHANCED YOUNG PERSONS CARE LTD,77233,26/02/2025,10655285,45523.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ENHANCED YOUNG PERSONS CARE LTD,77233,26/02/2025,10655286,29414.66,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,ENHANCED YOUNG PERSONS CARE LTD,77233,26/02/2025,10655287,38085.67,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",PASTA KING UK LTD,49989,27/02/2025,10655293,707.88,111200,Catering,Food & Beverages,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4013,Catering,59052,CATERING - IAN RAMSEY,21/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,JUNIPER CARE & SUPPORT,77624,26/02/2025,10655295,13898.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,07/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655296,11760.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,20/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",REBECCA LOUISE LAW LTD,80320,27/02/2025,10655298,25379.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,"CULTURE, LIBRARIES & EVENTS",4037,"Professional, Consultancy and Hired Services",20192,STOCKTON & DARLINGTON RAILWAY BICENTENARY,14/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH,FARRELL FABRICATIONS,34287,26/02/2025,10655299,880.00,391100,"Works - Construction, Repair & Maintenance",Buildings,Not Classified,no,REVENUE,INCLUSIVE GROWTH & DEVELOPMENT,4037,"Professional, Consultancy and Hired Services",10540,COMMERCIAL PROPERTIES,18/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655302,11760.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,09/12/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655303,840.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,09/12/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655304,5880.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,20/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655306,5880.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,13/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655307,11760.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,13/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655308,840.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,13/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655309,840.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,20/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655310,11760.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,23/12/2024,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655311,6720.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,06/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655312,13440.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,06/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655313,5880.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,27/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655314,11760.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,27/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655315,840.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,27/01/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"ADULTS, HEALTH & WELLBEING",MOONRISE 24HR RECRUITMENT LTD,75101,27/02/2025,10655316,11760.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,ADULT SERVICES,5014,Private Contractors,30545,LD COMMISSIONED HOMECARE,03/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH,INNOVATIVE LEARNING TECHNOLOGIES LTD,80321,27/02/2025,10655317,1800.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,INCLUSIVE GROWTH & DEVELOPMENT,4037,"Professional, Consultancy and Hired Services",11381,ADULT EDUCATION,03/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PEARTREE PROJECTS LTD,35306,27/02/2025,10655318,23206.68,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PEARTREE PROJECTS LTD,35306,27/02/2025,10655319,24331.75,321100,Social Community Care Supplies & Services,Children,Not Classified,no,REVENUE,CIOC and Care Leavers,5014,Private Contractors,30433,CIOC-EXTERNAL RESIDENTIAL,01/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,27/02/2025,10655320,3606.22,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50257,CORE,16/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,27/02/2025,10655321,5585.75,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50340,CFYA Agency Holding Code,16/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",TEMP RECRUITMENT LTD,35951,28/02/2025,10655322,2242.88,261400,Human Resources,Temporary & Agency Staff,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,4037,"Professional, Consultancy and Hired Services",50236,GROUNDS - GENERAL,16/02/2025,0,0,2024,202411,SBC,
