Organisation Name,Organisation Code,Directorate / Service where expenditure Incurred,Supplier Name,Supplier ID,Payment Date,Transaction Number,Net Amount,Expenditure Proclass Code,Expenditure Proclass Category Level 1,Expenditure Proclass Category Level 2,Expenditure Proclass Category Level 3,Card Transaction Yes / No,Capital / Revenue,Service Division Label,Account Code,Account Code Description,Cost Centre Code,Cost Centre Description,Invoice Date,MCC Code,MCC Category,Ledger Year,Ledger Period,LA Short Name,BVACOP Group 
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314900,650.55,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314900,1371.74,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314900,867.84,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314900,8070.57,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314900,821.18,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314900,1372.46,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314900,-1461.04,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314900,1353.34,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314900,1349.05,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,2350.74,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,582.41,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,537.44,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,2903.53,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,3213.27,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,1257.61,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,1250.99,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,673.61,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,734.11,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,642.01,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,716.67,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,1671.07,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,575.65,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,711.61,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,558.39,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,1275.78,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,820.86,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,534.50,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,669.87,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,747.25,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,1342.54,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,829.12,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,40336,FACILITIES MANAGEMENT,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,REGENERATION & INCLUSIVE GROWTH,EDF ENERGY,38643,26/02/2025,70314901,1459.18,370000,Utilities,Not Classified,Not Classified,no,REVENUE,INCLUSIVE GROWTH & DEVELOPMENT,2009,Energy,11380,BUILDINGS,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,1295.58,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314901,1427.09,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314902,1139.56,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314902,515.27,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314902,873.12,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314902,3750.84,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314902,1466.42,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314902,-220721.10,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314902,215951.17,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314902,197157.39,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,10/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,812.74,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,890.54,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,567.75,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,1072.29,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,1141.60,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,780.95,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,873.39,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,623.58,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,693.56,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,654.03,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,727.07,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,1481.72,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,791.55,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,514.95,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,995.71,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",EDF ENERGY,38643,26/02/2025,70314903,1094.10,370000,Utilities,Not Classified,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,2009,Energy,50943,STREET LIGHTING UTILITIES,14/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",COMPASS ROYSTON TRAVEL LTD,33071,26/02/2025,70314928,11625.28,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",DELTA COACHES,65763,26/02/2025,70314929,1800.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",E TRAVEL NORTH EAST,79383,26/02/2025,70314930,5100.00,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",FAIRFIELD MINI TRAVEL,50007,26/02/2025,70314931,600.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",LINTHORPE MINI-BUSES,34736,26/02/2025,70314932,550.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",M & D TRAVEL,33186,26/02/2025,70314933,1650.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",NORTON MINI TRAVEL,35533,26/02/2025,70314934,1225.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BILLINGHAM MINIBUSES,45763,26/02/2025,70314935,650.00,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",ABDUL SHAKOOR,59803,26/02/2025,70314949,909.70,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",AMJAD HUSSAIN,67663,26/02/2025,70314950,785.84,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",AMJAD HUSSAIN,67663,26/02/2025,70314951,672.60,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,CHILDRENS SERVICES,PAUL TRENHOLME,63566,26/02/2025,70314955,594.88,361300,Public Transport,Passenger Transport,Not Classified,no,REVENUE,CIOC and Care Leavers,3028,School Transport,30121,CIOC-SUPPORT,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BILAL SHAKEEL,69950,26/02/2025,70314960,579.07,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
Stockton-on-Tees Borough Council,http://statistics.data.gov.uk/doc/local-authority/00EF,"COMM SERVS, ENV & CULTURE",BILAL SHAKEEL,69950,26/02/2025,70314963,687.50,999999,Unclassified,Unallocated,Unclassified,no,REVENUE,COMMUNITY SERVICES AND TRANSPORT,3028,School Transport,30396,COMMUNITY TRANSPORT - HOME TO SCHOOL,26/02/2025,0,0,2024,202411,SBC,
