DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258903,"2,497.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258904,"2,497.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258905,"2,497.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258906,"1,407.88",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258907,603.48,East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,SANCTUARY CARE LTD,12/12/2023,60620,258908,"4,604.00",East Adults (under 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,SANCTUARY CARE LTD,12/12/2023,60620,258909,"2,497.68",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258910,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258912,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258914,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258916,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258918,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258920,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258922,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258927,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258928,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258929,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258930,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258931,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258932,"2,432.28",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258934,"1,563.61",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258936,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258938,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258940,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258942,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258944,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258946,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,THE LIMES,12/12/2023,60322,258947,"2,432.28",West OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE LIMES,12/12/2023,60322,258949,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258950,"2,987.32",Central OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258951,"2,400.00",Central Adults (under 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258952,"3,419.32",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258953,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258954,768.08,West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258955,"1,784.06",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258956,731.06,West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258957,"2,497.68",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258958,"1,023.48",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258959,"2,497.68",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258960,"1,023.48",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258961,"2,497.68",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,THE NEW LODGE NURSING CARE LTD,12/12/2023,60945,258962,"1,023.48",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,SANCTUARY CARE LTD,12/12/2023,60620,258964,"2,497.68",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258965,"2,791.24",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,SANCTUARY CARE LTD,12/12/2023,60620,258966,"2,024.72",Central/East MH Memory Support (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,SANCTUARY CARE LTD,12/12/2023,60620,258967,"2,432.28",East OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258969,"2,497.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258970,"2,497.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258971,"2,497.68",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258973,"3,480.00",Central OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258974,"2,857.14",East Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258975,"3,200.00",East Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258976,"3,200.00",East Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,SANCTUARY CARE LTD,12/12/2023,60620,258977,"3,200.00",East Adults (under 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,258984,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,258988,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,YEWS RESIDENTIAL HOME,12/12/2023,60328,258993,"2,432.28",East OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,258994,"2,432.28",East OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,258999,"2,362.68",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,259000,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,259001,"2,432.28",South OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,YEWS RESIDENTIAL HOME,12/12/2023,60328,259002,"2,432.28",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,YEWS RESIDENTIAL HOME,12/12/2023,60328,259003,"2,432.28",South OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,259004,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,259005,"2,432.28",South OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,259006,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,259007,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,259008,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,259009,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,259010,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,YEWS RESIDENTIAL HOME,12/12/2023,60328,259012,"2,432.28",South OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WESTSIDE NURSING HOME,12/12/2023,60326,259014,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WESTSIDE NURSING HOME,12/12/2023,60326,259015,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,WESTSIDE NURSING HOME,12/12/2023,60326,259016,"2,432.28",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WESTSIDE NURSING HOME,12/12/2023,60326,259019,"2,532.12",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,WESTSIDE NURSING HOME,12/12/2023,60326,259020,"2,497.68",West OP (over 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WESTSIDE NURSING HOME,12/12/2023,60326,259021,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WESTSIDE NURSING HOME,12/12/2023,60326,259022,"2,497.68",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WESTSIDE NURSING HOME,12/12/2023,60326,259024,"2,345.41",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WESTSIDE NURSING HOME,12/12/2023,60326,259026,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WESTSIDE NURSING HOME,12/12/2023,60326,259028,"2,832.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WESTWOOD,12/12/2023,60325,259029,707.08,Central/East MH Memory Support (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WESTWOOD,12/12/2023,60325,259030,"1,427.20",Central/East MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,WESTWOOD,12/12/2023,60325,259031,"3,400.00",East OP (under 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Learning Disability Support,WESTWOOD,12/12/2023,60325,259032,"2,432.28",West OP (Over 65) LD - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WESTWOOD,12/12/2023,60325,259033,"2,432.28",West OP (under 65) Mental Health - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WESTWOOD,12/12/2023,60325,259034,528.96,West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Physical Support,WESTWOOD,12/12/2023,60325,259035,"2,432.28",West OP (Over 65) Physical - R/N,,SME
People Services - Adults and Health,Adult Social Care,Transitions and Ordinary Lives,Learning Disability Support,WESTWOOD,12/12/2023,60325,259036,"2,443.00",Ordinary Lives MH Support (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,WESTWOOD,12/12/2023,60325,259037,"4,000.00",Central OP (under 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Support with Memory and Cognition,WESTWOOD,12/12/2023,60325,259039,"1,920.00",Central OP (under 65) Memory - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WESTWOOD,12/12/2023,60325,259040,"2,240.00",West/South MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WESTWOOD,12/12/2023,60325,259042,"2,800.00",Central/East MH Support OP (over 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WESTWOOD,12/12/2023,60325,259043,"1,462.72",South OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WESTWOOD,12/12/2023,60325,259044,"1,462.72",South OP (over 65) Mental Health - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WESTWOOD,12/12/2023,60325,259045,"2,432.28",West/South MH Support Adults (under 65) - R/N,,SME
People Services - Adults and Health,Adult Social Care,Community Support,Mental Health Support,WESTWOOD,12/12/2023,60325,259046,"2,432.28",West/South MH Support OP (over 65) - R/N,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,REDACTED,12/12/2023,60475,259048,"1,100.00",Legal Fees,,SME
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,DRAINAGE 2000 LIMITED,12/12/2023,61346,259059,550,Projects Water & Flood Risk Management,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Early Help Services Locality 3/4,YMCA,12/12/2023,60352,259060,"1,463.36",Unsupported Foreign Nationals,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SAYMEZ CARS,12/12/2023,61189,259061,"1,520.00",Normanton Under 11's Team,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SAYMEZ CARS,12/12/2023,61189,259062,"1,188.00",Normanton Under 11's Team,,SME
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,DRAINAGE 2000 LIMITED,12/12/2023,61346,259063,850,Projects Water & Flood Risk Management,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SAYMEZ CARS,12/12/2023,61189,259064,"1,116.00",Normanton Under 11's Team,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,VIEWTEC SIGNS LTD,12/12/2023,60734,259069,"1,098.00",Highways Maintenance Reactionary Works,,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,ENTERPRISE RENT A CAR UK LIMITED,12/12/2023,61479,259076,553,Fleet Hire,,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,LEEDALE LTD,12/12/2023,61615,259093,"3,620.00",Highways Maintenance Reactionary Works,,Company
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,WASTE PARTS UK LTD,12/12/2023,60607,259095,517.8,Vehicle Maintenance,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",JOHN E WRIGHT & CO LTD,12/12/2023,60275,259100,655,Derby Live - Outdoor Events,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",JOHN E WRIGHT & CO LTD,12/12/2023,60275,259101,"1,400.00",Derby Live - Outdoor Events,,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,PARTSPLUS,12/12/2023,61142,259106,536.05,Vehicle Maintenance,,Company
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Culture, Business Development & Tourism",SHOWSEC INTERNATIONAL LTD,12/12/2023,60332,259107,"6,250.46",Derby Live - Presented,,Company
Chief Executives,Corporate Management,"Comms, Website & Engagement",Communication,AV IT MEDIA LTD,12/12/2023,60979,259108,"1,250.00",Corporate Communications,,SME
Corporate Resources,Property,Strategic Asset Management,Strategic Asset Management,G2V RECRUITMENT GROUP LIMITED,12/12/2023,60975,259111,"2,150.83",Valuation,,SME
Communities & Place,City Sustainability,Traffic & Transportation,Traffic and Transport other,TETRA TECH LIMITED,12/12/2023,61485,259117,"9,297.68",Clean Air Zone,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259127,"1,797.40",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,60427,259130,"2,700.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Residential Children's Homes,CUSTOM GROUP LTD,12/12/2023,60238,259133,937.54,Limestone House,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,60427,259141,"6,222.50",Home To School Transport - SEN,,SME
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,WATERMAN ASPEN LTD,12/12/2023,60256,259143,"5,760.00",Projects Water & Flood Risk Management,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,60427,259145,"3,391.50",Home To School Transport - SEN,,SME
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,WATERMAN ASPEN LTD,12/12/2023,60256,259150,"4,352.00",Engineering Section,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259153,"1,405.90",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,60427,259159,"3,330.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,60427,259160,"1,995.00",Home To School Transport - SEN,,SME
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,WATERMAN ASPEN LTD,12/12/2023,60256,259161,"12,000.00",Engineering Section,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259165,"1,991.20",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,60427,259169,"1,871.50",Home To School Transport - SEN,,SME
Chief Executives,Corporate Management,"Strategy, Performance & Partnership","Strategy, Performance & Partnership",GRANICUS FIRMSTEP LIMITED,12/12/2023,61374,259170,"12,711.60",Strategic Planning & Performance,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,AHS CARS LTD,12/12/2023,61167,259173,"1,953.30",Home To School Transport - SEN,,SME
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,12/12/2023,60427,259175,"1,995.00",Home To School Transport - SEN,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,12/12/2023,61476,259177,"1,129.50",Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,DERWENT STEPPING STONES ST JAMES CENTRE,12/12/2023,60436,259178,790.65,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LEAPFROG DAY NURSERIES DE23 3TZ (INTERFACE),12/12/2023,60994,259180,858.92,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LITTLE OWLS NURSERY (DERBY) LIMITED,12/12/2023,61548,259181,"1,536.12",Nursery Education Grant,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,12/12/2023,60877,259182,"1,129.50",Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LITTLE ANGELS PLAYSCHOOL,12/12/2023,60644,259183,"1,129.50",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SHINING STARS NURSERY,12/12/2023,60805,259184,865.95,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,KINGFISHER DAY NURSERY SPONDON,12/12/2023,60268,259186,542.16,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,LITTLE ANGELS DAY NURSERY,12/12/2023,60860,259187,"2,327.27",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST JOSEPHS PRESCHOOL,12/12/2023,60404,259188,858.92,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,FIELD LANE PLAYGROUP,12/12/2023,60263,259189,"3,682.17",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,FIRST FRIENDS PRIVATE DAY NURSERY,12/12/2023,60367,259190,"2,689.21",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,INCREDIBLE KIDS DERBY LTD,12/12/2023,60683,259191,"1,506.00",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,ST ANDREWS PRE SCHOOL,12/12/2023,60262,259192,790.65,Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,12/12/2023,60645,259193,858.92,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,PLAYCORNER PRIVATE DAY NURSERY,12/12/2023,61251,259194,677.7,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,RYDALE CHILDRENS NURSERY LTD,12/12/2023,61035,259195,"5,739.36",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,COTTAGE PRIVATE  DAY NURSERY,12/12/2023,60285,259196,"1,129.50",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SCALLYWAGS NURSERY LTD,12/12/2023,60706,259197,790.65,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,MICKLEOVER METHODIST PLAYGROUP,12/12/2023,60261,259198,858.92,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,12/12/2023,61213,259199,790.65,Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SUNNY DAYS NURSERY,12/12/2023,60752,259200,790.65,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,SUNNYHILL DAY NURSERY LIMITED,12/12/2023,61571,259201,"3,682.67",Nursery Education Grant,,Company
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE EARLY YEARS ACADEMY DERBY,12/12/2023,61195,259202,858.92,Nursery Education Grant,,Public/Government Agency
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE ORCHARD GARDEN PRIVATE DAY NURSERY,12/12/2023,60393,259205,"3,388.50",Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,REDACTED,12/12/2023,60493,259206,858.92,Nursery Education Grant,,Individual (Non Business)
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,TREETOPS OAKWOOD,12/12/2023,61371,259208,677.7,Nursery Education Grant,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,THE WHITE HOUSE KIDS CLUB,12/12/2023,60425,259209,"1,988.42",Nursery Education Grant,,SME
