DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,LANGLEY GATES AND RAILINGS LTD,2/11/2023,00049595,218862,"10,372.00",Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,LANGLEY GATES AND RAILINGS LTD,2/11/2023,00049595,218863,"1,865.00",Kingsmead,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,LANGLEY GATES AND RAILINGS LTD,2/11/2023,00049595,218864,520.00,Gayton Community Junior,,SME
Chief Executives,Chief Executives,Chief Executives,Chief Executives,BATES WELLS BATES WELLS AND BRAITHWAITE LONDON LLP,2/11/2023,00049884,218876,648.20,Corporate Contingency S151 Approval Only,,Company
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,S S SYSTEMS LTD,2/11/2023,00049637,218884,"1,162.37",Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,JUST BUILDERS LIMITED,2/11/2023,00049850,218891,"4,350.00",Rosehill Infant,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,PHS COMPLIANCE,2/11/2023,00049661,218894,508.82,Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,PHS COMPLIANCE,2/11/2023,00049661,218898,985.08,Repair & Maintenance Works,,SME
Chief Executives,"Corporate Governance, Procurement & Property",Property and Consultancy Services,Building - Repairs & Maintenance,PHS COMPLIANCE,2/11/2023,00049661,218901,506.78,Repair & Maintenance Works,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WHITEHOUSE CONSTRUCTION CO LTD,2/11/2023,00049539,219694,"94,430.28","Land Drainage: Sitwell Street, Spondon",,SME
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,TRAFFIX LTD,2/11/2023,00049690,219726,"3,180.00",Highways Maintenance Works,,SME
Communities & Place,Communities,Community Safety & Localities,Libraries,EXPERIAN LTD,2/11/2023,00049593,219729,825.28,City Book Fund,,Company
Corporate,Corporate,Corporate,Corporate Resources Other,MATRIX SCM LTD,2/11/2023,00049678,219731,"88,376.78",Temporary Workers Control A/C,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,2/11/2023,00049664,219747,985.00,Home To School Transport - SEN,,Sole Trader
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,TRAFFIX LTD,2/11/2023,00049690,219752,720.00,Highways Maintenance Works,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,WATERMAN ASPEN LTD,2/11/2023,00049555,219759,"3,226.80",Our City Our River - Package 2,,SME
Communities & Place,City Sustainability,Traffic & Transportation,Network Mgmnt & Highway Dev Control,YUNEX LIMITED,2/11/2023,00049836,219765,"22,026.77",Network Management,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,DERBY AND DISTRICT FOSTER CARERS ASSOCIATION,2/11/2023,00049810,219766,645.00,Fostering Team,,SME
Chief Executives,Corporate Management,"Strategy, Performance & Partnership","Strategy, Performance & Partnership",MACILDOWIE ASSOCIATES LTD,2/11/2023,00049816,219767,"2,785.66",Strategic Planning & Performance,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,FAYE SWANWICK CONSULTANCY,2/11/2023,00049765,219770,"1,929.00",DASH Project,,Sole Trader
People Services - Children & Young People,Non-Schools,Integrated Services,Fostering,WESTERN CARS CO,2/11/2023,00049546,219776,606.80,Fostering Allowances,,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,SJSCO LIMITED,2/11/2023,00049873,219780,840.00,West Team,,Company
Communities & Place,City Sustainability,Climate & Environment,Healthy Living,SIGMA PHARMACEUTICALS PLC,2/11/2023,00049702,219781,"1,896.50",NHS Pilot,,Company
Communities & Place,Communities,Community Safety & Localities,Partnerships,ATLAS ENFORCEMENT LTD,2/11/2023,00049629,219793,"3,011.82",CCTV,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ICE HOTELS LTD T/A TYGER INN,2/11/2023,00049874,219801,560.00,Housing Options (Private),,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,ICE HOTELS LTD T/A TYGER INN,2/11/2023,00049874,219802,"2,320.00",Housing Options (Private),,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,ICE HOTELS LTD T/A TYGER INN,2/11/2023,00049874,219804,"2,400.00",Housing Options (Private),,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219820,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219826,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219829,630.00,Housing Options (Private),,Sole Trader
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,EAGLE CITY CARS,2/11/2023,00049664,219830,"1,415.50",Home To School Transport - SEN,,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219838,840.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219840,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219846,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Streetpride,Refuse Collection,ARDEN WINCH & CO LTD,2/11/2023,00049561,219848,897.00,Refuse Collection,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219863,560.00,Housing Options (Private),,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,NATIONAL GRID ELECTRICITY DISTRIBUTION PLC,2/11/2023,00049852,219867,"2,423.08",TCF Tranche 2 - Bus & Rapid Transit Links: Partnership Corri,,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219870,840.00,Housing Options (Private),,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,TETRA TECH LIMITED,2/11/2023,00049867,219872,"1,924.65","Land Drainage: Sitwell Street, Spondon",,Company
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219876,840.00,Housing Options (Private),,Sole Trader
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,TETRA TECH LIMITED,2/11/2023,00049867,219877,"1,527.50",Design of Future Years Schemes,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,NATIONAL GRID ELECTRICITY DISTRIBUTION PLC,2/11/2023,00049852,219879,"2,178.05",TCF Tranche 2 - Bus & Rapid Transit Links: Partnership Corri,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,NATIONAL GRID ELECTRICITY DISTRIBUTION PLC,2/11/2023,00049852,219887,"2,081.19",TCF Tranche 2 - Bus & Rapid Transit Links: Partnership Corri,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,NATIONAL GRID ELECTRICITY DISTRIBUTION PLC,2/11/2023,00049852,219890,"4,873.06",TCF Tranche 2 - Bus & Rapid Transit Links: Partnership Corri,,Company
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,PIRTEK DERBY,2/11/2023,00049617,219895,512.92,Vehicle Maintenance,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219896,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219899,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,SJT PROPERTY SERVICES,2/11/2023,00049844,219909,630.00,Housing Options (Private),,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,PHILLIP DOUGHTY CONSULTANCY,2/11/2023,00049643,219948,"1,914.98",DASH Project,,Sole Trader
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,2/11/2023,00049767,219989,560.00,Housing Options (Private),,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,2/11/2023,00049767,219994,560.00,Housing Options (Private),,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,2/11/2023,00049767,220018,630.00,Housing Options (Private),,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,2/11/2023,00049767,220034,560.00,Housing Options (Private),,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ZAYAN PROPERTIES LIMITED,2/11/2023,00049767,220041,560.00,Housing Options (Private),,SME
Communities & Place,Communities,Waste Disposal,Waste Disposal,DIAMOND PRINT LTD,2/11/2023,00049656,220042,"5,425.00",Waste Disposal,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,TEACHING PERSONNEL LTD.,2/11/2023,00049553,220056,"2,757.82",Out of Authority Education Placements,,SME
Communities & Place,Communities,Community Safety & Localities,Partnerships,SOLON SECURITY,2/11/2023,00049606,220074,750.00,City and Neighbourhoods Partnerships Core,,SME
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,PARKSAFE,3/11/2023,00049915,220171,"1,352.48",Parking Services,,SME
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,PARKSAFE,3/11/2023,00049915,220242,"2,115.43",Parking Services,,SME
People Services - Children & Young People,Schools Block,Commissioning - Schools Block,Recoupment - Independent Special School,LEICESTERSHIRE COUNTY COUNCIL,7/11/2023,00049956,131845,722.40,Out of Authority Education Placements,,SME
Communities & Place,City Sustainability,Climate & Environment,Parks & Outdoor Recreation,BROXAP LTD,7/11/2023,00049998,145632,765.00,Outdoor Amenities,,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,"Accommodation, Facilities and H&S",Connect Project,DAN T DOHERTY SITE CLEARANCE AND DEMOLITION SERVICE,7/11/2023,00051491,165370,850.00,iHub,,Sole Trader
Chief Executives,Corporate Management,Democracy & Elections,Democracy - Constitutional and Member Se,LEICESTERSHIRE COUNTY COUNCIL,7/11/2023,00049956,165900,"1,463.24",Corporate Communications,,SME
Communities & Place,City Growth & Vibrancy,Culture & Leisure,Leisure,EAST MIDLANDS VENDING LTD,7/11/2023,00051665,178285,755.10,Springwood Centre DSO,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,TRAFFIX LTD,7/11/2023,00050440,182503,"3,147.50",TCF Tranche 2 - LCWIP: Meadow Lane to Raynesway Cycle Route,,SME
Communities & Place,City Sustainability,Traffic & Transportation,Parking Services,NPOWER LTD,7/11/2023,00049976,187712,738.10,Parking Services,,Company
People Services - Adults and Health,Integration & Prevention,Home First,Social Care Activities,HOLDSWORTH FOODS,7/11/2023,00051141,193259,"1,257.69",Home First: Community & Perth House,,SME
People Services - Children & Young People,Schools Block,Non Delegated Schools Budget,Non Delegated School Expenditure,NISAI VIRTUAL ACADEMY LTD,7/11/2023,00050314,193883,"4,210.83",Post 16 LDD,,Company
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,ARCADIS CONSULTING UK LTD,7/11/2023,00051220,196207,726.27,Our City Our River - Munio,,SME
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,REDACTED,7/11/2023,00052008,201197,"5,490.00",REFCUS - Disabled Facilities Grant 96 Act,,Individual (Non Business)
Communities & Place,City Sustainability,Highways Maintenance,Highways Maintenance,HOWARTH TIMBER AND BUILDING SUPPLIES.,7/11/2023,00050352,205491,661.35,Highways Maintenance Reactionary Works,,Company
Communities & Place,City Growth & Vibrancy,Culture & Leisure,"Leisure - Management,Sales, Marketing &",BEBIDA BEVERAGE SOLUTIONS LTD,7/11/2023,00050497,208133,723.93,Derby Live Catering - Markeaton Park,,SME
Neighbourhoods,Neighbourhoods,Neighbourhoods,Neighbourhoods,GELDARDS LLP CLIENT ACCOUNT CARDIFF,7/11/2023,00050709,209909,810.00,Warkwick House - HRA,,Company
Chief Executives,Finance & Business Support,Finance,TSC & Revenue Collection,CATHEDRAL QUARTER CO LTD,7/11/2023,00050106,209953,"4,021.71",Non Domestic Rates Billing & Recovery,,SME
Communities & Place,Communities,Strategic Housing,Housing and Advice,ICE HOTELS LTD T/A TYGER INN,7/11/2023,00051908,209998,"5,280.00",Housing Options (Private),,Company
Corporate Resources,Property,Strategic Asset Management,Strategic Asset Management,ATKINSRÉALIS PPS LIMITED,7/11/2023,00051049,210012,"13,220.71",Property Rationalisation Costs,,Company
Chief Executives,Finance & Business Support,Finance,TSC & Revenue Collection,ST PETERS QUARTER DERBY LTD,7/11/2023,00050308,210040,"11,083.40",Non Domestic Rates Billing & Recovery,,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Integrated Disabled Children's Service,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUS T,7/11/2023,00051030,210060,"1,912.90",IDCS Residential,,Public/Government Agency
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,DERBY HOMES LTD,7/11/2023,00050053,210368,549.81,Stores Road Depot,,Public/Government Agency
People Services - Adults and Health,Integration & Prevention,Home First,Social Care Activities,IMPERIAL,7/11/2023,00049933,210489,"1,211.46",Home First: Community & Perth House,,SME
Communities & Place,Communities,Regulatory Services,Environmental Protection,A W LYMN,7/11/2023,00050054,217398,"1,033.17",Burial/Crem N.A. Act 1948,,SME
Communities & Place,Communities,Waste Disposal,Stores Road Depot & Fleet Management,EMS SECURITY SERVICES LTD,7/11/2023,00050775,217600,"5,644.05",Stores Road Depot,,SME
Chief Executives,Digital & Physical Infrastructure and Customer Engagement,Digital Enablement & Automation,Digital Services,BT PLC S98 1BT,7/11/2023,00049939,217743,"1,515.34",IT Infrastructure,,Company
Communities & Place,City Sustainability,Highways Assest and Engineering,Engineering,WATERMAN ASPEN LTD,7/11/2023,00049936,217814,"13,824.00",Engineering Section,,SME
Communities & Place,Communities,Community Safety & Localities,Libraries,SSE,7/11/2023,00051211,217854,576.93,Chellaston Community Managed Library,,Company
People Services - Children & Young People,Non-Schools,Commissioning,Home to School Transport,REDACTED,7/11/2023,00049945,217931,"2,250.00",Home To School Transport - SEN,,Sole Trader
