DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104920,"2,352.00",South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104921,"1,024.55",South OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104923,"4,972.80",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104924,"1,075.20",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104925,"1,024.83",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104926,"1,881.60",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104929,"1,142.40",Central Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104930,940.8,Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104931,"1,027.32",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104932,"1,881.60",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104933,"4,972.80",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104935,"4,972.80",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104936,"1,881.60",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104937,"1,027.32",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,LIFEWAYS COMMUNITY CARE LTD,18/07/2023,21537,104938,"1,142.40",Ordinary Lives LD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104942,"1,127.84",Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104943,938.24,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,NATIONWIDE CARE SERVICES,18/07/2023,22048,104945,"1,079.96",Central OP (over 65) LD - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,NATIONWIDE CARE SERVICES,18/07/2023,22048,104946,"1,297.92",Central OP (over 65) LD - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104947,"1,020.64",Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104948,"1,168.80",Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104949,834.72,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104950,834.72,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104951,684.64,Central OP (over 65) Sensory - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104957,"1,029.72",Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104958,"1,056.48",Central Adults (under 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104959,"1,056.48",Central Adults (under 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104960,659.84,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104961,684.48,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104962,869.6,Central Adults (under 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,NATIONWIDE CARE SERVICES,18/07/2023,22048,104967,694.84,Central OP (over 65) Memory - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104968,522.32,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104969,883.68,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104970,883.68,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104971,526,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104973,606.24,Central Adults (under 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104974,"1,168.80",Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104976,"1,021.26",Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104978,522.32,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104979,891.84,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104980,891.84,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104985,690.31,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,NATIONWIDE CARE SERVICES,18/07/2023,22048,104987,671.48,Central OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROSE MOUNT SUPPORTED LIVING LTD,18/07/2023,22049,105009,"1,881.60",West/South MH PD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROSE MOUNT SUPPORTED LIVING LTD,18/07/2023,22049,105010,"1,387.92",West/South MH PD Support (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Support with Memory and Cognition,Community Support - Support with Memory,CHOICE SUPPORT AND CARE SERVICES LTD,18/07/2023,22031,105012,546.24,West OP (over 65) Memory - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROSE MOUNT SUPPORTED LIVING LTD,18/07/2023,22049,105013,"1,387.92",West/South MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROSE MOUNT SUPPORTED LIVING LTD,18/07/2023,22049,105014,"1,411.20",West/South MH Support OP (over 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROSE MOUNT SUPPORTED LIVING LTD,18/07/2023,22049,105019,"1,881.60",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROSE MOUNT SUPPORTED LIVING LTD,18/07/2023,22049,105020,607.04,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,I CARE GB LTD,18/07/2023,22056,105027,577.14,South Adults (under 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,I CARE GB LTD,18/07/2023,22056,105028,609.7,South Adults (under 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,CHOICE SUPPORT AND CARE SERVICES LTD,18/07/2023,22031,105030,556.76,South Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROSE MOUNT SUPPORTED LIVING LTD,18/07/2023,22049,105031,"1,444.80",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,ROSE MOUNT SUPPORTED LIVING LTD,18/07/2023,22049,105032,"1,387.92",Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,I CARE GB LTD,18/07/2023,22056,105034,673.18,South OP (over 65) Physical - DP/Mgd,,Company
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,CHOICE SUPPORT AND CARE SERVICES LTD,18/07/2023,22031,105036,819.36,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Sensory Support,Community Support - Sensory Support,CHOICE SUPPORT AND CARE SERVICES LTD,18/07/2023,22031,105037,632.76,Central Adults (under 65) Sensory - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,RIDGEVIEW SUPPORTED LIVING LIMITED,18/07/2023,22784,105038,806.4,Central OP (under 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,RIDGEVIEW SUPPORTED LIVING LIMITED,18/07/2023,22784,105039,"1,680.00",Central OP (over 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105040,799.96,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105041,726.16,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105045,522.6,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105048,664.12,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105050,"1,011.48",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105053,551.9,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105057,805.96,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105058,805.96,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105063,922.43,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105064,922.43,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105067,585.32,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105069,591.36,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105072,591.36,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105076,834.72,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105077,834.72,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105079,645.76,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Learning Disability Support,Community Support - Learning Disability,QUALITY CARE SERVICES,18/07/2023,21253,105080,766.08,East Adults (under 65) LD - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105083,"1,548.82",East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Mental Health,Mental Health Support,Mental Health - Mental Health Support,QUALITY CARE SERVICES,18/07/2023,21253,105085,756.92,Central/East MH Support Adults (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105086,"1,014.12",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105089,732.56,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105090,"1,208.52",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105091,"1,287.24",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105092,"1,560.36",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105093,645.76,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105094,627.6,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105096,657.4,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105097,821.16,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105099,"1,278.80",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105100,"1,278.80",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105101,"1,284.96",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105103,"1,620.68",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105104,"1,620.68",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105105,"4,788.00",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105108,889.08,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105109,889.08,East Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105110,"1,087.04",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105112,724,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105113,"1,030.04",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105115,691.62,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105116,691.62,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,QUALITY CARE SERVICES,18/07/2023,21253,105117,"1,062.68",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MELLOWCARE LTD,18/07/2023,22439,105120,"1,049.58",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MELLOWCARE LTD,18/07/2023,22439,105122,"4,198.32",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MELLOWCARE LTD,18/07/2023,22439,105124,"4,198.32",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MELLOWCARE LTD,18/07/2023,22439,105126,"4,198.32",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MELLOWCARE LTD,18/07/2023,22439,105128,"4,198.32",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MELLOWCARE LTD,18/07/2023,22439,105130,"4,198.32",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MELLOWCARE LTD,18/07/2023,22439,105132,"4,198.32",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MELLOWCARE LTD,18/07/2023,22439,105134,"4,198.32",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MELLOWCARE LTD,18/07/2023,22439,105136,"4,198.32",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MELLOWCARE LTD,18/07/2023,22439,105138,"4,198.32",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,COMPLETE NURSING SERVICES LTD,18/07/2023,21309,105140,"2,131.96",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,COMPLETE NURSING SERVICES LTD,18/07/2023,21309,105141,"1,452.12",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,COMPLETE NURSING SERVICES LTD,18/07/2023,21309,105142,"1,524.35",South Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,EBENEZER (STONE OF HELP) LTD,18/07/2023,22284,105144,"2,234.40",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,EBENEZER (STONE OF HELP) LTD,18/07/2023,22284,105146,"4,704.00",Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,EBENEZER (STONE OF HELP) LTD,18/07/2023,22284,105152,"8,937.60",Ordinary Lives LD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,EBENEZER (STONE OF HELP) LTD,18/07/2023,22284,105156,694.4,Preparing for adulthood 18-24 LD ? DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,MELLOWCARE LTD,18/07/2023,22439,105159,"4,354.56",Central Adults (under 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,18/07/2023,21388,105168,704.12,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,18/07/2023,21388,105170,961.2,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,18/07/2023,21388,105171,"1,104.32",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,18/07/2023,21388,105173,989.48,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,18/07/2023,21388,105180,631.11,Central OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,18/07/2023,21388,105183,864.62,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,18/07/2023,21388,105184,864.62,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,18/07/2023,21388,105185,"1,176.08",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,BWA HEALTH AND CARE SERVICE LTD,18/07/2023,21388,105187,"1,071.16",South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Transitions and Ordinary Lives,Learning Disability Support,Transitions and Ordinary Lives - Learnin,OAKLANDS SUPPORT LIMITED,18/07/2023,22409,105188,"2,916.48",Ordinary Lives PD Support (under 65) - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105192,949,West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Mental Health Support,Community Support - Mental Health Suppor,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105193,"1,079.80",West OP (over 65) Mental Health - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105194,929.88,East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105195,757.98,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105196,"1,190.00",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105197,"1,190.00",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105199,"1,979.88",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105200,"1,979.88",West OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105204,780.36,South OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105205,"1,096.60",East OP (over 65) Physical - DP/Mgd,,SME
People Services - Adults and Health,Community Support,Physical Support,Community Support - Physical Support,DERBYSHIRE CARE SERVICES,18/07/2023,21256,105206,"1,096.60",East OP (over 65) Physical - DP/Mgd,,SME
