,,,,May 2023 £500 spend,,,,
12/05/2023,871036,0,1224,SUPREME CARE SERVICES LTD,8400485000,CommServs-ProvPayWA,Adults & Health,Bexley Care
12/05/2023,871037,0,2839,SUPREME CARE SERVICES LTD,8400485000,CommServs-ProvPayWA,Adults & Health,Bexley Care
17/05/2023,871038,0,2475,SURVEY SOLUTIONS LTD,10125800,Other Fees,Finance & Corporate,Central Finance
24/05/2023,871039,0,1200,Swift real estates agent,9999999800,Discretionary Housing Payment,Place,Housing and Strategic Planning
26/05/2023,871040,0,8119.56,SYMONDS HOUSE  LEONARD CHESHIRE,8400479300,NurPlcmts-ProvPayWA,Adults & Health,Bexley Care
12/05/2023,871041,0,4440,SYNERGY FOSTERING LTD,10021500,Specialist Placements IFA's,Children's Services,Children Social Care & Safegua
12/05/2023,871042,0,7170,SYNERGY FOSTERING LTD,10021500,Specialist Placements IFA's,Children's Services,Children Social Care & Safegua
19/05/2023,871043,0,10868.55,TACKLESTORE LTD,7100000000,LBB Share NNDR Debtor,Finance & Corporate,Central Finance
26/05/2023,871044,0,850,TAMESIDE METROPOLITAN BOROUGH,8010100,Payment to Other Loc Auth,Finance & Corporate,Finance & Corporate Management
26/05/2023,871045,0,850,TAMESIDE METROPOLITAN BOROUGH,8010100,Payment to Other Loc Auth,Finance & Corporate,Finance & Corporate Management
26/05/2023,871046,0,4400,TANDRIDGE HEIGHTS CARE HOME,8400478800,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871047,0,7781.76,TANGLEWOOD,8400022000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871048,0,8964.76,TANGLEWOOD,8400022000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
12/05/2023,871049,0,6291.79,TARMAC AGGREGATE LTD,7100000000,LBB Share NNDR Debtor,Finance & Corporate,Central Finance
24/05/2023,871050,0,691.2,TEACHING PERSONNEL LTD,8428000,Top-up funding Post-16,Children's Services,Schools
31/05/2023,871051,0,691.2,TEACHING PERSONNEL LTD,8428000,Top-up funding Post-16,Children's Services,Schools
17/05/2023,871052,0,23782,TEQEX LTD,10153000,ICT Other Expenditure,Finance & Corporate,Corporate Services
10/05/2023,871053,0,500,THE 36 GROUP LTD,10054700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
26/05/2023,871054,0,850,THE 36 GROUP LTD,10054700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
24/05/2023,871055,0,850,THE 36 GROUP LTD,10054700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
17/05/2023,871056,0,875,THE 36 GROUP LTD,10054700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
19/05/2023,871057,0,3000,THE 36 GROUP LTD,10054700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
26/05/2023,871058,0,6814.2,THE ADOLESCENT & CHILDRENS TRUST,7100,Specialist Placements IFA's,Children's Services,Children Social Care & Safegua
05/05/2023,871059,0,7041.34,THE ADOLESCENT & CHILDRENS TRUST,7100,Specialist Placements IFA's,Children's Services,Children Social Care & Safegua
10/05/2023,871060,0,5850,THE ALBION SURGERY,598300,Public Health Payments,Adults & Health,Health & Wellbeing
05/05/2023,871061,0,4831,THE ALBION SURGERY,598300,Sexual Health Payments,Adults & Health,Health & Wellbeing
05/05/2023,871062,0,6290,THE ALBION SURGERY,598300,Sexual Health Payments,Adults & Health,Health & Wellbeing
30/05/2023,871063,0,1020,THE ANCHOR SENDFRIENDLY CENTRE,10028200,DisabledChildrenRespiteSupport,Children's Services,Children Social Care & Safegua
30/05/2023,871064,0,1530,THE ANCHOR SENDFRIENDLY CENTRE,10028200,DisabledChildrenRespiteSupport,Children's Services,Children Social Care & Safegua
30/05/2023,871065,0,776,THE BEXLEY DAY NURSERY,4200000700,2 year old funding,Children's Services,Schools
30/05/2023,871066,0,15065,THE BEXLEY DAY NURSERY,4200000700,3 & 4 year old funding,Children's Services,Schools
26/05/2023,871067,0,990.89,THE BIGWORD INTERPRETING SERVICES LTD,7166700,Professional Services General,Finance & Corporate,Finance & Corporate Management
24/05/2023,871068,0,1970.22,THE BIGWORD INTERPRETING SERVICES LTD,7166700,Professional Services General,Finance & Corporate,Finance & Corporate Management
26/05/2023,871069,0,2713.5,THE BIGWORD INTERPRETING SERVICES LTD,7166700,Professional Services General,Finance & Corporate,Finance & Corporate Management
19/05/2023,871070,0,654.68,THE DOCTORS LABORATORY,8164300,Sexual Health Payments,Adults & Health,Health & Wellbeing
26/05/2023,871071,0,5836.68,THE DRIVE CARE HOME,8400021701,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871072,0,8537.56,THE DRIVE CARE HOME,8400021701,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871073,0,13432,THE DRIVE CARE HOME,8400021701,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871074,0,15872,THE DRIVE CARE HOME,8400021701,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
24/05/2023,871075,0,15033.9,THE DRIVE CARE HOME,6971201,Specialist Placements Resid,Children's Services,Children Social Care & Safegua
05/05/2023,871076,0,15535.03,THE DRIVE CARE HOME,6971201,Specialist Placements Resid,Children's Services,Children Social Care & Safegua
17/05/2023,871077,0,28809.85,THE DRIVE CARE HOME,6971201,Specialist Placements Resid,Children's Services,Children Social Care & Safegua
12/05/2023,871078,0,880,THE DRIVE CARE HOME,6971201,Transport Costs Clients,Children's Services,Education Services
26/05/2023,871079,0,-774.4,THE FOAM CARE HOME,8400011200,CRAG income - Residential,Adults & Health,Bexley Care
26/05/2023,871080,0,5876.6,THE FOAM CARE HOME,8400011200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871081,0,4646,THE FOSTERING NETWORK,4678000,Membership and Subscriptions,Children's Services,Children Social Care & Safegua
26/05/2023,871082,0,2175.36,THE GABLES,8400010100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871083,0,5809.04,THE GABLES,8400010100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
09/05/2023,871084,0,4200,THE JAVAN COKER FOUNDATION,10066300,ChildSocialCareFamilyActivity,Children's Services,Education Services
17/05/2023,871085,0,950,THE KEMNAL ACADEMIES TRUST,8637800,Other Fees,Finance & Corporate,Central Finance
05/05/2023,871086,0,1541.14,THE KENWARD TRUST,8400000800,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871087,0,2311.71,THE KENWARD TRUST,8400000800,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871088,0,3596,THE KENWARD TRUST,8400000800,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871089,0,3596,THE KENWARD TRUST,8400000800,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871090,0,3596,THE KENWARD TRUST,8400000800,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
31/05/2023,871091,0,35757.06,THE KEY SUPPORT SERVICE LTD,8340400,Fees and Charges Other,Finance & Corporate,Corporate Services
22/05/2023,871092,0,765,THE LEISURE MEDIA COMPANY LTD,10151600,Advert Publicity and Marketing,Place,Neighbourhoods
02/05/2023,871093,0,8082,THE LIFECARE CENTRE,5367900,Grants Paid,Finance & Corporate,Central Finance
02/05/2023,871094,0,13930,THE LIFECARE CENTRE,5367900,Grants Paid,Finance & Corporate,Central Finance
12/05/2023,871095,0,-660.62,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871096,0,525.4,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871097,0,535.66,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871098,0,536.5,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871099,0,541.14,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871100,0,548.8,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871101,0,548.8,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871102,0,548.8,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871103,0,548.8,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871104,0,564.22,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871105,0,567.06,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871106,0,570.36,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871107,0,570.36,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871108,0,570.36,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871109,0,570.36,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871110,0,579.66,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871111,0,597.1,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871112,0,601.5,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871113,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871114,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871115,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871116,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871117,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871118,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871119,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871120,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871121,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871122,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871123,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871124,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871125,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871126,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871127,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871128,0,609.56,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871129,0,644.34,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871130,0,650.72,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871131,0,650.72,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871132,0,650.72,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871133,0,650.72,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871134,0,656.24,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871135,0,705.76,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871136,0,757.28,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871137,0,757.28,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871138,0,757.28,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,871139,0,782.67,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871140,0,912.11,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871141,0,538.68,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871142,0,581.46,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayWA,Adults & Health,Bexley Care
12/05/2023,871143,0,589.96,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayWA,Adults & Health,Bexley Care
12/05/2023,871144,0,589.96,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayWA,Adults & Health,Bexley Care
12/05/2023,871145,0,589.96,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871146,0,589.96,THE LINK CARE NURSING AGENCY,8400000101,CommServs-ProvPayWA,Adults & Health,Bexley Care
09/05/2023,871147,0,1296,THE MORNING DEW FOUNDATION,10144500,ChildSocialCareFamilyActivity,Children's Services,Education Services
10/05/2023,871148,0,18940.78,THE MOUNT CAMPHILL COMMUNITY LTD,10031500,SP top-up funding Post-19,Children's Services,Schools
26/05/2023,871149,0,3153.12,THE NATIONAL FOSTERING AGENCY LIMITED,6164202,Specialist Placements IFA's,Children's Services,Children Social Care & Safegua
05/05/2023,871150,0,4072.78,THE NATIONAL FOSTERING AGENCY LIMITED,6164202,Specialist Placements IFA's,Children's Services,Children Social Care & Safegua
26/05/2023,871151,0,6176.4,THE NATIONAL FOSTERING AGENCY LIMITED,6164202,Specialist Placements IFA's,Children's Services,Children Social Care & Safegua
26/05/2023,871152,0,3582.14,THE OAKS CARE HOME,8400023300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,871153,0,3582.14,THE OAKS CARE HOME,8400023300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,871154,0,5200,THE OAKS CARE HOME,8400023300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,871155,0,5340,THE OAKS CARE HOME,8400023300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,871156,0,5340,THE OAKS CARE HOME,8400023300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,871157,0,5900,THE OAKS CARE HOME,8400023300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,871158,0,5900,THE OAKS CARE HOME,8400023300,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,871159,0,3372.28,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871160,0,4120,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871161,0,4171.08,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871162,0,4944,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871163,0,4944,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871164,0,5200,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871165,0,5200,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871166,0,5200,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871167,0,5340,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871168,0,5340,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871169,0,6036.76,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871170,0,4171.08,THE OAKS CARE HOME,8400023300,NurPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871171,0,4159.32,THE OLD RECTORY,8400041900,CommServs-ProvPayWA,Adults & Health,Bexley Care
17/05/2023,871172,0,1031.25,THE OYSTER PARTNERSHIP LTD,8352800,Agency Staff,Place,Housing and Strategic Planning
17/05/2023,871173,0,1031.25,THE OYSTER PARTNERSHIP LTD,8352800,Agency Staff,Place,Housing and Strategic Planning
24/05/2023,871174,0,1031.25,THE OYSTER PARTNERSHIP LTD,8352800,Agency Staff,Place,Housing and Strategic Planning
31/05/2023,871175,0,1031.25,THE OYSTER PARTNERSHIP LTD,8352800,Agency Staff,Place,Housing and Strategic Planning
17/05/2023,871176,0,1087.5,THE OYSTER PARTNERSHIP LTD,8352800,Agency Staff,Place,Housing and Strategic Planning
02/05/2023,871177,0,1800,THE OYSTER PARTNERSHIP LTD,8352800,Agency Staff,Place,Housing and Strategic Planning
24/05/2023,871178,0,1800,THE OYSTER PARTNERSHIP LTD,8352800,Agency Staff,Place,Housing and Strategic Planning
31/05/2023,871179,0,1800,THE OYSTER PARTNERSHIP LTD,8352800,Agency Staff,Place,Housing and Strategic Planning
02/05/2023,871180,0,2475,THE OYSTER PARTNERSHIP LTD,8352800,Agency Staff,Place,Housing and Strategic Planning
26/05/2023,871181,0,960,THE PEST COMPANY LIMITED,7055600,Building Maintenance,Place,Neighbourhoods
12/05/2023,871182,0,700,THE QUEST ACADEMY T/A THE COLLEGIATE TRU,4000019000,Schools Transfer Payment,Children's Services,Schools
12/05/2023,871183,0,700,THE QUEST ACADEMY T/A THE COLLEGIATE TRU,4000019000,Schools Transfer Payment,Children's Services,Schools
26/05/2023,871184,0,4662.92,THE REGARD PARTNERSHIP LTD,8400016600,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,871185,0,4733.08,THE REGARD PARTNERSHIP LTD,8400016600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871186,0,5212.76,THE REGARD PARTNERSHIP LTD,8400016600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,871187,0,6401.88,THE REGARD PARTNERSHIP LTD,8400016600,CommServs-ProvPayWA,Adults & Health,Bexley Care
19/05/2023,871188,0,3450,THE VIVALTO PARTNERSHIP LLP,8740100,Agency Staff,Finance & Corporate,Finance & Property
02/05/2023,871189,0,9200,THE VIVALTO PARTNERSHIP LLP,8740100,Agency Staff,Finance & Corporate,Finance & Property
26/05/2023,871190,0,3180,THE WEST GATE,8400027600,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
10/05/2023,871191,0,850,THE WESTWOOD SURGERY,8150600,Public Health Payments,Adults & Health,Health & Wellbeing
05/05/2023,871192,0,4598,THE WESTWOOD SURGERY,8150600,Sexual Health Payments,Adults & Health,Health & Wellbeing
12/05/2023,871193,0,1980,THETFORD COMPACTORS FINANCE LTD,dd,Waste Incidentials,Place,Neighbourhoods
30/05/2023,871194,0,2480,THETFORD COMPACTORS FINANCE LTD,dd,Waste Incidentials,Place,Neighbourhoods
02/05/2023,871195,0,14875,TILE - HILL INTERIM & EXECUTIVE,10071900,Agency Staff,Children's Services,Childrens Strategy & Ops
30/05/2023,871196,0,855,TINEY LTD,4200020801,3 & 4 year old funding,Children's Services,Schools
30/05/2023,871197,0,2795,TKF GROUP,8740200,Child Serv Section 17 Support,Children's Services,Children Social Care & Safegua
17/05/2023,871198,0,3540,TKF GROUP,8740200,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
26/05/2023,871199,0,4590,TKF GROUP,8740200,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
12/05/2023,871200,0,15036,TKF GROUP,8740200,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
26/05/2023,871201,0,44345,TKF GROUP,8740200,Subsist & Accom Exp Staff,Children's Services,NRPF
24/05/2023,871202,0,1200,TLAS CONSULTING LTD,10094500,Agency Staff,Adults & Health,Bexley Care
26/05/2023,871203,0,1600,TLAS CONSULTING LTD,10094500,Agency Staff,Adults & Health,Bexley Care
24/05/2023,871204,0,1800,TLAS CONSULTING LTD,10094500,Agency Staff,Adults & Health,Bexley Care
26/05/2023,871205,0,880,TLC LIVE,8499500,Top-up funding Secondary,Children's Services,Schools
30/05/2023,871206,0,660,TLC LIVE,8499500,Tuition Fees,Children's Services,Children Social Care & Safegua
02/05/2023,871207,0,1760,TLC LIVE,8499500,Tuition Fees,Children's Services,Children Social Care & Safegua
22/05/2023,871208,0,795.75,TOTAL CARE SERVICES,8601700,DoLS Payments - Paid RPRs,Adults & Health,Bexley Care
15/05/2023,871209,0,1245.5,TOTAL COMPUTER NETWORKS LTD,10128700,ICT Other Expenditure,Finance & Corporate,Corporate Services
03/05/2023,871210,0,549.37,TOTAL ENERGIES GAS & POWER LTD,10110100,Gas,Children's Services,Children Social Care & Safegua
03/05/2023,871211,0,559.99,TOTAL ENERGIES GAS & POWER LTD,10110100,Gas,Children's Services,Children Social Care & Safegua
03/05/2023,871212,0,577.13,TOTAL ENERGIES GAS & POWER LTD,10110100,Gas,Children's Services,Children Social Care & Safegua
03/05/2023,871213,0,583.44,TOTAL ENERGIES GAS & POWER LTD,10110100,Gas,Children's Services,Children Social Care & Safegua
03/05/2023,871214,0,639.67,TOTAL ENERGIES GAS & POWER LTD,10110100,Gas,Children's Services,Children Social Care & Safegua
03/05/2023,871215,0,753.81,TOTAL ENERGIES GAS & POWER LTD,10110100,Gas,Children's Services,Children Social Care & Safegua
03/05/2023,871216,0,955.44,TOTAL ENERGIES GAS & POWER LTD,10110100,Gas,Children's Services,Children Social Care & Safegua
03/05/2023,871217,0,3352.55,TOTAL ENERGIES GAS & POWER LTD,10110100,Gas,Children's Services,Children Social Care & Safegua
