Body Name,Transaction Number,Account Code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath and North East Somerset Council,81229678,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229589,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,04/10/2023,740
Bath and North East Somerset Council,81229590,LL9,Special Guardianship,P29,Children and Young People & Communities,REDACTED,04/10/2023,740
Bath and North East Somerset Council,81229728,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229708,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229680,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229685,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229681,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229754,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229431,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,04/10/2023,1040
Bath and North East Somerset Council,81229744,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229765,PG1,Rent Allowances,P26,Economic Development & Resources,REDACTED,04/10/2023,2000
Bath and North East Somerset Council,81229740,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229713,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229455,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,04/10/2023,580
Bath and North East Somerset Council,11059875,PB4,Payments to Private Contractors,P05,Neighbourhood Services,CODFORD BIOGAS LTD,04/10/2023,2071.44
Bath and North East Somerset Council,11059724,LA1,Equipment Purchase (Non Medical),P29,Children and Young People & Communities,JENX LIMITED,04/10/2023,2075
Bath and North East Somerset Council,81229748,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229761,PG1,Rent Allowances,P26,Economic Development & Resources,REDACTED,04/10/2023,1000
Bath and North East Somerset Council,81229715,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,11059846,LK1,Fees,P31,"Economic Development, Regeneration & Growth",HARDSTAFF BARRIERS,04/10/2023,2142
Bath and North East Somerset Council,11059787,PA3,Payments to Health Authorities,P28,Adult Services & Council House Building,"NHS BANES, SWINDON AND WILTSHIRE ICB",04/10/2023,2163.67
Bath and North East Somerset Council,81229738,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229767,PG1,Rent Allowances,P26,Economic Development & Resources,REDACTED,04/10/2023,993.03
Bath and North East Somerset Council,81229667,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229700,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229691,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229695,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229692,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229724,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,11059789,LJ4,Contracts,P28,Adult Services & Council House Building,"NHS BANES, SWINDON AND WILTSHIRE ICB",04/10/2023,2289.57
Bath and North East Somerset Council,81229703,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,11059725,LJ1,Consultants Fees,P31,"Economic Development, Regeneration & Growth",YOU AND ME ARCHITECTURE LTD,04/10/2023,2305
Bath and North East Somerset Council,11059911,LD4,Uniforms,P04,Leader,WATERFRONT MANUFACTURING LTD,04/10/2023,2362.5
Bath and North East Somerset Council,11059877,HA3,Planned Maintenance,P04,Leader,BECHTLE DIRECT LTD,04/10/2023,2427.14
Bath and North East Somerset Council,11059721,LF6,Subscriptions,P26,Economic Development & Resources,LEXISNEXIS,04/10/2023,2441
Bath and North East Somerset Council,11059785,LJ4,Contracts,P28,Adult Services & Council House Building,"NHS BANES, SWINDON AND WILTSHIRE ICB",04/10/2023,2640.44
Bath and North East Somerset Council,81229705,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229731,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229670,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229671,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229723,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,11059781,PA3,Payments to Health Authorities,P28,Adult Services & Council House Building,"NHS BANES, SWINDON AND WILTSHIRE ICB",04/10/2023,2889.62
Bath and North East Somerset Council,81229755,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229696,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,11059804,LH1,Liability Insurance,P26,Economic Development & Resources,RCN LAW CLIENT ACCOUNT,04/10/2023,4613.12
Bath and North East Somerset Council,81229741,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,11059900,LK1,Fees,P29,Children and Young People & Communities,SPORTING FAMILY CHANGE FOUNDATION,04/10/2023,3217.5
Bath and North East Somerset Council,11059807,LM1,Volunt Homes Placements Top/Up,P29,Children and Young People & Communities,REDACTED,04/10/2023,15816.9
Bath and North East Somerset Council,81229674,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,11059876,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,FOSTERING MATTERS LTD,04/10/2023,3458.1
Bath and North East Somerset Council,81229710,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229707,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,81229569,LM7,Parent and Child Allowance,P29,Children and Young People & Communities,REDACTED,04/10/2023,900
Bath and North East Somerset Council,81229472,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,04/10/2023,580
Bath and North East Somerset Council,11059818,PB4,Payments to Private Contractors,P05,Neighbourhood Services,PMG SERVICES (BRISTOL) LTD,04/10/2023,3616.15
Bath and North East Somerset Council,11059910,KB1,Hire of Vehicles,P05,Neighbourhood Services,ENDURANCE VEHICLE SOLUTIONS LIMITED,04/10/2023,3753.75
Bath and North East Somerset Council,81229697,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,11059783,PA3,Payments to Health Authorities,P28,Adult Services & Council House Building,"NHS BANES, SWINDON AND WILTSHIRE ICB",04/10/2023,3937
Bath and North East Somerset Council,11059828,LJ4,Contracts,P29,Children and Young People & Communities,THREE WAYS SCHOOL,04/10/2023,4026.25
Bath and North East Somerset Council,11059737,LK1,Fees,P29,Children and Young People & Communities,BROADWAY LODGE,04/10/2023,4400
Bath and North East Somerset Council,11059782,PA3,Payments to Health Authorities,P28,Adult Services & Council House Building,"NHS BANES, SWINDON AND WILTSHIRE ICB",04/10/2023,4447.71
Bath and North East Somerset Council,11059883,3F7,External Fees,P23,"Housing, Planning & Economic Development",MACE LIMITED,04/10/2023,4800
Bath and North East Somerset Council,11059759,LK1,Fees,P27,Climate Emergency & Sustainable Travel,LDA DESIGN CONSULTING LTD,04/10/2023,5239
Bath and North East Somerset Council,11059784,LK1,Fees,P29,Children and Young People & Communities,"NHS BANES, SWINDON AND WILTSHIRE ICB",04/10/2023,5242.21
Bath and North East Somerset Council,11059821,KB1,Hire of Vehicles,P05,Neighbourhood Services,SFS LIMITED T/A CTS,04/10/2023,5460
Bath and North East Somerset Council,11059881,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,SILVER BIRCH CARE LIMITED,04/10/2023,5505.43
Bath and North East Somerset Council,11059886,3G1,Grants/Advances,P23,"Housing, Planning & Economic Development",OASIS BATHROOM CENTRE,04/10/2023,5583
Bath and North East Somerset Council,11059819,KB1,Hire of Vehicles,P05,Neighbourhood Services,SFS LIMITED T/A CTS,04/10/2023,5700
Bath and North East Somerset Council,81229499,LM7,Parent and Child Allowance,P29,Children and Young People & Communities,REDACTED,04/10/2023,600
Bath and North East Somerset Council,81229554,LM7,Parent and Child Allowance,P29,Children and Young People & Communities,REDACTED,04/10/2023,800
Bath and North East Somerset Council,81229555,LM7,Parent and Child Allowance,P29,Children and Young People & Communities,REDACTED,04/10/2023,800
Bath and North East Somerset Council,11059825,3N7,Misc. Costs,P19,Resources,BUILDING ENERGY PRACTICE LTD,04/10/2023,7040
Bath and North East Somerset Council,81229751,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,11059924,3L6,Reports/Surveys,P19,Resources,GVA GRIMLEY LTD T/A AVISON YOUNG,04/10/2023,7480
Bath and North East Somerset Council,81229575,LM4,Respite Care,P29,Children and Young People & Communities,REDACTED,04/10/2023,571.43
Bath and North East Somerset Council,81229409,LM2,Foster Carer Allowances,P29,Children and Young People & Communities,REDACTED,04/10/2023,500
Bath and North East Somerset Council,11059823,3F7,External Fees,P21,Childrens Services,QUATTRO DESIGN ARCHITECTS LTD,04/10/2023,12789
Bath and North East Somerset Council,11059767,3N7,Misc. Costs,P19,Resources,H MEALING & SONS LTD,04/10/2023,15260
Bath and North East Somerset Council,11059917,LM1,Volunt Homes Placements Top/Up,P29,Children and Young People & Communities,UNITED CHILDREN'S SERVICES LIMITED T/A THE OAKS,04/10/2023,19042.86
Bath and North East Somerset Council,11059871,LM1,Volunt Homes Placements Top/Up,P29,Children and Young People & Communities,CAMBIAN CHILDCARE LIMITED,04/10/2023,25021.43
Bath and North East Somerset Council,11059872,LM1,Volunt Homes Placements Top/Up,P29,Children and Young People & Communities,CAMBIAN CHILDCARE LIMITED,04/10/2023,26350
Bath and North East Somerset Council,11059728,LP5,Software Support,P26,Economic Development & Resources,SOCIETY WORKS LTD,04/10/2023,35000
Bath and North East Somerset Council,11059777,LL1,Services to/for Clients,P29,Children and Young People & Communities,SCOTTISH ADOPTION,04/10/2023,35565
Bath and North East Somerset Council,11059763,LP5,Software Support,P26,Economic Development & Resources,LIQUIDLOGIC LIMITED,04/10/2023,36864.02
Bath and North East Somerset Council,11059805,LJ1,Consultants Fees,P26,Economic Development & Resources,MATRIX SCM,04/10/2023,44162.94
Bath and North East Somerset Council,81229677,LJ3,Other Services to the Council,P26,Economic Development & Resources,REDACTED,04/10/2023,500
Bath and North East Somerset Council,11059764,LP5,Software Support,P26,Economic Development & Resources,LIQUIDLOGIC LIMITED,04/10/2023,51043.41
Bath and North East Somerset Council,11059752,3E6,IT Software,P19,Resources,ON DIRECT BUSINESS SERVICES LTD,04/10/2023,65587.5
Bath and North East Somerset Council,11059765,LP5,Software Support,P26,Economic Development & Resources,LIQUIDLOGIC LIMITED,04/10/2023,80401.72
Bath and North East Somerset Council,11059926,LE1,Education Payment (independent school),P29,Children and Young People & Communities,THE MARCHANT-HOLLIDAY SCHOOL,04/10/2023,134999.67
Bath and North East Somerset Council,11059943,PB4,Payments to Private Contractors,P05,Neighbourhood Services,SOUTH GLOUCESTERSHIRE COUNCIL,04/10/2023,339995.37
Bath and North East Somerset Council,81229781,LA7,Purchases for Resale,P04,Leader,SILVERTHORNE HOBBS LTD,05/10/2023,1.92
Bath and North East Somerset Council,81229789,LA7,Purchases for Resale,P04,Leader,HADLEY PAPER GOODS LIMITED,05/10/2023,8.4
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,38.02
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,57.03
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,71.29
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,95.04
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,152.08
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,152.1
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,166.32
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,175.86
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,209.11
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,266.14
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,318.44
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,363
Bath and North East Somerset Council,81229844,LM8,Home Care,P28,Adult Services & Council House Building,ABICARE HEALTH SOLUTIONS LTD,05/10/2023,377.89
