Body,Directorate,Division,Service Area,Expenditure Category,Supplier Name,Pay Date,Amount,Transaction reference,Narrative,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Alphaplus Fostering,45898,3969.57,21065259,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Alphaplus Fostering,45898,4030.82,21065245,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Alphaplus Fostering,45898,4219.41,21065265,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Assured Fostering,45875,4393.29,21061301,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Assured Fostering,45898,4539.73,21065240,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Barnardos,45896,3542.24,21064421,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Barnardos,45896,3570.36,21064463,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Barnardos,45896,3810.34,21064434,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Barnardos,45896,7267.11,21064431,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,By The Bridge North West Ltd,45898,4639.68,21065067,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,By The Bridge North West Ltd,45898,4822.79,21065081,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,By The Bridge North West Ltd,45898,5181.86,21065074,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,By The Bridge North West Ltd,45898,5223.25,21065068,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Cfs Care Limited,45891,6152.88,21064512,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Cfs Care Limited,45891,6152.88,21064517,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Cfs Care Limited,45891,5988.89,21064499,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Cfs Care Limited,45891,6370.19,21064511,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Cfs Care Limited,45891,6836.43,21064507,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Cfs Care Limited,45896,24357.14,21067043,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45898,1519,21065110,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45881,2131.36,21065161,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45898,3785.72,21065179,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45898,3830.05,21065182,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45897,3886.29,21065142,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45898,3941.96,21065144,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45898,4129.51,21065226,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45898,4135.09,21065154,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45898,4225.3,21065123,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45898,4233.05,21065170,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45898,4570.64,21065162,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Compass Fostering North Limited,45898,5034.4,21065177,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Excel Fostering Ltd,45898,778.14,21066888,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Excel Fostering Ltd,45898,5540.08,21066885,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Family Care Fostering Limited,45898,3787.7,21065256,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Family Care Fostering Limited,45898,4039.92,21065241,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Care Associates Limited,45882,4126.53,21062457,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Care Associates Limited,45882,4126.53,21062459,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Care Associates Limited,45882,5108.89,21062384,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Care Associates Limited,45882,5108.89,21062473,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Care Associates Limited,45882,3892.41,21062486,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Care Associates Limited,45882,4237.7,21062488,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Care Associates Limited,45882,4474.85,21062456,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Care Associates Limited,45882,4887.58,21062491,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Care Associates Limited,45882,4980.15,21062469,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Care Associates Limited,45882,5144.98,21062450,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Careline Limited,45898,4275.83,21064849,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Foster Careline Limited,45898,4391.15,21064846,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Matters Limited,45898,6735.37,21064746,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering People Limited,45891,944.44,21064233,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering People Limited,45891,1385.55,21064227,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering People Limited,45882,3868.83,21062480,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering People Limited,45882,4720.68,21062467,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering People Limited,45882,4772.45,21062495,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering People Limited,45882,-1747.21,21064226,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,3541.66,21062662,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,3541.66,21062669,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,3541.66,21062715,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,3618.23,21062681,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,3618.23,21062712,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,4393.32,21062667,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,4393.32,21062758,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,505.44,21062738,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45898,605.15,21065918,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45898,630.4,21065916,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45898,680.4,21065909,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45898,1134.72,21065915,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,3835.08,21062745,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,3908.17,21062751,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,4026.25,21062760,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,4038.37,21062756,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,4063.82,21062747,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,4249.34,21062663,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,4250.93,21062755,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,4473.92,21062750,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,4853.05,21062640,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,5172.97,21062699,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,5765.43,21062656,,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fostering Solutions Ltd,45883,-1563.38,21065239,,
